Date,Direxion Daily Mid Cap Bull 3X Shares_Open_average,Direxion Daily Mid Cap Bull 3X Shares_Open_max,Direxion Daily Mid Cap Bull 3X Shares_Open_min,Direxion Daily Mid Cap Bull 3X Shares_Open_volatility,Direxion Daily Mid Cap Bull 3X Shares_Open_change,Direxion Daily Mid Cap Bull 3X Shares_High_average,Direxion Daily Mid Cap Bull 3X Shares_High_max,Direxion Daily Mid Cap Bull 3X Shares_High_min,Direxion Daily Mid Cap Bull 3X Shares_High_volatility,Direxion Daily Mid Cap Bull 3X Shares_High_change,Direxion Daily Mid Cap Bull 3X Shares_Low_average,Direxion Daily Mid Cap Bull 3X Shares_Low_max,Direxion Daily Mid Cap Bull 3X Shares_Low_min,Direxion Daily Mid Cap Bull 3X Shares_Low_volatility,Direxion Daily Mid Cap Bull 3X Shares_Low_change,Direxion Daily Mid Cap Bull 3X Shares_Close_average,Direxion Daily Mid Cap Bull 3X Shares_Close_max,Direxion Daily Mid Cap Bull 3X Shares_Close_min,Direxion Daily Mid Cap Bull 3X Shares_Close_volatility,Direxion Daily Mid Cap Bull 3X Shares_Close_change
2018-07-08,51.74,51.74,51.74,0.0,0.0,51.74,51.74,51.74,0.0,0.0,50.35,50.35,50.35,0.0,0.0,50.79,50.79,50.79,0.0,0.0
2018-07-15,51.35,51.35,51.35,0.0,0.0,51.92,51.92,51.92,0.0,0.0,51.06,51.06,51.06,0.0,0.0,51.59,51.59,51.59,0.0,0.0
2018-07-22,50.07,50.07,50.07,0.0,0.0,50.32,50.32,50.32,0.0,0.0,49.13,49.13,49.13,0.0,0.0,49.16,49.16,49.16,0.0,0.0
2018-07-29,51.62,51.62,51.62,0.0,0.0,52.49,52.49,52.49,0.0,0.0,51.62,51.62,51.62,0.0,0.0,52.4,52.4,52.4,0.0,0.0
2018-08-05,51.36,51.36,51.36,0.0,0.0,51.51,51.51,51.51,0.0,0.0,50.17,50.17,50.17,0.0,0.0,50.54,50.54,50.54,0.0,0.0
2018-08-12,52.53,52.53,52.53,0.0,0.0,53.26,53.26,53.26,0.0,0.0,52.4,52.4,52.4,0.0,0.0,52.97,52.97,52.97,0.0,0.0
2018-08-19,54.84,54.84,54.84,0.0,0.0,55.74,55.74,55.74,0.0,0.0,54.84,54.84,54.84,0.0,0.0,55.08,55.08,55.08,0.0,0.0
2018-08-26,54.35,54.35,54.35,0.0,0.0,55.11,55.11,55.11,0.0,0.0,54.35,54.35,54.35,0.0,0.0,55.06,55.06,55.06,0.0,0.0
2018-09-02,54.38,54.38,54.38,0.0,0.0,54.54,54.54,54.54,0.0,0.0,53.8,53.8,53.8,0.0,0.0,54.11,54.11,54.11,0.0,0.0
2018-09-09,54.73,54.73,54.73,0.0,0.0,54.78,54.78,54.78,0.0,0.0,53.61,53.61,53.61,0.0,0.0,53.61,53.61,53.61,0.0,0.0
2018-09-16,54.54,54.54,54.54,0.0,0.0,54.54,54.54,54.54,0.0,0.0,53.29,53.29,53.29,0.0,0.0,53.98,53.98,53.98,0.0,0.0
2018-09-23,53.68,53.68,53.68,0.0,0.0,53.68,53.68,53.68,0.0,0.0,51.36,51.36,51.36,0.0,0.0,51.69,51.69,51.69,0.0,0.0
2018-09-30,48.48,48.48,48.48,0.0,0.0,49.12,49.12,49.12,0.0,0.0,47.82,47.82,47.82,0.0,0.0,48.96,48.96,48.96,0.0,0.0
2018-10-07,41.61,41.61,41.61,0.0,0.0,43.15,43.15,43.15,0.0,0.0,41.61,41.61,41.61,0.0,0.0,42.52,42.52,42.52,0.0,0.0
2018-10-14,42.08,42.08,42.08,0.0,0.0,42.2,42.2,42.2,0.0,0.0,41.07,41.07,41.07,0.0,0.0,41.14,41.14,41.14,0.0,0.0
2018-10-21,37.9,37.9,37.9,0.0,0.0,38.85,38.85,38.85,0.0,0.0,35.03,35.03,35.03,0.0,0.0,36.25,36.25,36.25,0.0,0.0
2018-10-28,40.87,40.87,40.87,0.0,0.0,41.52,41.52,41.52,0.0,0.0,40.55,40.55,40.55,0.0,0.0,41.37,41.37,41.37,0.0,0.0
2018-11-04,42.04,42.04,42.04,0.0,0.0,42.21,42.21,42.21,0.0,0.0,39.85,39.85,39.85,0.0,0.0,39.94,39.94,39.94,0.0,0.0
2018-11-11,40.67,40.67,40.67,0.0,0.0,40.8,40.8,40.8,0.0,0.0,38.75,38.75,38.75,0.0,0.0,39.17,39.17,39.17,0.0,0.0
2018-11-18,39.1,39.1,39.1,0.0,0.0,39.89,39.89,39.89,0.0,0.0,39.08,39.08,39.08,0.0,0.0,39.65,39.65,39.65,0.0,0.0
2018-11-25,43.19,43.19,43.19,0.0,0.0,43.31,43.31,43.31,0.0,0.0,41.49,41.49,41.49,0.0,0.0,42.74,42.74,42.74,0.0,0.0
2018-12-02,35.25,35.25,35.25,0.0,0.0,35.38,35.38,35.38,0.0,0.0,33.2,33.2,33.2,0.0,0.0,34.55,34.55,34.55,0.0,0.0
2018-12-09,32.23,32.23,32.23,0.0,0.0,32.6,32.6,32.6,0.0,0.0,29.91,29.91,29.91,0.0,0.0,30.28,30.28,30.28,0.0,0.0
2018-12-16,25.46,25.46,25.46,0.0,0.0,25.59,25.59,25.59,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.8,23.8,23.8,0.0,0.0
2018-12-23,27.76,27.76,27.76,0.0,0.0,28.04,28.04,28.04,0.0,0.0,26.94,26.94,26.94,0.0,0.0,28.04,28.04,28.04,0.0,0.0
2018-12-30,29.16,29.16,29.16,0.0,0.0,30.66,30.66,30.66,0.0,0.0,29.0,29.0,29.0,0.0,0.0,30.09,30.09,30.09,0.0,0.0
2019-01-06,32.44,32.44,32.44,0.0,0.0,33.19,33.19,33.19,0.0,0.0,32.41,32.41,32.41,0.0,0.0,32.7,32.7,32.7,0.0,0.0
2019-01-13,35.58,35.58,35.58,0.0,0.0,36.59,36.59,36.59,0.0,0.0,35.41,35.41,35.41,0.0,0.0,36.33,36.33,36.33,0.0,0.0
2019-01-20,35.55,35.55,35.55,0.0,0.0,36.27,36.27,36.27,0.0,0.0,35.34,35.34,35.34,0.0,0.0,36.18,36.18,36.18,0.0,0.0
2019-01-27,37.73,37.73,37.73,0.0,0.0,38.78,38.78,38.78,0.0,0.0,37.39,37.39,37.39,0.0,0.0,38.78,38.78,38.78,0.0,0.0
2019-02-03,38.68,38.68,38.68,0.0,0.0,39.11,39.11,39.11,0.0,0.0,38.39,38.39,38.39,0.0,0.0,39.1,39.1,39.1,0.0,0.0
2019-02-10,41.56,41.56,41.56,0.0,0.0,42.31,42.31,42.31,0.0,0.0,41.41,41.41,41.41,0.0,0.0,42.29,42.29,42.29,0.0,0.0
2019-02-17,44.19,44.19,44.19,0.0,0.0,44.4,44.4,44.4,0.0,0.0,43.33,43.33,43.33,0.0,0.0,43.54,43.54,43.54,0.0,0.0
2019-02-24,43.23,43.23,43.23,0.0,0.0,43.36,43.36,43.36,0.0,0.0,41.25,41.25,41.25,0.0,0.0,42.35,42.35,42.35,0.0,0.0
2019-03-03,38.98,38.98,38.98,0.0,0.0,40.26,40.26,40.26,0.0,0.0,38.92,38.92,38.92,0.0,0.0,40.26,40.26,40.26,0.0,0.0
2019-03-10,41.06,41.06,41.06,0.0,0.0,42.07,42.07,42.07,0.0,0.0,41.06,41.06,41.06,0.0,0.0,41.77,41.77,41.77,0.0,0.0
2019-03-17,38.05,38.05,38.05,0.0,0.0,38.98,38.98,38.98,0.0,0.0,37.41,37.41,37.41,0.0,0.0,38.38,38.38,38.38,0.0,0.0
2019-03-24,41.63,41.63,41.63,0.0,0.0,42.54,42.54,42.54,0.0,0.0,41.53,41.53,41.53,0.0,0.0,42.46,42.46,42.46,0.0,0.0
2019-03-31,43.99,43.99,43.99,0.0,0.0,44.3,44.3,44.3,0.0,0.0,43.5,43.5,43.5,0.0,0.0,44.21,44.21,44.21,0.0,0.0
2019-04-07,45.4,45.4,45.4,0.0,0.0,45.62,45.62,45.62,0.0,0.0,44.84,44.84,44.84,0.0,0.0,45.09,45.09,45.09,0.0,0.0
2019-04-14,44.21,44.21,44.21,0.0,0.0,44.25,44.25,44.25,0.0,0.0,43.62,43.62,43.62,0.0,0.0,44.01,44.01,44.01,0.0,0.0
2019-04-21,45.89,45.89,45.89,0.0,0.0,46.18,46.18,46.18,0.0,0.0,45.83,45.83,45.83,0.0,0.0,45.85,45.85,45.85,0.0,0.0
2019-04-28,44.0,44.0,44.0,0.0,0.0,46.03,46.03,46.03,0.0,0.0,43.99,43.99,43.99,0.0,0.0,45.93,45.93,45.93,0.0,0.0
2019-05-05,40.54,40.54,40.54,0.0,0.0,40.63,40.63,40.63,0.0,0.0,38.74,38.74,38.74,0.0,0.0,39.11,39.11,39.11,0.0,0.0
2019-05-12,39.11,39.11,39.11,0.0,0.0,39.58,39.58,39.58,0.0,0.0,38.64,38.64,38.64,0.0,0.0,39.05,39.05,39.05,0.0,0.0
2019-05-19,38.16,38.16,38.16,0.0,0.0,38.5,38.5,38.5,0.0,0.0,37.74,37.74,37.74,0.0,0.0,38.12,38.12,38.12,0.0,0.0
2019-05-26,35.34,35.34,35.34,0.0,0.0,36.04,36.04,36.04,0.0,0.0,35.0,35.0,35.0,0.0,0.0,35.62,35.62,35.62,0.0,0.0
2019-06-02,40.37,40.37,40.37,0.0,0.0,41.21,41.21,41.21,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.48,40.48,40.48,0.0,0.0
2019-06-09,40.4,40.4,40.4,0.0,0.0,40.9,40.9,40.9,0.0,0.0,40.23,40.23,40.23,0.0,0.0,40.35,40.35,40.35,0.0,0.0
2019-06-16,41.9,41.9,41.9,0.0,0.0,42.19,42.19,42.19,0.0,0.0,41.06,41.06,41.06,0.0,0.0,41.06,41.06,41.06,0.0,0.0
2019-06-23,44.52,44.52,44.52,0.0,0.0,44.8,44.8,44.8,0.0,0.0,42.88,42.88,42.88,0.0,0.0,43.42,43.42,43.42,0.0,0.0
2019-06-30,43.48,43.48,43.48,0.0,0.0,43.73,43.73,43.73,0.0,0.0,42.84,42.84,42.84,0.0,0.0,43.07,43.07,43.07,0.0,0.0
2019-07-07,44.14,44.14,44.14,0.0,0.0,44.14,44.14,44.14,0.0,0.0,43.06,43.06,43.06,0.0,0.0,43.26,43.26,43.26,0.0,0.0
2019-07-14,42.49,42.49,42.49,0.0,0.0,42.82,42.82,42.82,0.0,0.0,42.17,42.17,42.17,0.0,0.0,42.24,42.24,42.24,0.0,0.0
2019-07-21,45.33,45.33,45.33,0.0,0.0,45.4,45.4,45.4,0.0,0.0,44.43,44.43,44.43,0.0,0.0,44.73,44.73,44.73,0.0,0.0
2019-07-28,38.45,38.45,38.45,0.0,0.0,38.57,38.57,38.57,0.0,0.0,36.18,36.18,36.18,0.0,0.0,37.21,37.21,37.21,0.0,0.0
2019-08-04,38.84,38.84,38.84,0.0,0.0,38.84,38.84,38.84,0.0,0.0,37.72,37.72,37.72,0.0,0.0,37.85,37.85,37.85,0.0,0.0
2019-08-11,39.06,39.06,39.06,0.0,0.0,39.2,39.2,39.2,0.0,0.0,38.75,38.75,38.75,0.0,0.0,38.84,38.84,38.84,0.0,0.0
2019-08-18,36.36,36.36,36.36,0.0,0.0,36.52,36.52,36.52,0.0,0.0,35.65,35.65,35.65,0.0,0.0,36.23,36.23,36.23,0.0,0.0
2019-08-25,38.44,38.44,38.44,0.0,0.0,38.44,38.44,38.44,0.0,0.0,37.7,37.7,37.7,0.0,0.0,38.03,38.03,38.03,0.0,0.0
2019-09-01,40.22,40.22,40.22,0.0,0.0,40.74,40.74,40.74,0.0,0.0,39.78,39.78,39.78,0.0,0.0,40.74,40.74,40.74,0.0,0.0
2019-09-08,42.81,42.81,42.81,0.0,0.0,43.51,43.51,43.51,0.0,0.0,42.59,42.59,42.59,0.0,0.0,43.27,43.27,43.27,0.0,0.0
2019-09-15,41.51,41.51,41.51,0.0,0.0,42.5,42.5,42.5,0.0,0.0,41.51,41.51,41.51,0.0,0.0,42.11,42.11,42.11,0.0,0.0
2019-09-22,40.49,40.49,40.49,0.0,0.0,41.54,41.54,41.54,0.0,0.0,40.49,40.49,40.49,0.0,0.0,41.3,41.3,41.3,0.0,0.0
2019-09-29,38.9,38.9,38.9,0.0,0.0,39.33,39.33,39.33,0.0,0.0,38.53,38.53,38.53,0.0,0.0,38.62,38.62,38.62,0.0,0.0
2019-10-06,39.51,39.51,39.51,0.0,0.0,39.51,39.51,39.51,0.0,0.0,38.95,38.95,38.95,0.0,0.0,39.39,39.39,39.39,0.0,0.0
2019-10-13,42.0,42.0,42.0,0.0,0.0,42.16,42.16,42.16,0.0,0.0,41.7,41.7,41.7,0.0,0.0,41.77,41.77,41.77,0.0,0.0
2019-10-20,43.11,43.11,43.11,0.0,0.0,43.7,43.7,43.7,0.0,0.0,43.11,43.11,43.11,0.0,0.0,43.26,43.26,43.26,0.0,0.0
2019-10-27,45.03,45.03,45.03,0.0,0.0,45.03,45.03,45.03,0.0,0.0,44.35,44.35,44.35,0.0,0.0,44.81,44.81,44.81,0.0,0.0
2019-11-03,44.28,44.28,44.28,0.0,0.0,44.77,44.77,44.77,0.0,0.0,44.28,44.28,44.28,0.0,0.0,44.71,44.71,44.71,0.0,0.0
2019-11-10,44.91,44.91,44.91,0.0,0.0,45.08,45.08,45.08,0.0,0.0,44.67,44.67,44.67,0.0,0.0,44.95,44.95,44.95,0.0,0.0
2019-11-17,44.77,44.77,44.77,0.0,0.0,45.99,45.99,45.99,0.0,0.0,44.67,44.67,44.67,0.0,0.0,45.76,45.76,45.76,0.0,0.0
2019-11-24,46.16,46.16,46.16,0.0,0.0,46.16,46.16,46.16,0.0,0.0,44.83,44.83,44.83,0.0,0.0,44.87,44.87,44.87,0.0,0.0
2019-12-01,46.44,46.44,46.44,0.0,0.0,46.59,46.59,46.59,0.0,0.0,45.98,45.98,45.98,0.0,0.0,45.98,45.98,45.98,0.0,0.0
2019-12-08,47.84,47.84,47.84,0.0,0.0,48.31,48.31,48.31,0.0,0.0,47.6,47.6,47.6,0.0,0.0,47.75,47.75,47.75,0.0,0.0
2019-12-15,49.55,49.55,49.55,0.0,0.0,49.55,49.55,49.55,0.0,0.0,48.96,48.96,48.96,0.0,0.0,49.26,49.26,49.26,0.0,0.0
2019-12-22,49.32,49.32,49.32,0.0,0.0,49.6,49.6,49.6,0.0,0.0,48.62,48.62,48.62,0.0,0.0,49.12,49.12,49.12,0.0,0.0
2019-12-29,47.67,47.67,47.67,0.0,0.0,48.93,48.93,48.93,0.0,0.0,47.67,47.67,47.67,0.0,0.0,48.73,48.73,48.73,0.0,0.0
