Date,Franklin FTSE EuropeEtf_Open_average,Franklin FTSE EuropeEtf_Open_max,Franklin FTSE EuropeEtf_Open_min,Franklin FTSE EuropeEtf_Open_volatility,Franklin FTSE EuropeEtf_Open_change,Franklin FTSE EuropeEtf_High_average,Franklin FTSE EuropeEtf_High_max,Franklin FTSE EuropeEtf_High_min,Franklin FTSE EuropeEtf_High_volatility,Franklin FTSE EuropeEtf_High_change,Franklin FTSE EuropeEtf_Low_average,Franklin FTSE EuropeEtf_Low_max,Franklin FTSE EuropeEtf_Low_min,Franklin FTSE EuropeEtf_Low_volatility,Franklin FTSE EuropeEtf_Low_change,Franklin FTSE EuropeEtf_Close_average,Franklin FTSE EuropeEtf_Close_max,Franklin FTSE EuropeEtf_Close_min,Franklin FTSE EuropeEtf_Close_volatility,Franklin FTSE EuropeEtf_Close_change
2018-05-13,25.84,25.84,25.84,0.0,0.0,25.84,25.84,25.84,0.0,0.0,25.84,25.84,25.84,0.0,0.0,25.84,25.84,25.84,0.0,0.0
2018-05-20,25.38,25.38,25.38,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.24,25.24,25.24,0.0,0.0,25.24,25.24,25.24,0.0,0.0
2018-05-27,25.11,25.11,25.11,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.23,25.23,25.23,0.0,0.0
2018-06-03,25.26,25.26,25.26,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.27,25.27,25.27,0.0,0.0
2018-06-10,25.25,25.25,25.25,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.25,25.25,25.25,0.0,0.0
2018-06-17,24.48,24.48,24.48,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.49,24.49,24.49,0.0,0.0
2018-06-24,24.24,24.24,24.24,0.0,0.0,24.24,24.24,24.24,0.0,0.0,24.17,24.17,24.17,0.0,0.0,24.17,24.17,24.17,0.0,0.0
2018-07-01,24.36,24.36,24.36,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.36,24.36,24.36,0.0,0.0,24.56,24.56,24.56,0.0,0.0
2018-07-08,24.48,24.48,24.48,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.44,24.44,24.44,0.0,0.0,24.44,24.44,24.44,0.0,0.0
2018-07-15,24.58,24.58,24.58,0.0,0.0,24.58,24.58,24.58,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.51,24.51,24.51,0.0,0.0
2018-07-22,24.89,24.89,24.89,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.89,24.89,24.89,0.0,0.0
2018-07-29,24.42,24.42,24.42,0.0,0.0,24.58,24.58,24.58,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.58,24.58,24.58,0.0,0.0
2018-08-05,24.06,24.06,24.06,0.0,0.0,24.07,24.07,24.07,0.0,0.0,23.99,23.99,23.99,0.0,0.0,23.99,23.99,23.99,0.0,0.0
2018-08-12,23.67,23.67,23.67,0.0,0.0,23.67,23.67,23.67,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.65,23.65,23.65,0.0,0.0
2018-08-19,24.14,24.14,24.14,0.0,0.0,24.14,24.14,24.14,0.0,0.0,24.14,24.14,24.14,0.0,0.0,24.14,24.14,24.14,0.0,0.0
2018-08-26,24.28,24.28,24.28,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.28,24.28,24.28,0.0,0.0,24.28,24.28,24.28,0.0,0.0
2018-09-02,23.5,23.5,23.5,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.5,23.5,23.5,0.0,0.0
2018-09-09,24.02,24.02,24.02,0.0,0.0,24.02,24.02,24.02,0.0,0.0,24.02,24.02,24.02,0.0,0.0,24.02,24.02,24.02,0.0,0.0
2018-09-16,24.66,24.66,24.66,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.66,24.66,24.66,0.0,0.0
2018-09-23,24.29,24.29,24.29,0.0,0.0,24.29,24.29,24.29,0.0,0.0,24.29,24.29,24.29,0.0,0.0,24.29,24.29,24.29,0.0,0.0
2018-09-30,23.82,23.82,23.82,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.74,23.74,23.74,0.0,0.0,23.74,23.74,23.74,0.0,0.0
2018-10-07,22.92,22.92,22.92,0.0,0.0,22.92,22.92,22.92,0.0,0.0,22.69,22.69,22.69,0.0,0.0,22.69,22.69,22.69,0.0,0.0
2018-10-14,22.75,22.75,22.75,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.79,22.79,22.79,0.0,0.0
2018-10-21,21.8,21.8,21.8,0.0,0.0,22.03,22.03,22.03,0.0,0.0,21.8,21.8,21.8,0.0,0.0,22.03,22.03,22.03,0.0,0.0
2018-10-28,22.83,22.83,22.83,0.0,0.0,22.85,22.85,22.85,0.0,0.0,22.74,22.74,22.74,0.0,0.0,22.85,22.85,22.85,0.0,0.0
2018-11-04,22.73,22.73,22.73,0.0,0.0,22.73,22.73,22.73,0.0,0.0,22.64,22.64,22.64,0.0,0.0,22.7,22.7,22.7,0.0,0.0
2018-11-11,22.16,22.16,22.16,0.0,0.0,22.35,22.35,22.35,0.0,0.0,22.15,22.15,22.15,0.0,0.0,22.35,22.35,22.35,0.0,0.0
2018-11-18,22.02,22.02,22.02,0.0,0.0,22.02,22.02,22.02,0.0,0.0,21.99,21.99,21.99,0.0,0.0,21.99,21.99,21.99,0.0,0.0
2018-11-25,22.16,22.16,22.16,0.0,0.0,22.25,22.25,22.25,0.0,0.0,22.16,22.16,22.16,0.0,0.0,22.25,22.25,22.25,0.0,0.0
2018-12-02,21.57,21.57,21.57,0.0,0.0,21.61,21.61,21.61,0.0,0.0,21.41,21.41,21.41,0.0,0.0,21.61,21.61,21.61,0.0,0.0
2018-12-09,21.57,21.57,21.57,0.0,0.0,21.57,21.57,21.57,0.0,0.0,21.45,21.45,21.45,0.0,0.0,21.45,21.45,21.45,0.0,0.0
2018-12-16,20.71,20.71,20.71,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.51,20.51,20.51,0.0,0.0,20.51,20.51,20.51,0.0,0.0
2018-12-23,20.92,20.92,20.92,0.0,0.0,20.99,20.99,20.99,0.0,0.0,20.82,20.82,20.82,0.0,0.0,20.86,20.86,20.86,0.0,0.0
2018-12-30,21.02,21.02,21.02,0.0,0.0,21.3,21.3,21.3,0.0,0.0,21.02,21.02,21.02,0.0,0.0,21.28,21.28,21.28,0.0,0.0
2019-01-06,21.7,21.7,21.7,0.0,0.0,21.73,21.73,21.73,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.73,21.73,21.73,0.0,0.0
2019-01-13,22.0,22.0,22.0,0.0,0.0,22.06,22.06,22.06,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.05,22.05,22.05,0.0,0.0
2019-01-20,22.06,22.06,22.06,0.0,0.0,22.14,22.14,22.14,0.0,0.0,22.06,22.06,22.06,0.0,0.0,22.09,22.09,22.09,0.0,0.0
2019-01-27,22.28,22.28,22.28,0.0,0.0,22.33,22.33,22.33,0.0,0.0,22.27,22.27,22.27,0.0,0.0,22.33,22.33,22.33,0.0,0.0
2019-02-03,22.12,22.12,22.12,0.0,0.0,22.12,22.12,22.12,0.0,0.0,22.12,22.12,22.12,0.0,0.0,22.12,22.12,22.12,0.0,0.0
2019-02-10,22.66,22.66,22.66,0.0,0.0,22.66,22.66,22.66,0.0,0.0,22.66,22.66,22.66,0.0,0.0,22.66,22.66,22.66,0.0,0.0
2019-02-17,22.88,22.88,22.88,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.88,22.88,22.88,0.0,0.0
2019-02-24,23.18,23.18,23.18,0.0,0.0,23.18,23.18,23.18,0.0,0.0,23.18,23.18,23.18,0.0,0.0,23.18,23.18,23.18,0.0,0.0
2019-03-03,22.67,22.67,22.67,0.0,0.0,22.76,22.76,22.76,0.0,0.0,22.67,22.67,22.67,0.0,0.0,22.76,22.76,22.76,0.0,0.0
2019-03-10,23.51,23.51,23.51,0.0,0.0,23.51,23.51,23.51,0.0,0.0,23.51,23.51,23.51,0.0,0.0,23.51,23.51,23.51,0.0,0.0
2019-03-17,23.12,23.12,23.12,0.0,0.0,23.12,23.12,23.12,0.0,0.0,23.12,23.12,23.12,0.0,0.0,23.12,23.12,23.12,0.0,0.0
2019-03-24,23.23,23.23,23.23,0.0,0.0,23.26,23.26,23.26,0.0,0.0,23.23,23.23,23.23,0.0,0.0,23.26,23.26,23.26,0.0,0.0
2019-03-31,23.8,23.8,23.8,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.8,23.8,23.8,0.0,0.0
2019-04-07,23.96,23.96,23.96,0.0,0.0,23.96,23.96,23.96,0.0,0.0,23.96,23.96,23.96,0.0,0.0,23.96,23.96,23.96,0.0,0.0
2019-04-14,24.07,24.07,24.07,0.0,0.0,24.07,24.07,24.07,0.0,0.0,24.07,24.07,24.07,0.0,0.0,24.07,24.07,24.07,0.0,0.0
2019-04-21,23.93,23.93,23.93,0.0,0.0,23.93,23.93,23.93,0.0,0.0,23.93,23.93,23.93,0.0,0.0,23.93,23.93,23.93,0.0,0.0
2019-04-28,24.02,24.02,24.02,0.0,0.0,24.07,24.07,24.07,0.0,0.0,24.02,24.02,24.02,0.0,0.0,24.07,24.07,24.07,0.0,0.0
2019-05-05,23.53,23.53,23.53,0.0,0.0,23.53,23.53,23.53,0.0,0.0,23.53,23.53,23.53,0.0,0.0,23.53,23.53,23.53,0.0,0.0
2019-05-12,23.43,23.43,23.43,0.0,0.0,23.43,23.43,23.43,0.0,0.0,23.43,23.43,23.43,0.0,0.0,23.43,23.43,23.43,0.0,0.0
2019-05-19,23.29,23.29,23.29,0.0,0.0,23.36,23.36,23.36,0.0,0.0,23.29,23.29,23.29,0.0,0.0,23.36,23.36,23.36,0.0,0.0
2019-05-26,22.83,22.83,22.83,0.0,0.0,22.83,22.83,22.83,0.0,0.0,22.83,22.83,22.83,0.0,0.0,22.83,22.83,22.83,0.0,0.0
2019-06-02,23.65,23.65,23.65,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.65,23.65,23.65,0.0,0.0
2019-06-09,23.19,23.19,23.19,0.0,0.0,23.19,23.19,23.19,0.0,0.0,23.19,23.19,23.19,0.0,0.0,23.19,23.19,23.19,0.0,0.0
2019-06-16,23.81,23.81,23.81,0.0,0.0,23.81,23.81,23.81,0.0,0.0,23.8,23.8,23.8,0.0,0.0,23.8,23.8,23.8,0.0,0.0
2019-06-23,23.9,23.9,23.9,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.9,23.9,23.9,0.0,0.0
2019-06-30,23.97,23.97,23.97,0.0,0.0,23.97,23.97,23.97,0.0,0.0,23.93,23.93,23.93,0.0,0.0,23.95,23.95,23.95,0.0,0.0
2019-07-07,23.83,23.83,23.83,0.0,0.0,23.83,23.83,23.83,0.0,0.0,23.83,23.83,23.83,0.0,0.0,23.83,23.83,23.83,0.0,0.0
2019-07-14,23.73,23.73,23.73,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.73,23.73,23.73,0.0,0.0
2019-07-21,23.77,23.77,23.77,0.0,0.0,23.78,23.78,23.78,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.78,23.78,23.78,0.0,0.0
2019-07-28,22.97,22.97,22.97,0.0,0.0,23.03,23.03,23.03,0.0,0.0,22.97,22.97,22.97,0.0,0.0,23.01,23.01,23.01,0.0,0.0
2019-08-04,22.85,22.85,22.85,0.0,0.0,22.85,22.85,22.85,0.0,0.0,22.85,22.85,22.85,0.0,0.0,22.85,22.85,22.85,0.0,0.0
2019-08-11,22.35,22.35,22.35,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.35,22.35,22.35,0.0,0.0,22.5,22.5,22.5,0.0,0.0
2019-08-18,22.74,22.74,22.74,0.0,0.0,22.74,22.74,22.74,0.0,0.0,22.49,22.49,22.49,0.0,0.0,22.49,22.49,22.49,0.0,0.0
2019-08-25,22.86,22.86,22.86,0.0,0.0,22.94,22.94,22.94,0.0,0.0,22.86,22.86,22.86,0.0,0.0,22.94,22.94,22.94,0.0,0.0
2019-09-01,23.44,23.44,23.44,0.0,0.0,23.44,23.44,23.44,0.0,0.0,23.4,23.4,23.4,0.0,0.0,23.4,23.4,23.4,0.0,0.0
2019-09-08,23.76,23.76,23.76,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.76,23.76,23.76,0.0,0.0
2019-09-15,23.69,23.69,23.69,0.0,0.0,23.69,23.69,23.69,0.0,0.0,23.63,23.63,23.63,0.0,0.0,23.64,23.64,23.64,0.0,0.0
2019-09-22,23.52,23.52,23.52,0.0,0.0,23.52,23.52,23.52,0.0,0.0,23.46,23.46,23.46,0.0,0.0,23.46,23.46,23.46,0.0,0.0
2019-09-29,22.85,22.85,22.85,0.0,0.0,22.85,22.85,22.85,0.0,0.0,22.83,22.83,22.83,0.0,0.0,22.83,22.83,22.83,0.0,0.0
2019-10-06,23.63,23.63,23.63,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.63,23.63,23.63,0.0,0.0,23.7,23.7,23.7,0.0,0.0
2019-10-13,23.93,23.93,23.93,0.0,0.0,23.98,23.98,23.98,0.0,0.0,23.93,23.93,23.93,0.0,0.0,23.98,23.98,23.98,0.0,0.0
2019-10-20,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0
2019-10-27,24.48,24.48,24.48,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.48,24.48,24.48,0.0,0.0
2019-11-03,24.56,24.56,24.56,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.56,24.56,24.56,0.0,0.0
2019-11-10,24.62,24.62,24.62,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.63,24.63,24.63,0.0,0.0
2019-11-17,24.53,24.53,24.53,0.0,0.0,24.53,24.53,24.53,0.0,0.0,24.53,24.53,24.53,0.0,0.0,24.53,24.53,24.53,0.0,0.0
2019-11-24,24.7,24.7,24.7,0.0,0.0,24.71,24.71,24.71,0.0,0.0,24.64,24.64,24.64,0.0,0.0,24.64,24.64,24.64,0.0,0.0
2019-12-01,24.77,24.77,24.77,0.0,0.0,24.77,24.77,24.77,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.75,24.75,24.75,0.0,0.0
2019-12-08,24.81,24.81,24.81,0.0,0.0,24.82,24.82,24.82,0.0,0.0,24.79,24.79,24.79,0.0,0.0,24.82,24.82,24.82,0.0,0.0
2019-12-15,24.97,24.97,24.97,0.0,0.0,25.05,25.05,25.05,0.0,0.0,24.97,24.97,24.97,0.0,0.0,25.0,25.0,25.0,0.0,0.0
2019-12-22,25.33,25.33,25.33,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.3,25.3,25.3,0.0,0.0
2019-12-29,25.29,25.29,25.29,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.22,25.22,25.22,0.0,0.0,25.22,25.22,25.22,0.0,0.0
