Date,WisdomTree CBOE S&P 500 PutWrite Strategy_Open_average,WisdomTree CBOE S&P 500 PutWrite Strategy_Open_max,WisdomTree CBOE S&P 500 PutWrite Strategy_Open_min,WisdomTree CBOE S&P 500 PutWrite Strategy_Open_volatility,WisdomTree CBOE S&P 500 PutWrite Strategy_Open_change,WisdomTree CBOE S&P 500 PutWrite Strategy_High_average,WisdomTree CBOE S&P 500 PutWrite Strategy_High_max,WisdomTree CBOE S&P 500 PutWrite Strategy_High_min,WisdomTree CBOE S&P 500 PutWrite Strategy_High_volatility,WisdomTree CBOE S&P 500 PutWrite Strategy_High_change,WisdomTree CBOE S&P 500 PutWrite Strategy_Low_average,WisdomTree CBOE S&P 500 PutWrite Strategy_Low_max,WisdomTree CBOE S&P 500 PutWrite Strategy_Low_min,WisdomTree CBOE S&P 500 PutWrite Strategy_Low_volatility,WisdomTree CBOE S&P 500 PutWrite Strategy_Low_change,WisdomTree CBOE S&P 500 PutWrite Strategy_Close_average,WisdomTree CBOE S&P 500 PutWrite Strategy_Close_max,WisdomTree CBOE S&P 500 PutWrite Strategy_Close_min,WisdomTree CBOE S&P 500 PutWrite Strategy_Close_volatility,WisdomTree CBOE S&P 500 PutWrite Strategy_Close_change
2018-03-25,28.23,28.23,28.23,0.0,0.0,28.23,28.23,28.23,0.0,0.0,27.36,27.36,27.36,0.0,0.0,27.6,27.6,27.6,0.0,0.0
2018-04-01,28.01,28.01,28.01,0.0,0.0,28.35,28.35,28.35,0.0,0.0,27.93,27.93,27.93,0.0,0.0,27.94,27.94,27.94,0.0,0.0
2018-04-08,28.68,28.68,28.68,0.0,0.0,28.8,28.8,28.8,0.0,0.0,28.62,28.62,28.62,0.0,0.0,28.71,28.71,28.71,0.0,0.0
2018-04-15,28.85,28.85,28.85,0.0,0.0,28.95,28.95,28.95,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.89,28.89,28.89,0.0,0.0
2018-04-22,29.0,29.0,29.0,0.0,0.0,29.0,29.0,29.0,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.91,28.91,28.91,0.0,0.0
2018-04-29,29.0,29.0,29.0,0.0,0.0,29.14,29.14,29.14,0.0,0.0,29.0,29.0,29.0,0.0,0.0,29.01,29.01,29.01,0.0,0.0
2018-05-06,29.4,29.4,29.4,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.31,29.31,29.31,0.0,0.0
2018-05-13,29.43,29.43,29.43,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.38,29.38,29.38,0.0,0.0,29.49,29.49,29.49,0.0,0.0
2018-05-20,29.35,29.35,29.35,0.0,0.0,29.49,29.49,29.49,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.39,29.39,29.39,0.0,0.0
2018-05-27,29.6,29.6,29.6,0.0,0.0,29.6,29.6,29.6,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.5,29.5,29.5,0.0,0.0
2018-06-03,29.63,29.63,29.63,0.0,0.0,29.69,29.69,29.69,0.0,0.0,29.61,29.61,29.61,0.0,0.0,29.63,29.63,29.63,0.0,0.0
2018-06-10,29.62,29.62,29.62,0.0,0.0,29.69,29.69,29.69,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.67,29.67,29.67,0.0,0.0
2018-06-17,29.59,29.59,29.59,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.4,29.4,29.4,0.0,0.0
2018-06-24,29.26,29.26,29.26,0.0,0.0,29.49,29.49,29.49,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.47,29.47,29.47,0.0,0.0
2018-07-01,29.85,29.85,29.85,0.0,0.0,29.95,29.95,29.95,0.0,0.0,29.83,29.83,29.83,0.0,0.0,29.94,29.94,29.94,0.0,0.0
2018-07-08,29.93,29.93,29.93,0.0,0.0,30.14,30.14,30.14,0.0,0.0,29.93,29.93,29.93,0.0,0.0,30.06,30.06,30.06,0.0,0.0
2018-07-15,30.02,30.02,30.02,0.0,0.0,30.11,30.11,30.11,0.0,0.0,29.99,29.99,29.99,0.0,0.0,30.11,30.11,30.11,0.0,0.0
2018-07-22,30.11,30.11,30.11,0.0,0.0,30.14,30.14,30.14,0.0,0.0,30.04,30.04,30.04,0.0,0.0,30.06,30.06,30.06,0.0,0.0
2018-07-29,30.16,30.16,30.16,0.0,0.0,30.32,30.32,30.32,0.0,0.0,30.16,30.16,30.16,0.0,0.0,30.31,30.31,30.31,0.0,0.0
2018-08-05,30.31,30.31,30.31,0.0,0.0,30.32,30.32,30.32,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.26,30.26,30.26,0.0,0.0
2018-08-12,30.37,30.37,30.37,0.0,0.0,30.42,30.42,30.42,0.0,0.0,30.35,30.35,30.35,0.0,0.0,30.42,30.42,30.42,0.0,0.0
2018-08-19,30.54,30.54,30.54,0.0,0.0,30.58,30.58,30.58,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.57,30.57,30.57,0.0,0.0
2018-08-26,30.52,30.52,30.52,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.52,30.52,30.52,0.0,0.0,30.61,30.61,30.61,0.0,0.0
2018-09-02,30.61,30.61,30.61,0.0,0.0,30.68,30.68,30.68,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.61,30.61,30.61,0.0,0.0
2018-09-09,30.65,30.65,30.65,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.7,30.7,30.7,0.0,0.0
2018-09-16,30.69,30.69,30.69,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.67,30.67,30.67,0.0,0.0
2018-09-23,30.7,30.7,30.7,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.71,30.71,30.71,0.0,0.0
2018-09-30,30.37,30.37,30.37,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.25,30.25,30.25,0.0,0.0,30.49,30.49,30.49,0.0,0.0
2018-10-07,29.18,29.18,29.18,0.0,0.0,29.26,29.26,29.26,0.0,0.0,28.98,28.98,28.98,0.0,0.0,29.0,29.0,29.0,0.0,0.0
2018-10-14,29.29,29.29,29.29,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.21,29.21,29.21,0.0,0.0
2018-10-21,28.65,28.65,28.65,0.0,0.0,28.79,28.79,28.79,0.0,0.0,27.9,27.9,27.9,0.0,0.0,28.26,28.26,28.26,0.0,0.0
2018-10-28,29.0,29.0,29.0,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.0,29.0,29.0,0.0,0.0,29.12,29.12,29.12,0.0,0.0
2018-11-04,29.55,29.55,29.55,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.16,29.16,29.16,0.0,0.0,29.24,29.24,29.24,0.0,0.0
2018-11-11,29.27,29.27,29.27,0.0,0.0,29.27,29.27,29.27,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.87,28.87,28.87,0.0,0.0
2018-11-18,28.69,28.69,28.69,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.69,28.69,28.69,0.0,0.0,28.83,28.83,28.83,0.0,0.0
2018-11-25,29.71,29.71,29.71,0.0,0.0,29.71,29.71,29.71,0.0,0.0,29.44,29.44,29.44,0.0,0.0,29.51,29.51,29.51,0.0,0.0
2018-12-02,27.39,27.39,27.39,0.0,0.0,27.43,27.43,27.43,0.0,0.0,26.81,26.81,26.81,0.0,0.0,27.41,27.41,27.41,0.0,0.0
2018-12-09,26.82,26.82,26.82,0.0,0.0,27.06,27.06,27.06,0.0,0.0,26.24,26.24,26.24,0.0,0.0,26.4,26.4,26.4,0.0,0.0
2018-12-16,25.03,25.03,25.03,0.0,0.0,25.03,25.03,25.03,0.0,0.0,24.52,24.52,24.52,0.0,0.0,24.52,24.52,24.52,0.0,0.0
2018-12-23,25.36,25.36,25.36,0.0,0.0,25.58,25.58,25.58,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.45,25.45,25.45,0.0,0.0
2018-12-30,25.82,25.82,25.82,0.0,0.0,25.95,25.95,25.95,0.0,0.0,25.78,25.78,25.78,0.0,0.0,25.95,25.95,25.95,0.0,0.0
2019-01-06,25.91,25.91,25.91,0.0,0.0,26.07,26.07,26.07,0.0,0.0,25.91,25.91,25.91,0.0,0.0,25.99,25.99,25.99,0.0,0.0
2019-01-13,26.09,26.09,26.09,0.0,0.0,26.22,26.22,26.22,0.0,0.0,25.98,25.98,25.98,0.0,0.0,26.09,26.09,26.09,0.0,0.0
2019-01-20,25.86,25.86,25.86,0.0,0.0,25.99,25.99,25.99,0.0,0.0,25.84,25.84,25.84,0.0,0.0,25.99,25.99,25.99,0.0,0.0
2019-01-27,26.36,26.36,26.36,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.4,26.4,26.4,0.0,0.0
2019-02-03,26.46,26.46,26.46,0.0,0.0,26.46,26.46,26.46,0.0,0.0,26.38,26.38,26.38,0.0,0.0,26.44,26.44,26.44,0.0,0.0
2019-02-10,26.36,26.36,26.36,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.36,26.36,26.36,0.0,0.0,26.47,26.47,26.47,0.0,0.0
2019-02-17,26.72,26.72,26.72,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.59,26.59,26.59,0.0,0.0
2019-02-24,26.8,26.8,26.8,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.53,26.53,26.53,0.0,0.0,26.6,26.6,26.6,0.0,0.0
2019-03-03,26.6,26.6,26.6,0.0,0.0,26.74,26.74,26.74,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.72,26.72,26.72,0.0,0.0
2019-03-10,26.89,26.89,26.89,0.0,0.0,26.89,26.89,26.89,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.85,26.85,26.85,0.0,0.0
2019-03-17,26.64,26.64,26.64,0.0,0.0,26.7,26.7,26.7,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.63,26.63,26.63,0.0,0.0
2019-03-24,27.01,27.01,27.01,0.0,0.0,27.06,27.06,27.06,0.0,0.0,26.97,26.97,26.97,0.0,0.0,27.03,27.03,27.03,0.0,0.0
2019-03-31,27.11,27.11,27.11,0.0,0.0,27.19,27.19,27.19,0.0,0.0,27.08,27.08,27.08,0.0,0.0,27.18,27.18,27.18,0.0,0.0
2019-04-07,27.18,27.18,27.18,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.11,27.11,27.11,0.0,0.0,27.12,27.12,27.12,0.0,0.0
2019-04-14,27.15,27.15,27.15,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.15,27.15,27.15,0.0,0.0,27.15,27.15,27.15,0.0,0.0
2019-04-21,27.3,27.3,27.3,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.29,27.29,27.29,0.0,0.0
2019-04-28,27.17,27.17,27.17,0.0,0.0,27.38,27.38,27.38,0.0,0.0,27.17,27.17,27.17,0.0,0.0,27.3,27.3,27.3,0.0,0.0
2019-05-05,26.81,26.81,26.81,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.61,26.61,26.61,0.0,0.0,26.73,26.73,26.73,0.0,0.0
2019-05-12,26.94,26.94,26.94,0.0,0.0,27.05,27.05,27.05,0.0,0.0,26.91,26.91,26.91,0.0,0.0,26.99,26.99,26.99,0.0,0.0
2019-05-19,26.81,26.81,26.81,0.0,0.0,26.91,26.91,26.91,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.86,26.86,26.86,0.0,0.0
2019-05-26,26.25,26.25,26.25,0.0,0.0,26.38,26.38,26.38,0.0,0.0,26.1,26.1,26.1,0.0,0.0,26.25,26.25,26.25,0.0,0.0
2019-06-02,27.42,27.42,27.42,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.33,27.33,27.33,0.0,0.0,27.38,27.38,27.38,0.0,0.0
2019-06-09,27.48,27.48,27.48,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.41,27.41,27.41,0.0,0.0,27.48,27.48,27.48,0.0,0.0
2019-06-16,27.51,27.51,27.51,0.0,0.0,27.65,27.65,27.65,0.0,0.0,27.51,27.51,27.51,0.0,0.0,27.54,27.54,27.54,0.0,0.0
2019-06-23,27.72,27.72,27.72,0.0,0.0,27.74,27.74,27.74,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.7,27.7,27.7,0.0,0.0
2019-06-30,27.82,27.82,27.82,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.79,27.79,27.79,0.0,0.0,27.8,27.8,27.8,0.0,0.0
2019-07-07,27.95,27.95,27.95,0.0,0.0,27.95,27.95,27.95,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.91,27.91,27.91,0.0,0.0
2019-07-14,27.91,27.91,27.91,0.0,0.0,27.99,27.99,27.99,0.0,0.0,27.9,27.9,27.9,0.0,0.0,27.94,27.94,27.94,0.0,0.0
2019-07-21,28.11,28.11,28.11,0.0,0.0,28.18,28.18,28.18,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.17,28.17,28.17,0.0,0.0
2019-07-28,27.33,27.33,27.33,0.0,0.0,27.33,27.33,27.33,0.0,0.0,26.76,26.76,26.76,0.0,0.0,26.88,26.88,26.88,0.0,0.0
2019-08-04,27.35,27.35,27.35,0.0,0.0,27.42,27.42,27.42,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.29,27.29,27.29,0.0,0.0
2019-08-11,27.32,27.32,27.32,0.0,0.0,27.36,27.36,27.36,0.0,0.0,27.26,27.26,27.26,0.0,0.0,27.29,27.29,27.29,0.0,0.0
2019-08-18,27.17,27.17,27.17,0.0,0.0,27.18,27.18,27.18,0.0,0.0,27.02,27.02,27.02,0.0,0.0,27.18,27.18,27.18,0.0,0.0
2019-08-25,27.57,27.57,27.57,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.37,27.37,27.37,0.0,0.0,27.43,27.43,27.43,0.0,0.0
2019-09-01,27.7,27.7,27.7,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.63,27.63,27.63,0.0,0.0,27.68,27.68,27.68,0.0,0.0
2019-09-08,27.74,27.74,27.74,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.74,27.74,27.74,0.0,0.0,27.79,27.79,27.79,0.0,0.0
2019-09-15,27.63,27.63,27.63,0.0,0.0,27.74,27.74,27.74,0.0,0.0,27.63,27.63,27.63,0.0,0.0,27.66,27.66,27.66,0.0,0.0
2019-09-22,27.57,27.57,27.57,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.57,27.57,27.57,0.0,0.0,27.63,27.63,27.63,0.0,0.0
2019-09-29,27.5,27.5,27.5,0.0,0.0,27.58,27.58,27.58,0.0,0.0,27.41,27.41,27.41,0.0,0.0,27.46,27.46,27.46,0.0,0.0
2019-10-06,27.64,27.64,27.64,0.0,0.0,27.76,27.76,27.76,0.0,0.0,27.64,27.64,27.64,0.0,0.0,27.73,27.73,27.73,0.0,0.0
2019-10-13,28.06,28.06,28.06,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.05,28.05,28.05,0.0,0.0,28.1,28.1,28.1,0.0,0.0
2019-10-20,28.2,28.2,28.2,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.34,28.34,28.34,0.0,0.0
2019-10-27,28.43,28.43,28.43,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.38,28.38,28.38,0.0,0.0
2019-11-03,28.39,28.39,28.39,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.44,28.44,28.44,0.0,0.0
2019-11-10,28.49,28.49,28.49,0.0,0.0,28.51,28.51,28.51,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.47,28.47,28.47,0.0,0.0
2019-11-17,28.52,28.52,28.52,0.0,0.0,28.62,28.62,28.62,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.62,28.62,28.62,0.0,0.0
2019-11-24,28.59,28.59,28.59,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.54,28.54,28.54,0.0,0.0
2019-12-01,28.63,28.63,28.63,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.62,28.62,28.62,0.0,0.0,28.62,28.62,28.62,0.0,0.0
2019-12-08,28.87,28.87,28.87,0.0,0.0,28.91,28.91,28.91,0.0,0.0,28.81,28.81,28.81,0.0,0.0,28.87,28.87,28.87,0.0,0.0
2019-12-15,28.48,28.48,28.48,0.0,0.0,28.5,28.5,28.5,0.0,0.0,28.28,28.28,28.28,0.0,0.0,28.44,28.44,28.44,0.0,0.0
2019-12-22,28.42,28.42,28.42,0.0,0.0,28.49,28.49,28.49,0.0,0.0,28.38,28.38,28.38,0.0,0.0,28.43,28.43,28.43,0.0,0.0
2019-12-29,28.41,28.41,28.41,0.0,0.0,28.55,28.55,28.55,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.46,28.46,28.46,0.0,0.0
