Date,Fidelity MSCI Energy_Open_average,Fidelity MSCI Energy_Open_max,Fidelity MSCI Energy_Open_min,Fidelity MSCI Energy_Open_volatility,Fidelity MSCI Energy_Open_change,Fidelity MSCI Energy_High_average,Fidelity MSCI Energy_High_max,Fidelity MSCI Energy_High_min,Fidelity MSCI Energy_High_volatility,Fidelity MSCI Energy_High_change,Fidelity MSCI Energy_Low_average,Fidelity MSCI Energy_Low_max,Fidelity MSCI Energy_Low_min,Fidelity MSCI Energy_Low_volatility,Fidelity MSCI Energy_Low_change,Fidelity MSCI Energy_Close_average,Fidelity MSCI Energy_Close_max,Fidelity MSCI Energy_Close_min,Fidelity MSCI Energy_Close_volatility,Fidelity MSCI Energy_Close_change
2018-01-14,21.16,21.16,21.16,0.0,0.0,21.58,21.58,21.58,0.0,0.0,21.16,21.16,21.16,0.0,0.0,21.58,21.58,21.58,0.0,0.0
2018-01-21,21.35,21.35,21.35,0.0,0.0,21.41,21.41,21.41,0.0,0.0,21.08,21.08,21.08,0.0,0.0,21.13,21.13,21.13,0.0,0.0
2018-01-28,19.71,19.71,19.71,0.0,0.0,20.0,20.0,20.0,0.0,0.0,18.91,18.91,18.91,0.0,0.0,19.15,19.15,19.15,0.0,0.0
2018-02-04,18.6,18.6,18.6,0.0,0.0,18.89,18.89,18.89,0.0,0.0,18.55,18.55,18.55,0.0,0.0,18.7,18.7,18.7,0.0,0.0
2018-02-11,18.81,18.81,18.81,0.0,0.0,19.02,19.02,19.02,0.0,0.0,18.75,18.75,18.75,0.0,0.0,18.85,18.85,18.85,0.0,0.0
2018-02-18,19.11,19.11,19.11,0.0,0.0,19.2,19.2,19.2,0.0,0.0,19.04,19.04,19.04,0.0,0.0,19.17,19.17,19.17,0.0,0.0
2018-02-25,18.44,18.44,18.44,0.0,0.0,18.83,18.83,18.83,0.0,0.0,18.44,18.44,18.44,0.0,0.0,18.77,18.77,18.77,0.0,0.0
2018-03-04,18.94,18.94,18.94,0.0,0.0,19.08,19.08,19.08,0.0,0.0,18.85,18.85,18.85,0.0,0.0,18.95,18.95,18.95,0.0,0.0
2018-03-11,18.6,18.6,18.6,0.0,0.0,18.62,18.62,18.62,0.0,0.0,18.24,18.24,18.24,0.0,0.0,18.36,18.36,18.36,0.0,0.0
2018-03-18,18.7,18.7,18.7,0.0,0.0,18.87,18.87,18.87,0.0,0.0,18.54,18.54,18.54,0.0,0.0,18.84,18.84,18.84,0.0,0.0
2018-03-25,18.61,18.61,18.61,0.0,0.0,18.7,18.7,18.7,0.0,0.0,17.99,17.99,17.99,0.0,0.0,18.29,18.29,18.29,0.0,0.0
2018-04-01,18.77,18.77,18.77,0.0,0.0,18.97,18.97,18.97,0.0,0.0,18.7,18.7,18.7,0.0,0.0,18.72,18.72,18.72,0.0,0.0
2018-04-08,19.87,19.87,19.87,0.0,0.0,20.1,20.1,20.1,0.0,0.0,19.77,19.77,19.77,0.0,0.0,20.01,20.01,20.01,0.0,0.0
2018-04-15,20.34,20.34,20.34,0.0,0.0,20.51,20.51,20.51,0.0,0.0,20.21,20.21,20.21,0.0,0.0,20.51,20.51,20.51,0.0,0.0
2018-04-22,20.47,20.47,20.47,0.0,0.0,20.73,20.73,20.73,0.0,0.0,20.47,20.47,20.47,0.0,0.0,20.51,20.51,20.51,0.0,0.0
2018-04-29,20.72,20.72,20.72,0.0,0.0,21.05,21.05,21.05,0.0,0.0,20.57,20.57,20.57,0.0,0.0,20.61,20.61,20.61,0.0,0.0
2018-05-06,21.41,21.41,21.41,0.0,0.0,21.59,21.59,21.59,0.0,0.0,21.41,21.41,21.41,0.0,0.0,21.51,21.51,21.51,0.0,0.0
2018-05-13,21.96,21.96,21.96,0.0,0.0,22.05,22.05,22.05,0.0,0.0,21.84,21.84,21.84,0.0,0.0,22.04,22.04,22.04,0.0,0.0
2018-05-20,20.96,20.96,20.96,0.0,0.0,21.0,21.0,21.0,0.0,0.0,20.57,20.57,20.57,0.0,0.0,20.79,20.79,20.79,0.0,0.0
2018-05-27,21.39,21.39,21.39,0.0,0.0,21.51,21.51,21.51,0.0,0.0,21.02,21.02,21.02,0.0,0.0,21.12,21.12,21.12,0.0,0.0
2018-06-03,21.43,21.43,21.43,0.0,0.0,21.61,21.61,21.61,0.0,0.0,21.35,21.35,21.35,0.0,0.0,21.5,21.5,21.5,0.0,0.0
2018-06-10,20.58,20.58,20.58,0.0,0.0,21.01,21.01,21.01,0.0,0.0,20.58,20.58,20.58,0.0,0.0,20.88,20.88,20.88,0.0,0.0
2018-06-17,20.99,20.99,20.99,0.0,0.0,21.0,21.0,21.0,0.0,0.0,20.47,20.47,20.47,0.0,0.0,20.57,20.57,20.57,0.0,0.0
2018-06-24,21.09,21.09,21.09,0.0,0.0,21.15,21.15,21.15,0.0,0.0,20.79,20.79,20.79,0.0,0.0,20.9,20.9,20.9,0.0,0.0
2018-07-01,21.34,21.34,21.34,0.0,0.0,21.56,21.56,21.56,0.0,0.0,21.32,21.32,21.32,0.0,0.0,21.53,21.53,21.53,0.0,0.0
2018-07-08,21.12,21.12,21.12,0.0,0.0,21.21,21.21,21.21,0.0,0.0,20.87,20.87,20.87,0.0,0.0,21.05,21.05,21.05,0.0,0.0
2018-07-15,20.97,20.97,20.97,0.0,0.0,21.0,21.0,21.0,0.0,0.0,20.81,20.81,20.81,0.0,0.0,20.84,20.84,20.84,0.0,0.0
2018-07-22,21.5,21.5,21.5,0.0,0.0,21.61,21.61,21.61,0.0,0.0,21.48,21.48,21.48,0.0,0.0,21.56,21.56,21.56,0.0,0.0
2018-07-29,21.08,21.08,21.08,0.0,0.0,21.23,21.23,21.23,0.0,0.0,21.0,21.0,21.0,0.0,0.0,21.14,21.14,21.14,0.0,0.0
2018-08-05,21.03,21.03,21.03,0.0,0.0,21.07,21.07,21.07,0.0,0.0,20.74,20.74,20.74,0.0,0.0,20.75,20.75,20.75,0.0,0.0
2018-08-12,20.29,20.29,20.29,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.29,20.29,20.29,0.0,0.0,20.44,20.44,20.44,0.0,0.0
2018-08-19,20.97,20.97,20.97,0.0,0.0,21.08,21.08,21.08,0.0,0.0,20.97,20.97,20.97,0.0,0.0,21.03,21.03,21.03,0.0,0.0
