Date,John Hancock Multifactor Large Cap_Open_average,John Hancock Multifactor Large Cap_Open_max,John Hancock Multifactor Large Cap_Open_min,John Hancock Multifactor Large Cap_Open_volatility,John Hancock Multifactor Large Cap_Open_change,John Hancock Multifactor Large Cap_High_average,John Hancock Multifactor Large Cap_High_max,John Hancock Multifactor Large Cap_High_min,John Hancock Multifactor Large Cap_High_volatility,John Hancock Multifactor Large Cap_High_change,John Hancock Multifactor Large Cap_Low_average,John Hancock Multifactor Large Cap_Low_max,John Hancock Multifactor Large Cap_Low_min,John Hancock Multifactor Large Cap_Low_volatility,John Hancock Multifactor Large Cap_Low_change,John Hancock Multifactor Large Cap_Close_average,John Hancock Multifactor Large Cap_Close_max,John Hancock Multifactor Large Cap_Close_min,John Hancock Multifactor Large Cap_Close_volatility,John Hancock Multifactor Large Cap_Close_change
2018-04-22,34.9,34.9,34.9,0.0,0.0,35.0,35.0,35.0,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.5,34.5,34.5,0.0,0.0
2018-04-29,34.84,34.84,34.84,0.0,0.0,34.91,34.91,34.91,0.0,0.0,34.75,34.75,34.75,0.0,0.0,34.8,34.8,34.8,0.0,0.0
2018-05-06,35.64,35.64,35.64,0.0,0.0,35.64,35.64,35.64,0.0,0.0,35.43,35.43,35.43,0.0,0.0,35.48,35.48,35.48,0.0,0.0
2018-05-13,35.6,35.6,35.6,0.0,0.0,35.72,35.72,35.72,0.0,0.0,35.6,35.6,35.6,0.0,0.0,35.6,35.6,35.6,0.0,0.0
2018-05-20,35.52,35.52,35.52,0.0,0.0,35.55,35.55,35.55,0.0,0.0,35.42,35.42,35.42,0.0,0.0,35.48,35.48,35.48,0.0,0.0
2018-05-27,35.84,35.84,35.84,0.0,0.0,35.84,35.84,35.84,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.77,35.77,35.77,0.0,0.0
2018-06-03,36.2,36.2,36.2,0.0,0.0,36.36,36.36,36.36,0.0,0.0,36.2,36.2,36.2,0.0,0.0,36.31,36.31,36.31,0.0,0.0
2018-06-10,36.13,36.13,36.13,0.0,0.0,36.21,36.21,36.21,0.0,0.0,36.02,36.02,36.02,0.0,0.0,36.21,36.21,36.21,0.0,0.0
2018-06-17,35.54,35.54,35.54,0.0,0.0,35.58,35.58,35.58,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.45,35.45,35.45,0.0,0.0
2018-06-24,35.1,35.1,35.1,0.0,0.0,35.18,35.18,35.18,0.0,0.0,34.99,34.99,34.99,0.0,0.0,35.16,35.16,35.16,0.0,0.0
2018-07-01,35.86,35.86,35.86,0.0,0.0,36.04,36.04,36.04,0.0,0.0,35.86,35.86,35.86,0.0,0.0,36.04,36.04,36.04,0.0,0.0
2018-07-08,36.21,36.21,36.21,0.0,0.0,36.21,36.21,36.21,0.0,0.0,36.06,36.06,36.06,0.0,0.0,36.11,36.11,36.11,0.0,0.0
2018-07-15,36.12,36.12,36.12,0.0,0.0,36.27,36.27,36.27,0.0,0.0,36.12,36.12,36.12,0.0,0.0,36.25,36.25,36.25,0.0,0.0
2018-07-22,36.43,36.43,36.43,0.0,0.0,36.43,36.43,36.43,0.0,0.0,36.19,36.19,36.19,0.0,0.0,36.22,36.22,36.22,0.0,0.0
2018-07-29,36.65,36.65,36.65,0.0,0.0,36.82,36.82,36.82,0.0,0.0,36.65,36.65,36.65,0.0,0.0,36.76,36.76,36.76,0.0,0.0
2018-08-05,36.71,36.71,36.71,0.0,0.0,36.71,36.71,36.71,0.0,0.0,36.45,36.45,36.45,0.0,0.0,36.45,36.45,36.45,0.0,0.0
2018-08-12,36.89,36.89,36.89,0.0,0.0,37.03,37.03,37.03,0.0,0.0,36.89,36.89,36.89,0.0,0.0,36.99,36.99,36.99,0.0,0.0
2018-08-19,37.35,37.35,37.35,0.0,0.0,37.48,37.48,37.48,0.0,0.0,37.35,37.35,37.35,0.0,0.0,37.45,37.45,37.45,0.0,0.0
2018-08-26,37.43,37.43,37.43,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.35,37.35,37.35,0.0,0.0,37.48,37.48,37.48,0.0,0.0
2018-09-02,37.25,37.25,37.25,0.0,0.0,37.33,37.33,37.33,0.0,0.0,37.23,37.23,37.23,0.0,0.0,37.24,37.24,37.24,0.0,0.0
2018-09-09,37.62,37.62,37.62,0.0,0.0,37.62,37.62,37.62,0.0,0.0,37.37,37.37,37.37,0.0,0.0,37.37,37.37,37.37,0.0,0.0
2018-09-16,37.92,37.92,37.92,0.0,0.0,37.92,37.92,37.92,0.0,0.0,37.6,37.6,37.6,0.0,0.0,37.69,37.69,37.69,0.0,0.0
2018-09-23,37.76,37.76,37.76,0.0,0.0,37.79,37.79,37.79,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.62,37.62,37.62,0.0,0.0
2018-09-30,37.11,37.11,37.11,0.0,0.0,37.13,37.13,37.13,0.0,0.0,36.85,36.85,36.85,0.0,0.0,37.11,37.11,37.11,0.0,0.0
2018-10-07,35.57,35.57,35.57,0.0,0.0,35.64,35.64,35.64,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.46,35.46,35.46,0.0,0.0
2018-10-14,35.55,35.55,35.55,0.0,0.0,35.63,35.63,35.63,0.0,0.0,35.33,35.33,35.33,0.0,0.0,35.4,35.4,35.4,0.0,0.0
2018-10-21,34.46,34.46,34.46,0.0,0.0,34.74,34.74,34.74,0.0,0.0,33.61,33.61,33.61,0.0,0.0,33.96,33.96,33.96,0.0,0.0
2018-10-28,35.28,35.28,35.28,0.0,0.0,35.4,35.4,35.4,0.0,0.0,35.12,35.12,35.12,0.0,0.0,35.33,35.33,35.33,0.0,0.0
2018-11-04,35.86,35.86,35.86,0.0,0.0,35.86,35.86,35.86,0.0,0.0,35.15,35.15,35.15,0.0,0.0,35.19,35.19,35.19,0.0,0.0
2018-11-11,35.4,35.4,35.4,0.0,0.0,35.4,35.4,35.4,0.0,0.0,34.71,34.71,34.71,0.0,0.0,34.82,34.82,34.82,0.0,0.0
2018-11-18,34.54,34.54,34.54,0.0,0.0,34.71,34.71,34.71,0.0,0.0,34.46,34.46,34.46,0.0,0.0,34.71,34.71,34.71,0.0,0.0
2018-11-25,36.26,36.26,36.26,0.0,0.0,36.26,36.26,36.26,0.0,0.0,35.78,35.78,35.78,0.0,0.0,35.99,35.99,35.99,0.0,0.0
2018-12-02,34.0,34.0,34.0,0.0,0.0,34.09,34.09,34.09,0.0,0.0,33.34,33.34,33.34,0.0,0.0,34.01,34.01,34.01,0.0,0.0
2018-12-09,33.41,33.41,33.41,0.0,0.0,33.5,33.5,33.5,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.82,32.82,32.82,0.0,0.0
2018-12-16,30.72,30.72,30.72,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.09,30.09,30.09,0.0,0.0,30.1,30.1,30.1,0.0,0.0
2018-12-23,31.96,31.96,31.96,0.0,0.0,32.05,32.05,32.05,0.0,0.0,31.69,31.69,31.69,0.0,0.0,32.05,32.05,32.05,0.0,0.0
2018-12-30,32.37,32.37,32.37,0.0,0.0,32.76,32.76,32.76,0.0,0.0,32.28,32.28,32.28,0.0,0.0,32.57,32.57,32.57,0.0,0.0
2019-01-06,33.17,33.17,33.17,0.0,0.0,33.2,33.2,33.2,0.0,0.0,33.07,33.07,33.07,0.0,0.0,33.08,33.08,33.08,0.0,0.0
2019-01-13,34.0,34.0,34.0,0.0,0.0,34.3,34.3,34.3,0.0,0.0,33.93,33.93,33.93,0.0,0.0,34.2,34.2,34.2,0.0,0.0
2019-01-20,33.94,33.94,33.94,0.0,0.0,34.02,34.02,34.02,0.0,0.0,33.81,33.81,33.81,0.0,0.0,34.02,34.02,34.02,0.0,0.0
2019-01-27,34.81,34.81,34.81,0.0,0.0,35.03,35.03,35.03,0.0,0.0,34.78,34.78,34.78,0.0,0.0,35.03,35.03,35.03,0.0,0.0
2019-02-03,35.07,35.07,35.07,0.0,0.0,35.07,35.07,35.07,0.0,0.0,34.9,34.9,34.9,0.0,0.0,34.98,34.98,34.98,0.0,0.0
2019-02-10,35.78,35.78,35.78,0.0,0.0,35.87,35.87,35.87,0.0,0.0,35.73,35.73,35.73,0.0,0.0,35.87,35.87,35.87,0.0,0.0
2019-02-17,36.25,36.25,36.25,0.0,0.0,36.37,36.37,36.37,0.0,0.0,36.14,36.14,36.14,0.0,0.0,36.15,36.15,36.15,0.0,0.0
2019-02-24,36.43,36.43,36.43,0.0,0.0,36.43,36.43,36.43,0.0,0.0,35.77,35.77,35.77,0.0,0.0,36.04,36.04,36.04,0.0,0.0
2019-03-03,35.45,35.45,35.45,0.0,0.0,35.86,35.86,35.86,0.0,0.0,35.45,35.45,35.45,0.0,0.0,35.84,35.84,35.84,0.0,0.0
2019-03-10,36.39,36.39,36.39,0.0,0.0,36.48,36.48,36.48,0.0,0.0,36.36,36.36,36.36,0.0,0.0,36.47,36.47,36.47,0.0,0.0
2019-03-17,36.04,36.04,36.04,0.0,0.0,36.09,36.09,36.09,0.0,0.0,35.79,35.79,35.79,0.0,0.0,35.95,35.95,35.95,0.0,0.0
2019-03-24,36.78,36.78,36.78,0.0,0.0,36.89,36.89,36.89,0.0,0.0,36.72,36.72,36.72,0.0,0.0,36.89,36.89,36.89,0.0,0.0
2019-03-31,37.23,37.23,37.23,0.0,0.0,37.36,37.36,37.36,0.0,0.0,37.18,37.18,37.18,0.0,0.0,37.36,37.36,37.36,0.0,0.0
2019-04-07,37.54,37.54,37.54,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.43,37.43,37.43,0.0,0.0,37.55,37.55,37.55,0.0,0.0
2019-04-14,37.4,37.4,37.4,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.36,37.36,37.36,0.0,0.0,37.45,37.45,37.45,0.0,0.0
2019-04-21,37.91,37.91,37.91,0.0,0.0,37.98,37.98,37.98,0.0,0.0,37.85,37.85,37.85,0.0,0.0,37.89,37.89,37.89,0.0,0.0
2019-04-28,37.4,37.4,37.4,0.0,0.0,37.9,37.9,37.9,0.0,0.0,37.4,37.4,37.4,0.0,0.0,37.82,37.82,37.82,0.0,0.0
2019-05-05,36.58,36.58,36.58,0.0,0.0,36.58,36.58,36.58,0.0,0.0,36.17,36.17,36.17,0.0,0.0,36.31,36.31,36.31,0.0,0.0
2019-05-12,36.68,36.68,36.68,0.0,0.0,36.78,36.78,36.78,0.0,0.0,36.55,36.55,36.55,0.0,0.0,36.62,36.62,36.62,0.0,0.0
2019-05-19,36.52,36.52,36.52,0.0,0.0,36.54,36.54,36.54,0.0,0.0,36.37,36.37,36.37,0.0,0.0,36.41,36.41,36.41,0.0,0.0
2019-05-26,35.55,35.55,35.55,0.0,0.0,35.71,35.71,35.71,0.0,0.0,35.36,35.36,35.36,0.0,0.0,35.52,35.52,35.52,0.0,0.0
2019-06-02,37.44,37.44,37.44,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.34,37.34,37.34,0.0,0.0,37.38,37.38,37.38,0.0,0.0
2019-06-09,37.53,37.53,37.53,0.0,0.0,37.53,37.53,37.53,0.0,0.0,37.34,37.34,37.34,0.0,0.0,37.35,37.35,37.35,0.0,0.0
2019-06-16,38.25,38.25,38.25,0.0,0.0,38.25,38.25,38.25,0.0,0.0,38.0,38.0,38.0,0.0,0.0,38.03,38.03,38.03,0.0,0.0
2019-06-23,38.39,38.39,38.39,0.0,0.0,38.39,38.39,38.39,0.0,0.0,37.9,37.9,37.9,0.0,0.0,38.07,38.07,38.07,0.0,0.0
2019-06-30,38.21,38.21,38.21,0.0,0.0,38.25,38.25,38.25,0.0,0.0,38.12,38.12,38.12,0.0,0.0,38.2,38.2,38.2,0.0,0.0
2019-07-07,38.81,38.81,38.81,0.0,0.0,38.81,38.81,38.81,0.0,0.0,38.59,38.59,38.59,0.0,0.0,38.67,38.67,38.67,0.0,0.0
2019-07-14,38.32,38.32,38.32,0.0,0.0,38.38,38.38,38.38,0.0,0.0,38.24,38.24,38.24,0.0,0.0,38.29,38.29,38.29,0.0,0.0
2019-07-21,38.9,38.9,38.9,0.0,0.0,38.9,38.9,38.9,0.0,0.0,38.76,38.76,38.76,0.0,0.0,38.86,38.86,38.86,0.0,0.0
2019-07-28,37.19,37.19,37.19,0.0,0.0,37.19,37.19,37.19,0.0,0.0,36.25,36.25,36.25,0.0,0.0,36.58,36.58,36.58,0.0,0.0
2019-08-04,37.48,37.48,37.48,0.0,0.0,37.48,37.48,37.48,0.0,0.0,36.96,36.96,36.96,0.0,0.0,37.05,37.05,37.05,0.0,0.0
2019-08-11,37.55,37.55,37.55,0.0,0.0,37.62,37.62,37.62,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.53,37.53,37.53,0.0,0.0
2019-08-18,36.86,36.86,36.86,0.0,0.0,36.92,36.92,36.92,0.0,0.0,36.72,36.72,36.72,0.0,0.0,36.91,36.91,36.91,0.0,0.0
2019-08-25,37.75,37.75,37.75,0.0,0.0,37.78,37.78,37.78,0.0,0.0,37.46,37.46,37.46,0.0,0.0,37.59,37.59,37.59,0.0,0.0
2019-09-01,38.5,38.5,38.5,0.0,0.0,38.5,38.5,38.5,0.0,0.0,38.28,38.28,38.28,0.0,0.0,38.33,38.33,38.33,0.0,0.0
2019-09-08,38.67,38.67,38.67,0.0,0.0,38.75,38.75,38.75,0.0,0.0,38.67,38.67,38.67,0.0,0.0,38.7,38.7,38.7,0.0,0.0
2019-09-15,38.48,38.48,38.48,0.0,0.0,38.71,38.71,38.71,0.0,0.0,38.48,38.48,38.48,0.0,0.0,38.59,38.59,38.59,0.0,0.0
2019-09-22,38.32,38.32,38.32,0.0,0.0,38.53,38.53,38.53,0.0,0.0,38.31,38.31,38.31,0.0,0.0,38.43,38.43,38.43,0.0,0.0
2019-09-29,37.83,37.83,37.83,0.0,0.0,38.1,38.1,38.1,0.0,0.0,37.83,37.83,37.83,0.0,0.0,37.87,37.87,37.87,0.0,0.0
2019-10-06,38.27,38.27,38.27,0.0,0.0,38.31,38.31,38.31,0.0,0.0,38.22,38.22,38.22,0.0,0.0,38.25,38.25,38.25,0.0,0.0
2019-10-13,38.77,38.77,38.77,0.0,0.0,38.81,38.81,38.81,0.0,0.0,38.7,38.7,38.7,0.0,0.0,38.81,38.81,38.81,0.0,0.0
2019-10-20,39.2,39.2,39.2,0.0,0.0,39.29,39.29,39.29,0.0,0.0,39.2,39.2,39.2,0.0,0.0,39.24,39.24,39.24,0.0,0.0
2019-10-27,39.69,39.69,39.69,0.0,0.0,39.76,39.76,39.76,0.0,0.0,39.65,39.65,39.65,0.0,0.0,39.68,39.68,39.68,0.0,0.0
2019-11-03,39.69,39.69,39.69,0.0,0.0,39.86,39.86,39.86,0.0,0.0,39.69,39.69,39.69,0.0,0.0,39.8,39.8,39.8,0.0,0.0
2019-11-10,40.23,40.23,40.23,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.16,40.16,40.16,0.0,0.0,40.23,40.23,40.23,0.0,0.0
2019-11-17,40.34,40.34,40.34,0.0,0.0,40.46,40.46,40.46,0.0,0.0,40.34,40.34,40.34,0.0,0.0,40.44,40.44,40.44,0.0,0.0
2019-11-24,40.59,40.59,40.59,0.0,0.0,40.59,40.59,40.59,0.0,0.0,40.2,40.2,40.2,0.0,0.0,40.23,40.23,40.23,0.0,0.0
2019-12-01,40.54,40.54,40.54,0.0,0.0,40.7,40.7,40.7,0.0,0.0,40.47,40.47,40.47,0.0,0.0,40.49,40.49,40.49,0.0,0.0
2019-12-08,41.14,41.14,41.14,0.0,0.0,41.27,41.27,41.27,0.0,0.0,41.14,41.14,41.14,0.0,0.0,41.17,41.17,41.17,0.0,0.0
2019-12-15,41.69,41.69,41.69,0.0,0.0,41.69,41.69,41.69,0.0,0.0,41.56,41.56,41.56,0.0,0.0,41.56,41.56,41.56,0.0,0.0
2019-12-22,41.41,41.41,41.41,0.0,0.0,41.41,41.41,41.41,0.0,0.0,41.11,41.11,41.11,0.0,0.0,41.16,41.16,41.16,0.0,0.0
2019-12-29,41.06,41.06,41.06,0.0,0.0,41.4,41.4,41.4,0.0,0.0,41.06,41.06,41.06,0.0,0.0,41.27,41.27,41.27,0.0,0.0
