Date,Invesco QQQ Trust Series 1_Open_average,Invesco QQQ Trust Series 1_Open_max,Invesco QQQ Trust Series 1_Open_min,Invesco QQQ Trust Series 1_Open_volatility,Invesco QQQ Trust Series 1_Open_change,Invesco QQQ Trust Series 1_High_average,Invesco QQQ Trust Series 1_High_max,Invesco QQQ Trust Series 1_High_min,Invesco QQQ Trust Series 1_High_volatility,Invesco QQQ Trust Series 1_High_change,Invesco QQQ Trust Series 1_Low_average,Invesco QQQ Trust Series 1_Low_max,Invesco QQQ Trust Series 1_Low_min,Invesco QQQ Trust Series 1_Low_volatility,Invesco QQQ Trust Series 1_Low_change,Invesco QQQ Trust Series 1_Close_average,Invesco QQQ Trust Series 1_Close_max,Invesco QQQ Trust Series 1_Close_min,Invesco QQQ Trust Series 1_Close_volatility,Invesco QQQ Trust Series 1_Close_change
2018-01-14,166.27,166.27,166.27,0.0,0.0,168.12,168.12,168.12,0.0,0.0,166.09,166.09,166.09,0.0,0.0,168.12,168.12,168.12,0.0,0.0
2018-01-21,170.52,170.52,170.52,0.0,0.0,170.91,170.91,170.91,0.0,0.0,169.74,169.74,169.74,0.0,0.0,170.1,170.1,170.1,0.0,0.0
2018-01-28,163.13,163.13,163.13,0.0,0.0,165.75,165.75,165.75,0.0,0.0,158.0,158.0,158.0,0.0,0.0,158.12,158.12,158.12,0.0,0.0
2018-02-04,157.67,157.67,157.67,0.0,0.0,159.95,159.95,159.95,0.0,0.0,156.46,156.46,156.46,0.0,0.0,158.87,158.87,158.87,0.0,0.0
2018-02-11,165.18,165.18,165.18,0.0,0.0,166.75,166.75,166.75,0.0,0.0,164.68,164.68,164.68,0.0,0.0,164.96,164.96,164.96,0.0,0.0
2018-02-18,168.93,168.93,168.93,0.0,0.0,170.4,170.4,170.4,0.0,0.0,168.82,168.82,168.82,0.0,0.0,170.4,170.4,170.4,0.0,0.0
2018-02-25,165.26,165.26,165.26,0.0,0.0,168.26,168.26,168.26,0.0,0.0,164.59,164.59,164.59,0.0,0.0,167.83,167.83,167.83,0.0,0.0
2018-03-04,173.65,173.65,173.65,0.0,0.0,174.48,174.48,174.48,0.0,0.0,173.28,173.28,173.28,0.0,0.0,174.08,174.08,174.08,0.0,0.0
2018-03-11,169.16,169.16,169.16,0.0,0.0,169.22,169.22,169.22,0.0,0.0,165.64,165.64,165.64,0.0,0.0,167.1,167.1,167.1,0.0,0.0
2018-03-18,161.68,161.68,161.68,0.0,0.0,164.6,164.6,164.6,0.0,0.0,159.16,159.16,159.16,0.0,0.0,164.4,164.4,164.4,0.0,0.0
2018-03-25,159.0,159.0,159.0,0.0,0.0,159.74,159.74,159.74,0.0,0.0,153.88,153.88,153.88,0.0,0.0,155.51,155.51,155.51,0.0,0.0
2018-04-01,158.01,158.01,158.01,0.0,0.0,160.88,160.88,160.88,0.0,0.0,157.46,157.46,157.46,0.0,0.0,157.73,157.73,157.73,0.0,0.0
2018-04-08,162.45,162.45,162.45,0.0,0.0,163.19,163.19,163.19,0.0,0.0,161.48,161.48,161.48,0.0,0.0,162.6,162.6,162.6,0.0,0.0
2018-04-15,163.08,163.08,163.08,0.0,0.0,163.73,163.73,163.73,0.0,0.0,161.02,161.02,161.02,0.0,0.0,161.89,161.89,161.89,0.0,0.0
2018-04-22,162.48,162.48,162.48,0.0,0.0,163.48,163.48,163.48,0.0,0.0,160.54,160.54,160.54,0.0,0.0,160.94,160.94,160.94,0.0,0.0
2018-04-29,165.64,165.64,165.64,0.0,0.0,166.78,166.78,166.78,0.0,0.0,165.51,165.51,165.51,0.0,0.0,166.24,166.24,166.24,0.0,0.0
2018-05-06,169.84,169.84,169.84,0.0,0.0,170.82,170.82,170.82,0.0,0.0,169.47,169.47,169.47,0.0,0.0,169.75,169.75,169.75,0.0,0.0
2018-05-13,168.73,168.73,168.73,0.0,0.0,169.5,169.5,169.5,0.0,0.0,167.68,167.68,167.68,0.0,0.0,168.4,168.4,168.4,0.0,0.0
2018-05-20,169.54,169.54,169.54,0.0,0.0,170.33,170.33,170.33,0.0,0.0,169.21,169.21,169.21,0.0,0.0,169.72,169.72,169.72,0.0,0.0
2018-05-27,173.16,173.16,173.16,0.0,0.0,174.34,174.34,174.34,0.0,0.0,173.07,173.07,173.07,0.0,0.0,174.3,174.3,174.3,0.0,0.0
2018-06-03,174.3,174.3,174.3,0.0,0.0,175.34,175.34,175.34,0.0,0.0,174.28,174.28,174.28,0.0,0.0,174.91,174.91,174.91,0.0,0.0
2018-06-10,175.53,175.53,175.53,0.0,0.0,176.65,176.65,176.65,0.0,0.0,174.94,174.94,174.94,0.0,0.0,176.5,176.5,176.5,0.0,0.0
2018-06-17,173.76,173.76,173.76,0.0,0.0,173.99,173.99,173.99,0.0,0.0,169.81,169.81,169.81,0.0,0.0,171.37,171.37,171.37,0.0,0.0
2018-06-24,170.04,170.04,170.04,0.0,0.0,172.85,172.85,172.85,0.0,0.0,169.67,169.67,169.67,0.0,0.0,172.8,172.8,172.8,0.0,0.0
2018-07-01,176.49,176.49,176.49,0.0,0.0,177.23,177.23,177.23,0.0,0.0,175.82,175.82,175.82,0.0,0.0,177.19,177.19,177.19,0.0,0.0
2018-07-08,179.64,179.64,179.64,0.0,0.0,179.95,179.95,179.95,0.0,0.0,178.88,178.88,178.88,0.0,0.0,179.18,179.18,179.18,0.0,0.0
2018-07-15,178.45,178.45,178.45,0.0,0.0,179.64,179.64,179.64,0.0,0.0,177.74,177.74,177.74,0.0,0.0,179.56,179.56,179.56,0.0,0.0
2018-07-22,177.66,177.66,177.66,0.0,0.0,177.73,177.73,177.73,0.0,0.0,174.27,174.27,174.27,0.0,0.0,175.11,175.11,175.11,0.0,0.0
2018-07-29,179.97,179.97,179.97,0.0,0.0,181.19,181.19,181.19,0.0,0.0,179.74,179.74,179.74,0.0,0.0,181.14,181.14,181.14,0.0,0.0
2018-08-05,180.85,180.85,180.85,0.0,0.0,182.01,182.01,182.01,0.0,0.0,180.24,180.24,180.24,0.0,0.0,180.32,180.32,180.32,0.0,0.0
2018-08-12,180.28,180.28,180.28,0.0,0.0,180.33,180.33,180.33,0.0,0.0,179.0,179.0,179.0,0.0,0.0,179.7,179.7,179.7,0.0,0.0
2018-08-19,183.43,183.43,183.43,0.0,0.0,184.34,184.34,184.34,0.0,0.0,183.11,183.11,183.11,0.0,0.0,184.34,184.34,184.34,0.0,0.0
2018-08-26,186.18,186.18,186.18,0.0,0.0,187.18,187.18,187.18,0.0,0.0,185.98,185.98,185.98,0.0,0.0,186.65,186.65,186.65,0.0,0.0
2018-09-02,182.12,182.12,182.12,0.0,0.0,182.25,182.25,182.25,0.0,0.0,180.72,180.72,180.72,0.0,0.0,181.72,181.72,181.72,0.0,0.0
2018-09-09,183.66,183.66,183.66,0.0,0.0,183.81,183.81,183.81,0.0,0.0,181.17,181.17,181.17,0.0,0.0,181.34,181.34,181.34,0.0,0.0
2018-09-16,182.05,182.05,182.05,0.0,0.0,183.96,183.96,183.96,0.0,0.0,181.3,181.3,181.3,0.0,0.0,183.89,183.89,183.89,0.0,0.0
2018-09-23,186.82,186.82,186.82,0.0,0.0,187.53,187.53,187.53,0.0,0.0,185.7,185.7,185.7,0.0,0.0,186.17,186.17,186.17,0.0,0.0
2018-09-30,179.37,179.37,179.37,0.0,0.0,180.64,180.64,180.64,0.0,0.0,176.93,176.93,176.93,0.0,0.0,179.05,179.05,179.05,0.0,0.0
