Date,iShares MSCI Malaysia_Open_average,iShares MSCI Malaysia_Open_max,iShares MSCI Malaysia_Open_min,iShares MSCI Malaysia_Open_volatility,iShares MSCI Malaysia_Open_change,iShares MSCI Malaysia_High_average,iShares MSCI Malaysia_High_max,iShares MSCI Malaysia_High_min,iShares MSCI Malaysia_High_volatility,iShares MSCI Malaysia_High_change,iShares MSCI Malaysia_Low_average,iShares MSCI Malaysia_Low_max,iShares MSCI Malaysia_Low_min,iShares MSCI Malaysia_Low_volatility,iShares MSCI Malaysia_Low_change,iShares MSCI Malaysia_Close_average,iShares MSCI Malaysia_Close_max,iShares MSCI Malaysia_Close_min,iShares MSCI Malaysia_Close_volatility,iShares MSCI Malaysia_Close_change
2018-06-17,31.01,31.01,31.01,0.0,0.0,31.04,31.04,31.04,0.0,0.0,30.71,30.71,30.71,0.0,0.0,30.99,30.99,30.99,0.0,0.0
2018-06-24,30.98,30.98,30.98,0.0,0.0,30.98,30.98,30.98,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.89,30.89,30.89,0.0,0.0
2018-07-01,30.83,30.83,30.83,0.0,0.0,31.0,31.0,31.0,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.92,30.92,30.92,0.0,0.0
2018-07-08,31.69,31.69,31.69,0.0,0.0,31.74,31.74,31.74,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.68,31.68,31.68,0.0,0.0
2018-07-15,32.21,32.21,32.21,0.0,0.0,32.34,32.34,32.34,0.0,0.0,32.08,32.08,32.08,0.0,0.0,32.17,32.17,32.17,0.0,0.0
2018-07-22,32.53,32.53,32.53,0.0,0.0,32.66,32.66,32.66,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.58,32.58,32.58,0.0,0.0
2018-07-29,32.48,32.48,32.48,0.0,0.0,32.66,32.66,32.66,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.54,32.54,32.54,0.0,0.0
2018-08-05,32.42,32.42,32.42,0.0,0.0,32.49,32.49,32.49,0.0,0.0,32.16,32.16,32.16,0.0,0.0,32.24,32.24,32.24,0.0,0.0
2018-08-12,32.44,32.44,32.44,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.31,32.31,32.31,0.0,0.0,32.47,32.47,32.47,0.0,0.0
2018-08-19,32.97,32.97,32.97,0.0,0.0,33.3,33.3,33.3,0.0,0.0,32.92,32.92,32.92,0.0,0.0,33.11,33.11,33.11,0.0,0.0
2018-08-26,32.43,32.43,32.43,0.0,0.0,32.67,32.67,32.67,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.51,32.51,32.51,0.0,0.0
2018-09-02,32.02,32.02,32.02,0.0,0.0,32.09,32.09,32.09,0.0,0.0,31.72,31.72,31.72,0.0,0.0,31.73,31.73,31.73,0.0,0.0
2018-09-09,32.39,32.39,32.39,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.29,32.29,32.29,0.0,0.0,32.36,32.36,32.36,0.0,0.0
2018-09-16,32.48,32.48,32.48,0.0,0.0,32.52,32.52,32.52,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.44,32.44,32.44,0.0,0.0
2018-09-23,32.43,32.43,32.43,0.0,0.0,32.47,32.47,32.47,0.0,0.0,32.24,32.24,32.24,0.0,0.0,32.27,32.27,32.27,0.0,0.0
2018-09-30,31.45,31.45,31.45,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.75,31.75,31.75,0.0,0.0
2018-10-07,30.92,30.92,30.92,0.0,0.0,31.0,31.0,31.0,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.84,30.84,30.84,0.0,0.0
2018-10-14,30.68,30.68,30.68,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.41,30.41,30.41,0.0,0.0,30.54,30.54,30.54,0.0,0.0
2018-10-21,29.95,29.95,29.95,0.0,0.0,30.14,30.14,30.14,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.68,29.68,29.68,0.0,0.0
2018-10-28,30.48,30.48,30.48,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.68,30.68,30.68,0.0,0.0
2018-11-04,30.0,30.0,30.0,0.0,0.0,30.07,30.07,30.07,0.0,0.0,29.81,29.81,29.81,0.0,0.0,29.87,29.87,29.87,0.0,0.0
2018-11-11,30.53,30.53,30.53,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.35,30.35,30.35,0.0,0.0
2018-11-18,30.3,30.3,30.3,0.0,0.0,30.44,30.44,30.44,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.42,30.42,30.42,0.0,0.0
2018-11-25,30.55,30.55,30.55,0.0,0.0,30.69,30.69,30.69,0.0,0.0,30.41,30.41,30.41,0.0,0.0,30.67,30.67,30.67,0.0,0.0
2018-12-02,29.63,29.63,29.63,0.0,0.0,29.74,29.74,29.74,0.0,0.0,29.17,29.17,29.17,0.0,0.0,29.49,29.49,29.49,0.0,0.0
2018-12-09,29.36,29.36,29.36,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.11,29.11,29.11,0.0,0.0,29.19,29.19,29.19,0.0,0.0
2018-12-16,29.08,29.08,29.08,0.0,0.0,29.3,29.3,29.3,0.0,0.0,29.04,29.04,29.04,0.0,0.0,29.08,29.08,29.08,0.0,0.0
2018-12-23,29.93,29.93,29.93,0.0,0.0,29.98,29.98,29.98,0.0,0.0,29.68,29.68,29.68,0.0,0.0,29.77,29.77,29.77,0.0,0.0
2018-12-30,29.99,29.99,29.99,0.0,0.0,30.0,30.0,30.0,0.0,0.0,29.77,29.77,29.77,0.0,0.0,29.88,29.88,29.88,0.0,0.0
2019-01-06,30.09,30.09,30.09,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.05,30.05,30.05,0.0,0.0,30.15,30.15,30.15,0.0,0.0
2019-01-13,30.43,30.43,30.43,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.52,30.52,30.52,0.0,0.0
2019-01-20,30.4,30.4,30.4,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.36,30.36,30.36,0.0,0.0,30.57,30.57,30.57,0.0,0.0
2019-01-27,30.59,30.59,30.59,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.66,30.66,30.66,0.0,0.0
2019-02-03,30.54,30.54,30.54,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.52,30.52,30.52,0.0,0.0,30.54,30.54,30.54,0.0,0.0
2019-02-10,30.56,30.56,30.56,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.54,30.54,30.54,0.0,0.0
2019-02-17,31.19,31.19,31.19,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.19,31.19,31.19,0.0,0.0,31.34,31.34,31.34,0.0,0.0
2019-02-24,30.42,30.42,30.42,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.19,30.19,30.19,0.0,0.0,30.38,30.38,30.38,0.0,0.0
2019-03-03,30.14,30.14,30.14,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.1,30.1,30.1,0.0,0.0,30.29,30.29,30.29,0.0,0.0
2019-03-10,30.73,30.73,30.73,0.0,0.0,30.93,30.93,30.93,0.0,0.0,30.73,30.73,30.73,0.0,0.0,30.9,30.9,30.9,0.0,0.0
2019-03-17,29.94,29.94,29.94,0.0,0.0,30.15,30.15,30.15,0.0,0.0,29.91,29.91,29.91,0.0,0.0,30.07,30.07,30.07,0.0,0.0
2019-03-24,29.64,29.64,29.64,0.0,0.0,29.77,29.77,29.77,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.7,29.7,29.7,0.0,0.0
2019-03-31,29.97,29.97,29.97,0.0,0.0,30.16,30.16,30.16,0.0,0.0,29.92,29.92,29.92,0.0,0.0,30.1,30.1,30.1,0.0,0.0
2019-04-07,29.53,29.53,29.53,0.0,0.0,29.63,29.63,29.63,0.0,0.0,29.42,29.42,29.42,0.0,0.0,29.63,29.63,29.63,0.0,0.0
2019-04-14,29.44,29.44,29.44,0.0,0.0,29.44,29.44,29.44,0.0,0.0,29.27,29.27,29.27,0.0,0.0,29.32,29.32,29.32,0.0,0.0
2019-04-21,29.66,29.66,29.66,0.0,0.0,29.71,29.71,29.71,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.68,29.68,29.68,0.0,0.0
2019-04-28,29.27,29.27,29.27,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.17,29.17,29.17,0.0,0.0,29.35,29.35,29.35,0.0,0.0
2019-05-05,28.24,28.24,28.24,0.0,0.0,28.29,28.29,28.29,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.12,28.12,28.12,0.0,0.0
2019-05-12,28.3,28.3,28.3,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.22,28.22,28.22,0.0,0.0,28.36,28.36,28.36,0.0,0.0
2019-05-19,28.31,28.31,28.31,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.2,28.2,28.2,0.0,0.0,28.21,28.21,28.21,0.0,0.0
2019-05-26,29.62,29.62,29.62,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.67,29.67,29.67,0.0,0.0
2019-06-02,29.7,29.7,29.7,0.0,0.0,29.77,29.77,29.77,0.0,0.0,29.63,29.63,29.63,0.0,0.0,29.67,29.67,29.67,0.0,0.0
2019-06-09,28.72,28.72,28.72,0.0,0.0,28.86,28.86,28.86,0.0,0.0,28.65,28.65,28.65,0.0,0.0,28.81,28.81,28.81,0.0,0.0
2019-06-16,29.68,29.68,29.68,0.0,0.0,29.77,29.77,29.77,0.0,0.0,29.61,29.61,29.61,0.0,0.0,29.69,29.69,29.69,0.0,0.0
2019-06-23,30.0,30.0,30.0,0.0,0.0,30.14,30.14,30.14,0.0,0.0,29.98,29.98,29.98,0.0,0.0,30.13,30.13,30.13,0.0,0.0
2019-06-30,29.84,29.84,29.84,0.0,0.0,30.05,30.05,30.05,0.0,0.0,29.76,29.76,29.76,0.0,0.0,30.05,30.05,30.05,0.0,0.0
2019-07-07,29.95,29.95,29.95,0.0,0.0,30.12,30.12,30.12,0.0,0.0,29.95,29.95,29.95,0.0,0.0,30.0,30.0,30.0,0.0,0.0
2019-07-14,29.52,29.52,29.52,0.0,0.0,29.68,29.68,29.68,0.0,0.0,29.52,29.52,29.52,0.0,0.0,29.61,29.61,29.61,0.0,0.0
2019-07-21,29.12,29.12,29.12,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.1,29.1,29.1,0.0,0.0,29.22,29.22,29.22,0.0,0.0
2019-07-28,27.97,27.97,27.97,0.0,0.0,27.99,27.99,27.99,0.0,0.0,27.63,27.63,27.63,0.0,0.0,27.77,27.77,27.77,0.0,0.0
2019-08-04,27.97,27.97,27.97,0.0,0.0,28.05,28.05,28.05,0.0,0.0,27.91,27.91,27.91,0.0,0.0,27.91,27.91,27.91,0.0,0.0
2019-08-11,27.95,27.95,27.95,0.0,0.0,28.0,28.0,28.0,0.0,0.0,27.87,27.87,27.87,0.0,0.0,27.89,27.89,27.89,0.0,0.0
2019-08-18,27.66,27.66,27.66,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.66,27.66,27.66,0.0,0.0,27.76,27.76,27.76,0.0,0.0
2019-08-25,28.02,28.02,28.02,0.0,0.0,28.04,28.04,28.04,0.0,0.0,27.82,27.82,27.82,0.0,0.0,27.92,27.92,27.92,0.0,0.0
2019-09-01,28.0,28.0,28.0,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.2,28.2,28.2,0.0,0.0
2019-09-08,28.2,28.2,28.2,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.13,28.13,28.13,0.0,0.0,28.16,28.16,28.16,0.0,0.0
2019-09-15,27.9,27.9,27.9,0.0,0.0,28.09,28.09,28.09,0.0,0.0,27.9,27.9,27.9,0.0,0.0,28.02,28.02,28.02,0.0,0.0
2019-09-22,27.77,27.77,27.77,0.0,0.0,28.0,28.0,28.0,0.0,0.0,27.71,27.71,27.71,0.0,0.0,27.85,27.85,27.85,0.0,0.0
2019-09-29,27.43,27.43,27.43,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.43,27.43,27.43,0.0,0.0,27.52,27.52,27.52,0.0,0.0
2019-10-06,27.61,27.61,27.61,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.67,27.67,27.67,0.0,0.0
2019-10-13,27.81,27.81,27.81,0.0,0.0,27.95,27.95,27.95,0.0,0.0,27.81,27.81,27.81,0.0,0.0,27.94,27.94,27.94,0.0,0.0
2019-10-20,27.86,27.86,27.86,0.0,0.0,28.0,28.0,28.0,0.0,0.0,27.86,27.86,27.86,0.0,0.0,27.93,27.93,27.93,0.0,0.0
2019-10-27,28.63,28.63,28.63,0.0,0.0,28.77,28.77,28.77,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.6,28.6,28.6,0.0,0.0
2019-11-03,28.56,28.56,28.56,0.0,0.0,28.74,28.74,28.74,0.0,0.0,28.56,28.56,28.56,0.0,0.0,28.73,28.73,28.73,0.0,0.0
2019-11-10,28.45,28.45,28.45,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.54,28.54,28.54,0.0,0.0
2019-11-17,27.88,27.88,27.88,0.0,0.0,28.07,28.07,28.07,0.0,0.0,27.88,27.88,27.88,0.0,0.0,28.06,28.06,28.06,0.0,0.0
2019-11-24,27.61,27.61,27.61,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.49,27.49,27.49,0.0,0.0
2019-12-01,27.55,27.55,27.55,0.0,0.0,27.68,27.68,27.68,0.0,0.0,27.45,27.45,27.45,0.0,0.0,27.46,27.46,27.46,0.0,0.0
2019-12-08,27.75,27.75,27.75,0.0,0.0,27.8,27.8,27.8,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.7,27.7,27.7,0.0,0.0
2019-12-15,28.52,28.52,28.52,0.0,0.0,28.68,28.68,28.68,0.0,0.0,28.45,28.45,28.45,0.0,0.0,28.66,28.66,28.66,0.0,0.0
2019-12-22,28.71,28.71,28.71,0.0,0.0,28.83,28.83,28.83,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.54,28.54,28.54,0.0,0.0
2019-12-29,28.68,28.68,28.68,0.0,0.0,28.82,28.82,28.82,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.58,28.58,28.58,0.0,0.0
