Date,GILT_Open_average,GILT_Open_max,GILT_Open_min,GILT_Open_volatility,GILT_Open_change,GILT_High_average,GILT_High_max,GILT_High_min,GILT_High_volatility,GILT_High_change,GILT_Low_average,GILT_Low_max,GILT_Low_min,GILT_Low_volatility,GILT_Low_change,GILT_Close_average,GILT_Close_max,GILT_Close_min,GILT_Close_volatility,GILT_Close_change,GILT_Volume_average,GILT_Volume_max,GILT_Volume_min,GILT_Volume_volatility,GILT_Volume_change
2018-01-14,8.126,8.4,7.99,0.41000000000000014,-0.41000000000000014,8.15,8.4,7.99,0.41000000000000014,-0.41000000000000014,8.024,8.2,7.87,0.3299999999999992,-0.3299999999999992,8.082,8.21,7.92,0.2900000000000009,-0.27999999999999936,19172,26170,9577,16593,16593
2018-01-21,8.172,8.3,8.1,0.20000000000000107,0.07000000000000028,8.264,8.32,8.19,0.13000000000000078,-0.08000000000000007,8.092,8.15,8.0,0.15000000000000036,0.05000000000000071,8.19,8.23,8.14,0.08999999999999986,0.030000000000001137,12750,19710,8214,11496,-10302
2018-01-28,8.152000000000001,8.22,8.06,0.16000000000000014,-0.08000000000000007,8.216,8.34,8.09,0.25,-0.13000000000000078,8.036,8.2,7.57,0.629999999999999,-0.5700000000000003,8.126,8.26,7.86,0.39999999999999947,-0.33999999999999897,12517,20304,1919,18385,7852
2018-02-04,7.624,7.75,7.45,0.2999999999999998,-0.20000000000000018,7.6899999999999995,7.83,7.55,0.28000000000000025,-0.1899999999999995,7.5200000000000005,7.69,7.36,0.33000000000000007,-0.1899999999999995,7.582,7.76,7.47,0.29000000000000004,-0.25,16732,42084,7281,34803,34368
2018-02-11,8.075,8.3,7.68,0.620000000000001,0.620000000000001,8.23,8.46,7.83,0.6300000000000008,0.6300000000000008,8.07,8.28,7.68,0.5999999999999996,0.5999999999999996,8.2,8.41,7.83,0.5800000000000001,0.5800000000000001,59873,108118,40117,68001,-3831
2018-02-18,8.486,8.53,8.45,0.08000000000000007,0.06999999999999851,8.684,9.22,8.52,0.7000000000000011,0.6699999999999999,8.426,8.52,8.35,0.16999999999999993,0.16999999999999993,8.626,9.01,8.49,0.5199999999999996,0.4599999999999991,44766,133645,5857,127788,76689
2018-02-25,8.782,8.99,8.57,0.41999999999999993,-0.41999999999999993,8.892,9.02,8.79,0.23000000000000043,-0.20000000000000107,8.613999999999999,8.69,8.54,0.15000000000000036,-0.14000000000000057,8.744,8.84,8.69,0.15000000000000036,0.02999999999999936,21695,38894,9573,29321,-29321
2018-03-04,8.82,8.93,8.7,0.23000000000000043,0.129999999999999,8.924000000000001,9.15,8.8,0.34999999999999964,0.34999999999999964,8.784,8.9,8.68,0.22000000000000064,0.17999999999999972,8.854,9.13,8.72,0.41000000000000014,0.41000000000000014,25434,67376,3737,63639,59012
2018-03-11,9.024,9.15,8.86,0.2900000000000009,-0.2900000000000009,9.12,9.18,8.99,0.1899999999999995,-0.05000000000000071,8.892,9.01,8.7,0.3100000000000005,-0.3100000000000005,9.0,9.17,8.82,0.34999999999999964,-0.20999999999999908,11548,24388,3877,20511,18592
2018-03-18,8.784,8.9,8.5,0.40000000000000036,-0.3200000000000003,8.886,9.1,8.61,0.4900000000000002,-0.33999999999999986,8.661999999999999,8.88,8.44,0.4400000000000013,-0.33999999999999986,8.814,9.05,8.56,0.4900000000000002,-0.35999999999999943,21270,48595,5744,42851,8876
2018-03-25,8.5675,8.66,8.47,0.1899999999999995,0.009999999999999787,8.754999999999999,8.95,8.54,0.41000000000000014,0.23999999999999844,8.46,8.55,8.41,0.14000000000000057,0.11000000000000121,8.5725,8.82,8.44,0.3800000000000008,0.07000000000000028,18871,42682,5108,37574,-12663
2018-04-01,8.366,8.65,8.22,0.4299999999999997,-0.4299999999999997,8.454,8.69,8.33,0.35999999999999943,-0.35999999999999943,8.188,8.47,7.92,0.5500000000000007,-0.28000000000000114,8.33,8.54,8.15,0.3899999999999988,-0.27999999999999936,16234,32175,4044,28131,19643
2018-04-08,8.458,8.51,8.37,0.14000000000000057,-0.019999999999999574,8.534,8.63,8.44,0.19000000000000128,-0.08000000000000007,8.382,8.49,8.27,0.22000000000000064,-0.09999999999999964,8.468,8.63,8.36,0.27000000000000135,-0.20000000000000107,24681,63385,6444,56941,56941
2018-04-15,8.512,8.59,8.42,0.16999999999999993,0.16999999999999993,8.612,8.7,8.53,0.16999999999999993,0.16000000000000014,8.478,8.59,8.41,0.17999999999999972,0.16999999999999993,8.542,8.66,8.49,0.16999999999999993,0.16000000000000014,5798,8909,4343,4566,-4566
2018-04-22,8.540000000000001,8.81,8.42,0.39000000000000057,-0.39000000000000057,8.57,8.81,8.44,0.370000000000001,-0.370000000000001,8.436,8.53,8.34,0.1899999999999995,-0.1899999999999995,8.491999999999999,8.57,8.44,0.13000000000000078,-0.13000000000000078,6493,10567,2512,8055,255
2018-04-29,8.256,8.48,8.09,0.39000000000000057,-0.28000000000000114,8.322,8.52,8.18,0.33999999999999986,-0.28999999999999915,8.166,8.45,8.02,0.4299999999999997,-0.2699999999999996,8.266,8.51,8.13,0.379999999999999,-0.3100000000000005,11140,21646,6971,14675,1145
2018-05-06,7.838,8.07,7.66,0.41000000000000014,-0.22000000000000064,7.872,8.07,7.72,0.35000000000000053,-0.22000000000000064,7.676,7.74,7.54,0.20000000000000018,-0.0600000000000005,7.788,7.88,7.7,0.17999999999999972,-0.05999999999999961,19266,40100,3904,36196,-22378
2018-05-13,8.112,8.2,8.03,0.16999999999999993,0.0600000000000005,8.174,8.22,8.12,0.10000000000000142,0.0600000000000005,8.018,8.15,7.76,0.39000000000000057,0.0600000000000005,8.116,8.18,8.07,0.10999999999999943,0.08000000000000007,21895,57830,5207,52623,26467
2018-05-20,8.0975,8.17,8.02,0.15000000000000036,-0.05000000000000071,8.195,8.29,8.16,0.129999999999999,-0.129999999999999,8.0925,8.17,8.01,0.16000000000000014,-0.0600000000000005,8.1475,8.18,8.1,0.08000000000000007,-0.02999999999999936,6519,9736,2140,7596,-7596
2018-05-27,8.084,8.19,7.98,0.20999999999999908,0.03999999999999915,8.158,8.24,8.1,0.14000000000000057,0.08999999999999986,8.048,8.15,7.98,0.16999999999999993,0.14000000000000057,8.112,8.24,8.01,0.23000000000000043,0.23000000000000043,6573,14758,1950,12808,-10927
2018-06-03,8.544,8.61,8.39,0.21999999999999886,0.17999999999999972,8.612,8.7,8.45,0.25,0.20000000000000107,8.49,8.6,8.36,0.2400000000000002,0.13000000000000078,8.572,8.66,8.45,0.21000000000000085,0.120000000000001,16872,37486,6053,31433,25155
2018-06-10,8.596,8.64,8.58,0.0600000000000005,0.0600000000000005,8.686,8.89,8.61,0.28000000000000114,0.2599999999999998,8.504,8.56,8.46,0.09999999999999964,-0.03999999999999915,8.572,8.66,8.5,0.16000000000000014,0.16000000000000014,21298,67972,8399,59573,59123
2018-06-17,8.732000000000001,8.85,8.56,0.28999999999999915,0.2599999999999998,8.754,8.85,8.59,0.2599999999999998,0.23000000000000043,8.548,8.61,8.36,0.25,0.25,8.702,8.77,8.55,0.21999999999999886,0.21999999999999886,14878,17363,12080,5283,-4218
2018-06-24,9.012,9.25,8.71,0.5399999999999991,0.4599999999999991,9.05,9.3,8.75,0.5500000000000007,0.35999999999999943,8.886000000000001,9.14,8.56,0.5800000000000001,0.41999999999999993,8.926,9.19,8.56,0.629999999999999,0.47000000000000064,15019,41488,1812,39676,-8394
2018-07-01,9.0575,9.2,8.94,0.2599999999999998,-0.129999999999999,9.105,9.21,9.02,0.19000000000000128,-0.10000000000000142,8.9725,9.1,8.88,0.21999999999999886,-0.129999999999999,9.030000000000001,9.18,8.88,0.29999999999999893,-0.1999999999999993,8207,15626,3078,12548,5852
2018-07-08,8.972,9.04,8.91,0.129999999999999,-0.03999999999999915,9.040000000000001,9.16,8.96,0.1999999999999993,-0.16000000000000014,8.88,9.0,8.71,0.28999999999999915,-0.28999999999999915,8.93,9.13,8.77,0.3600000000000012,-0.3600000000000012,7258,11029,3931,7098,3085
2018-07-15,8.748,8.87,8.67,0.1999999999999993,-0.1999999999999993,8.846,8.96,8.78,0.1800000000000015,-0.15000000000000036,8.718,8.87,8.6,0.2699999999999996,-0.21999999999999886,8.774000000000001,8.91,8.71,0.1999999999999993,-0.1899999999999995,10930,25034,1657,23377,23377
2018-07-22,8.456,8.64,8.33,0.3100000000000005,-0.3100000000000005,8.49,8.67,8.35,0.3200000000000003,-0.23000000000000043,8.363999999999999,8.5,8.26,0.2400000000000002,-0.16999999999999993,8.426,8.51,8.33,0.17999999999999972,-0.07000000000000028,12667,16205,4635,11570,1437
2018-07-29,8.754,9.04,8.37,0.6699999999999999,0.6699999999999999,8.888,9.15,8.61,0.5400000000000009,0.5400000000000009,8.726,9.02,8.37,0.6500000000000004,0.6500000000000004,8.838000000000001,9.06,8.6,0.46000000000000085,0.46000000000000085,11507,20093,6460,13633,-8710
2018-08-05,8.83,8.96,8.63,0.33000000000000007,-0.33000000000000007,8.862,9.05,8.65,0.40000000000000036,-0.40000000000000036,8.718,8.92,8.56,0.35999999999999943,-0.20000000000000107,8.782,9.03,8.56,0.46999999999999886,-0.3899999999999988,8155,18220,3144,15076,-14560
2018-08-12,8.726,8.76,8.65,0.10999999999999943,0.10999999999999943,8.83,8.98,8.7,0.28000000000000114,0.15000000000000036,8.716000000000001,8.76,8.65,0.10999999999999943,0.08000000000000007,8.768,8.81,8.68,0.13000000000000078,0.09999999999999964,75745,353762,1063,352699,11386
2018-08-19,8.8,8.92,8.73,0.1899999999999995,-0.07000000000000028,8.898,8.93,8.85,0.08000000000000007,-0.019999999999999574,8.744,8.8,8.69,0.11000000000000121,-0.07000000000000028,8.822000000000001,8.91,8.69,0.22000000000000064,0.009999999999999787,11251,27250,4145,23105,-22289
2018-08-26,8.8725,9.0,8.78,0.22000000000000064,-0.030000000000001137,8.965,9.0,8.91,0.08999999999999986,0.0600000000000005,8.8275,8.89,8.76,0.13000000000000078,0.019999999999999574,8.932500000000001,8.99,8.8,0.1899999999999995,0.16000000000000014,10547,13980,2903,11077,-11077
2018-09-02,9.188,9.34,8.96,0.379999999999999,0.379999999999999,9.258,9.34,9.08,0.2599999999999998,0.2599999999999998,9.13,9.32,8.83,0.4900000000000002,0.4900000000000002,9.194,9.34,8.85,0.4900000000000002,0.4900000000000002,50837,156364,11364,145000,-16364
2018-09-09,9.28,9.34,9.22,0.11999999999999922,-0.02999999999999936,9.314,9.34,9.26,0.08000000000000007,-0.02999999999999936,9.182,9.3,9.03,0.27000000000000135,-0.27000000000000135,9.21,9.32,9.03,0.2900000000000009,-0.2900000000000009,10349,12986,8517,4469,3517
2018-09-16,9.062,9.14,8.9,0.2400000000000002,-0.2400000000000002,9.104,9.18,9.01,0.16999999999999993,-0.16000000000000014,9.02,9.1,8.9,0.1999999999999993,-0.1999999999999993,9.064,9.17,8.99,0.17999999999999972,-0.10999999999999943,5623,8936,1637,7299,4564
2018-09-23,8.858,9.02,8.65,0.3699999999999992,-0.33999999999999986,8.922,9.1,8.78,0.3200000000000003,-0.2699999999999996,8.742,8.99,8.56,0.4299999999999997,-0.4299999999999997,8.762,9.03,8.56,0.46999999999999886,-0.4499999999999993,6882,16420,2254,14166,-1097
2018-09-30,8.734,8.82,8.63,0.1899999999999995,-0.019999999999999574,8.792,8.9,8.67,0.23000000000000043,0.02999999999999936,8.626,8.72,8.48,0.2400000000000002,0.05999999999999872,8.69,8.82,8.48,0.33999999999999986,0.21999999999999886,15843,25413,4965,20448,-11354
2018-10-07,8.424,8.62,8.23,0.3899999999999988,-0.35999999999999943,8.502,8.67,8.4,0.2699999999999996,-0.25,8.27,8.51,8.12,0.39000000000000057,-0.27999999999999936,8.354000000000001,8.57,8.22,0.34999999999999964,-0.23000000000000043,16274,24644,2417,22227,-15675
2018-10-14,8.52,8.88,8.18,0.7000000000000011,0.7000000000000011,8.66,9.07,8.36,0.7100000000000009,0.7100000000000009,8.506,8.88,8.18,0.7000000000000011,0.7000000000000011,8.64,9.07,8.36,0.7100000000000009,0.7100000000000009,13489,31445,4285,27160,14783
2018-10-21,9.188,9.34,9.08,0.2599999999999998,0.2599999999999998,9.278,9.5,9.09,0.41000000000000014,0.41000000000000014,9.09,9.25,8.91,0.33999999999999986,0.17999999999999972,9.172,9.3,8.91,0.39000000000000057,0.1899999999999995,13862,28469,4437,24032,17607
2018-10-28,9.656,9.9,9.38,0.5199999999999996,0.5199999999999996,9.784,10.21,9.38,0.8300000000000001,0.8300000000000001,9.614,9.88,9.33,0.5500000000000007,0.5500000000000007,9.74,10.19,9.38,0.8099999999999987,0.8099999999999987,45313,110173,5198,104975,64726
2018-11-04,10.45,10.69,9.99,0.6999999999999993,-0.34999999999999964,10.548,10.74,10.09,0.6500000000000004,-0.4399999999999995,10.34,10.62,9.65,0.9699999999999989,-0.6899999999999995,10.494,10.74,9.94,0.8000000000000007,-0.5500000000000007,32362,71291,15845,55446,39911
2018-11-11,9.872,9.99,9.74,0.25,-0.25,9.918,10.04,9.76,0.27999999999999936,-0.2599999999999998,9.794,9.87,9.68,0.1899999999999995,-0.1899999999999995,9.858,9.97,9.7,0.27000000000000135,-0.27000000000000135,6695,10181,4033,6148,-5622
2018-11-18,9.635,9.65,9.61,0.040000000000000924,-0.040000000000000924,9.685,9.72,9.63,0.08999999999999986,0.030000000000001137,9.59,9.61,9.53,0.08000000000000007,0.08000000000000007,9.6275,9.69,9.6,0.08999999999999986,0.08999999999999986,3197,4695,590,4105,1504
2018-11-25,9.546,9.63,9.48,0.15000000000000036,-0.02999999999999936,9.618,9.73,9.48,0.25,-0.05999999999999872,9.468,9.54,9.31,0.22999999999999865,-0.15000000000000036,9.55,9.68,9.32,0.35999999999999943,-0.1899999999999995,10139,15738,5661,10077,8233
2018-12-02,9.1375,9.34,8.95,0.39000000000000057,0.2400000000000002,9.2325,9.45,9.1,0.34999999999999964,0.34999999999999964,9.06,9.3,8.85,0.45000000000000107,0.45000000000000107,9.165,9.41,8.9,0.5099999999999998,0.5099999999999998,38549,120240,4265,115975,-115046
2018-12-09,9.47,9.54,9.4,0.1399999999999988,-0.03999999999999915,9.55,9.67,9.5,0.16999999999999993,-0.05000000000000071,9.34,9.4,9.2,0.20000000000000107,-0.20000000000000107,9.404,9.52,9.26,0.2599999999999998,-0.16000000000000014,8699,12980,4997,7983,-3845
2018-12-16,8.684000000000001,9.07,8.07,1.0,-1.0,8.764,9.2,8.1,1.0999999999999996,-0.9700000000000006,8.488,8.92,7.94,0.9799999999999995,-0.9799999999999995,8.55,8.99,7.94,1.0499999999999998,-0.9799999999999995,13268,23716,6174,17542,14546
2018-12-23,8.635,9.08,8.31,0.7699999999999996,0.7699999999999996,8.7675,9.24,8.58,0.6600000000000001,0.6500000000000004,8.605,9.03,8.31,0.7199999999999989,0.7199999999999989,8.7175,9.16,8.52,0.6400000000000006,0.6400000000000006,21207,36460,5572,30888,-10140
2018-12-30,8.7775,8.89,8.66,0.23000000000000043,-0.11000000000000121,8.8,8.91,8.7,0.21000000000000085,-0.09999999999999964,8.645,8.75,8.55,0.1999999999999993,0.019999999999999574,8.75,8.83,8.59,0.2400000000000002,-0.019999999999999574,5583,10135,2336,7799,-7726
2019-01-06,9.022,9.21,8.85,0.3600000000000012,0.33999999999999986,9.12,9.22,8.94,0.28000000000000114,0.25,8.984,9.11,8.85,0.2599999999999998,0.25,9.074,9.18,8.94,0.2400000000000002,0.16000000000000014,7536,15096,1176,13920,-1979
2019-01-13,8.795,9.19,8.48,0.7099999999999991,-0.7099999999999991,8.925,9.19,8.65,0.5399999999999991,-0.5399999999999991,8.705,9.07,8.47,0.5999999999999996,-0.5999999999999996,8.79,9.12,8.48,0.6399999999999988,-0.5699999999999985,13583,39269,1418,37851,8562
