Date,John Hancock Multifactor Utilities_Open_average,John Hancock Multifactor Utilities_Open_max,John Hancock Multifactor Utilities_Open_min,John Hancock Multifactor Utilities_Open_volatility,John Hancock Multifactor Utilities_Open_change,John Hancock Multifactor Utilities_High_average,John Hancock Multifactor Utilities_High_max,John Hancock Multifactor Utilities_High_min,John Hancock Multifactor Utilities_High_volatility,John Hancock Multifactor Utilities_High_change,John Hancock Multifactor Utilities_Low_average,John Hancock Multifactor Utilities_Low_max,John Hancock Multifactor Utilities_Low_min,John Hancock Multifactor Utilities_Low_volatility,John Hancock Multifactor Utilities_Low_change,John Hancock Multifactor Utilities_Close_average,John Hancock Multifactor Utilities_Close_max,John Hancock Multifactor Utilities_Close_min,John Hancock Multifactor Utilities_Close_volatility,John Hancock Multifactor Utilities_Close_change
2019-04-21,31.15,31.15,31.15,0.0,0.0,31.2,31.2,31.2,0.0,0.0,31.1,31.1,31.1,0.0,0.0,31.2,31.2,31.2,0.0,0.0
2019-04-28,31.49,31.49,31.49,0.0,0.0,31.49,31.49,31.49,0.0,0.0,31.39,31.39,31.39,0.0,0.0,31.39,31.39,31.39,0.0,0.0
2019-05-05,31.42,31.42,31.42,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.73,31.73,31.73,0.0,0.0
2019-05-12,32.08,32.08,32.08,0.0,0.0,32.08,32.08,32.08,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.78,31.78,31.78,0.0,0.0
2019-05-19,32.24,32.24,32.24,0.0,0.0,32.38,32.38,32.38,0.0,0.0,32.19,32.19,32.19,0.0,0.0,32.19,32.19,32.19,0.0,0.0
2019-05-26,31.46,31.46,31.46,0.0,0.0,31.74,31.74,31.74,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.74,31.74,31.74,0.0,0.0
2019-06-02,32.4,32.4,32.4,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.15,32.15,32.15,0.0,0.0,32.21,32.21,32.21,0.0,0.0
2019-06-09,32.9,32.9,32.9,0.0,0.0,32.9,32.9,32.9,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.62,32.62,32.62,0.0,0.0
2019-06-16,33.02,33.02,33.02,0.0,0.0,33.17,33.17,33.17,0.0,0.0,33.02,33.02,33.02,0.0,0.0,33.08,33.08,33.08,0.0,0.0
2019-06-23,32.08,32.08,32.08,0.0,0.0,32.08,32.08,32.08,0.0,0.0,31.78,31.78,31.78,0.0,0.0,31.95,31.95,31.95,0.0,0.0
2019-06-30,32.57,32.57,32.57,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.59,32.59,32.59,0.0,0.0
2019-07-07,32.51,32.51,32.51,0.0,0.0,32.66,32.66,32.66,0.0,0.0,32.46,32.46,32.46,0.0,0.0,32.59,32.59,32.59,0.0,0.0
2019-07-14,32.14,32.14,32.14,0.0,0.0,32.36,32.36,32.36,0.0,0.0,32.14,32.14,32.14,0.0,0.0,32.24,32.24,32.24,0.0,0.0
2019-07-21,32.23,32.23,32.23,0.0,0.0,32.35,32.35,32.35,0.0,0.0,32.23,32.23,32.23,0.0,0.0,32.35,32.35,32.35,0.0,0.0
2019-07-28,32.26,32.26,32.26,0.0,0.0,32.26,32.26,32.26,0.0,0.0,31.81,31.81,31.81,0.0,0.0,31.81,31.81,31.81,0.0,0.0
2019-08-04,32.65,32.65,32.65,0.0,0.0,32.65,32.65,32.65,0.0,0.0,32.37,32.37,32.37,0.0,0.0,32.5,32.5,32.5,0.0,0.0
2019-08-11,32.83,32.83,32.83,0.0,0.0,33.08,33.08,33.08,0.0,0.0,32.79,32.79,32.79,0.0,0.0,33.01,33.01,33.01,0.0,0.0
2019-08-18,32.98,32.98,32.98,0.0,0.0,33.11,33.11,33.11,0.0,0.0,32.93,32.93,32.93,0.0,0.0,33.11,33.11,33.11,0.0,0.0
2019-08-25,33.33,33.33,33.33,0.0,0.0,33.52,33.52,33.52,0.0,0.0,33.33,33.33,33.33,0.0,0.0,33.46,33.46,33.46,0.0,0.0
2019-09-01,33.65,33.65,33.65,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.31,33.31,33.31,0.0,0.0
2019-09-08,33.7,33.7,33.7,0.0,0.0,33.73,33.73,33.73,0.0,0.0,33.64,33.64,33.64,0.0,0.0,33.67,33.67,33.67,0.0,0.0
2019-09-15,34.39,34.39,34.39,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.36,34.36,34.36,0.0,0.0,34.38,34.38,34.38,0.0,0.0
2019-09-22,34.69,34.69,34.69,0.0,0.0,34.77,34.77,34.77,0.0,0.0,34.68,34.68,34.68,0.0,0.0,34.71,34.71,34.71,0.0,0.0
2019-09-29,34.44,34.44,34.44,0.0,0.0,34.62,34.62,34.62,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.51,34.51,34.51,0.0,0.0
2019-10-06,34.29,34.29,34.29,0.0,0.0,34.29,34.29,34.29,0.0,0.0,33.91,33.91,33.91,0.0,0.0,33.94,33.94,33.94,0.0,0.0
2019-10-13,34.19,34.19,34.19,0.0,0.0,34.2,34.2,34.2,0.0,0.0,34.06,34.06,34.06,0.0,0.0,34.2,34.2,34.2,0.0,0.0
2019-10-20,34.03,34.03,34.03,0.0,0.0,34.06,34.06,34.06,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.76,33.76,33.76,0.0,0.0
2019-10-27,34.09,34.09,34.09,0.0,0.0,34.09,34.09,34.09,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.73,33.73,33.73,0.0,0.0
2019-11-03,32.86,32.86,32.86,0.0,0.0,32.86,32.86,32.86,0.0,0.0,32.77,32.77,32.77,0.0,0.0,32.77,32.77,32.77,0.0,0.0
2019-11-10,33.42,33.42,33.42,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.35,33.35,33.35,0.0,0.0,33.35,33.35,33.35,0.0,0.0
2019-11-17,33.29,33.29,33.29,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.24,33.24,33.24,0.0,0.0,33.24,33.24,33.24,0.0,0.0
2019-11-24,33.28,33.28,33.28,0.0,0.0,33.28,33.28,33.28,0.0,0.0,33.13,33.13,33.13,0.0,0.0,33.15,33.15,33.15,0.0,0.0
2019-12-01,33.37,33.37,33.37,0.0,0.0,33.37,33.37,33.37,0.0,0.0,33.24,33.24,33.24,0.0,0.0,33.28,33.28,33.28,0.0,0.0
2019-12-08,33.51,33.51,33.51,0.0,0.0,34.0,34.0,34.0,0.0,0.0,33.51,33.51,33.51,0.0,0.0,34.0,34.0,34.0,0.0,0.0
2019-12-15,34.53,34.53,34.53,0.0,0.0,34.53,34.53,34.53,0.0,0.0,34.08,34.08,34.08,0.0,0.0,34.15,34.15,34.15,0.0,0.0
2019-12-22,33.82,33.82,33.82,0.0,0.0,33.82,33.82,33.82,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.79,33.79,33.79,0.0,0.0
2019-12-29,33.44,33.44,33.44,0.0,0.0,33.65,33.65,33.65,0.0,0.0,33.44,33.44,33.44,0.0,0.0,33.56,33.56,33.56,0.0,0.0
