Date,John Hancock Multifactor Utilities_Open_average,John Hancock Multifactor Utilities_Open_max,John Hancock Multifactor Utilities_Open_min,John Hancock Multifactor Utilities_Open_volatility,John Hancock Multifactor Utilities_Open_change,John Hancock Multifactor Utilities_High_average,John Hancock Multifactor Utilities_High_max,John Hancock Multifactor Utilities_High_min,John Hancock Multifactor Utilities_High_volatility,John Hancock Multifactor Utilities_High_change,John Hancock Multifactor Utilities_Low_average,John Hancock Multifactor Utilities_Low_max,John Hancock Multifactor Utilities_Low_min,John Hancock Multifactor Utilities_Low_volatility,John Hancock Multifactor Utilities_Low_change,John Hancock Multifactor Utilities_Close_average,John Hancock Multifactor Utilities_Close_max,John Hancock Multifactor Utilities_Close_min,John Hancock Multifactor Utilities_Close_volatility,John Hancock Multifactor Utilities_Close_change
2018-01-14,26.48,26.48,26.48,0.0,0.0,26.52,26.52,26.52,0.0,0.0,26.36,26.36,26.36,0.0,0.0,26.36,26.36,26.36,0.0,0.0
2018-01-21,26.8,26.8,26.8,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.88,26.88,26.88,0.0,0.0
2018-01-28,26.15,26.15,26.15,0.0,0.0,26.18,26.18,26.18,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.77,25.77,25.77,0.0,0.0
2018-02-04,25.15,25.15,25.15,0.0,0.0,25.18,25.18,25.18,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0
2018-02-11,25.82,25.82,25.82,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.82,25.82,25.82,0.0,0.0
2018-02-18,26.19,26.19,26.19,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.19,26.19,26.19,0.0,0.0
2018-02-25,25.91,25.91,25.91,0.0,0.0,25.91,25.91,25.91,0.0,0.0,25.91,25.91,25.91,0.0,0.0,25.91,25.91,25.91,0.0,0.0
2018-03-04,25.73,25.73,25.73,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.73,25.73,25.73,0.0,0.0
2018-03-11,26.34,26.34,26.34,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.34,26.34,26.34,0.0,0.0,26.34,26.34,26.34,0.0,0.0
2018-03-18,26.3,26.3,26.3,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.3,26.3,26.3,0.0,0.0,26.3,26.3,26.3,0.0,0.0
2018-03-25,26.78,26.78,26.78,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.78,26.78,26.78,0.0,0.0
2018-04-01,26.88,26.88,26.88,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.88,26.88,26.88,0.0,0.0,26.88,26.88,26.88,0.0,0.0
2018-04-08,26.29,26.29,26.29,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.29,26.29,26.29,0.0,0.0
2018-04-15,26.77,26.77,26.77,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.77,26.77,26.77,0.0,0.0
2018-04-22,27.55,27.55,27.55,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.52,27.52,27.52,0.0,0.0
2018-04-29,27.5,27.5,27.5,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.5,27.5,27.5,0.0,0.0,27.52,27.52,27.52,0.0,0.0
2018-05-06,26.94,26.94,26.94,0.0,0.0,26.94,26.94,26.94,0.0,0.0,26.94,26.94,26.94,0.0,0.0,26.94,26.94,26.94,0.0,0.0
2018-05-13,26.51,26.51,26.51,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.51,26.51,26.51,0.0,0.0
2018-05-20,26.75,26.75,26.75,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.75,26.75,26.75,0.0,0.0,26.75,26.75,26.75,0.0,0.0
2018-05-27,27.49,27.49,27.49,0.0,0.0,27.49,27.49,27.49,0.0,0.0,27.49,27.49,27.49,0.0,0.0,27.49,27.49,27.49,0.0,0.0
2018-06-03,26.18,26.18,26.18,0.0,0.0,26.18,26.18,26.18,0.0,0.0,26.18,26.18,26.18,0.0,0.0,26.18,26.18,26.18,0.0,0.0
2018-06-10,26.4,26.4,26.4,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.4,26.4,26.4,0.0,0.0
2018-06-17,27.6,27.6,27.6,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.6,27.6,27.6,0.0,0.0
2018-06-24,27.58,27.58,27.58,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.58,27.58,27.58,0.0,0.0,27.61,27.61,27.61,0.0,0.0
2018-07-01,28.3,28.3,28.3,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.3,28.3,28.3,0.0,0.0,28.37,28.37,28.37,0.0,0.0
2018-07-08,28.01,28.01,28.01,0.0,0.0,28.01,28.01,28.01,0.0,0.0,28.01,28.01,28.01,0.0,0.0,28.01,28.01,28.01,0.0,0.0
2018-07-15,28.14,28.14,28.14,0.0,0.0,28.14,28.14,28.14,0.0,0.0,27.61,27.61,27.61,0.0,0.0,27.61,27.61,27.61,0.0,0.0
2018-07-22,27.84,27.84,27.84,0.0,0.0,27.84,27.84,27.84,0.0,0.0,27.84,27.84,27.84,0.0,0.0,27.84,27.84,27.84,0.0,0.0
2018-07-29,28.48,28.48,28.48,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.39,28.39,28.39,0.0,0.0,28.41,28.41,28.41,0.0,0.0
2018-08-05,28.28,28.28,28.28,0.0,0.0,28.28,28.28,28.28,0.0,0.0,28.28,28.28,28.28,0.0,0.0,28.28,28.28,28.28,0.0,0.0
2018-08-12,30.52,30.52,30.52,0.0,0.0,30.52,30.52,30.52,0.0,0.0,28.99,28.99,28.99,0.0,0.0,28.99,28.99,28.99,0.0,0.0
2018-08-19,28.64,28.64,28.64,0.0,0.0,28.65,28.65,28.65,0.0,0.0,28.47,28.47,28.47,0.0,0.0,28.47,28.47,28.47,0.0,0.0
2018-08-26,28.49,28.49,28.49,0.0,0.0,28.49,28.49,28.49,0.0,0.0,28.48,28.48,28.48,0.0,0.0,28.48,28.48,28.48,0.0,0.0
2018-09-02,28.92,28.92,28.92,0.0,0.0,28.98,28.98,28.98,0.0,0.0,28.92,28.92,28.92,0.0,0.0,28.98,28.98,28.98,0.0,0.0
2018-09-09,28.97,28.97,28.97,0.0,0.0,28.97,28.97,28.97,0.0,0.0,28.94,28.94,28.94,0.0,0.0,28.94,28.94,28.94,0.0,0.0
2018-09-16,28.52,28.52,28.52,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.37,28.37,28.37,0.0,0.0,28.37,28.37,28.37,0.0,0.0
2018-09-23,28.34,28.34,28.34,0.0,0.0,28.34,28.34,28.34,0.0,0.0,28.31,28.31,28.31,0.0,0.0,28.31,28.31,28.31,0.0,0.0
2018-09-30,29.0,29.0,29.0,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.0,29.0,29.0,0.0,0.0,29.14,29.14,29.14,0.0,0.0
2018-10-07,29.48,29.48,29.48,0.0,0.0,29.48,29.48,29.48,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.63,28.63,28.63,0.0,0.0
2018-10-14,30.38,30.38,30.38,0.0,0.0,30.38,30.38,30.38,0.0,0.0,29.21,29.21,29.21,0.0,0.0,29.22,29.22,29.22,0.0,0.0
2018-10-21,29.84,29.84,29.84,0.0,0.0,29.84,29.84,29.84,0.0,0.0,28.93,28.93,28.93,0.0,0.0,29.01,29.01,29.01,0.0,0.0
2018-10-28,28.94,28.94,28.94,0.0,0.0,28.98,28.98,28.98,0.0,0.0,28.94,28.94,28.94,0.0,0.0,28.98,28.98,28.98,0.0,0.0
2018-11-04,29.46,29.46,29.46,0.0,0.0,29.46,29.46,29.46,0.0,0.0,29.42,29.42,29.42,0.0,0.0,29.44,29.44,29.44,0.0,0.0
2018-11-11,29.45,29.45,29.45,0.0,0.0,29.51,29.51,29.51,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.51,29.51,29.51,0.0,0.0
2018-11-18,29.39,29.39,29.39,0.0,0.0,29.39,29.39,29.39,0.0,0.0,28.99,28.99,28.99,0.0,0.0,29.26,29.26,29.26,0.0,0.0
2018-11-25,29.93,29.93,29.93,0.0,0.0,30.06,30.06,30.06,0.0,0.0,29.67,29.67,29.67,0.0,0.0,30.06,30.06,30.06,0.0,0.0
2018-12-02,30.21,30.21,30.21,0.0,0.0,30.41,30.41,30.41,0.0,0.0,30.03,30.03,30.03,0.0,0.0,30.41,30.41,30.41,0.0,0.0
2018-12-09,30.5,30.5,30.5,0.0,0.0,30.51,30.51,30.51,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.5,29.5,29.5,0.0,0.0
2018-12-16,29.26,29.26,29.26,0.0,0.0,29.26,29.26,29.26,0.0,0.0,27.52,27.52,27.52,0.0,0.0,27.55,27.55,27.55,0.0,0.0
2018-12-23,28.04,28.04,28.04,0.0,0.0,28.36,28.36,28.36,0.0,0.0,28.03,28.03,28.03,0.0,0.0,28.36,28.36,28.36,0.0,0.0
2018-12-30,28.0,28.0,28.0,0.0,0.0,28.1,28.1,28.1,0.0,0.0,28.0,28.0,28.0,0.0,0.0,28.05,28.05,28.05,0.0,0.0
2019-01-06,28.05,28.05,28.05,0.0,0.0,28.2,28.2,28.2,0.0,0.0,27.89,27.89,27.89,0.0,0.0,27.95,27.95,27.95,0.0,0.0
2019-01-13,28.61,28.61,28.61,0.0,0.0,28.61,28.61,28.61,0.0,0.0,28.54,28.54,28.54,0.0,0.0,28.54,28.54,28.54,0.0,0.0
2019-01-20,28.78,28.78,28.78,0.0,0.0,28.78,28.78,28.78,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.59,28.59,28.59,0.0,0.0
2019-01-27,29.25,29.25,29.25,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.23,29.23,29.23,0.0,0.0,29.4,29.4,29.4,0.0,0.0
2019-02-03,29.82,29.82,29.82,0.0,0.0,29.96,29.96,29.96,0.0,0.0,29.82,29.82,29.82,0.0,0.0,29.96,29.96,29.96,0.0,0.0
2019-02-10,30.05,30.05,30.05,0.0,0.0,30.05,30.05,30.05,0.0,0.0,29.94,29.94,29.94,0.0,0.0,29.98,29.98,29.98,0.0,0.0
2019-02-17,30.8,30.8,30.8,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.49,30.49,30.49,0.0,0.0
2019-02-24,30.88,30.88,30.88,0.0,0.0,30.88,30.88,30.88,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.73,30.73,30.73,0.0,0.0
2019-03-03,31.11,31.11,31.11,0.0,0.0,31.12,31.12,31.12,0.0,0.0,30.9,30.9,30.9,0.0,0.0,31.12,31.12,31.12,0.0,0.0
2019-03-10,31.53,31.53,31.53,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.38,31.38,31.38,0.0,0.0
2019-03-17,31.62,31.62,31.62,0.0,0.0,31.78,31.78,31.78,0.0,0.0,31.62,31.62,31.62,0.0,0.0,31.72,31.72,31.72,0.0,0.0
2019-03-24,31.66,31.66,31.66,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.19,31.19,31.19,0.0,0.0,31.28,31.28,31.28,0.0,0.0
2019-03-31,31.24,31.24,31.24,0.0,0.0,31.25,31.25,31.25,0.0,0.0,31.13,31.13,31.13,0.0,0.0,31.17,31.17,31.17,0.0,0.0
2019-04-07,31.48,31.48,31.48,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.41,31.41,31.41,0.0,0.0
2019-04-14,30.99,30.99,30.99,0.0,0.0,30.99,30.99,30.99,0.0,0.0,30.86,30.86,30.86,0.0,0.0,30.92,30.92,30.92,0.0,0.0
