Date,CTSH_stock_Open_average,CTSH_stock_Open_max,CTSH_stock_Open_min,CTSH_stock_Open_volatility,CTSH_stock_Open_change,CTSH_stock_High_average,CTSH_stock_High_max,CTSH_stock_High_min,CTSH_stock_High_volatility,CTSH_stock_High_change,CTSH_stock_Low_average,CTSH_stock_Low_max,CTSH_stock_Low_min,CTSH_stock_Low_volatility,CTSH_stock_Low_change,CTSH_stock_Close_average,CTSH_stock_Close_max,CTSH_stock_Close_min,CTSH_stock_Close_volatility,CTSH_stock_Close_change,CTSH_stock_Volume_average,CTSH_stock_Volume_max,CTSH_stock_Volume_min,CTSH_stock_Volume_volatility,CTSH_stock_Volume_change
2018-01-14,76.14750000000001,77.0,75.15,1.8499999999999943,1.539999999999992,76.5825,77.38,75.78,1.5999999999999943,1.5999999999999943,75.6,76.78,74.42,2.3599999999999994,2.3599999999999994,76.1525,77.29,74.73,2.5600000000000023,2.5600000000000023,4103566,5518247,3178743,2339504,-369010
2018-01-21,78.102,78.72,77.39,1.3299999999999983,0.8299999999999983,78.686,78.95,78.34,0.6099999999999994,0.18999999999999773,77.65,78.11,77.19,0.9200000000000017,0.4900000000000091,78.21000000000001,78.45,77.95,0.5,0.4700000000000131,3079845,3843603,2425246,1418357,-1418357
2018-01-28,77.504,78.17,75.81,2.3599999999999994,-2.239999999999995,78.182,78.74,77.08,1.6599999999999966,-1.3400000000000034,77.082,77.78,75.7,2.0799999999999983,-2.0799999999999983,77.422,78.15,75.72,2.430000000000007,-2.430000000000007,3429738,5256383,2734826,2521557,2521557
2018-02-04,75.414,76.71,72.24,4.469999999999999,0.18999999999999773,77.008,79.28,74.27,5.010000000000005,0.22999999999998977,74.17,76.5,71.95,4.549999999999997,0.8100000000000023,75.032,76.52,73.29,3.2299999999999898,3.0,6294933,7112616,4318214,2794402,2231958
2018-02-11,78.524,81.49,76.51,4.97999999999999,4.97999999999999,79.914,81.87,77.9,3.969999999999999,3.969999999999999,78.088,80.65,76.42,4.230000000000004,4.230000000000004,79.536,81.37,77.43,3.9399999999999977,3.519999999999996,4537678,5642765,3368058,2274707,-862061
2018-02-18,81.6825,82.32,80.69,1.6299999999999955,1.6299999999999955,82.71000000000001,83.56,82.18,1.3799999999999955,0.3499999999999943,81.035,81.37,80.61,0.7600000000000051,0.20000000000000284,81.87,82.53,81.54,0.9899999999999949,0.9899999999999949,3854978,4607864,3358227,1249637,-372433
2018-02-25,82.334,83.31,79.92,3.3900000000000006,-3.3900000000000006,82.92,83.79,81.42,2.3700000000000045,-1.9200000000000017,81.202,82.27,79.52,2.75,-2.75,81.886,82.97,80.65,2.319999999999993,-1.6899999999999977,3039740,3738979,2613850,1125129,179530
2018-03-04,82.70400000000001,83.65,80.73,2.9200000000000017,2.8900000000000006,83.608,84.95,82.58,2.3700000000000045,2.3700000000000045,82.232,83.51,80.57,2.940000000000012,2.940000000000012,83.304,84.71,82.27,2.4399999999999977,2.4399999999999977,2896810,3340180,2532403,807777,465106
2018-03-11,84.35,84.8,83.75,1.0499999999999972,0.1799999999999926,84.926,85.1,84.62,0.47999999999998977,0.0799999999999983,83.736,84.23,83.45,0.7800000000000011,0.4300000000000068,84.184,84.83,83.63,1.2000000000000028,0.5300000000000011,3307783,4534900,2255218,2279682,35179
2018-03-18,83.244,84.37,81.06,3.3100000000000023,-3.3100000000000023,83.694,84.76,81.46,3.3000000000000114,-3.3000000000000114,81.954,83.91,79.2,4.709999999999994,-3.75,82.34,84.31,79.26,5.049999999999997,-4.549999999999997,3743916,5453967,3093596,2360371,-211284
2018-03-25,80.86,82.29,80.1,2.190000000000012,-0.5600000000000023,81.7775,82.74,80.89,1.8499999999999943,-0.2600000000000051,79.535,79.77,79.34,0.4299999999999926,0.11999999999999034,80.47,81.63,79.67,1.9599999999999937,-1.1299999999999955,3883915,4755618,3387778,1367840,1116622
2018-04-01,80.072,81.05,78.62,2.4299999999999926,-0.14999999999999147,81.102,81.48,80.72,0.7600000000000051,-0.4099999999999966,78.926,80.06,78.46,1.6000000000000085,0.0800000000000125,79.994,80.92,79.07,1.8500000000000085,-0.14000000000000057,3662607,4708289,2378914,2329375,-1155354
2018-04-08,80.398,82.23,79.43,2.799999999999997,2.799999999999997,81.13,82.23,80.23,2.0,2.0,79.74,80.19,78.87,1.3199999999999932,1.3199999999999932,80.322,81.55,78.91,2.6400000000000006,1.9099999999999966,3074835,3619295,2499323,1119972,-493299
2018-04-15,82.216,82.56,81.49,1.0700000000000074,0.7000000000000028,82.738,83.24,82.25,0.9899999999999949,0.3100000000000023,81.518,82.09,81.0,1.0900000000000034,0.39000000000000057,82.16,82.7,81.77,0.9300000000000068,0.0,2726036,3568884,2161077,1407807,784316
2018-04-22,81.586,82.17,80.59,1.5799999999999983,-0.12000000000000455,82.03,82.67,81.15,1.519999999999996,0.46999999999999886,80.76,81.52,79.91,1.6099999999999994,0.28999999999999204,81.326,81.73,80.8,0.9300000000000068,0.05000000000001137,2648408,3223772,2130668,1093104,97032
2018-04-29,81.492,82.01,80.95,1.0600000000000023,-0.9699999999999989,82.206,82.61,81.57,1.0400000000000063,0.10999999999999943,81.02,81.72,80.08,1.6400000000000006,-1.0,81.71,82.17,81.36,0.8100000000000023,0.3500000000000085,3018902,3799599,2213383,1586216,1156674
2018-05-06,76.684,78.73,75.39,3.3400000000000034,-2.9000000000000057,77.224,78.88,75.97,2.9099999999999966,-1.8900000000000006,75.524,76.83,74.76,2.069999999999993,-1.0499999999999972,76.194,77.86,75.03,2.8299999999999983,-1.2800000000000011,6128142,9362817,3198677,6164140,-5684077
2018-05-13,75.716,76.37,75.05,1.3200000000000074,-0.45000000000000284,76.394,76.83,75.9,0.9299999999999926,-0.12999999999999545,75.228,75.55,74.97,0.5799999999999983,0.10999999999999943,75.706,76.04,75.39,0.6500000000000057,0.18000000000000682,3236078,3991851,2374613,1617238,-781310
2018-05-20,75.82,76.32,74.98,1.3399999999999892,-0.3399999999999892,76.21600000000001,76.81,75.8,1.0100000000000051,-0.769999999999996,75.204,75.5,74.86,0.6400000000000006,-0.45000000000000284,75.69200000000001,75.93,75.24,0.6900000000000119,0.030000000000001137,2932397,4025479,1912937,2112542,959580
2018-05-27,75.1925,75.78,74.6,1.1800000000000068,0.3100000000000023,76.2375,77.22,75.48,1.7399999999999949,1.7399999999999949,74.78999999999999,75.77,73.97,1.7999999999999972,1.7999999999999972,75.58,76.87,74.41,2.460000000000008,2.460000000000008,4176119,6622155,3089201,3532954,-454274
2018-06-03,77.202,78.04,76.58,1.460000000000008,-0.28000000000000114,77.67,78.2,77.13,1.0700000000000074,-0.3200000000000074,76.508,77.1,75.94,1.1599999999999966,-0.7800000000000011,77.244,78.14,76.72,1.4200000000000017,-0.10999999999999943,2764510,3468488,2295757,1172731,-295390
2018-06-10,77.762,79.39,76.97,2.4200000000000017,2.3200000000000074,78.972,80.75,77.78,2.969999999999999,2.969999999999999,77.51,78.65,76.61,2.0400000000000063,2.0400000000000063,78.498,80.7,76.97,3.730000000000004,3.730000000000004,4365340,9461998,1917221,7544777,7544777
2018-06-17,79.088,79.89,78.17,1.7199999999999989,-1.7199999999999989,79.416,80.35,78.77,1.5799999999999983,-1.3499999999999943,78.09,78.63,77.25,1.3799999999999955,-1.3799999999999955,78.882,80.01,77.68,2.3299999999999983,-1.3100000000000023,3841629,5724112,2714845,3009267,1261249
2018-06-24,78.542,79.43,77.79,1.6400000000000006,0.5300000000000011,79.22200000000001,80.01,78.5,1.5100000000000051,1.5100000000000051,77.728,78.8,77.35,1.4500000000000028,1.4500000000000028,78.36,79.02,77.38,1.6400000000000006,1.0300000000000011,3545758,4442882,2800379,1642503,-774767
2018-07-01,79.5825,79.98,78.57,1.4100000000000108,1.3700000000000045,80.16499999999999,80.74,79.52,1.2199999999999989,1.2199999999999989,79.145,79.71,78.3,1.4099999999999966,1.4099999999999966,79.96000000000001,80.56,79.49,1.0700000000000074,1.0700000000000074,2495176,3613077,1637195,1975882,-629412
2018-07-08,81.602,82.49,80.76,1.7299999999999898,1.7299999999999898,82.304,83.35,81.1,2.25,1.980000000000004,81.14,81.57,80.25,1.3199999999999932,1.3199999999999932,81.87,83.32,80.98,2.339999999999989,0.7299999999999898,3025183,4163144,2075047,2088097,2088097
2018-07-15,82.002,82.36,81.4,0.9599999999999937,0.4399999999999977,82.642,82.99,82.38,0.6099999999999994,0.18999999999999773,81.65,81.95,81.28,0.6700000000000017,0.29000000000000625,82.33,82.74,81.96,0.7800000000000011,0.28000000000000114,2477223,3032270,2223883,808387,-567853
2018-07-22,82.6,83.05,82.14,0.9099999999999966,0.5900000000000034,82.962,83.3,82.76,0.539999999999992,0.23999999999999488,81.854,82.63,80.99,1.6400000000000006,-0.7400000000000091,82.41,82.84,81.56,1.2800000000000011,-1.1099999999999994,2381070,3109192,1813867,1295325,484189
2018-07-29,79.432,81.53,75.45,6.079999999999998,-3.989999999999995,80.44,82.29,78.17,4.1200000000000045,-3.510000000000005,78.722,81.36,74.83,6.530000000000001,-4.070000000000007,79.806,82.09,76.86,5.230000000000004,-2.940000000000012,5535125,12197403,2830854,9366549,2816106
2018-08-05,77.538,78.55,75.97,2.5799999999999983,-1.7999999999999972,77.828,78.83,76.26,2.569999999999993,-2.259999999999991,76.868,77.81,75.36,2.450000000000003,-2.3900000000000006,77.124,78.49,75.56,2.9299999999999926,-2.9299999999999926,2988871,4262534,2219980,2042554,-559024
2018-08-12,74.988,75.75,74.59,1.1599999999999966,-0.6899999999999977,75.702,76.46,75.13,1.3299999999999983,-0.6499999999999915,74.718,75.33,74.13,1.2000000000000028,-0.4099999999999966,75.168,75.56,74.54,1.019999999999996,0.14000000000000057,3351006,3949839,2933412,1016427,403707
2018-08-19,75.194,75.49,74.81,0.6799999999999926,-0.05999999999998806,75.628,76.0,75.3,0.7000000000000028,0.5,74.792,75.07,74.55,0.519999999999996,0.519999999999996,75.208,75.86,74.9,0.9599999999999937,0.9500000000000028,2481692,3201580,2207785,993795,-802380
2018-08-26,76.89999999999999,77.63,76.16,1.4699999999999989,1.2000000000000028,77.69,78.59,76.88,1.710000000000008,1.4200000000000017,76.636,77.36,75.99,1.3700000000000045,1.3700000000000045,77.356,78.43,76.61,1.8200000000000074,1.8200000000000074,2680522,3343345,2170739,1172606,556594
2018-09-02,75.3275,75.49,75.11,0.37999999999999545,0.3100000000000023,75.8625,76.21,75.46,0.75,0.3499999999999943,74.7475,75.35,74.02,1.3299999999999983,1.3299999999999983,75.595,75.73,75.29,0.4399999999999977,0.09000000000000341,3984756,6905639,2586582,4319057,-3795483
2018-09-09,76.25,77.2,75.73,1.4699999999999989,1.2900000000000063,76.86,77.23,76.31,0.9200000000000017,0.8900000000000006,75.578,76.08,75.23,0.8499999999999943,0.6799999999999926,76.27,77.2,75.56,1.6400000000000006,0.7199999999999989,3028513,3990034,2481941,1508093,486691
2018-09-16,76.88,77.71,76.28,1.4299999999999926,1.3799999999999955,77.32,77.85,76.63,1.2199999999999989,1.2199999999999989,76.228,77.19,75.74,1.4500000000000028,1.3799999999999955,76.744,77.61,75.96,1.6500000000000057,1.6500000000000057,3028772,5358228,1773356,3584872,2282591
2018-09-23,76.896,77.6,76.45,1.1499999999999915,-0.4299999999999926,77.492,77.78,77.16,0.6200000000000045,-0.39000000000000057,76.608,76.88,76.45,0.4299999999999926,-0.4299999999999926,76.958,77.27,76.76,0.5099999999999909,-0.11999999999999034,2482500,2769797,2274904,494893,-232641
2018-09-30,76.842,77.45,75.96,1.490000000000009,-1.490000000000009,77.116,77.87,76.29,1.5799999999999983,-1.5799999999999983,76.06,76.72,74.78,1.9399999999999977,-1.9399999999999977,76.426,77.28,75.21,2.0700000000000074,-1.7700000000000102,2741798,3385442,2081657,1303785,758127
