Date,Vanguard Mega Cap Value_Open_average,Vanguard Mega Cap Value_Open_max,Vanguard Mega Cap Value_Open_min,Vanguard Mega Cap Value_Open_volatility,Vanguard Mega Cap Value_Open_change,Vanguard Mega Cap Value_High_average,Vanguard Mega Cap Value_High_max,Vanguard Mega Cap Value_High_min,Vanguard Mega Cap Value_High_volatility,Vanguard Mega Cap Value_High_change,Vanguard Mega Cap Value_Low_average,Vanguard Mega Cap Value_Low_max,Vanguard Mega Cap Value_Low_min,Vanguard Mega Cap Value_Low_volatility,Vanguard Mega Cap Value_Low_change,Vanguard Mega Cap Value_Close_average,Vanguard Mega Cap Value_Close_max,Vanguard Mega Cap Value_Close_min,Vanguard Mega Cap Value_Close_volatility,Vanguard Mega Cap Value_Close_change
2018-01-14,79.63,79.63,79.63,0.0,0.0,80.36,80.36,80.36,0.0,0.0,79.63,79.63,79.63,0.0,0.0,80.34,80.34,80.34,0.0,0.0
2018-01-21,81.45,81.45,81.45,0.0,0.0,81.59,81.59,81.59,0.0,0.0,81.14,81.14,81.14,0.0,0.0,81.17,81.17,81.17,0.0,0.0
2018-01-28,77.65,77.65,77.65,0.0,0.0,78.26,78.26,78.26,0.0,0.0,74.45,74.45,74.45,0.0,0.0,75.07,75.07,75.07,0.0,0.0
2018-02-04,74.91,74.91,74.91,0.0,0.0,75.69,75.69,75.69,0.0,0.0,74.45,74.45,74.45,0.0,0.0,75.27,75.27,75.27,0.0,0.0
2018-02-11,76.9,76.9,76.9,0.0,0.0,77.9,77.9,77.9,0.0,0.0,76.9,76.9,76.9,0.0,0.0,77.28,77.28,77.28,0.0,0.0
2018-02-18,77.71,77.71,77.71,0.0,0.0,78.41,78.41,78.41,0.0,0.0,77.64,77.64,77.64,0.0,0.0,78.39,78.39,78.39,0.0,0.0
2018-02-25,75.35,75.35,75.35,0.0,0.0,76.88,76.88,76.88,0.0,0.0,75.35,75.35,75.35,0.0,0.0,76.67,76.67,76.67,0.0,0.0
2018-03-04,78.13,78.13,78.13,0.0,0.0,78.33,78.33,78.33,0.0,0.0,77.72,77.72,77.72,0.0,0.0,77.98,77.98,77.98,0.0,0.0
2018-03-11,76.84,76.84,76.84,0.0,0.0,76.84,76.84,76.84,0.0,0.0,75.7,75.7,75.7,0.0,0.0,76.06,76.06,76.06,0.0,0.0
2018-03-18,73.21,73.21,73.21,0.0,0.0,74.23,74.23,74.23,0.0,0.0,72.78,72.78,72.78,0.0,0.0,74.19,74.19,74.19,0.0,0.0
2018-03-25,73.77,73.77,73.77,0.0,0.0,73.95,73.95,73.95,0.0,0.0,71.63,71.63,71.63,0.0,0.0,72.35,72.35,72.35,0.0,0.0
2018-04-01,73.72,73.72,73.72,0.0,0.0,74.55,74.55,74.55,0.0,0.0,73.38,73.38,73.38,0.0,0.0,73.5,73.5,73.5,0.0,0.0
2018-04-08,75.18,75.18,75.18,0.0,0.0,75.58,75.58,75.58,0.0,0.0,74.94,74.94,74.94,0.0,0.0,75.32,75.32,75.32,0.0,0.0
2018-04-15,75.37,75.37,75.37,0.0,0.0,75.48,75.48,75.48,0.0,0.0,74.96,74.96,74.96,0.0,0.0,75.31,75.31,75.31,0.0,0.0
2018-04-22,75.41,75.41,75.41,0.0,0.0,75.56,75.56,75.56,0.0,0.0,74.4,74.4,74.4,0.0,0.0,74.4,74.4,74.4,0.0,0.0
2018-04-29,74.22,74.22,74.22,0.0,0.0,74.45,74.45,74.45,0.0,0.0,74.0,74.0,74.0,0.0,0.0,74.11,74.11,74.11,0.0,0.0
2018-05-06,76.01,76.01,76.01,0.0,0.0,76.26,76.26,76.26,0.0,0.0,75.87,75.87,75.87,0.0,0.0,76.03,76.03,76.03,0.0,0.0
2018-05-13,75.95,75.95,75.95,0.0,0.0,76.31,76.31,76.31,0.0,0.0,75.95,75.95,75.95,0.0,0.0,76.18,76.18,76.18,0.0,0.0
2018-05-20,75.89,75.89,75.89,0.0,0.0,75.89,75.89,75.89,0.0,0.0,75.34,75.34,75.34,0.0,0.0,75.55,75.55,75.55,0.0,0.0
2018-05-27,75.9,75.9,75.9,0.0,0.0,76.05,76.05,76.05,0.0,0.0,75.76,75.76,75.76,0.0,0.0,75.77,75.77,75.77,0.0,0.0
2018-06-03,77.0,77.0,77.0,0.0,0.0,77.23,77.23,77.23,0.0,0.0,76.97,76.97,76.97,0.0,0.0,77.01,77.01,77.01,0.0,0.0
2018-06-10,75.94,75.94,75.94,0.0,0.0,76.13,76.13,76.13,0.0,0.0,75.75,75.75,75.75,0.0,0.0,76.09,76.09,76.09,0.0,0.0
2018-06-17,75.41,75.41,75.41,0.0,0.0,75.49,75.49,75.49,0.0,0.0,74.53,74.53,74.53,0.0,0.0,74.98,74.98,74.98,0.0,0.0
2018-06-24,74.0,74.0,74.0,0.0,0.0,74.62,74.62,74.62,0.0,0.0,73.97,73.97,73.97,0.0,0.0,74.61,74.61,74.61,0.0,0.0
2018-07-01,75.63,75.63,75.63,0.0,0.0,76.17,76.17,76.17,0.0,0.0,75.63,75.63,75.63,0.0,0.0,76.1,76.1,76.1,0.0,0.0
2018-07-08,76.39,76.39,76.39,0.0,0.0,76.53,76.53,76.53,0.0,0.0,76.27,76.27,76.27,0.0,0.0,76.52,76.52,76.52,0.0,0.0
2018-07-15,76.53,76.53,76.53,0.0,0.0,76.9,76.9,76.9,0.0,0.0,76.53,76.53,76.53,0.0,0.0,76.84,76.84,76.84,0.0,0.0
2018-07-22,77.9,77.9,77.9,0.0,0.0,78.08,78.08,78.08,0.0,0.0,77.76,77.76,77.76,0.0,0.0,77.85,77.85,77.85,0.0,0.0
2018-07-29,78.6,78.6,78.6,0.0,0.0,78.95,78.95,78.95,0.0,0.0,78.45,78.45,78.45,0.0,0.0,78.81,78.81,78.81,0.0,0.0
2018-08-05,78.41,78.41,78.41,0.0,0.0,78.47,78.47,78.47,0.0,0.0,77.87,77.87,77.87,0.0,0.0,77.91,77.91,77.91,0.0,0.0
2018-08-12,79.26,79.26,79.26,0.0,0.0,79.49,79.49,79.49,0.0,0.0,79.26,79.26,79.26,0.0,0.0,79.41,79.41,79.41,0.0,0.0
2018-08-19,79.78,79.78,79.78,0.0,0.0,80.18,80.18,80.18,0.0,0.0,79.78,79.78,79.78,0.0,0.0,80.11,80.11,80.11,0.0,0.0
2018-08-26,79.82,79.82,79.82,0.0,0.0,80.01,80.01,80.01,0.0,0.0,79.6,79.6,79.6,0.0,0.0,79.9,79.9,79.9,0.0,0.0
2018-09-02,79.92,79.92,79.92,0.0,0.0,80.19,80.19,80.19,0.0,0.0,79.79,79.79,79.79,0.0,0.0,79.79,79.79,79.79,0.0,0.0
2018-09-09,80.6,80.6,80.6,0.0,0.0,80.72,80.72,80.72,0.0,0.0,80.44,80.44,80.44,0.0,0.0,80.54,80.54,80.54,0.0,0.0
2018-09-16,81.72,81.72,81.72,0.0,0.0,81.78,81.78,81.78,0.0,0.0,81.28,81.28,81.28,0.0,0.0,81.38,81.38,81.38,0.0,0.0
2018-09-23,80.47,80.47,80.47,0.0,0.0,80.7,80.7,80.7,0.0,0.0,80.29,80.29,80.29,0.0,0.0,80.49,80.49,80.49,0.0,0.0
2018-09-30,80.3,80.3,80.3,0.0,0.0,80.77,80.77,80.77,0.0,0.0,80.14,80.14,80.14,0.0,0.0,80.69,80.69,80.69,0.0,0.0
