Date,Global X FTSE Nordic Region_etf_Open_average,Global X FTSE Nordic Region_etf_Open_max,Global X FTSE Nordic Region_etf_Open_min,Global X FTSE Nordic Region_etf_Open_volatility,Global X FTSE Nordic Region_etf_Open_change,Global X FTSE Nordic Region_etf_High_average,Global X FTSE Nordic Region_etf_High_max,Global X FTSE Nordic Region_etf_High_min,Global X FTSE Nordic Region_etf_High_volatility,Global X FTSE Nordic Region_etf_High_change,Global X FTSE Nordic Region_etf_Low_average,Global X FTSE Nordic Region_etf_Low_max,Global X FTSE Nordic Region_etf_Low_min,Global X FTSE Nordic Region_etf_Low_volatility,Global X FTSE Nordic Region_etf_Low_change,Global X FTSE Nordic Region_etf_Close_average,Global X FTSE Nordic Region_etf_Close_max,Global X FTSE Nordic Region_etf_Close_min,Global X FTSE Nordic Region_etf_Close_volatility,Global X FTSE Nordic Region_etf_Close_change
2018-01-14,24.16,24.16,24.16,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.03,24.03,24.03,0.0,0.0,24.12,24.12,24.12,0.0,0.0
2018-01-21,24.25,24.25,24.25,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.25,24.25,24.25,0.0,0.0,24.35,24.35,24.35,0.0,0.0
2018-01-28,23.79,23.79,23.79,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.55,23.55,23.55,0.0,0.0
2018-02-04,22.39,22.39,22.39,0.0,0.0,22.48,22.48,22.48,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.48,22.48,22.48,0.0,0.0
2018-02-11,23.55,23.55,23.55,0.0,0.0,23.59,23.59,23.59,0.0,0.0,23.51,23.51,23.51,0.0,0.0,23.52,23.52,23.52,0.0,0.0
2018-02-18,23.39,23.39,23.39,0.0,0.0,23.47,23.47,23.47,0.0,0.0,23.38,23.38,23.38,0.0,0.0,23.45,23.45,23.45,0.0,0.0
2018-02-25,22.49,22.49,22.49,0.0,0.0,22.67,22.67,22.67,0.0,0.0,22.49,22.49,22.49,0.0,0.0,22.67,22.67,22.67,0.0,0.0
2018-03-04,23.08,23.08,23.08,0.0,0.0,23.19,23.19,23.19,0.0,0.0,23.08,23.08,23.08,0.0,0.0,23.19,23.19,23.19,0.0,0.0
2018-03-11,23.05,23.05,23.05,0.0,0.0,23.12,23.12,23.12,0.0,0.0,22.98,22.98,22.98,0.0,0.0,22.99,22.99,22.99,0.0,0.0
2018-03-18,22.43,22.43,22.43,0.0,0.0,22.45,22.45,22.45,0.0,0.0,22.18,22.18,22.18,0.0,0.0,22.18,22.18,22.18,0.0,0.0
2018-03-25,22.57,22.57,22.57,0.0,0.0,22.61,22.61,22.61,0.0,0.0,22.54,22.54,22.54,0.0,0.0,22.58,22.58,22.58,0.0,0.0
2018-04-01,22.24,22.24,22.24,0.0,0.0,22.29,22.29,22.29,0.0,0.0,22.08,22.08,22.08,0.0,0.0,22.08,22.08,22.08,0.0,0.0
2018-04-08,22.29,22.29,22.29,0.0,0.0,22.35,22.35,22.35,0.0,0.0,22.27,22.27,22.27,0.0,0.0,22.27,22.27,22.27,0.0,0.0
2018-04-15,22.64,22.64,22.64,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.64,22.64,22.64,0.0,0.0,22.67,22.67,22.67,0.0,0.0
2018-04-22,22.44,22.44,22.44,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.44,22.44,22.44,0.0,0.0
2018-04-29,22.05,22.05,22.05,0.0,0.0,22.31,22.31,22.31,0.0,0.0,22.05,22.05,22.05,0.0,0.0,22.29,22.29,22.29,0.0,0.0
2018-05-06,23.03,23.03,23.03,0.0,0.0,23.03,23.03,23.03,0.0,0.0,22.94,22.94,22.94,0.0,0.0,22.95,22.95,22.95,0.0,0.0
2018-05-13,22.72,22.72,22.72,0.0,0.0,22.72,22.72,22.72,0.0,0.0,22.67,22.67,22.67,0.0,0.0,22.67,22.67,22.67,0.0,0.0
2018-05-20,22.23,22.23,22.23,0.0,0.0,22.25,22.25,22.25,0.0,0.0,22.22,22.22,22.22,0.0,0.0,22.22,22.22,22.22,0.0,0.0
2018-05-27,22.06,22.06,22.06,0.0,0.0,22.09,22.09,22.09,0.0,0.0,22.06,22.06,22.06,0.0,0.0,22.09,22.09,22.09,0.0,0.0
2018-06-03,22.05,22.05,22.05,0.0,0.0,22.1,22.1,22.1,0.0,0.0,22.04,22.04,22.04,0.0,0.0,22.1,22.1,22.1,0.0,0.0
2018-06-10,22.09,22.09,22.09,0.0,0.0,22.1,22.1,22.1,0.0,0.0,22.09,22.09,22.09,0.0,0.0,22.1,22.1,22.1,0.0,0.0
2018-06-17,21.88,21.88,21.88,0.0,0.0,21.98,21.98,21.98,0.0,0.0,21.87,21.87,21.87,0.0,0.0,21.94,21.94,21.94,0.0,0.0
2018-06-24,21.66,21.66,21.66,0.0,0.0,21.79,21.79,21.79,0.0,0.0,21.66,21.66,21.66,0.0,0.0,21.7,21.7,21.7,0.0,0.0
2018-07-01,21.94,21.94,21.94,0.0,0.0,21.94,21.94,21.94,0.0,0.0,21.94,21.94,21.94,0.0,0.0,21.94,21.94,21.94,0.0,0.0
2018-07-08,22.01,22.01,22.01,0.0,0.0,22.1,22.1,22.1,0.0,0.0,22.01,22.01,22.01,0.0,0.0,22.1,22.1,22.1,0.0,0.0
2018-07-15,22.44,22.44,22.44,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.44,22.44,22.44,0.0,0.0
2018-07-22,22.73,22.73,22.73,0.0,0.0,22.73,22.73,22.73,0.0,0.0,22.61,22.61,22.61,0.0,0.0,22.62,22.62,22.62,0.0,0.0
2018-07-29,22.34,22.34,22.34,0.0,0.0,22.49,22.49,22.49,0.0,0.0,22.34,22.34,22.34,0.0,0.0,22.38,22.38,22.38,0.0,0.0
2018-08-05,21.85,21.85,21.85,0.0,0.0,21.85,21.85,21.85,0.0,0.0,21.68,21.68,21.68,0.0,0.0,21.72,21.72,21.72,0.0,0.0
2018-08-12,21.83,21.83,21.83,0.0,0.0,21.98,21.98,21.98,0.0,0.0,21.82,21.82,21.82,0.0,0.0,21.98,21.98,21.98,0.0,0.0
2018-08-19,22.59,22.59,22.59,0.0,0.0,22.59,22.59,22.59,0.0,0.0,22.55,22.55,22.55,0.0,0.0,22.59,22.59,22.59,0.0,0.0
2018-08-26,22.61,22.61,22.61,0.0,0.0,22.65,22.65,22.65,0.0,0.0,22.56,22.56,22.56,0.0,0.0,22.6,22.6,22.6,0.0,0.0
2018-09-02,22.18,22.18,22.18,0.0,0.0,22.22,22.22,22.22,0.0,0.0,22.18,22.18,22.18,0.0,0.0,22.22,22.22,22.22,0.0,0.0
2018-09-09,22.52,22.52,22.52,0.0,0.0,22.53,22.53,22.53,0.0,0.0,22.39,22.39,22.39,0.0,0.0,22.39,22.39,22.39,0.0,0.0
2018-09-16,23.1,23.1,23.1,0.0,0.0,23.1,23.1,23.1,0.0,0.0,23.04,23.04,23.04,0.0,0.0,23.05,23.05,23.05,0.0,0.0
2018-09-23,22.87,22.87,22.87,0.0,0.0,22.9,22.9,22.9,0.0,0.0,22.86,22.86,22.86,0.0,0.0,22.86,22.86,22.86,0.0,0.0
2018-09-30,22.01,22.01,22.01,0.0,0.0,22.01,22.01,22.01,0.0,0.0,21.87,21.87,21.87,0.0,0.0,21.87,21.87,21.87,0.0,0.0
2018-10-07,21.11,21.11,21.11,0.0,0.0,21.11,21.11,21.11,0.0,0.0,20.98,20.98,20.98,0.0,0.0,21.0,21.0,21.0,0.0,0.0
2018-10-14,21.19,21.19,21.19,0.0,0.0,21.19,21.19,21.19,0.0,0.0,21.1,21.1,21.1,0.0,0.0,21.1,21.1,21.1,0.0,0.0
2018-10-21,20.22,20.22,20.22,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.16,20.16,20.16,0.0,0.0,20.39,20.39,20.39,0.0,0.0
2018-10-28,21.15,21.15,21.15,0.0,0.0,21.2,21.2,21.2,0.0,0.0,20.96,20.96,20.96,0.0,0.0,21.02,21.02,21.02,0.0,0.0
2018-11-04,21.17,21.17,21.17,0.0,0.0,21.23,21.23,21.23,0.0,0.0,21.12,21.12,21.12,0.0,0.0,21.22,21.22,21.22,0.0,0.0
2018-11-11,20.99,20.99,20.99,0.0,0.0,20.99,20.99,20.99,0.0,0.0,20.99,20.99,20.99,0.0,0.0,20.99,20.99,20.99,0.0,0.0
2018-11-18,20.46,20.46,20.46,0.0,0.0,20.46,20.46,20.46,0.0,0.0,20.24,20.24,20.24,0.0,0.0,20.24,20.24,20.24,0.0,0.0
2018-11-25,20.82,20.82,20.82,0.0,0.0,20.89,20.89,20.89,0.0,0.0,20.8,20.8,20.8,0.0,0.0,20.84,20.84,20.84,0.0,0.0
