Date,MXL_Open_average,MXL_Open_max,MXL_Open_min,MXL_Open_volatility,MXL_Open_change,MXL_High_average,MXL_High_max,MXL_High_min,MXL_High_volatility,MXL_High_change,MXL_Low_average,MXL_Low_max,MXL_Low_min,MXL_Low_volatility,MXL_Low_change,MXL_Close_average,MXL_Close_max,MXL_Close_min,MXL_Close_volatility,MXL_Close_change,MXL_Volume_average,MXL_Volume_max,MXL_Volume_min,MXL_Volume_volatility,MXL_Volume_change
2018-01-14,26.025,27.02,25.1,1.9199999999999982,-1.9199999999999982,26.13,27.02,25.23,1.7899999999999991,-1.7899999999999991,25.285,25.86,24.58,1.2800000000000011,-1.2800000000000011,25.52,25.95,25.09,0.8599999999999994,-0.7199999999999989,757825,1047750,562911,484839,357811
2018-01-21,25.695999999999998,26.32,25.21,1.1099999999999994,1.1099999999999994,26.152,27.4,25.44,1.9599999999999973,1.9599999999999973,25.572,26.32,25.1,1.2199999999999989,1.2199999999999989,26.038,27.39,25.27,2.120000000000001,2.120000000000001,664649,835701,543330,292371,292371
2018-01-28,26.276,27.24,25.66,1.5799999999999983,-1.5799999999999983,26.488,27.24,25.66,1.5799999999999983,-1.5799999999999983,25.822,26.64,25.05,1.5899999999999999,-1.5899999999999999,25.908,26.84,25.07,1.7699999999999996,-1.7699999999999996,458794,686773,325195,361578,-252868
2018-02-04,24.734,24.95,24.44,0.509999999999998,-0.33999999999999986,25.21,25.57,24.75,0.8200000000000003,-0.8200000000000003,24.222,24.72,23.77,0.9499999999999993,-0.8200000000000003,24.768,25.16,24.16,1.0,-0.35999999999999943,701325,1057671,395616,662055,-78720
2018-02-11,23.916,25.04,22.97,2.0700000000000003,-1.75,24.612,25.54,23.47,2.0700000000000003,-1.9299999999999997,23.61,25.0,22.66,2.34,-1.8100000000000023,23.986,25.52,22.89,2.629999999999999,-2.349999999999998,1063870,2494353,517725,1976628,28929
2018-02-18,23.095,23.23,22.94,0.28999999999999915,0.21999999999999886,23.4075,23.65,23.21,0.4399999999999977,-0.22999999999999687,22.7775,22.89,22.65,0.240000000000002,0.13000000000000256,23.135,23.42,23.0,0.4200000000000017,0.3000000000000007,587347,723123,480557,242566,-103498
2018-02-25,23.166,23.75,22.43,1.3200000000000003,-1.0700000000000003,23.532,24.27,22.98,1.2899999999999991,-0.7699999999999996,22.8,23.32,22.21,1.1099999999999994,-0.8900000000000006,23.058,23.8,22.7,1.1000000000000014,-1.0500000000000007,584197,820631,452700,367931,-313143
2018-03-04,23.552,24.56,22.71,1.8499999999999979,1.8499999999999979,24.134,25.21,23.34,1.870000000000001,1.870000000000001,23.44,24.49,22.69,1.7999999999999972,1.7999999999999972,23.986,25.12,23.14,1.9800000000000004,1.9800000000000004,682080,1015778,384905,630873,-158838
2018-03-11,25.294,25.81,24.78,1.0299999999999976,-0.5899999999999999,25.466,26.03,24.78,1.25,-1.0299999999999976,24.886,25.37,24.39,0.9800000000000004,-0.9800000000000004,25.098,25.69,24.7,0.990000000000002,-0.990000000000002,558283,797252,398327,398925,207512
2018-03-18,24.064,24.5,23.73,0.7699999999999996,-0.7699999999999996,24.374000000000002,24.92,23.73,1.1900000000000013,-0.7699999999999996,23.59,23.89,22.98,0.9100000000000001,-0.5,23.872,24.61,23.02,1.5899999999999999,-0.9200000000000017,523683,915492,259024,656468,99559
2018-03-25,23.1375,23.51,22.59,0.9200000000000017,-0.9200000000000017,23.38,23.77,23.03,0.7399999999999984,-0.7399999999999984,22.6375,23.05,22.32,0.7300000000000004,-0.6700000000000017,22.93,23.43,22.52,0.9100000000000001,-0.6799999999999997,473515,531961,347771,184190,-165981
2018-04-01,22.604,23.03,21.68,1.3500000000000014,0.28000000000000114,23.112,23.54,22.84,0.6999999999999993,0.19000000000000128,22.034,22.94,21.08,1.860000000000003,-0.17999999999999972,22.608,23.22,22.01,1.2099999999999973,-0.23000000000000043,756383,1624965,395509,1229456,-207037
