Date,AIZ_stock_Open_average,AIZ_stock_Open_max,AIZ_stock_Open_min,AIZ_stock_Open_volatility,AIZ_stock_Open_change,AIZ_stock_High_average,AIZ_stock_High_max,AIZ_stock_High_min,AIZ_stock_High_volatility,AIZ_stock_High_change,AIZ_stock_Low_average,AIZ_stock_Low_max,AIZ_stock_Low_min,AIZ_stock_Low_volatility,AIZ_stock_Low_change,AIZ_stock_Close_average,AIZ_stock_Close_max,AIZ_stock_Close_min,AIZ_stock_Close_volatility,AIZ_stock_Close_change,AIZ_stock_Volume_average,AIZ_stock_Volume_max,AIZ_stock_Volume_min,AIZ_stock_Volume_volatility,AIZ_stock_Volume_change
2018-01-14,94.88,95.61,94.42,1.1899999999999977,-1.1899999999999977,95.115,95.69,94.42,1.269999999999996,-1.269999999999996,93.865,94.13,93.52,0.6099999999999994,-0.2400000000000091,94.2625,94.81,93.89,0.9200000000000017,0.18999999999999773,332776,465184,247299,217885,-147883
2018-01-21,94.906,95.79,94.03,1.7600000000000051,1.0700000000000074,95.59,96.01,94.8,1.210000000000008,1.210000000000008,94.316,94.93,92.94,1.990000000000009,1.8400000000000034,94.98,95.58,94.03,1.5499999999999972,1.4599999999999937,364926,520887,201947,318940,-318940
2018-01-28,93.242,95.56,91.4,4.159999999999997,-2.3500000000000085,94.00200000000001,96.26,92.73,3.530000000000001,-2.8900000000000006,92.064,94.3,91.22,3.0799999999999983,-2.9200000000000017,92.59,94.35,91.48,2.8699999999999903,-2.3999999999999915,379879,547787,253642,294145,294145
2018-02-04,88.126,90.93,86.5,4.430000000000007,-4.430000000000007,89.536,91.98,88.45,3.530000000000001,-3.530000000000001,86.28,88.15,84.98,3.1700000000000017,-3.1700000000000017,87.666,88.49,85.16,3.3299999999999983,-0.1700000000000017,524413,648039,455944,192095,175144
2018-02-11,88.666,90.32,87.1,3.219999999999999,1.3600000000000136,89.726,90.84,88.56,2.280000000000001,1.960000000000008,87.818,89.47,86.07,3.4000000000000057,3.4000000000000057,89.094,90.07,87.52,2.549999999999997,2.4000000000000057,458464,575981,318433,257548,-78642
2018-02-18,88.675,89.71,87.82,1.8900000000000006,-1.8900000000000006,89.475,89.98,88.59,1.3900000000000006,-1.3900000000000006,87.83500000000001,88.22,87.34,0.8799999999999955,-0.8299999999999983,88.31,88.58,87.84,0.7399999999999949,-0.01999999999999602,292274,319572,272656,46916,-29803
2018-02-25,87.16199999999999,88.63,85.39,3.239999999999995,-3.239999999999995,87.854,89.24,86.41,2.8299999999999983,-2.4799999999999898,85.888,87.39,84.34,3.049999999999997,-3.049999999999997,86.678,88.44,85.47,2.969999999999999,-2.0,581809,823930,311151,512779,404432
2018-03-04,88.434,89.04,86.27,2.7700000000000102,2.6099999999999994,90.07,91.09,88.71,2.3800000000000097,2.3400000000000034,87.538,88.76,85.58,3.180000000000007,2.719999999999999,89.334,90.81,88.36,2.450000000000003,2.1500000000000057,1041475,1494253,461270,1032983,-184604
2018-03-11,89.322,90.67,88.37,2.299999999999997,-1.7900000000000063,89.96000000000001,90.8,89.15,1.6499999999999915,-0.5999999999999943,88.252,88.88,87.46,1.4200000000000017,0.1799999999999926,88.988,89.93,88.03,1.9000000000000057,0.9300000000000068,801093,1387896,461269,926627,723037
2018-03-18,90.284,91.08,89.9,1.1799999999999926,-0.009999999999990905,91.242,91.83,90.36,1.4699999999999989,-0.3400000000000034,89.382,90.26,87.26,3.0,-2.6199999999999903,89.808,91.01,87.49,3.5200000000000102,-2.6400000000000006,643066,820952,562278,258674,-258674
