Date,John Hancock Multifactor Consumer Discretionary_Open_average,John Hancock Multifactor Consumer Discretionary_Open_max,John Hancock Multifactor Consumer Discretionary_Open_min,John Hancock Multifactor Consumer Discretionary_Open_volatility,John Hancock Multifactor Consumer Discretionary_Open_change,John Hancock Multifactor Consumer Discretionary_High_average,John Hancock Multifactor Consumer Discretionary_High_max,John Hancock Multifactor Consumer Discretionary_High_min,John Hancock Multifactor Consumer Discretionary_High_volatility,John Hancock Multifactor Consumer Discretionary_High_change,John Hancock Multifactor Consumer Discretionary_Low_average,John Hancock Multifactor Consumer Discretionary_Low_max,John Hancock Multifactor Consumer Discretionary_Low_min,John Hancock Multifactor Consumer Discretionary_Low_volatility,John Hancock Multifactor Consumer Discretionary_Low_change,John Hancock Multifactor Consumer Discretionary_Close_average,John Hancock Multifactor Consumer Discretionary_Close_max,John Hancock Multifactor Consumer Discretionary_Close_min,John Hancock Multifactor Consumer Discretionary_Close_volatility,John Hancock Multifactor Consumer Discretionary_Close_change
2018-01-14,32.65,32.65,32.65,0.0,0.0,32.82,32.82,32.82,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.81,32.81,32.81,0.0,0.0
2018-01-21,33.38,33.38,33.38,0.0,0.0,33.38,33.38,33.38,0.0,0.0,32.89,32.89,32.89,0.0,0.0,33.04,33.04,33.04,0.0,0.0
2018-01-28,31.84,31.84,31.84,0.0,0.0,31.84,31.84,31.84,0.0,0.0,31.05,31.05,31.05,0.0,0.0,31.05,31.05,31.05,0.0,0.0
2018-02-04,29.85,29.85,29.85,0.0,0.0,30.96,30.96,30.96,0.0,0.0,29.85,29.85,29.85,0.0,0.0,30.87,30.87,30.87,0.0,0.0
2018-02-11,32.01,32.01,32.01,0.0,0.0,32.17,32.17,32.17,0.0,0.0,31.63,31.63,31.63,0.0,0.0,31.7,31.7,31.7,0.0,0.0
2018-02-18,31.89,31.89,31.89,0.0,0.0,31.91,31.91,31.91,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.91,31.91,31.91,0.0,0.0
2018-02-25,30.91,30.91,30.91,0.0,0.0,31.11,31.11,31.11,0.0,0.0,30.91,30.91,30.91,0.0,0.0,31.11,31.11,31.11,0.0,0.0
2018-03-04,31.54,31.54,31.54,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.52,31.52,31.52,0.0,0.0,31.54,31.54,31.54,0.0,0.0
2018-03-11,31.01,31.01,31.01,0.0,0.0,31.04,31.04,31.04,0.0,0.0,30.85,30.85,30.85,0.0,0.0,30.85,30.85,30.85,0.0,0.0
2018-03-18,30.02,30.02,30.02,0.0,0.0,30.49,30.49,30.49,0.0,0.0,30.01,30.01,30.01,0.0,0.0,30.49,30.49,30.49,0.0,0.0
2018-03-25,29.45,29.45,29.45,0.0,0.0,29.67,29.67,29.67,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.67,29.67,29.67,0.0,0.0
2018-04-01,30.55,30.55,30.55,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.46,30.46,30.46,0.0,0.0,30.46,30.46,30.46,0.0,0.0
2018-04-08,30.61,30.61,30.61,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.66,30.66,30.66,0.0,0.0
2018-04-15,30.72,30.72,30.72,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.62,30.62,30.62,0.0,0.0,30.66,30.66,30.66,0.0,0.0
2018-04-22,31.1,31.1,31.1,0.0,0.0,31.1,31.1,31.1,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.65,30.65,30.65,0.0,0.0
2018-04-29,30.72,30.72,30.72,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.65,30.65,30.65,0.0,0.0
2018-05-06,30.93,30.93,30.93,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.96,30.96,30.96,0.0,0.0
2018-05-13,31.41,31.41,31.41,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.41,31.41,31.41,0.0,0.0
2018-05-20,31.36,31.36,31.36,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.35,31.35,31.35,0.0,0.0
2018-05-27,31.63,31.63,31.63,0.0,0.0,31.71,31.71,31.71,0.0,0.0,31.63,31.63,31.63,0.0,0.0,31.71,31.71,31.71,0.0,0.0
2018-06-03,32.39,32.39,32.39,0.0,0.0,32.68,32.68,32.68,0.0,0.0,32.39,32.39,32.39,0.0,0.0,32.68,32.68,32.68,0.0,0.0
2018-06-10,32.62,32.62,32.62,0.0,0.0,33.06,33.06,33.06,0.0,0.0,32.62,32.62,32.62,0.0,0.0,33.06,33.06,33.06,0.0,0.0
2018-06-17,32.25,32.25,32.25,0.0,0.0,32.49,32.49,32.49,0.0,0.0,32.06,32.06,32.06,0.0,0.0,32.06,32.06,32.06,0.0,0.0
2018-06-24,31.6,31.6,31.6,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.69,31.69,31.69,0.0,0.0
2018-07-01,31.95,31.95,31.95,0.0,0.0,32.22,32.22,32.22,0.0,0.0,31.95,31.95,31.95,0.0,0.0,32.2,32.2,32.2,0.0,0.0
2018-07-08,32.15,32.15,32.15,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.15,32.15,32.15,0.0,0.0,32.59,32.59,32.59,0.0,0.0
2018-07-15,32.56,32.56,32.56,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.48,32.48,32.48,0.0,0.0,32.48,32.48,32.48,0.0,0.0
2018-07-22,32.44,32.44,32.44,0.0,0.0,32.44,32.44,32.44,0.0,0.0,31.96,31.96,31.96,0.0,0.0,32.02,32.02,32.02,0.0,0.0
2018-07-29,32.33,32.33,32.33,0.0,0.0,32.37,32.37,32.37,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.33,32.33,32.33,0.0,0.0
2018-08-05,32.49,32.49,32.49,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.2,32.2,32.2,0.0,0.0
2018-08-12,32.72,32.72,32.72,0.0,0.0,32.72,32.72,32.72,0.0,0.0,32.71,32.71,32.71,0.0,0.0,32.71,32.71,32.71,0.0,0.0
2018-08-19,33.14,33.14,33.14,0.0,0.0,33.15,33.15,33.15,0.0,0.0,33.11,33.11,33.11,0.0,0.0,33.11,33.11,33.11,0.0,0.0
2018-08-26,33.32,33.32,33.32,0.0,0.0,33.32,33.32,33.32,0.0,0.0,32.98,32.98,32.98,0.0,0.0,33.07,33.07,33.07,0.0,0.0
2018-09-02,33.05,33.05,33.05,0.0,0.0,33.05,33.05,33.05,0.0,0.0,32.99,32.99,32.99,0.0,0.0,33.0,33.0,33.0,0.0,0.0
2018-09-09,33.02,33.02,33.02,0.0,0.0,33.04,33.04,33.04,0.0,0.0,32.99,32.99,32.99,0.0,0.0,32.99,32.99,32.99,0.0,0.0
2018-09-16,33.18,33.18,33.18,0.0,0.0,33.19,33.19,33.19,0.0,0.0,33.14,33.14,33.14,0.0,0.0,33.16,33.16,33.16,0.0,0.0
2018-09-23,33.18,33.18,33.18,0.0,0.0,33.18,33.18,33.18,0.0,0.0,33.12,33.12,33.12,0.0,0.0,33.12,33.12,33.12,0.0,0.0
2018-09-30,31.86,31.86,31.86,0.0,0.0,32.14,32.14,32.14,0.0,0.0,31.86,31.86,31.86,0.0,0.0,32.14,32.14,32.14,0.0,0.0
2018-10-07,31.09,31.09,31.09,0.0,0.0,31.29,31.29,31.29,0.0,0.0,31.09,31.09,31.09,0.0,0.0,31.29,31.29,31.29,0.0,0.0
2018-10-14,30.95,30.95,30.95,0.0,0.0,30.99,30.99,30.99,0.0,0.0,30.95,30.95,30.95,0.0,0.0,30.99,30.99,30.99,0.0,0.0
2018-10-21,29.71,29.71,29.71,0.0,0.0,29.81,29.81,29.81,0.0,0.0,29.71,29.71,29.71,0.0,0.0,29.75,29.75,29.75,0.0,0.0
2018-10-28,31.49,31.49,31.49,0.0,0.0,31.49,31.49,31.49,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.46,31.46,31.46,0.0,0.0
2018-11-04,31.61,31.61,31.61,0.0,0.0,31.61,31.61,31.61,0.0,0.0,31.61,31.61,31.61,0.0,0.0,31.61,31.61,31.61,0.0,0.0
