Date,DGICB_Open_average,DGICB_Open_max,DGICB_Open_volatility,DGICB_Open_change,DGICB_High_average,DGICB_High_max,DGICB_High_volatility,DGICB_High_change,DGICB_Low_average,DGICB_Low_max,DGICB_Low_volatility,DGICB_Low_change,DGICB_Close_average,DGICB_Close_max,DGICB_Close_volatility,DGICB_Close_change,DGICB_Volume_average,DGICB_Volume_max,DGICB_Volume_volatility,DGICB_Volume_change
2016-01-03,16.15,16.15,0.0,0.0,16.15,16.15,0.0,0.0,15.89,16.15,0.5199999999999978,-0.5199999999999978,15.89,16.15,0.5199999999999978,-0.5199999999999978,445,795,700,700
2016-01-10,15.5,15.5,0.0,0.0,15.5,15.5,0.0,0.0,15.5,15.5,0.0,0.0,15.5,15.5,0.0,0.0,1375,1375,0,0
2016-01-17,15.36,15.36,0.0,0.0,15.47,15.47,0.0,0.0,15.36,15.36,0.0,0.0,15.47,15.47,0.0,0.0,515,515,0,0
2016-01-24,15.57,15.57,0.0,0.0,15.57,15.57,0.0,0.0,13.6,13.6,0.0,0.0,13.64,13.64,0.0,0.0,1605,1605,0,0
2016-01-31,14.79,14.79,0.0,0.0,14.79,14.79,0.0,0.0,14.79,14.79,0.0,0.0,14.79,14.79,0.0,0.0,25,50,49,49
2016-02-07,14.7,14.7,0.0,0.0,14.7,14.7,0.0,0.0,14.59,14.59,0.0,0.0,14.59,14.59,0.0,0.0,6,6,0,0
2016-02-14,14.5025,15.45,1.799999999999999,-1.0399999999999991,14.5275,15.45,1.799999999999999,-1.0399999999999991,14.29,14.78,1.129999999999999,-0.3699999999999992,14.29,14.78,1.129999999999999,-0.3699999999999992,229,702,702,186
2016-02-21,14.25,14.25,0.0,0.0,14.25,14.25,0.0,0.0,14.25,14.25,0.0,0.0,14.25,14.25,0.0,0.0,200,200,0,0
2016-02-28,14.245000000000001,14.4,0.3100000000000005,-0.3100000000000005,14.265,14.44,0.34999999999999964,-0.34999999999999964,14.245000000000001,14.4,0.3100000000000005,-0.3100000000000005,14.245000000000001,14.4,0.3100000000000005,-0.3100000000000005,598,696,196,-196
2016-03-06,13.585,13.98,0.7900000000000009,-0.7900000000000009,13.585,13.98,0.7900000000000009,-0.7900000000000009,13.585,13.98,0.7900000000000009,-0.7900000000000009,13.585,13.98,0.7900000000000009,-0.7900000000000009,106,200,187,-187
2016-03-13,13.56,13.56,0.0,0.0,13.56,13.56,0.0,0.0,13.51,13.51,0.0,0.0,13.51,13.51,0.0,0.0,1274,1274,0,0
2016-03-20,13.65,13.65,0.0,0.0,13.65,13.65,0.0,0.0,13.65,13.65,0.0,0.0,13.65,13.65,0.0,0.0,1,1,0,0
2016-03-27,12.506666666666666,13.09,1.4000000000000004,1.4000000000000004,12.51,13.09,1.4000000000000004,1.4000000000000004,12.5,13.09,1.4000000000000004,1.4000000000000004,12.5,13.09,1.4000000000000004,1.4000000000000004,420,1079,998,19
2016-04-03,12.96,13.4,0.7699999999999996,0.21999999999999886,12.966666666666667,13.4,0.75,0.1999999999999993,12.796666666666667,12.98,0.41999999999999993,0.28999999999999915,12.796666666666667,12.98,0.41999999999999993,0.28999999999999915,401,700,600,-304
2016-04-10,13.725,14.69,1.9299999999999997,-1.9299999999999997,14.674999999999999,16.4,3.4499999999999993,-3.4499999999999993,13.725,14.69,1.9299999999999997,-1.9299999999999997,14.674999999999999,16.4,3.4499999999999993,-3.4499999999999993,53,105,103,103
2016-04-17,13.386666666666667,14.0,1.0500000000000007,1.0500000000000007,13.883333333333333,14.5,1.5,1.5,13.273333333333333,14.0,1.33,1.33,13.676666666666666,14.5,1.7200000000000006,1.7200000000000006,4767,7558,6013,-6013
2016-04-24,14.1,14.16,0.120000000000001,0.120000000000001,14.190000000000001,14.22,0.0600000000000005,-0.0600000000000005,14.1,14.16,0.120000000000001,0.120000000000001,14.190000000000001,14.22,0.0600000000000005,-0.0600000000000005,297,594,593,-593
2016-05-01,13.36,13.79,0.8599999999999994,0.8599999999999994,13.36,13.79,0.8599999999999994,0.8599999999999994,13.36,13.79,0.8599999999999994,0.8599999999999994,13.36,13.79,0.8599999999999994,0.8599999999999994,823,1646,1645,-1645
2016-05-08,13.9175,14.7,1.17,-0.8599999999999994,13.9575,14.7,1.17,-0.6999999999999993,13.74,14.52,1.4499999999999993,-0.6799999999999997,13.782499999999999,14.52,1.4399999999999995,-0.5199999999999996,423,862,854,854
2016-05-15,14.786666666666667,16.36,2.3599999999999994,0.0,14.91,16.73,2.7300000000000004,0.0,14.353333333333333,15.06,1.0600000000000005,0.0,14.353333333333333,15.06,1.0600000000000005,0.0,674,1104,1097,191
2016-05-22,14.36,14.36,0.0,0.0,14.42,14.42,0.0,0.0,14.31,14.31,0.0,0.0,14.31,14.31,0.0,0.0,1491,1491,0,0
2016-05-29,14.65,14.65,0.0,0.0,15.26,15.26,0.0,0.0,14.52,14.52,0.0,0.0,14.73,14.73,0.0,0.0,10900,10900,0,0
2016-06-05,15.0,15.0,0.0,0.0,15.013333333333334,15.04,0.03999999999999915,0.03999999999999915,15.0,15.0,0.0,0.0,15.013333333333334,15.04,0.03999999999999915,0.03999999999999915,283,500,499,-151
2016-06-12,15.15,15.45,0.4499999999999993,0.4499999999999993,15.216666666666667,15.65,0.6500000000000004,0.6500000000000004,15.096666666666666,15.29,0.28999999999999915,0.28999999999999915,15.19,15.57,0.5700000000000003,0.5700000000000003,1454,3608,3352,3108
2016-06-19,15.45,15.5,0.09999999999999964,-0.09999999999999964,15.845,15.89,0.08999999999999986,-0.08999999999999986,15.350000000000001,15.4,0.09999999999999964,0.09999999999999964,15.719999999999999,15.77,0.09999999999999964,-0.09999999999999964,8854,15408,13108,-13108
2016-06-26,16.75,18.8,3.3000000000000007,3.3000000000000007,16.903333333333332,18.8,2.880000000000001,2.880000000000001,15.716666666666667,16.05,0.5500000000000007,0.5500000000000007,15.886666666666667,16.05,0.2900000000000009,0.20000000000000107,6746,17300,17260,-17260
2016-07-03,15.5975,15.75,0.3000000000000007,0.19000000000000128,15.7725,15.95,0.3099999999999987,-0.3099999999999987,15.545,15.64,0.19000000000000128,0.19000000000000128,15.7125,15.81,0.21000000000000085,-0.16000000000000014,1728,3111,2911,-2911
2016-07-10,15.693999999999999,16.24,0.8399999999999981,-0.23000000000000043,15.824,16.24,0.8399999999999981,0.16999999999999993,15.684,16.24,0.8399999999999981,-0.23000000000000043,15.75,16.24,0.8399999999999981,-0.13000000000000078,1031,3408,3408,3368
2016-07-17,15.436,15.54,0.1899999999999995,-0.049999999999998934,15.638,15.76,0.2699999999999996,-0.14000000000000057,15.316,15.49,0.40000000000000036,0.40000000000000036,15.438,15.5,0.14000000000000057,0.13000000000000078,3702,5283,4926,-3322
2016-07-24,15.625,16.0,1.0,0.3200000000000003,15.625,16.0,1.0,0.3200000000000003,15.5775,16.0,1.0,0.5099999999999998,15.59,16.0,1.0,0.46000000000000085,672,2406,2384,-2355
2016-07-31,15.01,15.02,0.019999999999999574,0.019999999999999574,15.15,15.3,0.3000000000000007,0.3000000000000007,14.965,15.02,0.10999999999999943,0.10999999999999943,15.004999999999999,15.1,0.1899999999999995,0.1899999999999995,987,1975,1975,1975
2016-08-07,16.43,16.43,0.0,0.0,16.43,16.43,0.0,0.0,14.88,14.88,0.0,0.0,14.88,14.88,0.0,0.0,212,212,0,0
2016-08-14,14.92,14.92,0.0,0.0,14.92,14.92,0.0,0.0,14.92,14.92,0.0,0.0,14.92,14.92,0.0,0.0,0,0,0,0
2016-08-21,14.88,14.88,0.0,0.0,14.88,14.88,0.0,0.0,14.88,14.88,0.0,0.0,14.88,14.88,0.0,0.0,266,266,0,0
2016-08-28,16.725,17.45,1.4499999999999993,1.4499999999999993,16.725,17.45,1.4499999999999993,1.4499999999999993,16.725,17.45,1.4499999999999993,1.4499999999999993,16.725,17.45,1.4499999999999993,1.4499999999999993,426,753,653,-653
2016-09-04,20.016000000000002,22.5,6.23,5.740000000000002,21.518,22.88,4.43,3.5600000000000023,19.376,22.35,6.080000000000002,2.7300000000000004,20.88,22.88,4.43,1.5300000000000011,2237,5058,4037,3282
