Date,PKE_Open_average,PKE_Open_max,PKE_Open_min,PKE_Open_volatility,PKE_Open_change,PKE_High_average,PKE_High_max,PKE_High_min,PKE_High_volatility,PKE_High_change,PKE_Low_average,PKE_Low_max,PKE_Low_min,PKE_Low_volatility,PKE_Low_change,PKE_Close_average,PKE_Close_max,PKE_Close_min,PKE_Close_volatility,PKE_Close_change,PKE_Volume_average,PKE_Volume_max,PKE_Volume_min,PKE_Volume_volatility,PKE_Volume_change
2018-01-14,15.93,15.99,15.81,0.17999999999999972,0.17999999999999972,16.259999999999998,16.67,15.99,0.6800000000000015,-0.6800000000000015,15.668,15.91,15.11,0.8000000000000007,-0.6799999999999997,15.834,16.02,15.35,0.6699999999999999,-0.5899999999999999,442358,684437,239863,444574,-276665
2018-01-21,15.168000000000001,15.38,14.99,0.39000000000000057,-0.3100000000000005,15.26,15.47,15.13,0.33999999999999986,-0.2900000000000009,14.996,15.23,14.82,0.41000000000000014,-0.21000000000000085,15.124,15.33,15.02,0.3100000000000005,-0.2400000000000002,162436,197127,96149,100978,-100978
2018-01-28,14.956,15.05,14.79,0.26000000000000156,-0.2400000000000002,15.096,15.16,14.9,0.2599999999999998,-0.25,14.814,14.93,14.5,0.4299999999999997,-0.4299999999999997,14.91,15.13,14.55,0.5800000000000001,-0.5199999999999996,159822,246975,99256,147719,129640
2018-02-04,14.324,14.55,14.1,0.45000000000000107,-0.20000000000000107,14.546,14.76,14.23,0.5299999999999994,-0.40000000000000036,14.120000000000001,14.39,13.89,0.5,-0.41000000000000014,14.272,14.57,14.1,0.47000000000000064,-0.39000000000000057,158339,221191,100131,121060,-4307
2018-02-11,13.995000000000001,14.09,13.87,0.22000000000000064,-0.129999999999999,14.129999999999999,14.18,14.06,0.11999999999999922,0.0,13.86,13.89,13.85,0.040000000000000924,-0.040000000000000924,13.9675,14.02,13.86,0.16000000000000014,-0.120000000000001,142703,192401,95143,97258,57847
2018-02-18,13.956,14.05,13.84,0.21000000000000085,0.15000000000000036,14.158,14.24,14.02,0.22000000000000064,0.22000000000000064,13.904,13.99,13.79,0.20000000000000107,0.20000000000000107,14.006,14.22,13.87,0.3500000000000014,0.3500000000000014,97110,140893,76988,63905,-52143
2018-02-25,13.914,14.19,13.67,0.5199999999999996,-0.41999999999999993,14.02,14.28,13.88,0.3999999999999986,-0.3999999999999986,13.76,14.09,13.52,0.5700000000000003,-0.41999999999999993,13.876,14.09,13.77,0.3200000000000003,-0.3100000000000005,108448,124511,91277,33234,8873
2018-03-04,14.044,14.42,13.75,0.6699999999999999,0.6699999999999999,14.232000000000001,14.57,13.91,0.6600000000000001,0.6600000000000001,13.928,14.38,13.67,0.7100000000000009,0.7100000000000009,14.186,14.51,13.82,0.6899999999999995,0.6899999999999995,103866,129654,83799,45855,-9163
2018-03-11,14.502,14.59,14.42,0.16999999999999993,0.0,14.598,14.66,14.45,0.21000000000000085,0.040000000000000924,14.294,14.39,14.17,0.22000000000000064,-0.019999999999999574,14.452,14.59,14.39,0.1999999999999993,0.07000000000000028,170970,339969,83059,256910,60081
2018-03-18,14.186,14.46,13.94,0.5200000000000014,-0.5200000000000014,14.35,14.67,14.03,0.6400000000000006,-0.5300000000000011,13.946,14.16,13.66,0.5,-0.5,14.058,14.32,13.79,0.5300000000000011,-0.4800000000000004,140354,284581,78713,205868,-24561
