Date,PRGOStock_Open_average,PRGOStock_Open_max,PRGOStock_Open_min,PRGOStock_Open_volatility,PRGOStock_Open_change,PRGOStock_High_average,PRGOStock_High_max,PRGOStock_High_min,PRGOStock_High_volatility,PRGOStock_High_change,PRGOStock_Low_average,PRGOStock_Low_max,PRGOStock_Low_min,PRGOStock_Low_volatility,PRGOStock_Low_change,PRGOStock_Close_average,PRGOStock_Close_max,PRGOStock_Close_min,PRGOStock_Close_volatility,PRGOStock_Close_change,PRGOStock_Volume_average,PRGOStock_Volume_max,PRGOStock_Volume_min,PRGOStock_Volume_volatility,PRGOStock_Volume_change
2018-01-14,91.3125,92.0,90.72,1.2800000000000011,0.8100000000000023,92.22749999999999,92.58,91.74,0.8400000000000034,-0.3499999999999943,90.22749999999999,90.66,89.37,1.289999999999992,0.28000000000000114,91.5075,91.88,90.86,1.019999999999996,1.019999999999996,1004763,1239265,848824,390441,390441
2018-01-21,93.526,95.06,91.66,3.4000000000000057,3.4000000000000057,94.614,95.93,93.47,2.460000000000008,2.460000000000008,92.924,94.29,91.53,2.760000000000005,2.760000000000005,94.156,95.15,93.44,1.710000000000008,1.710000000000008,817918,989263,692380,296883,224167
2018-01-28,91.198,93.66,90.27,3.3900000000000006,-2.9399999999999977,92.07,95.03,90.97,4.060000000000002,-3.969999999999999,90.39999999999999,92.36,89.49,2.8700000000000045,-2.480000000000004,90.9,92.36,90.16,2.200000000000003,-1.9599999999999937,1006686,1287825,793160,494665,-427943
2018-02-04,87.19800000000001,90.22,85.09,5.1299999999999955,-5.1299999999999955,88.376,90.66,86.26,4.3999999999999915,-4.3999999999999915,85.378,86.98,82.79,4.189999999999998,-4.049999999999997,86.44,88.04,84.44,3.6000000000000085,-1.5799999999999983,1055729,1215950,744747,471203,-156107
2018-02-11,86.498,89.27,84.76,4.509999999999991,3.319999999999993,88.118,90.72,86.15,4.569999999999993,4.569999999999993,85.88,89.2,84.09,5.109999999999999,4.780000000000001,87.394,89.65,85.3,4.3500000000000085,4.25,840476,1001717,743162,258555,-219958
2018-02-18,87.5925,88.73,87.04,1.6899999999999977,-1.230000000000004,88.7675,89.13,88.42,0.7099999999999937,-0.7099999999999937,86.8925,87.02,86.84,0.1799999999999926,0.1599999999999966,87.365,88.25,87.04,1.2099999999999937,1.2099999999999937,848790,1323330,626325,697005,-583680
2018-02-25,83.6,88.44,80.5,7.939999999999998,-7.939999999999998,84.9,89.5,81.49,8.010000000000005,-4.969999999999999,81.67,87.56,78.5,9.060000000000002,-8.350000000000009,82.86399999999999,88.3,79.57,8.730000000000004,-5.310000000000002,2008625,2486373,1133321,1353052,1323254
2018-03-04,83.258,85.73,81.73,4.0,3.0799999999999983,84.104,85.73,82.92,2.8100000000000023,2.4000000000000057,82.218,83.92,80.8,3.1200000000000045,3.1200000000000045,83.62,85.06,82.42,2.6400000000000006,2.1400000000000006,973946,1379601,623803,755798,-103708
2018-03-11,85.674,86.72,84.59,2.1299999999999955,0.0,86.534,87.69,85.39,2.299999999999997,-1.0300000000000011,84.718,86.08,84.01,2.069999999999993,-0.4099999999999966,85.422,86.51,84.23,2.280000000000001,-1.9099999999999966,1003784,1440167,789824,650343,445465
2018-03-18,81.962,83.84,80.5,3.3400000000000034,-2.049999999999997,82.898,84.18,82.23,1.9500000000000028,-1.8800000000000097,80.78999999999999,81.46,80.23,1.2299999999999898,-1.2299999999999898,81.444,82.34,80.37,1.9699999999999989,-1.8299999999999983,940283,1143086,758420,384666,-230008
