Date,OLED_stock_Open_average,OLED_stock_Open_max,OLED_stock_Open_min,OLED_stock_Open_volatility,OLED_stock_Open_change,OLED_stock_High_average,OLED_stock_High_max,OLED_stock_High_min,OLED_stock_High_volatility,OLED_stock_High_change,OLED_stock_Low_average,OLED_stock_Low_max,OLED_stock_Low_min,OLED_stock_Low_volatility,OLED_stock_Low_change,OLED_stock_Close_average,OLED_stock_Close_max,OLED_stock_Close_min,OLED_stock_Close_volatility,OLED_stock_Close_change,OLED_stock_Volume_average,OLED_stock_Volume_max,OLED_stock_Volume_min,OLED_stock_Volume_volatility,OLED_stock_Volume_change
2018-01-14,202.4375,206.5,199.05,7.449999999999989,6.5,205.925,209.0,201.5,7.5,7.5,200.305,203.06,196.61,6.449999999999989,5.889999999999986,202.775,205.6,198.4,7.199999999999989,5.25,928196,1014399,797130,217269,-160798
2018-01-21,188.32,204.0,165.0,39.0,-39.0,189.824,204.68,170.75,33.93000000000001,-33.93000000000001,176.26,194.0,158.25,35.75,-35.75,181.10999999999999,199.0,168.25,30.75,-28.55000000000001,2724205,3632753,1578473,2054280,2054280
2018-01-28,161.73,170.0,157.6,12.400000000000006,-12.349999999999994,164.288,170.45,157.99,12.45999999999998,-9.449999999999989,154.89,158.25,152.1,6.150000000000006,-5.75,159.45,164.2,155.0,9.199999999999989,-6.950000000000017,2023731,3020599,1554449,1466150,-1072405
2018-02-04,147.92,155.4,141.0,14.400000000000006,-10.850000000000023,153.32,156.75,146.4,10.349999999999994,-9.349999999999994,142.09,147.75,137.1,10.650000000000006,-8.900000000000006,147.06,155.45,139.8,15.649999999999977,-3.3000000000000114,1835674,2083819,1313893,769926,219105
2018-02-11,155.31,164.15,146.1,18.05000000000001,13.950000000000017,158.45,167.7,147.35,20.349999999999994,10.449999999999989,151.772,158.6,144.21,14.389999999999986,8.849999999999994,154.03,162.0,146.1,15.900000000000006,7.0,1880920,3745530,805196,2940334,79005
2018-02-18,152.46249999999998,164.95,132.5,32.44999999999999,-22.44999999999999,155.9375,165.85,137.5,28.349999999999994,-25.400000000000006,147.6875,155.5,128.75,26.75,-25.849999999999994,150.5,161.1,130.4,30.69999999999999,-30.69999999999999,3466567,7682677,1819358,5863319,5863319
2018-02-25,128.85,131.45,122.45,8.999999999999986,-8.200000000000003,130.7,133.0,125.8,7.200000000000003,-7.200000000000003,126.102,129.45,120.15,9.299999999999983,-7.349999999999994,128.104,131.57,123.55,8.019999999999996,-8.019999999999996,1734146,2583807,1128450,1455357,-707168
2018-03-04,122.99,126.4,120.7,5.700000000000003,5.300000000000011,126.244,132.75,122.42,10.329999999999998,10.329999999999998,121.904,126.4,119.2,7.200000000000003,7.200000000000003,124.82000000000001,132.05,120.45,11.600000000000009,11.600000000000009,1344973,1915128,845759,1069369,-317167
2018-03-11,127.72,133.9,123.5,10.400000000000006,-10.400000000000006,128.596,134.55,124.83,9.720000000000013,-9.720000000000013,124.68,128.15,122.05,6.1000000000000085,-5.150000000000006,125.6,128.4,123.55,4.8500000000000085,-4.400000000000006,937229,1346594,663516,683078,-542352
2018-03-18,113.48,116.9,110.2,6.700000000000003,-3.799999999999997,115.12,119.3,111.15,8.149999999999991,-2.8999999999999915,108.99,114.35,104.15,10.199999999999989,0.9499999999999886,111.074,115.97,105.25,10.719999999999999,-3.75,2396412,5440136,1202946,4237190,-4089622
2018-03-25,105.0375,108.0,100.2,7.799999999999997,-7.450000000000003,106.3,110.1,102.55,7.549999999999997,-7.549999999999997,102.4475,106.08,99.0,7.079999999999998,-6.019999999999996,103.3125,107.35,99.6,7.75,-6.349999999999994,1440392,1859123,1172735,686388,-307872
2018-04-01,99.23,102.0,93.5,8.5,1.9000000000000057,102.25,104.55,99.65,4.8999999999999915,2.5,96.568,101.09,92.85,8.240000000000009,0.3500000000000085,99.096,101.33,97.55,3.780000000000001,0.75,1282608,1661750,993771,667979,-92015
2018-04-08,100.62,103.05,99.0,4.049999999999997,4.049999999999997,102.236,104.0,100.78,3.219999999999999,2.6700000000000017,98.62,99.2,98.06,1.1400000000000006,0.4399999999999977,100.4,102.75,98.9,3.8499999999999943,0.44999999999998863,1010311,1103538,909796,193742,-19490
2018-04-15,97.77,99.3,94.6,4.700000000000003,-4.700000000000003,99.04,101.2,95.6,5.6000000000000085,-4.1000000000000085,96.04599999999999,98.05,93.5,4.549999999999997,-3.0999999999999943,96.98,99.3,94.05,5.25,-4.549999999999997,872918,1178651,749876,428775,169198
