Date,TRIP_Open_average,TRIP_Open_max,TRIP_Open_min,TRIP_Open_volatility,TRIP_Open_change,TRIP_High_average,TRIP_High_max,TRIP_High_min,TRIP_High_volatility,TRIP_High_change,TRIP_Low_average,TRIP_Low_max,TRIP_Low_min,TRIP_Low_volatility,TRIP_Low_change,TRIP_Close_average,TRIP_Close_max,TRIP_Close_min,TRIP_Close_volatility,TRIP_Close_change,TRIP_Volume_average,TRIP_Volume_max,TRIP_Volume_min,TRIP_Volume_volatility,TRIP_Volume_change
2018-01-14,36.102,37.36,35.49,1.8699999999999974,-1.8699999999999974,36.638,37.42,35.8,1.6200000000000045,-0.14999999999999858,35.26,35.78,35.05,0.730000000000004,-0.6300000000000026,36.012,37.2,35.45,1.75,1.3100000000000023,3596207,4656368,2940983,1715385,-917118
2018-01-21,36.732,37.19,36.35,0.8399999999999963,-0.6400000000000006,37.25,38.17,36.8,1.3700000000000045,-0.6900000000000048,35.988,36.26,35.58,0.6799999999999997,-0.11999999999999744,36.442,36.78,36.3,0.480000000000004,0.030000000000001137,2112428,3377347,1199350,2177997,-1433381
2018-01-28,34.818,36.04,34.28,1.759999999999998,-1.6999999999999957,35.466,36.2,34.93,1.2700000000000031,0.09000000000000341,34.292,34.88,34.08,0.8000000000000043,-0.7000000000000028,34.832,35.62,34.35,1.269999999999996,0.7199999999999989,2499903,4758249,1493803,3264446,2693668
2018-02-04,38.818,41.2,34.89,6.310000000000002,3.6300000000000026,40.616,41.34,38.75,2.5900000000000034,-2.5600000000000023,37.516,40.05,34.76,5.289999999999999,1.5100000000000051,39.592,41.05,37.71,3.3399999999999963,-3.1300000000000026,6396103,11626468,3842296,7784172,-7784172
2018-02-11,41.395,46.0,37.63,8.369999999999997,4.82,43.0875,47.02,40.14,6.880000000000003,4.119999999999997,39.96,41.9,37.47,4.43,4.43,41.58,43.32,39.88,3.4399999999999977,3.4399999999999977,8509550,19137874,3643910,15493964,1535563
2018-02-18,42.536,43.21,41.78,1.4299999999999997,-0.8100000000000023,42.906,43.6,42.52,1.0799999999999983,-0.9200000000000017,41.552,42.24,41.13,1.1099999999999994,-1.1099999999999994,42.083999999999996,42.65,41.45,1.1999999999999957,-1.1999999999999957,3064858,4005155,2174376,1830779,-1485423
2018-02-25,40.212,41.64,39.3,2.3400000000000034,-2.1000000000000014,41.164,42.11,40.26,1.8500000000000014,0.00999999999999801,39.228,39.64,38.27,1.3699999999999974,-0.3100000000000023,40.245999999999995,41.97,39.69,2.280000000000001,2.240000000000002,2705882,3869345,2093722,1775623,-1159298
2018-03-04,42.448,43.2,41.85,1.3500000000000014,1.3100000000000023,42.996,43.26,42.64,0.6199999999999974,0.6199999999999974,41.814,42.49,41.15,1.3400000000000034,1.3400000000000034,42.722,43.17,42.38,0.7899999999999991,0.7899999999999991,1937529,2681738,1528189,1153549,-1153549
2018-03-11,43.474000000000004,44.27,42.56,1.7100000000000009,0.3400000000000034,44.164,45.2,43.58,1.6200000000000045,0.14000000000000057,42.582,43.49,41.87,1.6200000000000045,0.3499999999999943,43.312,44.05,42.28,1.769999999999996,0.4399999999999977,2135746,3067989,1568158,1499831,-351086
2018-03-18,41.352,42.57,40.37,2.200000000000003,-1.9100000000000037,41.769999999999996,42.75,40.76,1.990000000000002,-0.740000000000002,40.59,41.74,39.67,2.0700000000000003,-1.5,41.092,41.94,40.04,1.8999999999999986,0.1599999999999966,1584906,1698850,1422113,276737,88612
