Date,SPDR S&P 600 Small Cap Growth_etf_Open_average,SPDR S&P 600 Small Cap Growth_etf_Open_max,SPDR S&P 600 Small Cap Growth_etf_Open_min,SPDR S&P 600 Small Cap Growth_etf_Open_volatility,SPDR S&P 600 Small Cap Growth_etf_Open_change,SPDR S&P 600 Small Cap Growth_etf_High_average,SPDR S&P 600 Small Cap Growth_etf_High_max,SPDR S&P 600 Small Cap Growth_etf_High_min,SPDR S&P 600 Small Cap Growth_etf_High_volatility,SPDR S&P 600 Small Cap Growth_etf_High_change,SPDR S&P 600 Small Cap Growth_etf_Low_average,SPDR S&P 600 Small Cap Growth_etf_Low_max,SPDR S&P 600 Small Cap Growth_etf_Low_min,SPDR S&P 600 Small Cap Growth_etf_Low_volatility,SPDR S&P 600 Small Cap Growth_etf_Low_change,SPDR S&P 600 Small Cap Growth_etf_Close_average,SPDR S&P 600 Small Cap Growth_etf_Close_max,SPDR S&P 600 Small Cap Growth_etf_Close_min,SPDR S&P 600 Small Cap Growth_etf_Close_volatility,SPDR S&P 600 Small Cap Growth_etf_Close_change
2018-01-14,58.69,58.69,58.69,0.0,0.0,59.63,59.63,59.63,0.0,0.0,58.69,58.69,58.69,0.0,0.0,59.57,59.57,59.57,0.0,0.0
2018-01-21,59.99,59.99,59.99,0.0,0.0,60.03,60.03,60.03,0.0,0.0,59.66,59.66,59.66,0.0,0.0,59.99,59.99,59.99,0.0,0.0
2018-01-28,58.87,58.87,58.87,0.0,0.0,58.89,58.89,58.89,0.0,0.0,58.04,58.04,58.04,0.0,0.0,58.1,58.1,58.1,0.0,0.0
2018-02-04,55.22,55.22,55.22,0.0,0.0,55.7,55.7,55.7,0.0,0.0,53.68,53.68,53.68,0.0,0.0,55.26,55.26,55.26,0.0,0.0
2018-02-11,57.53,57.53,57.53,0.0,0.0,58.0,58.0,58.0,0.0,0.0,57.53,57.53,57.53,0.0,0.0,57.71,57.71,57.71,0.0,0.0
2018-02-18,57.88,57.88,57.88,0.0,0.0,58.23,58.23,58.23,0.0,0.0,57.6,57.6,57.6,0.0,0.0,58.23,58.23,58.23,0.0,0.0
2018-02-25,55.96,55.96,55.96,0.0,0.0,57.73,57.73,57.73,0.0,0.0,55.96,55.96,55.96,0.0,0.0,57.63,57.63,57.63,0.0,0.0
2018-03-04,59.59,59.59,59.59,0.0,0.0,60.3,60.3,60.3,0.0,0.0,59.49,59.49,59.49,0.0,0.0,60.24,60.24,60.24,0.0,0.0
2018-03-11,59.73,59.73,59.73,0.0,0.0,60.13,60.13,60.13,0.0,0.0,59.73,59.73,59.73,0.0,0.0,60.07,60.07,60.07,0.0,0.0
2018-03-18,58.59,58.59,58.59,0.0,0.0,58.77,58.77,58.77,0.0,0.0,57.28,57.28,57.28,0.0,0.0,57.28,57.28,57.28,0.0,0.0
2018-03-25,57.83,57.83,57.83,0.0,0.0,58.62,58.62,58.62,0.0,0.0,57.66,57.66,57.66,0.0,0.0,58.15,58.15,58.15,0.0,0.0
2018-04-01,58.51,58.51,58.51,0.0,0.0,58.8,58.8,58.8,0.0,0.0,57.38,57.38,57.38,0.0,0.0,57.81,57.81,57.81,0.0,0.0
2018-04-08,59.34,59.34,59.34,0.0,0.0,59.34,59.34,59.34,0.0,0.0,58.7,58.7,58.7,0.0,0.0,58.88,58.88,58.88,0.0,0.0
2018-04-15,59.61,59.61,59.61,0.0,0.0,59.92,59.92,59.92,0.0,0.0,59.45,59.45,59.45,0.0,0.0,59.57,59.57,59.57,0.0,0.0
2018-04-22,59.12,59.12,59.12,0.0,0.0,59.27,59.27,59.27,0.0,0.0,58.78,58.78,58.78,0.0,0.0,58.89,58.89,58.89,0.0,0.0
2018-04-29,58.35,58.35,58.35,0.0,0.0,59.55,59.55,59.55,0.0,0.0,58.16,58.16,58.16,0.0,0.0,59.26,59.26,59.26,0.0,0.0
2018-05-06,60.96,60.96,60.96,0.0,0.0,61.16,61.16,61.16,0.0,0.0,60.8,60.8,60.8,0.0,0.0,61.05,61.05,61.05,0.0,0.0
2018-05-13,61.92,61.92,61.92,0.0,0.0,62.02,62.02,62.02,0.0,0.0,61.73,61.73,61.73,0.0,0.0,61.95,61.95,61.95,0.0,0.0
2018-05-20,62.02,62.02,62.02,0.0,0.0,62.27,62.27,62.27,0.0,0.0,62.01,62.01,62.01,0.0,0.0,62.12,62.12,62.12,0.0,0.0
2018-05-27,62.91,62.91,62.91,0.0,0.0,63.19,63.19,63.19,0.0,0.0,62.73,62.73,62.73,0.0,0.0,63.03,63.03,63.03,0.0,0.0
2018-06-03,64.1,64.1,64.1,0.0,0.0,64.48,64.48,64.48,0.0,0.0,64.09,64.09,64.09,0.0,0.0,64.47,64.47,64.47,0.0,0.0
2018-06-10,64.5,64.5,64.5,0.0,0.0,65.0,65.0,65.0,0.0,0.0,64.45,64.45,64.45,0.0,0.0,65.0,65.0,65.0,0.0,0.0
2018-06-17,65.05,65.05,65.05,0.0,0.0,65.24,65.24,65.24,0.0,0.0,64.32,64.32,64.32,0.0,0.0,64.57,64.57,64.57,0.0,0.0
2018-06-24,63.52,63.52,63.52,0.0,0.0,63.74,63.74,63.74,0.0,0.0,63.2,63.2,63.2,0.0,0.0,63.2,63.2,63.2,0.0,0.0
2018-07-01,64.85,64.85,64.85,0.0,0.0,65.43,65.43,65.43,0.0,0.0,64.75,64.75,64.75,0.0,0.0,65.35,65.35,65.35,0.0,0.0
2018-07-08,65.51,65.51,65.51,0.0,0.0,65.83,65.83,65.83,0.0,0.0,65.35,65.35,65.35,0.0,0.0,65.39,65.39,65.39,0.0,0.0
2018-07-15,66.4,66.4,66.4,0.0,0.0,66.53,66.53,66.53,0.0,0.0,66.18,66.18,66.18,0.0,0.0,66.23,66.23,66.23,0.0,0.0
