Date,Citigroup C-Tracks MillerHoward Strategic Dividen_Open_average,Citigroup C-Tracks MillerHoward Strategic Dividen_Open_max,Citigroup C-Tracks MillerHoward Strategic Dividen_Open_min,Citigroup C-Tracks MillerHoward Strategic Dividen_Open_volatility,Citigroup C-Tracks MillerHoward Strategic Dividen_Open_change,Citigroup C-Tracks MillerHoward Strategic Dividen_High_average,Citigroup C-Tracks MillerHoward Strategic Dividen_High_max,Citigroup C-Tracks MillerHoward Strategic Dividen_High_min,Citigroup C-Tracks MillerHoward Strategic Dividen_High_volatility,Citigroup C-Tracks MillerHoward Strategic Dividen_High_change,Citigroup C-Tracks MillerHoward Strategic Dividen_Low_average,Citigroup C-Tracks MillerHoward Strategic Dividen_Low_max,Citigroup C-Tracks MillerHoward Strategic Dividen_Low_min,Citigroup C-Tracks MillerHoward Strategic Dividen_Low_volatility,Citigroup C-Tracks MillerHoward Strategic Dividen_Low_change,Citigroup C-Tracks MillerHoward Strategic Dividen_Close_average,Citigroup C-Tracks MillerHoward Strategic Dividen_Close_max,Citigroup C-Tracks MillerHoward Strategic Dividen_Close_min,Citigroup C-Tracks MillerHoward Strategic Dividen_Close_volatility,Citigroup C-Tracks MillerHoward Strategic Dividen_Close_change
2018-07-29,30.76,30.76,30.76,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.76,30.76,30.76,0.0,0.0,30.76,30.76,30.76,0.0,0.0
2018-08-05,30.5,30.5,30.5,0.0,0.0,31.04,31.04,31.04,0.0,0.0,30.5,30.5,30.5,0.0,0.0,31.04,31.04,31.04,0.0,0.0
2018-08-12,30.69,30.69,30.69,0.0,0.0,30.69,30.69,30.69,0.0,0.0,30.69,30.69,30.69,0.0,0.0,30.69,30.69,30.69,0.0,0.0
2018-08-19,31.23,31.23,31.23,0.0,0.0,31.23,31.23,31.23,0.0,0.0,31.23,31.23,31.23,0.0,0.0,31.23,31.23,31.23,0.0,0.0
2018-08-26,31.66,31.66,31.66,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.66,31.66,31.66,0.0,0.0,31.66,31.66,31.66,0.0,0.0
2018-09-02,31.64,31.64,31.64,0.0,0.0,32.38,32.38,32.38,0.0,0.0,31.49,31.49,31.49,0.0,0.0,32.38,32.38,32.38,0.0,0.0
2018-09-09,32.43,32.43,32.43,0.0,0.0,32.43,32.43,32.43,0.0,0.0,32.43,32.43,32.43,0.0,0.0,32.43,32.43,32.43,0.0,0.0
2018-09-16,32.6,32.6,32.6,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.6,32.6,32.6,0.0,0.0
2018-09-23,32.74,32.74,32.74,0.0,0.0,32.74,32.74,32.74,0.0,0.0,32.74,32.74,32.74,0.0,0.0,32.74,32.74,32.74,0.0,0.0
2018-09-30,32.72,32.72,32.72,0.0,0.0,32.72,32.72,32.72,0.0,0.0,32.72,32.72,32.72,0.0,0.0,32.72,32.72,32.72,0.0,0.0
2018-10-07,32.63,32.63,32.63,0.0,0.0,32.63,32.63,32.63,0.0,0.0,32.63,32.63,32.63,0.0,0.0,32.63,32.63,32.63,0.0,0.0
2018-10-14,32.95,32.95,32.95,0.0,0.0,32.95,32.95,32.95,0.0,0.0,32.95,32.95,32.95,0.0,0.0,32.95,32.95,32.95,0.0,0.0
2018-10-21,33.27,33.27,33.27,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.27,33.27,33.27,0.0,0.0
2018-10-28,33.86,33.86,33.86,0.0,0.0,33.86,33.86,33.86,0.0,0.0,33.86,33.86,33.86,0.0,0.0,33.86,33.86,33.86,0.0,0.0
2018-11-04,33.44,33.44,33.44,0.0,0.0,33.44,33.44,33.44,0.0,0.0,33.44,33.44,33.44,0.0,0.0,33.44,33.44,33.44,0.0,0.0
2018-11-11,33.62,33.62,33.62,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.62,33.62,33.62,0.0,0.0
2018-11-18,34.0,34.0,34.0,0.0,0.0,34.0,34.0,34.0,0.0,0.0,34.0,34.0,34.0,0.0,0.0,34.0,34.0,34.0,0.0,0.0
2018-11-25,34.44,34.44,34.44,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.44,34.44,34.44,0.0,0.0
2018-12-02,34.53,34.53,34.53,0.0,0.0,34.53,34.53,34.53,0.0,0.0,34.53,34.53,34.53,0.0,0.0,34.53,34.53,34.53,0.0,0.0
2018-12-09,34.57,34.57,34.57,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.57,34.57,34.57,0.0,0.0
2018-12-16,34.71,34.71,34.71,0.0,0.0,34.71,34.71,34.71,0.0,0.0,34.71,34.71,34.71,0.0,0.0,34.71,34.71,34.71,0.0,0.0
2018-12-23,34.69,34.69,34.69,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.69,34.69,34.69,0.0,0.0
2018-12-30,34.62,34.62,34.62,0.0,0.0,34.62,34.62,34.62,0.0,0.0,34.62,34.62,34.62,0.0,0.0,34.62,34.62,34.62,0.0,0.0
2019-01-06,34.85,34.85,34.85,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.85,34.85,34.85,0.0,0.0,34.85,34.85,34.85,0.0,0.0
2019-01-13,34.88,34.88,34.88,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.88,34.88,34.88,0.0,0.0,34.88,34.88,34.88,0.0,0.0
2019-01-20,34.95,34.95,34.95,0.0,0.0,34.95,34.95,34.95,0.0,0.0,34.95,34.95,34.95,0.0,0.0,34.95,34.95,34.95,0.0,0.0
2019-01-27,34.72,34.72,34.72,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.72,34.72,34.72,0.0,0.0,34.72,34.72,34.72,0.0,0.0
2019-02-03,34.52,34.52,34.52,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.52,34.52,34.52,0.0,0.0
2019-02-10,35.53,35.53,35.53,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.53,35.53,35.53,0.0,0.0,35.53,35.53,35.53,0.0,0.0
2019-02-17,35.95,35.95,35.95,0.0,0.0,35.95,35.95,35.95,0.0,0.0,35.95,35.95,35.95,0.0,0.0,35.95,35.95,35.95,0.0,0.0
2019-02-24,35.45,35.45,35.45,0.0,0.0,35.45,35.45,35.45,0.0,0.0,35.45,35.45,35.45,0.0,0.0,35.45,35.45,35.45,0.0,0.0
2019-03-03,34.7,34.7,34.7,0.0,0.0,34.7,34.7,34.7,0.0,0.0,34.7,34.7,34.7,0.0,0.0,34.7,34.7,34.7,0.0,0.0
2019-03-10,35.28,35.28,35.28,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.28,35.28,35.28,0.0,0.0
2019-03-17,33.33,33.33,33.33,0.0,0.0,33.33,33.33,33.33,0.0,0.0,33.33,33.33,33.33,0.0,0.0,33.33,33.33,33.33,0.0,0.0
2019-03-24,34.74,34.74,34.74,0.0,0.0,34.74,34.74,34.74,0.0,0.0,34.74,34.74,34.74,0.0,0.0,34.74,34.74,34.74,0.0,0.0
2019-03-31,35.61,35.61,35.61,0.0,0.0,35.61,35.61,35.61,0.0,0.0,35.61,35.61,35.61,0.0,0.0,35.61,35.61,35.61,0.0,0.0
2019-04-07,35.51,35.51,35.51,0.0,0.0,35.51,35.51,35.51,0.0,0.0,35.51,35.51,35.51,0.0,0.0,35.51,35.51,35.51,0.0,0.0
2019-04-14,35.58,35.58,35.58,0.0,0.0,35.58,35.58,35.58,0.0,0.0,35.58,35.58,35.58,0.0,0.0,35.58,35.58,35.58,0.0,0.0
2019-04-21,36.05,36.05,36.05,0.0,0.0,36.05,36.05,36.05,0.0,0.0,36.05,36.05,36.05,0.0,0.0,36.05,36.05,36.05,0.0,0.0
2019-04-28,35.39,35.39,35.39,0.0,0.0,35.98,35.98,35.98,0.0,0.0,35.39,35.39,35.39,0.0,0.0,35.98,35.98,35.98,0.0,0.0
2019-05-05,33.81,33.81,33.81,0.0,0.0,33.81,33.81,33.81,0.0,0.0,33.81,33.81,33.81,0.0,0.0,33.81,33.81,33.81,0.0,0.0
2019-05-12,33.84,33.84,33.84,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.84,33.84,33.84,0.0,0.0,33.84,33.84,33.84,0.0,0.0
2019-05-19,33.19,33.19,33.19,0.0,0.0,33.19,33.19,33.19,0.0,0.0,33.19,33.19,33.19,0.0,0.0,33.19,33.19,33.19,0.0,0.0
2019-05-26,32.23,32.23,32.23,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.23,32.23,32.23,0.0,0.0,32.25,32.25,32.25,0.0,0.0
2019-06-02,33.53,33.53,33.53,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.53,33.53,33.53,0.0,0.0
2019-06-09,33.3,33.3,33.3,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.3,33.3,33.3,0.0,0.0
2019-06-16,33.62,33.62,33.62,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.62,33.62,33.62,0.0,0.0,33.62,33.62,33.62,0.0,0.0
2019-06-23,34.61,34.61,34.61,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.61,34.61,34.61,0.0,0.0,34.61,34.61,34.61,0.0,0.0
2019-06-30,34.43,34.43,34.43,0.0,0.0,34.43,34.43,34.43,0.0,0.0,34.43,34.43,34.43,0.0,0.0,34.43,34.43,34.43,0.0,0.0
2019-07-07,34.39,34.39,34.39,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.39,34.39,34.39,0.0,0.0,34.45,34.45,34.45,0.0,0.0
2019-07-14,34.33,34.33,34.33,0.0,0.0,34.33,34.33,34.33,0.0,0.0,34.33,34.33,34.33,0.0,0.0,34.33,34.33,34.33,0.0,0.0
2019-07-21,35.3,35.3,35.3,0.0,0.0,35.3,35.3,35.3,0.0,0.0,35.3,35.3,35.3,0.0,0.0,35.3,35.3,35.3,0.0,0.0
2019-07-28,32.33,32.33,32.33,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.33,32.33,32.33,0.0,0.0
2019-08-04,31.92,31.92,31.92,0.0,0.0,31.92,31.92,31.92,0.0,0.0,31.92,31.92,31.92,0.0,0.0,31.92,31.92,31.92,0.0,0.0
2019-08-11,32.2,32.2,32.2,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.2,32.2,32.2,0.0,0.0,32.2,32.2,32.2,0.0,0.0
2019-08-18,31.11,31.11,31.11,0.0,0.0,31.11,31.11,31.11,0.0,0.0,31.11,31.11,31.11,0.0,0.0,31.11,31.11,31.11,0.0,0.0
2019-08-25,31.98,31.98,31.98,0.0,0.0,31.98,31.98,31.98,0.0,0.0,31.98,31.98,31.98,0.0,0.0,31.98,31.98,31.98,0.0,0.0
2019-09-01,33.59,33.59,33.59,0.0,0.0,33.59,33.59,33.59,0.0,0.0,33.59,33.59,33.59,0.0,0.0,33.59,33.59,33.59,0.0,0.0
2019-09-08,34.8,34.8,34.8,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.8,34.8,34.8,0.0,0.0
2019-09-15,34.44,34.44,34.44,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.44,34.44,34.44,0.0,0.0,34.44,34.44,34.44,0.0,0.0
2019-09-22,34.34,34.34,34.34,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.34,34.34,34.34,0.0,0.0
2019-09-29,33.12,33.12,33.12,0.0,0.0,33.12,33.12,33.12,0.0,0.0,33.12,33.12,33.12,0.0,0.0,33.12,33.12,33.12,0.0,0.0
2019-10-06,33.53,33.53,33.53,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.53,33.53,33.53,0.0,0.0,33.53,33.53,33.53,0.0,0.0
2019-10-13,34.54,34.54,34.54,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.54,34.54,34.54,0.0,0.0
2019-10-20,35.48,35.48,35.48,0.0,0.0,35.48,35.48,35.48,0.0,0.0,35.48,35.48,35.48,0.0,0.0,35.48,35.48,35.48,0.0,0.0
2019-10-27,36.06,36.06,36.06,0.0,0.0,36.06,36.06,36.06,0.0,0.0,36.06,36.06,36.06,0.0,0.0,36.06,36.06,36.06,0.0,0.0
2019-11-03,36.27,36.27,36.27,0.0,0.0,36.27,36.27,36.27,0.0,0.0,36.27,36.27,36.27,0.0,0.0,36.27,36.27,36.27,0.0,0.0
2019-11-10,35.9,35.9,35.9,0.0,0.0,35.9,35.9,35.9,0.0,0.0,35.9,35.9,35.9,0.0,0.0,35.9,35.9,35.9,0.0,0.0
2019-11-17,36.13,36.13,36.13,0.0,0.0,36.13,36.13,36.13,0.0,0.0,36.13,36.13,36.13,0.0,0.0,36.13,36.13,36.13,0.0,0.0
2019-11-24,35.64,35.64,35.64,0.0,0.0,35.64,35.64,35.64,0.0,0.0,35.64,35.64,35.64,0.0,0.0,35.64,35.64,35.64,0.0,0.0
2019-12-01,35.69,35.69,35.69,0.0,0.0,35.69,35.69,35.69,0.0,0.0,35.69,35.69,35.69,0.0,0.0,35.69,35.69,35.69,0.0,0.0
2019-12-08,36.75,36.75,36.75,0.0,0.0,36.75,36.75,36.75,0.0,0.0,36.75,36.75,36.75,0.0,0.0,36.75,36.75,36.75,0.0,0.0
2019-12-15,36.83,36.83,36.83,0.0,0.0,36.83,36.83,36.83,0.0,0.0,36.83,36.83,36.83,0.0,0.0,36.83,36.83,36.83,0.0,0.0
2019-12-22,36.91,36.91,36.91,0.0,0.0,36.91,36.91,36.91,0.0,0.0,36.91,36.91,36.91,0.0,0.0,36.91,36.91,36.91,0.0,0.0
2019-12-29,36.72,36.72,36.72,0.0,0.0,36.72,36.72,36.72,0.0,0.0,36.72,36.72,36.72,0.0,0.0,36.72,36.72,36.72,0.0,0.0
