Date,PowerShares LadderRite 0-5 Year Corporate Bond_Open_average,PowerShares LadderRite 0-5 Year Corporate Bond_Open_max,PowerShares LadderRite 0-5 Year Corporate Bond_Open_min,PowerShares LadderRite 0-5 Year Corporate Bond_Open_volatility,PowerShares LadderRite 0-5 Year Corporate Bond_Open_change,PowerShares LadderRite 0-5 Year Corporate Bond_High_average,PowerShares LadderRite 0-5 Year Corporate Bond_High_max,PowerShares LadderRite 0-5 Year Corporate Bond_High_min,PowerShares LadderRite 0-5 Year Corporate Bond_High_volatility,PowerShares LadderRite 0-5 Year Corporate Bond_High_change,PowerShares LadderRite 0-5 Year Corporate Bond_Low_average,PowerShares LadderRite 0-5 Year Corporate Bond_Low_max,PowerShares LadderRite 0-5 Year Corporate Bond_Low_min,PowerShares LadderRite 0-5 Year Corporate Bond_Low_volatility,PowerShares LadderRite 0-5 Year Corporate Bond_Low_change,PowerShares LadderRite 0-5 Year Corporate Bond_Close_average,PowerShares LadderRite 0-5 Year Corporate Bond_Close_max,PowerShares LadderRite 0-5 Year Corporate Bond_Close_min,PowerShares LadderRite 0-5 Year Corporate Bond_Close_volatility,PowerShares LadderRite 0-5 Year Corporate Bond_Close_change
2018-01-14,24.8,24.8,24.8,0.0,0.0,24.83,24.83,24.83,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.82,24.82,24.82,0.0,0.0
2018-01-21,24.73,24.73,24.73,0.0,0.0,24.76,24.76,24.76,0.0,0.0,24.73,24.73,24.73,0.0,0.0,24.76,24.76,24.76,0.0,0.0
2018-01-28,24.71,24.71,24.71,0.0,0.0,24.71,24.71,24.71,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.71,24.71,24.71,0.0,0.0
2018-02-04,24.74,24.74,24.74,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.69,24.69,24.69,0.0,0.0,24.7,24.7,24.7,0.0,0.0
2018-02-11,24.7,24.7,24.7,0.0,0.0,24.7,24.7,24.7,0.0,0.0,24.64,24.64,24.64,0.0,0.0,24.65,24.65,24.65,0.0,0.0
2018-02-18,24.59,24.59,24.59,0.0,0.0,24.64,24.64,24.64,0.0,0.0,24.59,24.59,24.59,0.0,0.0,24.64,24.64,24.64,0.0,0.0
2018-02-25,24.62,24.62,24.62,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.62,24.62,24.62,0.0,0.0
2018-03-04,24.61,24.61,24.61,0.0,0.0,24.61,24.61,24.61,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.56,24.56,24.56,0.0,0.0
2018-03-11,24.62,24.62,24.62,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.59,24.59,24.59,0.0,0.0,24.59,24.59,24.59,0.0,0.0
2018-03-18,24.56,24.56,24.56,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.47,24.47,24.47,0.0,0.0,24.47,24.47,24.47,0.0,0.0
2018-03-25,24.6,24.6,24.6,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.52,24.52,24.52,0.0,0.0
2018-04-01,24.55,24.55,24.55,0.0,0.0,24.58,24.58,24.58,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.57,24.57,24.57,0.0,0.0
2018-04-08,24.57,24.57,24.57,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.44,24.44,24.44,0.0,0.0
2018-04-15,24.55,24.55,24.55,0.0,0.0,24.55,24.55,24.55,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.54,24.54,24.54,0.0,0.0
2018-04-22,24.54,24.54,24.54,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.47,24.47,24.47,0.0,0.0,24.53,24.53,24.53,0.0,0.0
2018-04-29,24.56,24.56,24.56,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.56,24.56,24.56,0.0,0.0
2018-05-06,24.54,24.54,24.54,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.54,24.54,24.54,0.0,0.0
2018-05-13,24.44,24.44,24.44,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.44,24.44,24.44,0.0,0.0,24.48,24.48,24.48,0.0,0.0
2018-05-20,24.34,24.34,24.34,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.34,24.34,24.34,0.0,0.0,24.46,24.46,24.46,0.0,0.0
2018-05-27,24.57,24.57,24.57,0.0,0.0,24.57,24.57,24.57,0.0,0.0,24.57,24.57,24.57,0.0,0.0,24.57,24.57,24.57,0.0,0.0
2018-06-03,24.43,24.43,24.43,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.4,24.4,24.4,0.0,0.0
2018-06-10,24.42,24.42,24.42,0.0,0.0,24.46,24.46,24.46,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.46,24.46,24.46,0.0,0.0
2018-06-17,24.52,24.52,24.52,0.0,0.0,24.52,24.52,24.52,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.52,24.52,24.52,0.0,0.0
2018-06-24,24.5,24.5,24.5,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.5,24.5,24.5,0.0,0.0
2018-07-01,24.45,24.45,24.45,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.44,24.44,24.44,0.0,0.0,24.44,24.44,24.44,0.0,0.0
2018-07-08,24.51,24.51,24.51,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.51,24.51,24.51,0.0,0.0
2018-07-15,24.48,24.48,24.48,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.48,24.48,24.48,0.0,0.0
2018-07-22,24.61,24.61,24.61,0.0,0.0,24.61,24.61,24.61,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.54,24.54,24.54,0.0,0.0
2018-07-29,24.63,24.63,24.63,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.63,24.63,24.63,0.0,0.0
2018-08-05,24.55,24.55,24.55,0.0,0.0,24.55,24.55,24.55,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.51,24.51,24.51,0.0,0.0
2018-08-12,24.56,24.56,24.56,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.66,24.66,24.66,0.0,0.0
2018-08-19,24.54,24.54,24.54,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.54,24.54,24.54,0.0,0.0
2018-08-26,24.65,24.65,24.65,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.62,24.62,24.62,0.0,0.0
2018-09-02,24.53,24.53,24.53,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.53,24.53,24.53,0.0,0.0,24.62,24.62,24.62,0.0,0.0
2018-09-09,24.51,24.51,24.51,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.56,24.56,24.56,0.0,0.0
2018-09-16,24.61,24.61,24.61,0.0,0.0,24.61,24.61,24.61,0.0,0.0,24.61,24.61,24.61,0.0,0.0,24.61,24.61,24.61,0.0,0.0
2018-09-23,24.56,24.56,24.56,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.56,24.56,24.56,0.0,0.0
2018-09-30,24.49,24.49,24.49,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.51,24.51,24.51,0.0,0.0
2018-10-07,24.56,24.56,24.56,0.0,0.0,24.58,24.58,24.58,0.0,0.0,24.53,24.53,24.53,0.0,0.0,24.58,24.58,24.58,0.0,0.0
2018-10-14,24.5,24.5,24.5,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.5,24.5,24.5,0.0,0.0
2018-10-21,24.49,24.49,24.49,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.5,24.5,24.5,0.0,0.0
2018-10-28,24.41,24.41,24.41,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.4,24.4,24.4,0.0,0.0
2018-11-04,24.46,24.46,24.46,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.46,24.46,24.46,0.0,0.0,24.5,24.5,24.5,0.0,0.0
2018-11-11,24.81,24.81,24.81,0.0,0.0,24.85,24.85,24.85,0.0,0.0,24.36,24.36,24.36,0.0,0.0,24.36,24.36,24.36,0.0,0.0
2018-11-18,24.49,24.49,24.49,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.41,24.41,24.41,0.0,0.0
2018-11-25,24.55,24.55,24.55,0.0,0.0,24.55,24.55,24.55,0.0,0.0,24.55,24.55,24.55,0.0,0.0,24.55,24.55,24.55,0.0,0.0
2018-12-02,24.39,24.39,24.39,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.39,24.39,24.39,0.0,0.0,24.41,24.41,24.41,0.0,0.0
2018-12-09,24.5,24.5,24.5,0.0,0.0,24.52,24.52,24.52,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.52,24.52,24.52,0.0,0.0
2018-12-16,24.58,24.58,24.58,0.0,0.0,24.58,24.58,24.58,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.53,24.53,24.53,0.0,0.0
2018-12-23,24.5,24.5,24.5,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.47,24.47,24.47,0.0,0.0
2018-12-30,24.62,24.62,24.62,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.54,24.54,24.54,0.0,0.0
2019-01-06,24.6,24.6,24.6,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.53,24.53,24.53,0.0,0.0,24.62,24.62,24.62,0.0,0.0
2019-01-13,24.69,24.69,24.69,0.0,0.0,24.69,24.69,24.69,0.0,0.0,24.69,24.69,24.69,0.0,0.0,24.69,24.69,24.69,0.0,0.0
2019-01-20,24.61,24.61,24.61,0.0,0.0,24.61,24.61,24.61,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.61,24.61,24.61,0.0,0.0
2019-01-27,24.71,24.71,24.71,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.7,24.7,24.7,0.0,0.0,24.74,24.74,24.74,0.0,0.0
2019-02-03,24.74,24.74,24.74,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.74,24.74,24.74,0.0,0.0
2019-02-10,24.8,24.8,24.8,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.8,24.8,24.8,0.0,0.0
2019-02-17,24.71,24.71,24.71,0.0,0.0,24.81,24.81,24.81,0.0,0.0,24.71,24.71,24.71,0.0,0.0,24.81,24.81,24.81,0.0,0.0
2019-02-24,24.86,24.86,24.86,0.0,0.0,24.86,24.86,24.86,0.0,0.0,24.86,24.86,24.86,0.0,0.0,24.86,24.86,24.86,0.0,0.0
2019-03-03,24.92,24.92,24.92,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.92,24.92,24.92,0.0,0.0
2019-03-10,24.94,24.94,24.94,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.82,24.82,24.82,0.0,0.0,24.82,24.82,24.82,0.0,0.0
2019-03-17,24.84,24.84,24.84,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.95,24.95,24.95,0.0,0.0
2019-03-24,24.9,24.9,24.9,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.91,24.91,24.91,0.0,0.0
2019-03-31,24.98,24.98,24.98,0.0,0.0,24.98,24.98,24.98,0.0,0.0,24.98,24.98,24.98,0.0,0.0,24.98,24.98,24.98,0.0,0.0
2019-04-07,24.91,24.91,24.91,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.94,24.94,24.94,0.0,0.0
2019-04-14,24.95,24.95,24.95,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.95,24.95,24.95,0.0,0.0
2019-04-21,24.97,24.97,24.97,0.0,0.0,24.98,24.98,24.98,0.0,0.0,24.94,24.94,24.94,0.0,0.0,24.96,24.96,24.96,0.0,0.0
2019-04-28,24.89,24.89,24.89,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.89,24.89,24.89,0.0,0.0
