Date,CFFI_Open_average,CFFI_Open_max,CFFI_Open_min,CFFI_Open_volatility,CFFI_Open_change,CFFI_High_average,CFFI_High_max,CFFI_High_min,CFFI_High_volatility,CFFI_High_change,CFFI_Low_average,CFFI_Low_max,CFFI_Low_min,CFFI_Low_volatility,CFFI_Low_change,CFFI_Close_average,CFFI_Close_max,CFFI_Close_min,CFFI_Close_volatility,CFFI_Close_change,CFFI_Volume_average,CFFI_Volume_max,CFFI_Volume_min,CFFI_Volume_volatility,CFFI_Volume_change
2018-01-14,58.379999999999995,58.8,57.8,1.0,0.10000000000000142,58.92,59.3,58.7,0.5999999999999943,-0.3500000000000014,57.5,58.03,56.8,1.230000000000004,-0.509999999999998,58.336,58.75,57.83,0.9200000000000017,-0.5700000000000003,3240,4166,2086,2080,2080
2018-01-21,56.86,57.8,55.75,2.049999999999997,-1.1999999999999957,57.22,57.8,56.6,1.1999999999999957,-1.1999999999999957,56.304,57.47,55.1,2.3699999999999974,-2.3699999999999974,56.544,57.47,55.55,1.9200000000000017,-1.9200000000000017,2839,5346,1161,4185,4185
2018-01-28,54.65,55.45,53.2,2.25,-1.9499999999999957,54.864000000000004,55.45,53.5,1.9500000000000028,-1.6700000000000017,53.58,54.6,51.2,3.3999999999999986,-3.3999999999999986,54.01,55.15,51.5,3.6499999999999986,-3.6499999999999986,4929,7387,3355,4032,2035
2018-02-04,51.75,52.3,50.65,1.6499999999999986,1.6000000000000014,52.596,53.65,51.5,2.1499999999999986,0.75,51.102,52.1,50.6,1.5,0.10999999999999943,51.76,52.4,51.0,1.3999999999999986,-0.5,9415,18889,3050,15839,-2594
2018-02-11,49.9225,50.39,49.1,1.2899999999999991,-1.2899999999999991,50.427499999999995,51.4,50.05,1.3500000000000014,-1.2999999999999972,49.425,50.3,48.8,1.5,-1.1999999999999957,49.7,50.3,49.5,0.7999999999999972,-0.7999999999999972,5754,9657,1761,7896,5355
2018-02-18,49.176,50.05,48.7,1.3499999999999943,-0.5200000000000031,49.368,50.05,48.9,1.1499999999999986,0.240000000000002,48.556,48.95,48.33,0.6200000000000045,0.14999999999999858,48.86,49.25,48.65,0.6000000000000014,-0.5499999999999972,2396,4380,1249,3131,-1688
2018-02-25,47.77,49.8,46.0,3.799999999999997,1.1999999999999957,48.46,50.25,47.0,3.25,1.6499999999999986,46.884,49.3,45.27,4.029999999999994,2.1499999999999986,47.57,49.35,46.35,3.0,1.9500000000000028,6463,14434,2331,12103,3639
2018-03-04,50.426,51.6,49.35,2.25,1.0799999999999983,51.62,52.0,50.8,1.2000000000000028,1.2000000000000028,50.166000000000004,50.7,48.95,1.75,1.4799999999999969,51.13,51.85,50.35,1.5,1.5,6985,10281,3860,6421,1218
2018-03-11,51.86,53.45,50.9,2.5500000000000043,1.8500000000000014,53.594,56.25,52.25,4.0,3.479999999999997,50.982,52.05,49.85,2.1999999999999957,1.0999999999999943,52.18,54.0,51.1,2.8999999999999986,2.8999999999999986,15368,26092,6139,19953,13042
2018-03-18,53.464,54.6,51.27,3.3299999999999983,-2.029999999999994,54.59,55.45,52.85,2.6000000000000014,-1.6000000000000014,52.784,54.0,51.27,2.729999999999997,-2.029999999999994,53.54,54.5,52.35,2.1499999999999986,-1.3999999999999986,7175,10823,2777,8046,-8046
