Date,PowerShares DB Energy_Open_average,PowerShares DB Energy_Open_max,PowerShares DB Energy_Open_min,PowerShares DB Energy_Open_volatility,PowerShares DB Energy_Open_change,PowerShares DB Energy_High_average,PowerShares DB Energy_High_max,PowerShares DB Energy_High_min,PowerShares DB Energy_High_volatility,PowerShares DB Energy_High_change,PowerShares DB Energy_Low_average,PowerShares DB Energy_Low_max,PowerShares DB Energy_Low_min,PowerShares DB Energy_Low_volatility,PowerShares DB Energy_Low_change,PowerShares DB Energy_Close_average,PowerShares DB Energy_Close_max,PowerShares DB Energy_Close_min,PowerShares DB Energy_Close_volatility,PowerShares DB Energy_Close_change
2018-01-14,15.02,15.02,15.02,0.0,0.0,15.09,15.09,15.09,0.0,0.0,14.98,14.98,14.98,0.0,0.0,15.04,15.04,15.04,0.0,0.0
2018-01-21,15.39,15.39,15.39,0.0,0.0,15.5,15.5,15.5,0.0,0.0,15.37,15.37,15.37,0.0,0.0,15.43,15.43,15.43,0.0,0.0
2018-01-28,15.19,15.19,15.19,0.0,0.0,15.2,15.2,15.2,0.0,0.0,15.03,15.03,15.03,0.0,0.0,15.07,15.07,15.07,0.0,0.0
2018-02-04,14.18,14.18,14.18,0.0,0.0,14.18,14.18,14.18,0.0,0.0,13.73,13.73,13.73,0.0,0.0,13.9,13.9,13.9,0.0,0.0
2018-02-11,14.19,14.19,14.19,0.0,0.0,14.33,14.33,14.33,0.0,0.0,14.17,14.17,14.17,0.0,0.0,14.32,14.32,14.32,0.0,0.0
2018-02-18,14.7,14.7,14.7,0.0,0.0,14.84,14.84,14.84,0.0,0.0,14.62,14.62,14.62,0.0,0.0,14.84,14.84,14.84,0.0,0.0
2018-02-25,14.15,14.15,14.15,0.0,0.0,14.38,14.38,14.38,0.0,0.0,14.13,14.13,14.13,0.0,0.0,14.37,14.37,14.37,0.0,0.0
2018-03-04,14.43,14.43,14.43,0.0,0.0,14.56,14.56,14.56,0.0,0.0,14.41,14.41,14.41,0.0,0.0,14.54,14.54,14.54,0.0,0.0
2018-03-11,14.5,14.5,14.5,0.0,0.0,14.73,14.73,14.73,0.0,0.0,14.48,14.48,14.48,0.0,0.0,14.69,14.69,14.69,0.0,0.0
2018-03-18,15.19,15.19,15.19,0.0,0.0,15.31,15.31,15.31,0.0,0.0,15.19,15.19,15.19,0.0,0.0,15.31,15.31,15.31,0.0,0.0
2018-03-25,15.17,15.17,15.17,0.0,0.0,15.35,15.35,15.35,0.0,0.0,15.17,15.17,15.17,0.0,0.0,15.27,15.27,15.27,0.0,0.0
2018-04-01,14.98,14.98,14.98,0.0,0.0,15.12,15.12,15.12,0.0,0.0,14.81,14.81,14.81,0.0,0.0,14.86,14.86,14.86,0.0,0.0
2018-04-08,15.64,15.64,15.64,0.0,0.0,15.74,15.74,15.74,0.0,0.0,15.64,15.64,15.64,0.0,0.0,15.68,15.68,15.68,0.0,0.0
2018-04-15,15.74,15.74,15.74,0.0,0.0,15.93,15.93,15.93,0.0,0.0,15.74,15.74,15.74,0.0,0.0,15.88,15.88,15.88,0.0,0.0
2018-04-22,16.01,16.01,16.01,0.0,0.0,16.07,16.07,16.07,0.0,0.0,15.99,15.99,15.99,0.0,0.0,15.99,15.99,15.99,0.0,0.0
2018-04-29,16.02,16.02,16.02,0.0,0.0,16.27,16.27,16.27,0.0,0.0,15.98,15.98,15.98,0.0,0.0,16.25,16.25,16.25,0.0,0.0
2018-05-06,16.77,16.77,16.77,0.0,0.0,16.8,16.8,16.8,0.0,0.0,16.72,16.72,16.72,0.0,0.0,16.72,16.72,16.72,0.0,0.0
2018-05-13,17.16,17.16,17.16,0.0,0.0,17.23,17.23,17.23,0.0,0.0,17.06,17.06,17.06,0.0,0.0,17.09,17.09,17.09,0.0,0.0
2018-05-20,16.81,16.81,16.81,0.0,0.0,16.81,16.81,16.81,0.0,0.0,16.62,16.62,16.62,0.0,0.0,16.65,16.65,16.65,0.0,0.0
2018-05-27,16.61,16.61,16.61,0.0,0.0,16.69,16.69,16.69,0.0,0.0,16.57,16.57,16.57,0.0,0.0,16.57,16.57,16.57,0.0,0.0
2018-06-03,16.61,16.61,16.61,0.0,0.0,16.61,16.61,16.61,0.0,0.0,16.45,16.45,16.45,0.0,0.0,16.55,16.55,16.55,0.0,0.0
2018-06-10,16.37,16.37,16.37,0.0,0.0,16.38,16.38,16.38,0.0,0.0,16.01,16.01,16.01,0.0,0.0,16.02,16.02,16.02,0.0,0.0
2018-06-17,16.29,16.29,16.29,0.0,0.0,16.46,16.46,16.46,0.0,0.0,16.22,16.22,16.22,0.0,0.0,16.46,16.46,16.46,0.0,0.0
2018-06-24,17.0,17.0,17.0,0.0,0.0,17.16,17.16,17.16,0.0,0.0,16.99,16.99,16.99,0.0,0.0,17.08,17.08,17.08,0.0,0.0
2018-07-01,16.8,16.8,16.8,0.0,0.0,16.89,16.89,16.89,0.0,0.0,16.76,16.76,16.76,0.0,0.0,16.88,16.88,16.88,0.0,0.0
2018-07-08,16.5,16.5,16.5,0.0,0.0,16.72,16.72,16.72,0.0,0.0,16.49,16.49,16.49,0.0,0.0,16.59,16.59,16.59,0.0,0.0
2018-07-15,16.33,16.33,16.33,0.0,0.0,16.34,16.34,16.34,0.0,0.0,16.22,16.22,16.22,0.0,0.0,16.28,16.28,16.28,0.0,0.0
2018-07-22,16.8,16.8,16.8,0.0,0.0,16.82,16.82,16.82,0.0,0.0,16.67,16.67,16.67,0.0,0.0,16.69,16.69,16.69,0.0,0.0
2018-07-29,16.48,16.48,16.48,0.0,0.0,16.53,16.53,16.53,0.0,0.0,16.35,16.35,16.35,0.0,0.0,16.48,16.48,16.48,0.0,0.0
2018-08-05,16.34,16.34,16.34,0.0,0.0,16.5,16.5,16.5,0.0,0.0,16.31,16.31,16.31,0.0,0.0,16.44,16.44,16.44,0.0,0.0
2018-08-12,16.31,16.31,16.31,0.0,0.0,16.31,16.31,16.31,0.0,0.0,16.14,16.14,16.14,0.0,0.0,16.17,16.17,16.17,0.0,0.0
2018-08-19,16.97,16.97,16.97,0.0,0.0,17.02,17.02,17.02,0.0,0.0,16.87,16.87,16.87,0.0,0.0,16.89,16.89,16.89,0.0,0.0
2018-08-26,17.2,17.2,17.2,0.0,0.0,17.25,17.25,17.25,0.0,0.0,17.12,17.12,17.12,0.0,0.0,17.14,17.14,17.14,0.0,0.0
2018-09-02,16.71,16.71,16.71,0.0,0.0,16.91,16.91,16.91,0.0,0.0,16.7,16.7,16.7,0.0,0.0,16.91,16.91,16.91,0.0,0.0
2018-09-09,17.09,17.09,17.09,0.0,0.0,17.22,17.22,17.22,0.0,0.0,16.97,16.97,16.97,0.0,0.0,17.06,17.06,17.06,0.0,0.0
2018-09-16,17.45,17.45,17.45,0.0,0.0,17.54,17.54,17.54,0.0,0.0,17.22,17.22,17.22,0.0,0.0,17.29,17.29,17.29,0.0,0.0
2018-09-23,17.91,17.91,17.91,0.0,0.0,18.2,18.2,18.2,0.0,0.0,17.91,17.91,17.91,0.0,0.0,18.13,18.13,18.13,0.0,0.0
2018-09-30,18.48,18.48,18.48,0.0,0.0,18.55,18.55,18.55,0.0,0.0,18.37,18.37,18.37,0.0,0.0,18.41,18.41,18.41,0.0,0.0
2018-10-07,17.72,17.72,17.72,0.0,0.0,17.72,17.72,17.72,0.0,0.0,17.5,17.5,17.5,0.0,0.0,17.69,17.69,17.69,0.0,0.0
2018-10-14,17.47,17.47,17.47,0.0,0.0,17.58,17.58,17.58,0.0,0.0,17.41,17.41,17.41,0.0,0.0,17.49,17.49,17.49,0.0,0.0
2018-10-21,16.76,16.76,16.76,0.0,0.0,17.08,17.08,17.08,0.0,0.0,16.72,16.72,16.72,0.0,0.0,17.06,17.06,17.06,0.0,0.0
2018-10-28,16.07,16.07,16.07,0.0,0.0,16.16,16.16,16.16,0.0,0.0,15.97,15.97,15.97,0.0,0.0,16.03,16.03,16.03,0.0,0.0
2018-11-04,15.53,15.53,15.53,0.0,0.0,15.7,15.7,15.7,0.0,0.0,15.47,15.47,15.47,0.0,0.0,15.59,15.59,15.59,0.0,0.0
2018-11-11,15.11,15.11,15.11,0.0,0.0,15.22,15.22,15.22,0.0,0.0,14.87,14.87,14.87,0.0,0.0,15.0,15.0,15.0,0.0,0.0
2018-11-18,13.75,13.75,13.75,0.0,0.0,13.8,13.8,13.8,0.0,0.0,13.58,13.58,13.58,0.0,0.0,13.72,13.72,13.72,0.0,0.0
