Date,First Trust Multi Cap Growth AlphaDEXEtf_Open_average,First Trust Multi Cap Growth AlphaDEXEtf_Open_max,First Trust Multi Cap Growth AlphaDEXEtf_Open_min,First Trust Multi Cap Growth AlphaDEXEtf_Open_volatility,First Trust Multi Cap Growth AlphaDEXEtf_Open_change,First Trust Multi Cap Growth AlphaDEXEtf_High_average,First Trust Multi Cap Growth AlphaDEXEtf_High_max,First Trust Multi Cap Growth AlphaDEXEtf_High_min,First Trust Multi Cap Growth AlphaDEXEtf_High_volatility,First Trust Multi Cap Growth AlphaDEXEtf_High_change,First Trust Multi Cap Growth AlphaDEXEtf_Low_average,First Trust Multi Cap Growth AlphaDEXEtf_Low_max,First Trust Multi Cap Growth AlphaDEXEtf_Low_min,First Trust Multi Cap Growth AlphaDEXEtf_Low_volatility,First Trust Multi Cap Growth AlphaDEXEtf_Low_change,First Trust Multi Cap Growth AlphaDEXEtf_Close_average,First Trust Multi Cap Growth AlphaDEXEtf_Close_max,First Trust Multi Cap Growth AlphaDEXEtf_Close_min,First Trust Multi Cap Growth AlphaDEXEtf_Close_volatility,First Trust Multi Cap Growth AlphaDEXEtf_Close_change
2018-05-27,72.13,72.13,72.13,0.0,0.0,72.57,72.57,72.57,0.0,0.0,72.0,72.0,72.0,0.0,0.0,72.52,72.52,72.52,0.0,0.0
2018-06-03,73.48,73.48,73.48,0.0,0.0,73.85,73.85,73.85,0.0,0.0,73.31,73.31,73.31,0.0,0.0,73.85,73.85,73.85,0.0,0.0
2018-06-10,74.0,74.0,74.0,0.0,0.0,74.54,74.54,74.54,0.0,0.0,74.0,74.0,74.0,0.0,0.0,74.43,74.43,74.43,0.0,0.0
2018-06-17,74.59,74.59,74.59,0.0,0.0,74.59,74.59,74.59,0.0,0.0,73.5,73.5,73.5,0.0,0.0,73.5,73.5,73.5,0.0,0.0
2018-06-24,72.29,72.29,72.29,0.0,0.0,72.29,72.29,72.29,0.0,0.0,72.0,72.0,72.0,0.0,0.0,72.16,72.16,72.16,0.0,0.0
2018-07-01,72.35,72.35,72.35,0.0,0.0,73.48,73.48,73.48,0.0,0.0,72.35,72.35,72.35,0.0,0.0,73.44,73.44,73.44,0.0,0.0
2018-07-08,74.44,74.44,74.44,0.0,0.0,74.48,74.48,74.48,0.0,0.0,74.1,74.1,74.1,0.0,0.0,74.29,74.29,74.29,0.0,0.0
2018-07-15,75.0,75.0,75.0,0.0,0.0,75.0,75.0,75.0,0.0,0.0,74.68,74.68,74.68,0.0,0.0,74.7,74.7,74.7,0.0,0.0
2018-07-22,74.87,74.87,74.87,0.0,0.0,74.87,74.87,74.87,0.0,0.0,72.99,72.99,72.99,0.0,0.0,73.25,73.25,73.25,0.0,0.0
2018-07-29,73.89,73.89,73.89,0.0,0.0,73.89,73.89,73.89,0.0,0.0,73.35,73.35,73.35,0.0,0.0,73.48,73.48,73.48,0.0,0.0
2018-08-05,73.96,73.96,73.96,0.0,0.0,74.51,74.51,74.51,0.0,0.0,73.96,73.96,73.96,0.0,0.0,74.51,74.51,74.51,0.0,0.0
2018-08-12,74.07,74.07,74.07,0.0,0.0,74.27,74.27,74.27,0.0,0.0,73.88,73.88,73.88,0.0,0.0,74.24,74.24,74.24,0.0,0.0
2018-08-19,75.54,75.54,75.54,0.0,0.0,76.27,76.27,76.27,0.0,0.0,75.54,75.54,75.54,0.0,0.0,76.27,76.27,76.27,0.0,0.0
2018-08-26,76.72,76.72,76.72,0.0,0.0,77.43,77.43,77.43,0.0,0.0,76.72,76.72,76.72,0.0,0.0,77.43,77.43,77.43,0.0,0.0
2018-09-02,75.78,75.78,75.78,0.0,0.0,76.77,76.77,76.77,0.0,0.0,75.78,75.78,75.78,0.0,0.0,76.25,76.25,76.25,0.0,0.0
2018-09-09,77.6,77.6,77.6,0.0,0.0,77.78,77.78,77.78,0.0,0.0,77.31,77.31,77.31,0.0,0.0,77.58,77.58,77.58,0.0,0.0
2018-09-16,77.43,77.43,77.43,0.0,0.0,77.43,77.43,77.43,0.0,0.0,76.52,76.52,76.52,0.0,0.0,76.64,76.64,76.64,0.0,0.0
2018-09-23,77.02,77.02,77.02,0.0,0.0,77.11,77.11,77.11,0.0,0.0,76.72,76.72,76.72,0.0,0.0,76.92,76.92,76.92,0.0,0.0
2018-09-30,74.98,74.98,74.98,0.0,0.0,74.98,74.98,74.98,0.0,0.0,73.35,73.35,73.35,0.0,0.0,74.17,74.17,74.17,0.0,0.0
2018-10-07,69.47,69.47,69.47,0.0,0.0,70.23,70.23,70.23,0.0,0.0,69.09,69.09,69.09,0.0,0.0,69.86,69.86,69.86,0.0,0.0
2018-10-14,70.81,70.81,70.81,0.0,0.0,70.81,70.81,70.81,0.0,0.0,69.14,69.14,69.14,0.0,0.0,69.25,69.25,69.25,0.0,0.0
2018-10-21,65.86,65.86,65.86,0.0,0.0,66.75,66.75,66.75,0.0,0.0,64.95,64.95,64.95,0.0,0.0,65.94,65.94,65.94,0.0,0.0
2018-10-28,68.77,68.77,68.77,0.0,0.0,69.29,69.29,69.29,0.0,0.0,67.38,67.38,67.38,0.0,0.0,68.62,68.62,68.62,0.0,0.0
2018-11-04,70.1,70.1,70.1,0.0,0.0,70.1,70.1,70.1,0.0,0.0,68.69,68.69,68.69,0.0,0.0,69.1,69.1,69.1,0.0,0.0
2018-11-11,67.29,67.29,67.29,0.0,0.0,67.97,67.97,67.97,0.0,0.0,67.14,67.14,67.14,0.0,0.0,67.83,67.83,67.83,0.0,0.0
2018-11-18,65.2,65.2,65.2,0.0,0.0,65.2,65.2,65.2,0.0,0.0,65.16,65.16,65.16,0.0,0.0,65.18,65.18,65.18,0.0,0.0
2018-11-25,67.98,67.98,67.98,0.0,0.0,68.36,68.36,68.36,0.0,0.0,67.95,67.95,67.95,0.0,0.0,68.3,68.3,68.3,0.0,0.0
2018-12-02,66.51,66.51,66.51,0.0,0.0,66.7,66.7,66.7,0.0,0.0,64.44,64.44,64.44,0.0,0.0,64.55,64.55,64.55,0.0,0.0
2018-12-09,63.98,63.98,63.98,0.0,0.0,64.42,64.42,64.42,0.0,0.0,63.53,63.53,63.53,0.0,0.0,63.66,63.66,63.66,0.0,0.0
2018-12-16,59.68,59.68,59.68,0.0,0.0,60.06,60.06,60.06,0.0,0.0,57.76,57.76,57.76,0.0,0.0,57.94,57.94,57.94,0.0,0.0
2018-12-23,60.48,60.48,60.48,0.0,0.0,61.0,61.0,61.0,0.0,0.0,59.87,59.87,59.87,0.0,0.0,60.58,60.58,60.58,0.0,0.0
2018-12-30,60.64,60.64,60.64,0.0,0.0,62.14,62.14,62.14,0.0,0.0,60.11,60.11,60.11,0.0,0.0,62.14,62.14,62.14,0.0,0.0
2019-01-06,64.25,64.25,64.25,0.0,0.0,64.84,64.84,64.84,0.0,0.0,64.25,64.25,64.25,0.0,0.0,64.84,64.84,64.84,0.0,0.0
2019-01-13,66.18,66.18,66.18,0.0,0.0,66.72,66.72,66.72,0.0,0.0,65.8,65.8,65.8,0.0,0.0,66.48,66.48,66.48,0.0,0.0
2019-01-20,66.52,66.52,66.52,0.0,0.0,66.75,66.75,66.75,0.0,0.0,66.52,66.52,66.52,0.0,0.0,66.57,66.57,66.57,0.0,0.0
2019-01-27,67.53,67.53,67.53,0.0,0.0,68.02,68.02,68.02,0.0,0.0,67.53,67.53,67.53,0.0,0.0,67.61,67.61,67.61,0.0,0.0
2019-02-03,67.67,67.67,67.67,0.0,0.0,68.59,68.59,68.59,0.0,0.0,67.67,67.67,67.67,0.0,0.0,68.59,68.59,68.59,0.0,0.0
2019-02-10,70.35,70.35,70.35,0.0,0.0,70.63,70.63,70.63,0.0,0.0,70.35,70.35,70.35,0.0,0.0,70.63,70.63,70.63,0.0,0.0
2019-02-17,70.72,70.72,70.72,0.0,0.0,71.37,71.37,71.37,0.0,0.0,70.72,70.72,70.72,0.0,0.0,71.37,71.37,71.37,0.0,0.0
2019-02-24,71.77,71.77,71.77,0.0,0.0,71.82,71.82,71.82,0.0,0.0,71.2,71.2,71.2,0.0,0.0,71.82,71.82,71.82,0.0,0.0
2019-03-03,68.79,68.79,68.79,0.0,0.0,69.17,69.17,69.17,0.0,0.0,68.79,68.79,68.79,0.0,0.0,69.16,69.16,69.16,0.0,0.0
2019-03-10,71.0,71.0,71.0,0.0,0.0,71.34,71.34,71.34,0.0,0.0,70.94,70.94,70.94,0.0,0.0,70.94,70.94,70.94,0.0,0.0
2019-03-17,71.89,71.89,71.89,0.0,0.0,71.99,71.99,71.99,0.0,0.0,70.3,70.3,70.3,0.0,0.0,70.35,70.35,70.35,0.0,0.0
2019-03-24,71.42,71.42,71.42,0.0,0.0,71.69,71.69,71.69,0.0,0.0,71.42,71.42,71.42,0.0,0.0,71.68,71.68,71.68,0.0,0.0
2019-03-31,72.89,72.89,72.89,0.0,0.0,73.0,73.0,73.0,0.0,0.0,72.74,72.74,72.74,0.0,0.0,72.86,72.86,72.86,0.0,0.0
2019-04-07,73.37,73.37,73.37,0.0,0.0,73.49,73.49,73.49,0.0,0.0,73.21,73.21,73.21,0.0,0.0,73.43,73.43,73.43,0.0,0.0
2019-04-14,72.34,72.34,72.34,0.0,0.0,72.35,72.35,72.35,0.0,0.0,71.72,71.72,71.72,0.0,0.0,72.26,72.26,72.26,0.0,0.0
2019-04-21,73.01,73.01,73.01,0.0,0.0,73.8,73.8,73.8,0.0,0.0,73.01,73.01,73.01,0.0,0.0,73.8,73.8,73.8,0.0,0.0
2019-04-28,73.42,73.42,73.42,0.0,0.0,74.22,74.22,74.22,0.0,0.0,73.42,73.42,73.42,0.0,0.0,74.22,74.22,74.22,0.0,0.0
2019-05-05,71.75,71.75,71.75,0.0,0.0,72.69,72.69,72.69,0.0,0.0,71.37,71.37,71.37,0.0,0.0,72.69,72.69,72.69,0.0,0.0
2019-05-12,71.89,71.89,71.89,0.0,0.0,72.56,72.56,72.56,0.0,0.0,71.74,71.74,71.74,0.0,0.0,71.79,71.79,71.79,0.0,0.0
2019-05-19,71.31,71.31,71.31,0.0,0.0,71.31,71.31,71.31,0.0,0.0,70.92,70.92,70.92,0.0,0.0,71.14,71.14,71.14,0.0,0.0
2019-05-26,69.55,69.55,69.55,0.0,0.0,70.18,70.18,70.18,0.0,0.0,69.55,69.55,69.55,0.0,0.0,69.78,69.78,69.78,0.0,0.0
2019-06-02,72.72,72.72,72.72,0.0,0.0,73.13,73.13,73.13,0.0,0.0,72.71,72.71,72.71,0.0,0.0,72.91,72.91,72.91,0.0,0.0
2019-06-09,73.23,73.23,73.23,0.0,0.0,73.23,73.23,73.23,0.0,0.0,73.02,73.02,73.02,0.0,0.0,73.07,73.07,73.07,0.0,0.0
2019-06-16,74.68,74.68,74.68,0.0,0.0,75.11,75.11,75.11,0.0,0.0,74.68,74.68,74.68,0.0,0.0,74.77,74.77,74.77,0.0,0.0
2019-06-23,74.21,74.21,74.21,0.0,0.0,74.65,74.65,74.65,0.0,0.0,74.21,74.21,74.21,0.0,0.0,74.65,74.65,74.65,0.0,0.0
2019-06-30,75.34,75.34,75.34,0.0,0.0,76.01,76.01,76.01,0.0,0.0,75.34,75.34,75.34,0.0,0.0,76.01,76.01,76.01,0.0,0.0
2019-07-07,76.22,76.22,76.22,0.0,0.0,76.45,76.45,76.45,0.0,0.0,76.02,76.02,76.02,0.0,0.0,76.39,76.39,76.39,0.0,0.0
2019-07-14,76.26,76.26,76.26,0.0,0.0,76.43,76.43,76.43,0.0,0.0,75.48,75.48,75.48,0.0,0.0,75.48,75.48,75.48,0.0,0.0
2019-07-21,76.73,76.73,76.73,0.0,0.0,76.97,76.97,76.97,0.0,0.0,76.73,76.73,76.73,0.0,0.0,76.82,76.82,76.82,0.0,0.0
2019-07-28,74.6,74.6,74.6,0.0,0.0,74.8,74.8,74.8,0.0,0.0,74.11,74.11,74.11,0.0,0.0,74.5,74.5,74.5,0.0,0.0
2019-08-04,74.88,74.88,74.88,0.0,0.0,75.1,75.1,75.1,0.0,0.0,74.57,74.57,74.57,0.0,0.0,74.74,74.74,74.74,0.0,0.0
2019-08-11,73.02,73.02,73.02,0.0,0.0,74.0,74.0,74.0,0.0,0.0,73.02,73.02,73.02,0.0,0.0,74.0,74.0,74.0,0.0,0.0
2019-08-18,74.78,74.78,74.78,0.0,0.0,74.78,74.78,74.78,0.0,0.0,73.26,73.26,73.26,0.0,0.0,73.26,73.26,73.26,0.0,0.0
2019-08-25,75.0,75.0,75.0,0.0,0.0,75.07,75.07,75.07,0.0,0.0,74.48,74.48,74.48,0.0,0.0,74.48,74.48,74.48,0.0,0.0
2019-09-01,75.18,75.18,75.18,0.0,0.0,75.57,75.57,75.57,0.0,0.0,75.15,75.15,75.15,0.0,0.0,75.19,75.19,75.19,0.0,0.0
2019-09-08,74.86,74.86,74.86,0.0,0.0,75.04,75.04,75.04,0.0,0.0,74.45,74.45,74.45,0.0,0.0,74.55,74.55,74.55,0.0,0.0
2019-09-15,75.19,75.19,75.19,0.0,0.0,75.19,75.19,75.19,0.0,0.0,74.93,74.93,74.93,0.0,0.0,74.93,74.93,74.93,0.0,0.0
2019-09-22,73.76,73.76,73.76,0.0,0.0,73.76,73.76,73.76,0.0,0.0,72.53,72.53,72.53,0.0,0.0,72.72,72.72,72.72,0.0,0.0
2019-09-29,72.1,72.1,72.1,0.0,0.0,72.92,72.92,72.92,0.0,0.0,72.1,72.1,72.1,0.0,0.0,72.92,72.92,72.92,0.0,0.0
2019-10-06,73.05,73.05,73.05,0.0,0.0,73.68,73.68,73.68,0.0,0.0,73.05,73.05,73.05,0.0,0.0,73.59,73.59,73.59,0.0,0.0
2019-10-13,73.4,73.4,73.4,0.0,0.0,73.4,73.4,73.4,0.0,0.0,73.4,73.4,73.4,0.0,0.0,73.4,73.4,73.4,0.0,0.0
2019-10-20,73.74,73.74,73.74,0.0,0.0,73.89,73.89,73.89,0.0,0.0,73.58,73.58,73.58,0.0,0.0,73.8,73.8,73.8,0.0,0.0
2019-10-27,74.72,74.72,74.72,0.0,0.0,74.72,74.72,74.72,0.0,0.0,74.61,74.61,74.61,0.0,0.0,74.64,74.64,74.64,0.0,0.0
2019-11-03,73.63,73.63,73.63,0.0,0.0,74.12,74.12,74.12,0.0,0.0,73.63,73.63,73.63,0.0,0.0,74.08,74.08,74.08,0.0,0.0
2019-11-10,75.2,75.2,75.2,0.0,0.0,75.39,75.39,75.39,0.0,0.0,75.07,75.07,75.07,0.0,0.0,75.33,75.33,75.33,0.0,0.0
2019-11-17,75.34,75.34,75.34,0.0,0.0,75.34,75.34,75.34,0.0,0.0,74.97,74.97,74.97,0.0,0.0,75.28,75.28,75.28,0.0,0.0
2019-11-24,76.78,76.78,76.78,0.0,0.0,77.01,77.01,77.01,0.0,0.0,76.62,76.62,76.62,0.0,0.0,76.62,76.62,76.62,0.0,0.0
2019-12-01,76.55,76.55,76.55,0.0,0.0,76.73,76.73,76.73,0.0,0.0,76.33,76.33,76.33,0.0,0.0,76.43,76.43,76.43,0.0,0.0
2019-12-08,76.1,76.1,76.1,0.0,0.0,76.1,76.1,76.1,0.0,0.0,75.78,75.78,75.78,0.0,0.0,75.98,75.98,75.98,0.0,0.0
2019-12-15,76.88,76.88,76.88,0.0,0.0,77.37,77.37,77.37,0.0,0.0,76.88,76.88,76.88,0.0,0.0,77.37,77.37,77.37,0.0,0.0
2019-12-22,77.53,77.53,77.53,0.0,0.0,77.6,77.6,77.6,0.0,0.0,77.25,77.25,77.25,0.0,0.0,77.45,77.45,77.45,0.0,0.0
2019-12-29,77.14,77.14,77.14,0.0,0.0,77.71,77.71,77.71,0.0,0.0,77.14,77.14,77.14,0.0,0.0,77.67,77.67,77.67,0.0,0.0
