Date,ProShares UltraShort FTSE China 50_etf_Open_average,ProShares UltraShort FTSE China 50_etf_Open_max,ProShares UltraShort FTSE China 50_etf_Open_min,ProShares UltraShort FTSE China 50_etf_Open_volatility,ProShares UltraShort FTSE China 50_etf_Open_change,ProShares UltraShort FTSE China 50_etf_High_average,ProShares UltraShort FTSE China 50_etf_High_max,ProShares UltraShort FTSE China 50_etf_High_min,ProShares UltraShort FTSE China 50_etf_High_volatility,ProShares UltraShort FTSE China 50_etf_High_change,ProShares UltraShort FTSE China 50_etf_Low_average,ProShares UltraShort FTSE China 50_etf_Low_max,ProShares UltraShort FTSE China 50_etf_Low_min,ProShares UltraShort FTSE China 50_etf_Low_volatility,ProShares UltraShort FTSE China 50_etf_Low_change,ProShares UltraShort FTSE China 50_etf_Close_average,ProShares UltraShort FTSE China 50_etf_Close_max,ProShares UltraShort FTSE China 50_etf_Close_min,ProShares UltraShort FTSE China 50_etf_Close_volatility,ProShares UltraShort FTSE China 50_etf_Close_change
2018-04-08,58.96,58.96,58.96,0.0,0.0,60.24,60.24,60.24,0.0,0.0,58.96,58.96,58.96,0.0,0.0,59.88,59.88,59.88,0.0,0.0
2018-04-15,62.16,62.16,62.16,0.0,0.0,63.36,63.36,63.36,0.0,0.0,62.16,62.16,62.16,0.0,0.0,62.88,62.88,62.88,0.0,0.0
2018-04-22,62.12,62.12,62.12,0.0,0.0,62.52,62.52,62.52,0.0,0.0,61.56,61.56,61.56,0.0,0.0,61.8,61.8,61.8,0.0,0.0
2018-04-29,64.2,64.2,64.2,0.0,0.0,64.52,64.52,64.52,0.0,0.0,62.04,62.04,62.04,0.0,0.0,62.6,62.6,62.6,0.0,0.0
2018-05-06,58.24,58.24,58.24,0.0,0.0,58.8,58.8,58.8,0.0,0.0,58.11,58.11,58.11,0.0,0.0,58.28,58.28,58.28,0.0,0.0
2018-05-13,58.68,58.68,58.68,0.0,0.0,59.2,59.2,59.2,0.0,0.0,58.67,58.67,58.67,0.0,0.0,58.92,58.92,58.92,0.0,0.0
2018-05-20,60.82,60.82,60.82,0.0,0.0,61.37,61.37,61.37,0.0,0.0,60.7,60.7,60.7,0.0,0.0,60.7,60.7,60.7,0.0,0.0
2018-05-27,60.94,60.94,60.94,0.0,0.0,60.94,60.94,60.94,0.0,0.0,60.03,60.03,60.03,0.0,0.0,60.17,60.17,60.17,0.0,0.0
2018-06-03,58.42,58.42,58.42,0.0,0.0,58.65,58.65,58.65,0.0,0.0,57.72,57.72,57.72,0.0,0.0,58.01,58.01,58.01,0.0,0.0
2018-06-10,62.33,62.33,62.33,0.0,0.0,62.8,62.8,62.8,0.0,0.0,61.31,61.31,61.31,0.0,0.0,61.31,61.31,61.31,0.0,0.0
2018-06-17,66.76,66.76,66.76,0.0,0.0,67.44,67.44,67.44,0.0,0.0,66.69,66.69,66.69,0.0,0.0,67.07,67.07,67.07,0.0,0.0
2018-06-24,70.16,70.16,70.16,0.0,0.0,70.84,70.84,70.84,0.0,0.0,69.77,69.77,69.77,0.0,0.0,70.5,70.5,70.5,0.0,0.0
2018-07-01,74.44,74.44,74.44,0.0,0.0,74.44,74.44,74.44,0.0,0.0,71.79,71.79,71.79,0.0,0.0,72.48,72.48,72.48,0.0,0.0
2018-07-08,71.29,71.29,71.29,0.0,0.0,71.33,71.33,71.33,0.0,0.0,70.2,70.2,70.2,0.0,0.0,70.29,70.29,70.29,0.0,0.0
2018-07-15,73.77,73.77,73.77,0.0,0.0,73.77,73.77,73.77,0.0,0.0,71.77,71.77,71.77,0.0,0.0,71.91,71.91,71.91,0.0,0.0
2018-07-22,67.86,67.86,67.86,0.0,0.0,68.78,68.78,68.78,0.0,0.0,67.41,67.41,67.41,0.0,0.0,68.2,68.2,68.2,0.0,0.0
2018-07-29,73.16,73.16,73.16,0.0,0.0,73.16,73.16,73.16,0.0,0.0,71.85,71.85,71.85,0.0,0.0,72.21,72.21,72.21,0.0,0.0
2018-08-05,70.15,70.15,70.15,0.0,0.0,70.75,70.75,70.75,0.0,0.0,69.57,69.57,69.57,0.0,0.0,69.8,69.8,69.8,0.0,0.0
2018-08-12,77.14,77.14,77.14,0.0,0.0,77.43,77.43,77.43,0.0,0.0,73.33,73.33,73.33,0.0,0.0,73.91,73.91,73.91,0.0,0.0
2018-08-19,70.5,70.5,70.5,0.0,0.0,70.74,70.74,70.74,0.0,0.0,69.51,69.51,69.51,0.0,0.0,70.02,70.02,70.02,0.0,0.0
2018-08-26,71.08,71.08,71.08,0.0,0.0,71.75,71.75,71.75,0.0,0.0,69.9,69.9,69.9,0.0,0.0,70.41,70.41,70.41,0.0,0.0
2018-09-02,76.06,76.06,76.06,0.0,0.0,76.29,76.29,76.29,0.0,0.0,74.22,74.22,74.22,0.0,0.0,75.54,75.54,75.54,0.0,0.0
2018-09-09,73.01,73.01,73.01,0.0,0.0,74.87,74.87,74.87,0.0,0.0,72.68,72.68,72.68,0.0,0.0,73.94,73.94,73.94,0.0,0.0
2018-09-16,66.87,66.87,66.87,0.0,0.0,67.72,67.72,67.72,0.0,0.0,66.67,66.67,66.67,0.0,0.0,67.5,67.5,67.5,0.0,0.0
2018-09-23,68.66,68.66,68.66,0.0,0.0,69.03,69.03,69.03,0.0,0.0,67.68,67.68,67.68,0.0,0.0,68.53,68.53,68.53,0.0,0.0
2018-09-30,74.65,74.65,74.65,0.0,0.0,76.53,76.53,76.53,0.0,0.0,74.41,74.41,74.41,0.0,0.0,75.15,75.15,75.15,0.0,0.0
2018-10-07,77.97,77.97,77.97,0.0,0.0,79.9,79.9,79.9,0.0,0.0,77.43,77.43,77.43,0.0,0.0,77.56,77.56,77.56,0.0,0.0
2018-10-14,79.47,79.47,79.47,0.0,0.0,80.41,80.41,80.41,0.0,0.0,78.25,78.25,78.25,0.0,0.0,79.78,79.78,79.78,0.0,0.0
2018-10-21,81.99,81.99,81.99,0.0,0.0,82.51,82.51,82.51,0.0,0.0,79.45,79.45,79.45,0.0,0.0,81.05,81.05,81.05,0.0,0.0
2018-10-28,70.27,70.27,70.27,0.0,0.0,74.25,74.25,74.25,0.0,0.0,70.0,70.0,70.0,0.0,0.0,72.54,72.54,72.54,0.0,0.0
2018-11-04,76.1,76.1,76.1,0.0,0.0,77.55,77.55,77.55,0.0,0.0,75.84,75.84,75.84,0.0,0.0,76.37,76.37,76.37,0.0,0.0
2018-11-11,72.08,72.08,72.08,0.0,0.0,72.5,72.5,72.5,0.0,0.0,69.54,69.54,69.54,0.0,0.0,70.37,70.37,70.37,0.0,0.0
2018-11-18,74.87,74.87,74.87,0.0,0.0,74.9,74.9,74.9,0.0,0.0,73.73,73.73,73.73,0.0,0.0,74.63,74.63,74.63,0.0,0.0
2018-11-25,69.71,69.71,69.71,0.0,0.0,70.16,70.16,70.16,0.0,0.0,68.31,68.31,68.31,0.0,0.0,68.31,68.31,68.31,0.0,0.0
2018-12-02,71.04,71.04,71.04,0.0,0.0,73.61,73.61,73.61,0.0,0.0,70.09,70.09,70.09,0.0,0.0,73.29,73.29,73.29,0.0,0.0
2018-12-09,71.48,71.48,71.48,0.0,0.0,71.53,71.53,71.53,0.0,0.0,70.37,70.37,70.37,0.0,0.0,71.21,71.21,71.21,0.0,0.0
2018-12-16,76.35,76.35,76.35,0.0,0.0,77.98,77.98,77.98,0.0,0.0,75.3,75.3,75.3,0.0,0.0,77.21,77.21,77.21,0.0,0.0
2018-12-23,76.66,76.66,76.66,0.0,0.0,77.24,77.24,77.24,0.0,0.0,75.99,75.99,75.99,0.0,0.0,76.69,76.69,76.69,0.0,0.0
2018-12-30,76.86,76.86,76.86,0.0,0.0,77.45,77.45,77.45,0.0,0.0,74.18,74.18,74.18,0.0,0.0,75.37,75.37,75.37,0.0,0.0
2019-01-06,71.89,71.89,71.89,0.0,0.0,72.08,72.08,72.08,0.0,0.0,71.28,71.28,71.28,0.0,0.0,71.36,71.36,71.36,0.0,0.0
2019-01-13,68.55,68.55,68.55,0.0,0.0,68.73,68.73,68.73,0.0,0.0,67.4,67.4,67.4,0.0,0.0,68.01,68.01,68.01,0.0,0.0
2019-01-20,65.99,65.99,65.99,0.0,0.0,65.99,65.99,65.99,0.0,0.0,64.84,64.84,64.84,0.0,0.0,65.27,65.27,65.27,0.0,0.0
2019-01-27,63.6,63.6,63.6,0.0,0.0,64.09,64.09,64.09,0.0,0.0,63.22,63.22,63.22,0.0,0.0,63.57,63.57,63.57,0.0,0.0
2019-02-03,64.74,64.74,64.74,0.0,0.0,65.5,65.5,65.5,0.0,0.0,64.29,64.29,64.29,0.0,0.0,64.35,64.35,64.35,0.0,0.0
2019-02-10,64.07,64.07,64.07,0.0,0.0,64.3,64.3,64.3,0.0,0.0,63.6,63.6,63.6,0.0,0.0,63.8,63.8,63.8,0.0,0.0
2019-02-17,59.72,59.72,59.72,0.0,0.0,60.0,60.0,60.0,0.0,0.0,59.27,59.27,59.27,0.0,0.0,59.57,59.57,59.57,0.0,0.0
2019-02-24,58.9,58.9,58.9,0.0,0.0,59.76,59.76,59.76,0.0,0.0,58.71,58.71,58.71,0.0,0.0,59.3,59.3,59.3,0.0,0.0
2019-03-03,63.5,63.5,63.5,0.0,0.0,63.77,63.77,63.77,0.0,0.0,62.83,62.83,62.83,0.0,0.0,63.12,63.12,63.12,0.0,0.0
2019-03-10,58.78,58.78,58.78,0.0,0.0,58.78,58.78,58.78,0.0,0.0,58.1,58.1,58.1,0.0,0.0,58.31,58.31,58.31,0.0,0.0
2019-03-17,58.84,58.84,58.84,0.0,0.0,60.37,60.37,60.37,0.0,0.0,58.76,58.76,58.76,0.0,0.0,60.31,60.31,60.31,0.0,0.0
2019-03-24,58.96,58.96,58.96,0.0,0.0,59.1,59.1,59.1,0.0,0.0,58.26,58.26,58.26,0.0,0.0,58.46,58.46,58.46,0.0,0.0
2019-03-31,54.91,54.91,54.91,0.0,0.0,54.96,54.96,54.96,0.0,0.0,54.29,54.29,54.29,0.0,0.0,54.56,54.56,54.56,0.0,0.0
2019-04-07,55.37,55.37,55.37,0.0,0.0,55.59,55.59,55.59,0.0,0.0,55.17,55.17,55.17,0.0,0.0,55.39,55.39,55.39,0.0,0.0
2019-04-14,54.94,54.94,54.94,0.0,0.0,55.26,55.26,55.26,0.0,0.0,54.52,54.52,54.52,0.0,0.0,54.75,54.75,54.75,0.0,0.0
2019-04-21,57.68,57.68,57.68,0.0,0.0,58.1,58.1,58.1,0.0,0.0,57.51,57.51,57.51,0.0,0.0,57.58,57.58,57.58,0.0,0.0
2019-04-28,57.17,57.17,57.17,0.0,0.0,57.18,57.18,57.18,0.0,0.0,56.63,56.63,56.63,0.0,0.0,56.71,56.71,56.71,0.0,0.0
2019-05-05,65.35,65.35,65.35,0.0,0.0,66.76,66.76,66.76,0.0,0.0,64.02,64.02,64.02,0.0,0.0,64.58,64.58,64.58,0.0,0.0
2019-05-12,68.13,68.13,68.13,0.0,0.0,68.43,68.43,68.43,0.0,0.0,66.85,66.85,66.85,0.0,0.0,67.56,67.56,67.56,0.0,0.0
2019-05-19,70.21,70.21,70.21,0.0,0.0,71.13,71.13,71.13,0.0,0.0,69.94,69.94,69.94,0.0,0.0,71.08,71.08,71.08,0.0,0.0
2019-05-26,70.49,70.49,70.49,0.0,0.0,70.62,70.62,70.62,0.0,0.0,69.25,69.25,69.25,0.0,0.0,69.43,69.43,69.43,0.0,0.0
2019-06-02,69.07,69.07,69.07,0.0,0.0,69.14,69.14,69.14,0.0,0.0,67.48,67.48,67.48,0.0,0.0,68.96,68.96,68.96,0.0,0.0
2019-06-09,68.3,68.3,68.3,0.0,0.0,69.05,69.05,69.05,0.0,0.0,68.3,68.3,68.3,0.0,0.0,69.02,69.02,69.02,0.0,0.0
2019-06-16,61.03,61.03,61.03,0.0,0.0,61.23,61.23,61.23,0.0,0.0,60.71,60.71,60.71,0.0,0.0,61.12,61.12,61.12,0.0,0.0
2019-06-23,60.33,60.33,60.33,0.0,0.0,60.51,60.51,60.51,0.0,0.0,60.17,60.17,60.17,0.0,0.0,60.18,60.18,60.18,0.0,0.0
2019-06-30,60.34,60.34,60.34,0.0,0.0,60.82,60.82,60.82,0.0,0.0,60.31,60.31,60.31,0.0,0.0,60.5,60.5,60.5,0.0,0.0
2019-07-07,61.8,61.8,61.8,0.0,0.0,62.29,62.29,62.29,0.0,0.0,61.8,61.8,61.8,0.0,0.0,62.05,62.05,62.05,0.0,0.0
2019-07-14,60.37,60.37,60.37,0.0,0.0,61.28,61.28,61.28,0.0,0.0,59.79,59.79,59.79,0.0,0.0,61.07,61.07,61.07,0.0,0.0
2019-07-21,61.56,61.56,61.56,0.0,0.0,61.9,61.9,61.9,0.0,0.0,61.55,61.55,61.55,0.0,0.0,61.69,61.69,61.69,0.0,0.0
2019-07-28,68.6,68.6,68.6,0.0,0.0,69.51,69.51,69.51,0.0,0.0,68.04,68.04,68.04,0.0,0.0,69.24,69.24,69.24,0.0,0.0
2019-08-04,72.69,72.69,72.69,0.0,0.0,73.73,73.73,73.73,0.0,0.0,72.35,72.35,72.35,0.0,0.0,72.88,72.88,72.88,0.0,0.0
2019-08-11,74.17,74.17,74.17,0.0,0.0,74.17,74.17,74.17,0.0,0.0,72.76,72.76,72.76,0.0,0.0,73.04,73.04,73.04,0.0,0.0
2019-08-18,71.83,71.83,71.83,0.0,0.0,74.19,74.19,74.19,0.0,0.0,70.79,70.79,70.79,0.0,0.0,74.01,74.01,74.01,0.0,0.0
2019-08-25,70.57,70.57,70.57,0.0,0.0,71.55,71.55,71.55,0.0,0.0,70.07,70.07,70.07,0.0,0.0,71.05,71.05,71.05,0.0,0.0
2019-09-01,65.56,65.56,65.56,0.0,0.0,65.88,65.88,65.88,0.0,0.0,65.02,65.02,65.02,0.0,0.0,65.81,65.81,65.81,0.0,0.0
2019-09-08,62.0,62.0,62.0,0.0,0.0,62.07,62.07,62.07,0.0,0.0,61.61,61.61,61.61,0.0,0.0,61.74,61.74,61.74,0.0,0.0
2019-09-15,65.26,65.26,65.26,0.0,0.0,66.44,66.44,66.44,0.0,0.0,65.18,65.18,65.18,0.0,0.0,66.09,66.09,66.09,0.0,0.0
2019-09-22,67.87,67.87,67.87,0.0,0.0,70.14,70.14,70.14,0.0,0.0,67.56,67.56,67.56,0.0,0.0,69.47,69.47,69.47,0.0,0.0
2019-09-29,67.44,67.44,67.44,0.0,0.0,67.93,67.93,67.93,0.0,0.0,66.67,66.67,66.67,0.0,0.0,66.72,66.72,66.72,0.0,0.0
2019-10-06,62.54,62.54,62.54,0.0,0.0,63.48,63.48,63.48,0.0,0.0,62.03,62.03,62.03,0.0,0.0,63.17,63.17,63.17,0.0,0.0
2019-10-13,62.76,62.76,62.76,0.0,0.0,63.4,63.4,63.4,0.0,0.0,62.44,62.44,62.44,0.0,0.0,63.4,63.4,63.4,0.0,0.0
2019-10-20,63.42,63.42,63.42,0.0,0.0,63.49,63.49,63.49,0.0,0.0,62.51,62.51,62.51,0.0,0.0,62.67,62.67,62.67,0.0,0.0
2019-10-27,61.73,61.73,61.73,0.0,0.0,61.73,61.73,61.73,0.0,0.0,60.92,60.92,60.92,0.0,0.0,61.0,61.0,61.0,0.0,0.0
2019-11-03,58.76,58.76,58.76,0.0,0.0,59.32,59.32,59.32,0.0,0.0,58.58,58.58,58.58,0.0,0.0,58.88,58.88,58.88,0.0,0.0
2019-11-10,63.8,63.8,63.8,0.0,0.0,63.93,63.93,63.93,0.0,0.0,63.43,63.43,63.43,0.0,0.0,63.61,63.61,63.61,0.0,0.0
2019-11-17,62.78,62.78,62.78,0.0,0.0,63.31,63.31,63.31,0.0,0.0,62.67,62.67,62.67,0.0,0.0,62.99,62.99,62.99,0.0,0.0
2019-11-24,64.07,64.07,64.07,0.0,0.0,64.2,64.2,64.2,0.0,0.0,63.73,63.73,63.73,0.0,0.0,63.92,63.92,63.92,0.0,0.0
2019-12-01,62.66,62.66,62.66,0.0,0.0,63.11,63.11,63.11,0.0,0.0,62.66,62.66,62.66,0.0,0.0,63.11,63.11,63.11,0.0,0.0
2019-12-08,58.01,58.01,58.01,0.0,0.0,58.98,58.98,58.98,0.0,0.0,56.89,56.89,56.89,0.0,0.0,58.95,58.95,58.95,0.0,0.0
2019-12-15,55.59,55.59,55.59,0.0,0.0,55.59,55.59,55.59,0.0,0.0,55.19,55.19,55.19,0.0,0.0,55.45,55.45,55.45,0.0,0.0
2019-12-22,53.72,53.72,53.72,0.0,0.0,54.06,54.06,54.06,0.0,0.0,53.48,53.48,53.48,0.0,0.0,53.76,53.76,53.76,0.0,0.0
2019-12-29,53.03,53.03,53.03,0.0,0.0,53.11,53.11,53.11,0.0,0.0,52.36,52.36,52.36,0.0,0.0,53.09,53.09,53.09,0.0,0.0
