Date,LODE_Open_average,LODE_Open_max,LODE_Open_min,LODE_Open_volatility,LODE_Open_change,LODE_High_average,LODE_High_max,LODE_High_min,LODE_High_volatility,LODE_High_change,LODE_Low_average,LODE_Low_max,LODE_Low_min,LODE_Low_volatility,LODE_Low_change,LODE_Close_average,LODE_Close_max,LODE_Close_min,LODE_Close_volatility,LODE_Close_change,LODE_Volume_average,LODE_Volume_max,LODE_Volume_min,LODE_Volume_volatility,LODE_Volume_change
2018-01-14,1.9788000000000001,2.025,1.95,0.07499999999999996,0.0035000000000000586,2.1684,2.45,2.05,0.40000000000000036,-0.13100000000000023,1.9374,1.9505,1.919,0.03149999999999986,0.03149999999999986,1.9849,2.005,1.94,0.06499999999999995,-0.0044999999999997264,28325,40621,19901,20720,-15984
2018-01-21,2.1952000000000003,2.45,2.02,0.43000000000000016,0.18000000000000016,2.3532,2.45,2.1495,0.3005,0.26549999999999985,2.1237,2.201,2.0,0.20100000000000007,0.20000000000000018,2.2001,2.2815,2.0365,0.24499999999999966,0.24499999999999966,57066,69835,50262,19573,8027
2018-01-28,2.15,2.3,2.025,0.2749999999999999,-0.2749999999999999,2.1688,2.3,2.064,0.23599999999999977,-0.23599999999999977,2.0328,2.2255,1.8055,0.4199999999999997,-0.4199999999999997,2.0806,2.242,1.8715,0.37050000000000005,-0.37050000000000005,12364,24160,2221,21939,-1845
2018-02-04,1.8065,1.8345,1.775,0.05950000000000011,-0.050000000000000044,1.8808,1.95,1.798,0.1519999999999999,0.07850000000000001,1.7545,1.8,1.6775,0.12250000000000005,-0.025000000000000133,1.8159,1.905,1.775,0.13000000000000012,0.10499999999999998,5269,8021,2312,5709,1873
2018-02-11,1.8225,2.0,1.7,0.30000000000000004,-0.30000000000000004,1.84125,2.0,1.775,0.2250000000000001,-0.2250000000000001,1.67375,1.725,1.655,0.07000000000000006,-0.07000000000000006,1.726,1.785,1.699,0.08599999999999985,-0.08499999999999996,7004,10908,3647,7261,-5495
2018-02-18,1.6275,1.785,1.5375,0.24749999999999983,-0.23499999999999988,1.6360999999999999,1.785,1.5555,0.22949999999999982,-0.20999999999999996,1.5146,1.625,1.45,0.17500000000000004,-0.12549999999999994,1.5627,1.65,1.501,0.14900000000000002,-0.14900000000000002,10816,18035,7378,10657,-1308
2018-02-25,1.5503,1.59,1.5290000000000001,0.06099999999999994,-0.0034999999999998366,1.5759,1.59,1.5605,0.02950000000000008,-0.0020000000000000018,1.5273,1.5290000000000001,1.525,0.004000000000000226,0.0030000000000001137,1.5464,1.5625,1.5275,0.03499999999999992,0.0,12945,21672,3184,18488,-18488
2018-03-04,1.5178,1.56,1.4240000000000002,0.1359999999999999,-0.1359999999999999,1.5431000000000001,1.62,1.475,0.14500000000000002,-0.14500000000000002,1.4488,1.545,1.35,0.19499999999999984,-0.17999999999999994,1.486,1.5555,1.4,0.1555000000000002,-0.07550000000000012,12868,22148,3826,18322,-6365
2018-03-11,1.4264000000000001,1.4775,1.3845,0.09299999999999997,-0.022499999999999964,1.488,1.525,1.45,0.07499999999999996,-0.07499999999999996,1.3625,1.44,1.3,0.1399999999999999,-0.08999999999999986,1.3909,1.5,1.35,0.1499999999999999,-0.1499999999999999,6260,11867,2411,9456,-460
2018-03-18,1.3844,1.45,1.2890000000000001,0.1609999999999998,-0.12099999999999977,1.4031,1.45,1.306,0.1439999999999999,-0.10399999999999987,1.2983,1.35,1.2155,0.13450000000000006,-0.09450000000000003,1.3367,1.4495,1.2155,0.23399999999999999,-0.13450000000000006,8648,13693,5005,8688,-279
