Date,MEOH_Open_average,MEOH_Open_max,MEOH_Open_min,MEOH_Open_volatility,MEOH_Open_change,MEOH_High_average,MEOH_High_max,MEOH_High_min,MEOH_High_volatility,MEOH_High_change,MEOH_Low_average,MEOH_Low_max,MEOH_Low_min,MEOH_Low_volatility,MEOH_Low_change,MEOH_Close_average,MEOH_Close_max,MEOH_Close_min,MEOH_Close_volatility,MEOH_Close_change,MEOH_Volume_average,MEOH_Volume_max,MEOH_Volume_min,MEOH_Volume_volatility,MEOH_Volume_change
2018-01-14,59.35,61.45,58.45,3.0,-2.200000000000003,59.826,61.45,59.2,2.25,-1.8700000000000045,58.216,58.73,57.85,0.8799999999999955,-0.0799999999999983,58.93,59.45,58.3,1.1500000000000057,0.6000000000000014,679695,1063333,443184,620149,-436629
2018-01-21,60.36,61.2,59.3,1.9000000000000057,1.9000000000000057,61.28,62.25,60.15,2.1000000000000014,2.1000000000000014,59.768,60.92,59.05,1.8700000000000045,1.8700000000000045,60.74,62.0,59.55,2.450000000000003,1.9500000000000028,649540,839100,507242,331858,223043
2018-01-28,62.01,63.5,59.55,3.950000000000003,-2.1500000000000057,62.739999999999995,64.6,60.65,3.9499999999999957,-1.75,60.588,62.24,57.85,4.390000000000001,-3.5,61.230000000000004,62.95,58.1,4.850000000000001,-4.199999999999996,1099165,1679777,697817,981960,64165
2018-02-04,57.13,60.25,55.3,4.950000000000003,-1.0500000000000043,58.406,60.35,55.98,4.3700000000000045,-3.3999999999999986,55.36,57.75,52.7,5.049999999999997,-1.25,56.550000000000004,59.75,54.45,5.299999999999997,-4.049999999999997,1019899,1397043,770426,626617,-55381
2018-02-11,56.6875,57.85,55.55,2.3000000000000043,1.5500000000000043,57.605,58.12,56.75,1.3699999999999974,0.8999999999999986,56.144999999999996,56.85,55.5,1.3500000000000014,1.3500000000000014,57.1375,57.6,56.6,1.0,0.5499999999999972,450717,572943,357941,215002,61228
2018-02-18,57.87,59.15,56.8,2.3500000000000014,2.3500000000000014,58.77,59.45,57.8,1.6500000000000057,1.6500000000000057,57.44,58.35,56.55,1.8000000000000043,1.1000000000000014,58.22,59.25,57.25,2.0,1.7999999999999972,463526,549566,278032,271534,28834
2018-02-25,55.95,58.75,53.65,5.100000000000001,-4.799999999999997,56.66,59.4,54.2,5.199999999999996,-4.100000000000001,54.74,58.4,52.6,5.799999999999997,-4.600000000000001,55.424,58.6,54.0,4.600000000000001,-3.8299999999999983,774638,1242246,543983,698263,698263
2018-03-04,55.5,56.85,54.55,2.3000000000000043,1.5500000000000043,56.14,57.2,55.4,1.8000000000000043,1.7000000000000028,54.86,55.95,54.0,1.9500000000000028,1.5,55.58,56.5,54.6,1.8999999999999986,0.8000000000000043,500473,694622,260231,434391,-65387
2018-03-11,56.18,56.85,55.65,1.2000000000000028,0.8999999999999986,56.81,57.0,56.55,0.45000000000000284,0.25,55.6,55.9,55.25,0.6499999999999986,0.10000000000000142,56.21,56.85,55.65,1.2000000000000028,0.5,534019,716507,400210,316297,316297
2018-03-18,58.67,59.75,56.4,3.3500000000000014,3.25,60.42,61.25,58.6,2.6499999999999986,2.1000000000000014,58.316,59.33,56.4,2.9299999999999997,2.9299999999999997,59.43,60.6,58.25,2.3500000000000014,2.25,936326,1286843,725845,560998,-93002
