Date,SPDR S&P International Small Cap_Open_average,SPDR S&P International Small Cap_Open_max,SPDR S&P International Small Cap_Open_min,SPDR S&P International Small Cap_Open_volatility,SPDR S&P International Small Cap_Open_change,SPDR S&P International Small Cap_High_average,SPDR S&P International Small Cap_High_max,SPDR S&P International Small Cap_High_min,SPDR S&P International Small Cap_High_volatility,SPDR S&P International Small Cap_High_change,SPDR S&P International Small Cap_Low_average,SPDR S&P International Small Cap_Low_max,SPDR S&P International Small Cap_Low_min,SPDR S&P International Small Cap_Low_volatility,SPDR S&P International Small Cap_Low_change,SPDR S&P International Small Cap_Close_average,SPDR S&P International Small Cap_Close_max,SPDR S&P International Small Cap_Close_min,SPDR S&P International Small Cap_Close_volatility,SPDR S&P International Small Cap_Close_change
2019-06-09,29.66,29.66,29.66,0.0,0.0,29.76,29.76,29.76,0.0,0.0,29.62,29.62,29.62,0.0,0.0,29.66,29.66,29.66,0.0,0.0
2019-06-16,29.88,29.88,29.88,0.0,0.0,29.94,29.94,29.94,0.0,0.0,29.85,29.85,29.85,0.0,0.0,29.9,29.9,29.9,0.0,0.0
2019-06-23,30.28,30.28,30.28,0.0,0.0,30.33,30.33,30.33,0.0,0.0,30.04,30.04,30.04,0.0,0.0,30.13,30.13,30.13,0.0,0.0
2019-06-30,30.08,30.08,30.08,0.0,0.0,30.13,30.13,30.13,0.0,0.0,29.99,29.99,29.99,0.0,0.0,29.99,29.99,29.99,0.0,0.0
2019-07-07,30.09,30.09,30.09,0.0,0.0,30.12,30.12,30.12,0.0,0.0,30.04,30.04,30.04,0.0,0.0,30.1,30.1,30.1,0.0,0.0
2019-07-14,29.93,29.93,29.93,0.0,0.0,30.1,30.1,30.1,0.0,0.0,29.93,29.93,29.93,0.0,0.0,29.99,29.99,29.99,0.0,0.0
2019-07-21,29.69,29.69,29.69,0.0,0.0,29.71,29.71,29.71,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.7,29.7,29.7,0.0,0.0
2019-07-28,28.49,28.49,28.49,0.0,0.0,28.49,28.49,28.49,0.0,0.0,28.04,28.04,28.04,0.0,0.0,28.16,28.16,28.16,0.0,0.0
2019-08-04,28.48,28.48,28.48,0.0,0.0,28.49,28.49,28.49,0.0,0.0,28.26,28.26,28.26,0.0,0.0,28.29,28.29,28.29,0.0,0.0
2019-08-11,28.36,28.36,28.36,0.0,0.0,28.49,28.49,28.49,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.44,28.44,28.44,0.0,0.0
2019-08-18,28.31,28.31,28.31,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.23,28.23,28.23,0.0,0.0,28.27,28.27,28.27,0.0,0.0
2019-08-25,28.72,28.72,28.72,0.0,0.0,28.72,28.72,28.72,0.0,0.0,28.49,28.49,28.49,0.0,0.0,28.65,28.65,28.65,0.0,0.0
2019-09-01,29.13,29.13,29.13,0.0,0.0,29.2,29.2,29.2,0.0,0.0,29.1,29.1,29.1,0.0,0.0,29.18,29.18,29.18,0.0,0.0
2019-09-08,29.64,29.64,29.64,0.0,0.0,29.64,29.64,29.64,0.0,0.0,29.57,29.57,29.57,0.0,0.0,29.59,29.59,29.59,0.0,0.0
2019-09-15,29.54,29.54,29.54,0.0,0.0,29.74,29.74,29.74,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.7,29.7,29.7,0.0,0.0
2019-09-22,29.26,29.26,29.26,0.0,0.0,29.44,29.44,29.44,0.0,0.0,29.26,29.26,29.26,0.0,0.0,29.39,29.39,29.39,0.0,0.0
2019-09-29,29.15,29.15,29.15,0.0,0.0,29.29,29.29,29.29,0.0,0.0,29.14,29.14,29.14,0.0,0.0,29.15,29.15,29.15,0.0,0.0
2019-10-06,29.56,29.56,29.56,0.0,0.0,29.7,29.7,29.7,0.0,0.0,29.53,29.53,29.53,0.0,0.0,29.6,29.6,29.6,0.0,0.0
2019-10-13,30.33,30.33,30.33,0.0,0.0,30.44,30.44,30.44,0.0,0.0,30.32,30.32,30.32,0.0,0.0,30.39,30.39,30.39,0.0,0.0
2019-10-20,30.45,30.45,30.45,0.0,0.0,30.58,30.58,30.58,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.54,30.54,30.54,0.0,0.0
2019-10-27,31.13,31.13,31.13,0.0,0.0,31.18,31.18,31.18,0.0,0.0,31.06,31.06,31.06,0.0,0.0,31.14,31.14,31.14,0.0,0.0
2019-11-03,31.06,31.06,31.06,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.06,31.06,31.06,0.0,0.0,31.21,31.21,31.21,0.0,0.0
2019-11-10,31.21,31.21,31.21,0.0,0.0,31.33,31.33,31.33,0.0,0.0,31.19,31.19,31.19,0.0,0.0,31.26,31.26,31.26,0.0,0.0
2019-11-17,31.11,31.11,31.11,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.11,31.11,31.11,0.0,0.0,31.24,31.24,31.24,0.0,0.0
2019-11-24,31.12,31.12,31.12,0.0,0.0,31.15,31.15,31.15,0.0,0.0,30.9,30.9,30.9,0.0,0.0,31.03,31.03,31.03,0.0,0.0
2019-12-01,31.51,31.51,31.51,0.0,0.0,31.57,31.57,31.57,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.46,31.46,31.46,0.0,0.0
2019-12-08,32.11,32.11,32.11,0.0,0.0,32.32,32.32,32.32,0.0,0.0,32.11,32.11,32.11,0.0,0.0,32.23,32.23,32.23,0.0,0.0
2019-12-15,31.53,31.53,31.53,0.0,0.0,31.53,31.53,31.53,0.0,0.0,31.32,31.32,31.32,0.0,0.0,31.43,31.43,31.43,0.0,0.0
2019-12-22,31.8,31.8,31.8,0.0,0.0,31.86,31.86,31.86,0.0,0.0,31.62,31.62,31.62,0.0,0.0,31.64,31.64,31.64,0.0,0.0
2019-12-29,31.77,31.77,31.77,0.0,0.0,31.92,31.92,31.92,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.72,31.72,31.72,0.0,0.0
