Date,SPDR S&P International Small Cap_Open_average,SPDR S&P International Small Cap_Open_max,SPDR S&P International Small Cap_Open_min,SPDR S&P International Small Cap_Open_volatility,SPDR S&P International Small Cap_Open_change,SPDR S&P International Small Cap_High_average,SPDR S&P International Small Cap_High_max,SPDR S&P International Small Cap_High_min,SPDR S&P International Small Cap_High_volatility,SPDR S&P International Small Cap_High_change,SPDR S&P International Small Cap_Low_average,SPDR S&P International Small Cap_Low_max,SPDR S&P International Small Cap_Low_min,SPDR S&P International Small Cap_Low_volatility,SPDR S&P International Small Cap_Low_change,SPDR S&P International Small Cap_Close_average,SPDR S&P International Small Cap_Close_max,SPDR S&P International Small Cap_Close_min,SPDR S&P International Small Cap_Close_volatility,SPDR S&P International Small Cap_Close_change
2018-01-14,37.2,37.2,37.2,0.0,0.0,37.36,37.36,37.36,0.0,0.0,37.13,37.13,37.13,0.0,0.0,37.36,37.36,37.36,0.0,0.0
2018-01-21,37.8,37.8,37.8,0.0,0.0,37.8,37.8,37.8,0.0,0.0,37.59,37.59,37.59,0.0,0.0,37.65,37.65,37.65,0.0,0.0
2018-01-28,35.89,35.89,35.89,0.0,0.0,36.06,36.06,36.06,0.0,0.0,34.89,34.89,34.89,0.0,0.0,35.04,35.04,35.04,0.0,0.0
2018-02-04,34.67,34.67,34.67,0.0,0.0,34.98,34.98,34.98,0.0,0.0,34.57,34.57,34.57,0.0,0.0,34.88,34.88,34.88,0.0,0.0
2018-02-11,35.63,35.63,35.63,0.0,0.0,35.85,35.85,35.85,0.0,0.0,35.59,35.59,35.59,0.0,0.0,35.73,35.73,35.73,0.0,0.0
2018-02-18,36.09,36.09,36.09,0.0,0.0,36.24,36.24,36.24,0.0,0.0,35.99,35.99,35.99,0.0,0.0,36.2,36.2,36.2,0.0,0.0
2018-02-25,34.94,34.94,34.94,0.0,0.0,35.28,35.28,35.28,0.0,0.0,34.92,34.92,34.92,0.0,0.0,35.21,35.21,35.21,0.0,0.0
2018-03-04,35.97,35.97,35.97,0.0,0.0,36.0,36.0,36.0,0.0,0.0,35.86,35.86,35.86,0.0,0.0,35.97,35.97,35.97,0.0,0.0
2018-03-11,35.58,35.58,35.58,0.0,0.0,35.58,35.58,35.58,0.0,0.0,35.27,35.27,35.27,0.0,0.0,35.43,35.43,35.43,0.0,0.0
2018-03-18,34.93,34.93,34.93,0.0,0.0,35.11,35.11,35.11,0.0,0.0,34.73,34.73,34.73,0.0,0.0,35.09,35.09,35.09,0.0,0.0
2018-03-25,35.18,35.18,35.18,0.0,0.0,35.21,35.21,35.21,0.0,0.0,34.7,34.7,34.7,0.0,0.0,34.82,34.82,34.82,0.0,0.0
2018-04-01,35.46,35.46,35.46,0.0,0.0,35.58,35.58,35.58,0.0,0.0,35.28,35.28,35.28,0.0,0.0,35.31,35.31,35.31,0.0,0.0
2018-04-08,35.91,35.91,35.91,0.0,0.0,35.99,35.99,35.99,0.0,0.0,35.82,35.82,35.82,0.0,0.0,35.95,35.95,35.95,0.0,0.0
2018-04-15,35.78,35.78,35.78,0.0,0.0,35.82,35.82,35.82,0.0,0.0,35.66,35.66,35.66,0.0,0.0,35.71,35.71,35.71,0.0,0.0
2018-04-22,35.64,35.64,35.64,0.0,0.0,35.8,35.8,35.8,0.0,0.0,35.54,35.54,35.54,0.0,0.0,35.59,35.59,35.59,0.0,0.0
2018-04-29,35.64,35.64,35.64,0.0,0.0,35.82,35.82,35.82,0.0,0.0,35.63,35.63,35.63,0.0,0.0,35.73,35.73,35.73,0.0,0.0
2018-05-06,36.3,36.3,36.3,0.0,0.0,36.35,36.35,36.35,0.0,0.0,36.17,36.17,36.17,0.0,0.0,36.22,36.22,36.22,0.0,0.0
2018-05-13,36.16,36.16,36.16,0.0,0.0,36.26,36.26,36.26,0.0,0.0,36.16,36.16,36.16,0.0,0.0,36.25,36.25,36.25,0.0,0.0
2018-05-20,35.73,35.73,35.73,0.0,0.0,35.81,35.81,35.81,0.0,0.0,35.66,35.66,35.66,0.0,0.0,35.77,35.77,35.77,0.0,0.0
2018-05-27,35.9,35.9,35.9,0.0,0.0,36.01,36.01,36.01,0.0,0.0,35.85,35.85,35.85,0.0,0.0,35.87,35.87,35.87,0.0,0.0
2018-06-03,36.24,36.24,36.24,0.0,0.0,36.34,36.34,36.34,0.0,0.0,36.24,36.24,36.24,0.0,0.0,36.29,36.29,36.29,0.0,0.0
2018-06-10,35.08,35.08,35.08,0.0,0.0,35.19,35.19,35.19,0.0,0.0,35.0,35.0,35.0,0.0,0.0,35.16,35.16,35.16,0.0,0.0
2018-06-17,34.67,34.67,34.67,0.0,0.0,34.7,34.7,34.7,0.0,0.0,34.31,34.31,34.31,0.0,0.0,34.47,34.47,34.47,0.0,0.0
2018-06-24,33.79,33.79,33.79,0.0,0.0,33.92,33.92,33.92,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.91,33.91,33.91,0.0,0.0
2018-07-01,34.36,34.36,34.36,0.0,0.0,34.4,34.4,34.4,0.0,0.0,34.24,34.24,34.24,0.0,0.0,34.34,34.34,34.34,0.0,0.0
2018-07-08,34.14,34.14,34.14,0.0,0.0,34.14,34.14,34.14,0.0,0.0,33.99,33.99,33.99,0.0,0.0,34.07,34.07,34.07,0.0,0.0
2018-07-15,33.96,33.96,33.96,0.0,0.0,33.96,33.96,33.96,0.0,0.0,33.81,33.81,33.81,0.0,0.0,33.85,33.85,33.85,0.0,0.0
2018-07-22,34.59,34.59,34.59,0.0,0.0,34.64,34.64,34.64,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.51,34.51,34.51,0.0,0.0
2018-07-29,34.09,34.09,34.09,0.0,0.0,34.13,34.13,34.13,0.0,0.0,34.0,34.0,34.0,0.0,0.0,34.07,34.07,34.07,0.0,0.0
2018-08-05,33.52,33.52,33.52,0.0,0.0,33.52,33.52,33.52,0.0,0.0,33.28,33.28,33.28,0.0,0.0,33.36,33.36,33.36,0.0,0.0
2018-08-12,33.27,33.27,33.27,0.0,0.0,33.46,33.46,33.46,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.35,33.35,33.35,0.0,0.0
2018-08-19,34.25,34.25,34.25,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.48,34.48,34.48,0.0,0.0
2018-08-26,34.39,34.39,34.39,0.0,0.0,34.49,34.49,34.49,0.0,0.0,34.28,34.28,34.28,0.0,0.0,34.37,34.37,34.37,0.0,0.0
2018-09-02,33.56,33.56,33.56,0.0,0.0,33.59,33.59,33.59,0.0,0.0,33.47,33.47,33.47,0.0,0.0,33.55,33.55,33.55,0.0,0.0
2018-09-09,34.02,34.02,34.02,0.0,0.0,34.12,34.12,34.12,0.0,0.0,33.97,33.97,33.97,0.0,0.0,33.97,33.97,33.97,0.0,0.0
2018-09-16,34.58,34.58,34.58,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.46,34.46,34.46,0.0,0.0,34.51,34.51,34.51,0.0,0.0
2018-09-23,34.37,34.37,34.37,0.0,0.0,34.53,34.53,34.53,0.0,0.0,34.37,34.37,34.37,0.0,0.0,34.4,34.4,34.4,0.0,0.0
2018-09-30,32.99,32.99,32.99,0.0,0.0,33.23,33.23,33.23,0.0,0.0,32.94,32.94,32.94,0.0,0.0,33.16,33.16,33.16,0.0,0.0
2018-10-07,31.88,31.88,31.88,0.0,0.0,32.07,32.07,32.07,0.0,0.0,31.76,31.76,31.76,0.0,0.0,31.89,31.89,31.89,0.0,0.0
2018-10-14,31.86,31.86,31.86,0.0,0.0,31.86,31.86,31.86,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.68,31.68,31.68,0.0,0.0
2018-10-21,30.27,30.27,30.27,0.0,0.0,30.27,30.27,30.27,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.74,29.74,29.74,0.0,0.0
2018-10-28,31.33,31.33,31.33,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.34,31.34,31.34,0.0,0.0
2018-11-04,31.05,31.05,31.05,0.0,0.0,31.05,31.05,31.05,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.62,30.62,30.62,0.0,0.0
2018-11-11,30.84,30.84,30.84,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.54,30.54,30.54,0.0,0.0
2018-11-18,30.59,30.59,30.59,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.49,30.49,30.49,0.0,0.0,30.63,30.63,30.63,0.0,0.0
2018-11-25,31.41,31.41,31.41,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.15,31.15,31.15,0.0,0.0,31.34,31.34,31.34,0.0,0.0
2018-12-02,29.56,29.56,29.56,0.0,0.0,29.56,29.56,29.56,0.0,0.0,29.09,29.09,29.09,0.0,0.0,29.44,29.44,29.44,0.0,0.0
2018-12-09,29.08,29.08,29.08,0.0,0.0,29.13,29.13,29.13,0.0,0.0,28.71,28.71,28.71,0.0,0.0,28.82,28.82,28.82,0.0,0.0
2018-12-16,26.91,26.91,26.91,0.0,0.0,27.35,27.35,27.35,0.0,0.0,26.63,26.63,26.63,0.0,0.0,26.7,26.7,26.7,0.0,0.0
2018-12-23,27.99,27.99,27.99,0.0,0.0,28.06,28.06,28.06,0.0,0.0,27.72,27.72,27.72,0.0,0.0,27.92,27.92,27.92,0.0,0.0
2018-12-30,28.57,28.57,28.57,0.0,0.0,28.85,28.85,28.85,0.0,0.0,28.57,28.57,28.57,0.0,0.0,28.7,28.7,28.7,0.0,0.0
2019-01-06,28.78,28.78,28.78,0.0,0.0,28.99,28.99,28.99,0.0,0.0,28.78,28.78,28.78,0.0,0.0,28.87,28.87,28.87,0.0,0.0
2019-01-13,29.4,29.4,29.4,0.0,0.0,29.46,29.46,29.46,0.0,0.0,29.34,29.34,29.34,0.0,0.0,29.42,29.42,29.42,0.0,0.0
2019-01-20,29.46,29.46,29.46,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.38,29.38,29.38,0.0,0.0,29.49,29.49,29.49,0.0,0.0
2019-01-27,29.78,29.78,29.78,0.0,0.0,29.98,29.98,29.98,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.96,29.96,29.96,0.0,0.0
2019-02-03,29.45,29.45,29.45,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.32,29.32,29.32,0.0,0.0,29.38,29.38,29.38,0.0,0.0
2019-02-10,30.05,30.05,30.05,0.0,0.0,30.21,30.21,30.21,0.0,0.0,30.03,30.03,30.03,0.0,0.0,30.17,30.17,30.17,0.0,0.0
2019-02-17,30.67,30.67,30.67,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.63,30.63,30.63,0.0,0.0
2019-02-24,30.8,30.8,30.8,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.63,30.63,30.63,0.0,0.0
2019-03-03,29.88,29.88,29.88,0.0,0.0,30.15,30.15,30.15,0.0,0.0,29.88,29.88,29.88,0.0,0.0,30.15,30.15,30.15,0.0,0.0
2019-03-10,30.53,30.53,30.53,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.67,30.67,30.67,0.0,0.0
2019-03-17,30.08,30.08,30.08,0.0,0.0,30.23,30.23,30.23,0.0,0.0,30.06,30.06,30.06,0.0,0.0,30.17,30.17,30.17,0.0,0.0
2019-03-24,30.58,30.58,30.58,0.0,0.0,30.78,30.78,30.78,0.0,0.0,30.58,30.58,30.58,0.0,0.0,30.74,30.74,30.74,0.0,0.0
2019-03-31,30.84,30.84,30.84,0.0,0.0,30.93,30.93,30.93,0.0,0.0,30.83,30.83,30.83,0.0,0.0,30.92,30.92,30.92,0.0,0.0
2019-04-07,31.1,31.1,31.1,0.0,0.0,31.2,31.2,31.2,0.0,0.0,31.08,31.08,31.08,0.0,0.0,31.15,31.15,31.15,0.0,0.0
2019-04-14,30.9,30.9,30.9,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.88,30.88,30.88,0.0,0.0,30.91,30.91,30.91,0.0,0.0
2019-04-21,30.8,30.8,30.8,0.0,0.0,30.94,30.94,30.94,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.9,30.9,30.9,0.0,0.0
2019-04-28,30.35,30.35,30.35,0.0,0.0,30.68,30.68,30.68,0.0,0.0,30.35,30.35,30.35,0.0,0.0,30.62,30.62,30.62,0.0,0.0
2019-05-05,29.43,29.43,29.43,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.24,29.24,29.24,0.0,0.0,29.31,29.31,29.31,0.0,0.0
2019-05-12,29.46,29.46,29.46,0.0,0.0,29.51,29.51,29.51,0.0,0.0,29.36,29.36,29.36,0.0,0.0,29.41,29.41,29.41,0.0,0.0
2019-05-19,29.5,29.5,29.5,0.0,0.0,29.55,29.55,29.55,0.0,0.0,29.41,29.41,29.41,0.0,0.0,29.53,29.53,29.53,0.0,0.0
2019-05-26,29.08,29.08,29.08,0.0,0.0,29.16,29.16,29.16,0.0,0.0,29.0,29.0,29.0,0.0,0.0,29.09,29.09,29.09,0.0,0.0
2019-06-02,29.96,29.96,29.96,0.0,0.0,30.1,30.1,30.1,0.0,0.0,29.96,29.96,29.96,0.0,0.0,29.99,29.99,29.99,0.0,0.0
