Date,Barclays + S&P VEQTOR Exp 08 Sep 2020_Open_average,Barclays + S&P VEQTOR Exp 08 Sep 2020_Open_max,Barclays + S&P VEQTOR Exp 08 Sep 2020_Open_min,Barclays + S&P VEQTOR Exp 08 Sep 2020_Open_volatility,Barclays + S&P VEQTOR Exp 08 Sep 2020_Open_change,Barclays + S&P VEQTOR Exp 08 Sep 2020_High_average,Barclays + S&P VEQTOR Exp 08 Sep 2020_High_max,Barclays + S&P VEQTOR Exp 08 Sep 2020_High_min,Barclays + S&P VEQTOR Exp 08 Sep 2020_High_volatility,Barclays + S&P VEQTOR Exp 08 Sep 2020_High_change,Barclays + S&P VEQTOR Exp 08 Sep 2020_Low_average,Barclays + S&P VEQTOR Exp 08 Sep 2020_Low_max,Barclays + S&P VEQTOR Exp 08 Sep 2020_Low_min,Barclays + S&P VEQTOR Exp 08 Sep 2020_Low_volatility,Barclays + S&P VEQTOR Exp 08 Sep 2020_Low_change,Barclays + S&P VEQTOR Exp 08 Sep 2020_Close_average,Barclays + S&P VEQTOR Exp 08 Sep 2020_Close_max,Barclays + S&P VEQTOR Exp 08 Sep 2020_Close_min,Barclays + S&P VEQTOR Exp 08 Sep 2020_Close_volatility,Barclays + S&P VEQTOR Exp 08 Sep 2020_Close_change
2018-05-06,164.17,164.17,164.17,0.0,0.0,164.62,164.62,164.62,0.0,0.0,164.17,164.17,164.17,0.0,0.0,164.62,164.62,164.62,0.0,0.0
2018-05-13,164.59,164.59,164.59,0.0,0.0,164.59,164.59,164.59,0.0,0.0,164.59,164.59,164.59,0.0,0.0,164.59,164.59,164.59,0.0,0.0
2018-05-20,164.0,164.0,164.0,0.0,0.0,164.0,164.0,164.0,0.0,0.0,164.0,164.0,164.0,0.0,0.0,164.0,164.0,164.0,0.0,0.0
2018-05-27,164.99,164.99,164.99,0.0,0.0,165.01,165.01,165.01,0.0,0.0,164.98,164.98,164.98,0.0,0.0,165.0,165.0,165.0,0.0,0.0
2018-06-03,165.42,165.42,165.42,0.0,0.0,165.93,165.93,165.93,0.0,0.0,165.42,165.42,165.42,0.0,0.0,165.93,165.93,165.93,0.0,0.0
2018-06-10,165.68,165.68,165.68,0.0,0.0,165.68,165.68,165.68,0.0,0.0,165.02,165.02,165.02,0.0,0.0,165.66,165.66,165.66,0.0,0.0
2018-06-17,165.38,165.38,165.38,0.0,0.0,165.38,165.38,165.38,0.0,0.0,165.38,165.38,165.38,0.0,0.0,165.38,165.38,165.38,0.0,0.0
2018-06-24,163.06,163.06,163.06,0.0,0.0,163.06,163.06,163.06,0.0,0.0,163.06,163.06,163.06,0.0,0.0,163.06,163.06,163.06,0.0,0.0
2018-07-01,162.79,162.79,162.79,0.0,0.0,162.79,162.79,162.79,0.0,0.0,162.79,162.79,162.79,0.0,0.0,162.79,162.79,162.79,0.0,0.0
2018-07-08,165.1,165.1,165.1,0.0,0.0,165.4,165.4,165.4,0.0,0.0,165.07,165.07,165.07,0.0,0.0,165.4,165.4,165.4,0.0,0.0
2018-07-15,168.07,168.07,168.07,0.0,0.0,168.07,168.07,168.07,0.0,0.0,168.07,168.07,168.07,0.0,0.0,168.07,168.07,168.07,0.0,0.0
2018-07-22,167.28,167.28,167.28,0.0,0.0,167.28,167.28,167.28,0.0,0.0,167.28,167.28,167.28,0.0,0.0,167.28,167.28,167.28,0.0,0.0
2018-07-29,166.74,166.74,166.74,0.0,0.0,166.74,166.74,166.74,0.0,0.0,166.74,166.74,166.74,0.0,0.0,166.74,166.74,166.74,0.0,0.0
2018-08-05,168.5,168.5,168.5,0.0,0.0,168.5,168.5,168.5,0.0,0.0,168.5,168.5,168.5,0.0,0.0,168.5,168.5,168.5,0.0,0.0
2018-08-12,167.93,167.93,167.93,0.0,0.0,167.93,167.93,167.93,0.0,0.0,167.42,167.42,167.42,0.0,0.0,167.44,167.44,167.44,0.0,0.0
2018-08-19,168.27,168.27,168.27,0.0,0.0,171.57,171.57,171.57,0.0,0.0,168.27,168.27,168.27,0.0,0.0,169.45,169.45,169.45,0.0,0.0
2018-08-26,173.0,173.0,173.0,0.0,0.0,173.0,173.0,173.0,0.0,0.0,173.0,173.0,173.0,0.0,0.0,173.0,173.0,173.0,0.0,0.0
2018-09-02,173.0,173.0,173.0,0.0,0.0,173.0,173.0,173.0,0.0,0.0,173.0,173.0,173.0,0.0,0.0,173.0,173.0,173.0,0.0,0.0
2018-09-09,172.9,172.9,172.9,0.0,0.0,172.9,172.9,172.9,0.0,0.0,172.9,172.9,172.9,0.0,0.0,172.9,172.9,172.9,0.0,0.0
2018-09-16,173.0,173.0,173.0,0.0,0.0,173.0,173.0,173.0,0.0,0.0,173.0,173.0,173.0,0.0,0.0,173.0,173.0,173.0,0.0,0.0
2018-09-23,173.0,173.0,173.0,0.0,0.0,173.0,173.0,173.0,0.0,0.0,173.0,173.0,173.0,0.0,0.0,173.0,173.0,173.0,0.0,0.0
2018-09-30,171.31,171.31,171.31,0.0,0.0,171.31,171.31,171.31,0.0,0.0,171.31,171.31,171.31,0.0,0.0,171.31,171.31,171.31,0.0,0.0
2018-10-07,164.02,164.02,164.02,0.0,0.0,164.02,164.02,164.02,0.0,0.0,164.02,164.02,164.02,0.0,0.0,164.02,164.02,164.02,0.0,0.0
2018-10-14,163.0,163.0,163.0,0.0,0.0,163.0,163.0,163.0,0.0,0.0,163.0,163.0,163.0,0.0,0.0,163.0,163.0,163.0,0.0,0.0
2018-10-21,161.91,161.91,161.91,0.0,0.0,163.06,163.06,163.06,0.0,0.0,161.91,161.91,161.91,0.0,0.0,163.06,163.06,163.06,0.0,0.0
2018-10-28,163.1,163.1,163.1,0.0,0.0,163.1,163.1,163.1,0.0,0.0,163.1,163.1,163.1,0.0,0.0,163.1,163.1,163.1,0.0,0.0
2018-11-04,161.32,161.32,161.32,0.0,0.0,161.32,161.32,161.32,0.0,0.0,161.32,161.32,161.32,0.0,0.0,161.32,161.32,161.32,0.0,0.0
2018-11-11,159.98,159.98,159.98,0.0,0.0,161.1,161.1,161.1,0.0,0.0,159.66,159.66,159.66,0.0,0.0,161.1,161.1,161.1,0.0,0.0
2018-11-18,157.49,157.49,157.49,0.0,0.0,157.52,157.52,157.52,0.0,0.0,157.49,157.49,157.49,0.0,0.0,157.52,157.52,157.52,0.0,0.0
2018-11-25,160.04,160.04,160.04,0.0,0.0,161.85,161.85,161.85,0.0,0.0,160.04,160.04,160.04,0.0,0.0,161.85,161.85,161.85,0.0,0.0
2018-12-02,159.7,159.7,159.7,0.0,0.0,159.7,159.7,159.7,0.0,0.0,159.38,159.38,159.38,0.0,0.0,159.38,159.38,159.38,0.0,0.0
2018-12-09,158.38,158.38,158.38,0.0,0.0,158.38,158.38,158.38,0.0,0.0,158.38,158.38,158.38,0.0,0.0,158.38,158.38,158.38,0.0,0.0
2018-12-16,152.88,152.88,152.88,0.0,0.0,152.88,152.88,152.88,0.0,0.0,152.88,152.88,152.88,0.0,0.0,152.88,152.88,152.88,0.0,0.0
2018-12-23,154.96,154.96,154.96,0.0,0.0,154.97,154.97,154.97,0.0,0.0,154.96,154.96,154.96,0.0,0.0,154.97,154.97,154.97,0.0,0.0
2018-12-30,153.46,153.46,153.46,0.0,0.0,153.46,153.46,153.46,0.0,0.0,153.46,153.46,153.46,0.0,0.0,153.46,153.46,153.46,0.0,0.0
2019-01-06,153.78,153.78,153.78,0.0,0.0,153.78,153.78,153.78,0.0,0.0,153.78,153.78,153.78,0.0,0.0,153.78,153.78,153.78,0.0,0.0
2019-01-13,155.01,155.01,155.01,0.0,0.0,155.47,155.47,155.47,0.0,0.0,155.01,155.01,155.01,0.0,0.0,155.47,155.47,155.47,0.0,0.0
2019-01-20,156.03,156.03,156.03,0.0,0.0,156.03,156.03,156.03,0.0,0.0,156.03,156.03,156.03,0.0,0.0,156.03,156.03,156.03,0.0,0.0
2019-01-27,158.06,158.06,158.06,0.0,0.0,158.06,158.06,158.06,0.0,0.0,157.43,157.43,157.43,0.0,0.0,157.43,157.43,157.43,0.0,0.0
2019-02-03,156.92,156.92,156.92,0.0,0.0,157.18,157.18,157.18,0.0,0.0,156.92,156.92,156.92,0.0,0.0,157.18,157.18,157.18,0.0,0.0
2019-02-10,161.31,161.31,161.31,0.0,0.0,161.31,161.31,161.31,0.0,0.0,161.31,161.31,161.31,0.0,0.0,161.31,161.31,161.31,0.0,0.0
2019-02-17,161.78,161.78,161.78,0.0,0.0,162.8,162.8,162.8,0.0,0.0,161.78,161.78,161.78,0.0,0.0,162.8,162.8,162.8,0.0,0.0
2019-02-24,162.37,162.37,162.37,0.0,0.0,162.37,162.37,162.37,0.0,0.0,162.37,162.37,162.37,0.0,0.0,162.37,162.37,162.37,0.0,0.0
2019-03-03,159.26,159.26,159.26,0.0,0.0,159.67,159.67,159.67,0.0,0.0,159.26,159.26,159.26,0.0,0.0,159.67,159.67,159.67,0.0,0.0
2019-03-10,163.57,163.57,163.57,0.0,0.0,164.22,164.22,164.22,0.0,0.0,163.53,163.53,163.53,0.0,0.0,164.22,164.22,164.22,0.0,0.0
2019-03-17,164.27,164.27,164.27,0.0,0.0,164.27,164.27,164.27,0.0,0.0,164.27,164.27,164.27,0.0,0.0,164.27,164.27,164.27,0.0,0.0
2019-03-24,163.56,163.56,163.56,0.0,0.0,163.56,163.56,163.56,0.0,0.0,163.56,163.56,163.56,0.0,0.0,163.56,163.56,163.56,0.0,0.0
2019-03-31,165.39,165.39,165.39,0.0,0.0,165.91,165.91,165.91,0.0,0.0,165.39,165.39,165.39,0.0,0.0,165.91,165.91,165.91,0.0,0.0
2019-04-07,166.07,166.07,166.07,0.0,0.0,166.07,166.07,166.07,0.0,0.0,166.07,166.07,166.07,0.0,0.0,166.07,166.07,166.07,0.0,0.0
2019-04-14,165.42,165.42,165.42,0.0,0.0,165.42,165.42,165.42,0.0,0.0,165.42,165.42,165.42,0.0,0.0,165.42,165.42,165.42,0.0,0.0
2019-04-21,166.03,166.03,166.03,0.0,0.0,166.9,166.9,166.9,0.0,0.0,166.03,166.03,166.03,0.0,0.0,166.77,166.77,166.77,0.0,0.0
2019-04-28,167.32,167.32,167.32,0.0,0.0,167.33,167.33,167.33,0.0,0.0,166.91,166.91,166.91,0.0,0.0,166.91,166.91,166.91,0.0,0.0
2019-05-05,162.49,162.49,162.49,0.0,0.0,164.56,164.56,164.56,0.0,0.0,162.02,162.02,162.02,0.0,0.0,164.56,164.56,164.56,0.0,0.0
2019-05-12,162.01,162.01,162.01,0.0,0.0,162.01,162.01,162.01,0.0,0.0,162.01,162.01,162.01,0.0,0.0,162.01,162.01,162.01,0.0,0.0
2019-05-19,161.08,161.08,161.08,0.0,0.0,161.08,161.08,161.08,0.0,0.0,161.08,161.08,161.08,0.0,0.0,161.08,161.08,161.08,0.0,0.0
2019-05-26,158.2,158.2,158.2,0.0,0.0,158.78,158.78,158.78,0.0,0.0,158.1,158.1,158.1,0.0,0.0,158.78,158.78,158.78,0.0,0.0
2019-06-02,163.22,163.22,163.22,0.0,0.0,163.22,163.22,163.22,0.0,0.0,163.22,163.22,163.22,0.0,0.0,163.22,163.22,163.22,0.0,0.0
2019-06-09,163.51,163.51,163.51,0.0,0.0,163.51,163.51,163.51,0.0,0.0,163.51,163.51,163.51,0.0,0.0,163.51,163.51,163.51,0.0,0.0
2019-06-16,166.85,166.85,166.85,0.0,0.0,166.85,166.85,166.85,0.0,0.0,166.85,166.85,166.85,0.0,0.0,166.85,166.85,166.85,0.0,0.0
2019-06-23,165.76,165.76,165.76,0.0,0.0,165.76,165.76,165.76,0.0,0.0,165.76,165.76,165.76,0.0,0.0,165.76,165.76,165.76,0.0,0.0
2019-06-30,167.55,167.55,167.55,0.0,0.0,168.13,168.13,168.13,0.0,0.0,167.55,167.55,167.55,0.0,0.0,168.13,168.13,168.13,0.0,0.0
2019-07-07,168.95,168.95,168.95,0.0,0.0,169.48,169.48,169.48,0.0,0.0,168.95,168.95,168.95,0.0,0.0,169.48,169.48,169.48,0.0,0.0
2019-07-14,167.71,167.71,167.71,0.0,0.0,167.71,167.71,167.71,0.0,0.0,167.71,167.71,167.71,0.0,0.0,167.71,167.71,167.71,0.0,0.0
2019-07-21,169.98,169.98,169.98,0.0,0.0,169.98,169.98,169.98,0.0,0.0,169.98,169.98,169.98,0.0,0.0,169.98,169.98,169.98,0.0,0.0
2019-07-28,165.44,165.44,165.44,0.0,0.0,165.44,165.44,165.44,0.0,0.0,165.44,165.44,165.44,0.0,0.0,165.44,165.44,165.44,0.0,0.0
2019-08-04,161.43,161.43,161.43,0.0,0.0,161.43,161.43,161.43,0.0,0.0,161.43,161.43,161.43,0.0,0.0,161.43,161.43,161.43,0.0,0.0
2019-08-11,160.38,160.38,160.38,0.0,0.0,160.38,160.38,160.38,0.0,0.0,160.38,160.38,160.38,0.0,0.0,160.38,160.38,160.38,0.0,0.0
2019-08-18,159.96,159.96,159.96,0.0,0.0,160.84,160.84,160.84,0.0,0.0,159.3,159.3,159.3,0.0,0.0,160.7,160.7,160.7,0.0,0.0
2019-08-25,162.29,162.29,162.29,0.0,0.0,163.12,163.12,163.12,0.0,0.0,162.29,162.29,162.29,0.0,0.0,163.12,163.12,163.12,0.0,0.0
2019-09-01,162.85,162.85,162.85,0.0,0.0,163.62,163.62,163.62,0.0,0.0,162.85,162.85,162.85,0.0,0.0,163.62,163.62,163.62,0.0,0.0
2019-09-08,163.44,163.44,163.44,0.0,0.0,163.44,163.44,163.44,0.0,0.0,163.44,163.44,163.44,0.0,0.0,163.44,163.44,163.44,0.0,0.0
2019-09-15,162.21,162.21,162.21,0.0,0.0,162.21,162.21,162.21,0.0,0.0,162.21,162.21,162.21,0.0,0.0,162.21,162.21,162.21,0.0,0.0
2019-09-22,160.64,160.64,160.64,0.0,0.0,160.64,160.64,160.64,0.0,0.0,160.64,160.64,160.64,0.0,0.0,160.64,160.64,160.64,0.0,0.0
2019-09-29,158.39,158.39,158.39,0.0,0.0,158.39,158.39,158.39,0.0,0.0,158.39,158.39,158.39,0.0,0.0,158.39,158.39,158.39,0.0,0.0
2019-10-06,157.76,157.76,157.76,0.0,0.0,157.92,157.92,157.92,0.0,0.0,157.62,157.62,157.62,0.0,0.0,157.92,157.92,157.92,0.0,0.0
2019-10-13,156.54,156.54,156.54,0.0,0.0,156.54,156.54,156.54,0.0,0.0,156.54,156.54,156.54,0.0,0.0,156.54,156.54,156.54,0.0,0.0
2019-10-20,156.63,156.63,156.63,0.0,0.0,157.03,157.03,157.03,0.0,0.0,156.63,156.63,156.63,0.0,0.0,156.97,156.97,156.97,0.0,0.0
2019-10-27,158.79,158.79,158.79,0.0,0.0,158.79,158.79,158.79,0.0,0.0,158.79,158.79,158.79,0.0,0.0,158.79,158.79,158.79,0.0,0.0
2019-11-03,159.49,159.49,159.49,0.0,0.0,159.97,159.97,159.97,0.0,0.0,159.49,159.49,159.49,0.0,0.0,159.97,159.97,159.97,0.0,0.0
2019-11-10,161.33,161.33,161.33,0.0,0.0,161.33,161.33,161.33,0.0,0.0,161.33,161.33,161.33,0.0,0.0,161.33,161.33,161.33,0.0,0.0
2019-11-17,160.9,160.9,160.9,0.0,0.0,161.09,161.09,161.09,0.0,0.0,160.86,160.86,160.86,0.0,0.0,161.09,161.09,161.09,0.0,0.0
2019-11-24,162.77,162.77,162.77,0.0,0.0,162.77,162.77,162.77,0.0,0.0,162.77,162.77,162.77,0.0,0.0,162.77,162.77,162.77,0.0,0.0
2019-12-01,162.77,162.77,162.77,0.0,0.0,162.77,162.77,162.77,0.0,0.0,162.77,162.77,162.77,0.0,0.0,162.77,162.77,162.77,0.0,0.0
2019-12-08,163.74,163.74,163.74,0.0,0.0,163.74,163.74,163.74,0.0,0.0,163.74,163.74,163.74,0.0,0.0,163.74,163.74,163.74,0.0,0.0
2019-12-15,166.42,166.42,166.42,0.0,0.0,166.42,166.42,166.42,0.0,0.0,166.42,166.42,166.42,0.0,0.0,166.42,166.42,166.42,0.0,0.0
2019-12-22,167.09,167.09,167.09,0.0,0.0,167.09,167.09,167.09,0.0,0.0,166.85,166.85,166.85,0.0,0.0,166.85,166.85,166.85,0.0,0.0
2019-12-29,167.54,167.54,167.54,0.0,0.0,167.54,167.54,167.54,0.0,0.0,167.54,167.54,167.54,0.0,0.0,167.54,167.54,167.54,0.0,0.0
