Date,ALBStock_Open_average,ALBStock_Open_max,ALBStock_Open_min,ALBStock_Open_volatility,ALBStock_Open_change,ALBStock_High_average,ALBStock_High_max,ALBStock_High_min,ALBStock_High_volatility,ALBStock_High_change,ALBStock_Low_average,ALBStock_Low_max,ALBStock_Low_min,ALBStock_Low_volatility,ALBStock_Low_change,ALBStock_Close_average,ALBStock_Close_max,ALBStock_Close_min,ALBStock_Close_volatility,ALBStock_Close_change,ALBStock_Volume_average,ALBStock_Volume_max,ALBStock_Volume_min,ALBStock_Volume_volatility,ALBStock_Volume_change
2018-01-14,124.3525,134.11,115.2,18.91000000000001,-15.210000000000008,125.6175,134.87,118.75,16.120000000000005,-15.469999999999999,119.935,126.0,112.54,13.459999999999994,-10.200000000000003,122.2175,128.0,116.01,11.989999999999995,-11.989999999999995,4448492,8622302,2016991,6605311,1395520
2018-01-21,114.75,117.0,112.66,4.340000000000003,1.2199999999999989,115.968,117.81,114.16,3.6500000000000057,1.8799999999999955,112.778,114.01,112.04,1.9699999999999989,0.9500000000000028,114.048,116.9,112.4,4.5,0.8799999999999955,2752842,3648008,1916729,1731279,-1731279
2018-01-28,111.58,114.23,108.52,5.710000000000008,-5.710000000000008,112.194,114.46,109.12,5.339999999999989,-5.339999999999989,109.298,111.31,104.92,6.390000000000001,-6.390000000000001,109.87,111.68,105.51,6.170000000000002,-6.170000000000002,2340728,2738581,1962034,776547,487767
2018-02-04,105.638,107.46,103.51,3.9499999999999886,1.7199999999999989,109.062,109.9,108.52,1.3800000000000097,-1.190000000000012,104.322,106.56,102.85,3.710000000000008,0.9000000000000057,106.444,107.72,105.15,2.569999999999993,2.569999999999993,2672288,3837970,1668253,2169717,-1264129
2018-02-11,110.97,114.36,107.18,7.179999999999993,5.079999999999998,113.23,114.65,112.15,2.5,2.4399999999999977,109.41199999999999,111.96,106.63,5.329999999999998,2.9499999999999886,111.722,114.61,108.45,6.159999999999997,0.6499999999999915,2176439,2763450,1669248,1094202,-967829
2018-02-18,114.2675,115.84,112.0,3.8400000000000034,3.8400000000000034,116.3675,118.83,114.75,4.079999999999998,3.4399999999999977,113.41,115.61,112.0,3.6099999999999994,3.6099999999999994,115.005,118.75,113.01,5.739999999999995,4.170000000000002,1592733,2142290,1021920,1120370,710566
2018-02-25,106.89399999999999,114.35,95.69,18.659999999999997,-18.659999999999997,107.612,114.9,95.85,19.05000000000001,-19.05000000000001,100.36,110.56,90.49,20.070000000000007,-16.63000000000001,102.626,111.57,95.02,16.549999999999997,-15.079999999999998,5884738,7170806,2665690,4505116,-1433922
2018-03-04,98.298,100.16,94.22,5.939999999999998,5.489999999999995,100.588,102.42,97.66,4.760000000000005,4.760000000000005,97.52,99.08,93.5,5.579999999999998,5.579999999999998,99.534,101.76,96.44,5.320000000000007,5.320000000000007,2088720,3587430,1274365,2313065,-992668
2018-03-11,101.312,103.13,97.91,5.219999999999999,-4.079999999999998,102.482,104.39,98.81,5.579999999999998,-5.159999999999997,99.72,102.55,96.5,6.049999999999997,-5.099999999999994,100.578,103.13,98.07,5.060000000000002,-4.61999999999999,1691284,2101782,1373073,728709,592819
2018-03-18,96.104,97.57,94.0,3.569999999999993,-3.569999999999993,97.402,98.77,95.58,3.1899999999999977,-2.4200000000000017,94.3,95.81,93.03,2.780000000000001,-2.780000000000001,95.41,97.47,93.24,4.230000000000004,-3.6700000000000017,1903898,3660049,1186260,2473789,170413
2018-03-25,93.31,94.78,90.46,4.320000000000007,-4.109999999999999,94.6525,95.75,93.69,2.0600000000000023,-1.6400000000000006,91.32,93.14,89.28,3.8599999999999994,-3.0900000000000034,92.52250000000001,94.36,89.56,4.799999999999997,-1.6200000000000045,2129605,2906311,1644717,1261594,584105
2018-04-01,91.24,94.51,87.78,6.730000000000004,2.460000000000008,93.77,98.49,90.65,7.839999999999989,3.1700000000000017,89.206,91.86,86.75,5.109999999999999,2.6000000000000085,91.71,95.77,88.96,6.810000000000002,2.8400000000000034,2335372,2884327,1883826,1000501,788165
2018-04-08,93.45400000000001,96.14,91.84,4.299999999999997,3.3700000000000045,94.184,96.44,92.77,3.6700000000000017,3.6700000000000017,92.086,94.44,90.78,3.6599999999999966,3.6599999999999966,93.15,95.5,91.22,4.280000000000001,4.280000000000001,1379840,1999271,1072775,926496,837793
2018-04-15,97.71600000000001,99.0,96.45,2.549999999999997,1.7800000000000011,98.664,99.78,97.57,2.210000000000008,0.7400000000000091,96.292,97.11,94.54,2.569999999999993,2.569999999999993,97.726,98.79,96.63,2.160000000000011,0.8799999999999955,1232886,1526433,912310,614123,-503497
2018-04-22,96.714,97.85,95.8,2.049999999999997,-1.2600000000000051,97.638,98.5,96.22,2.280000000000001,-0.8400000000000034,95.264,97.03,94.11,2.9200000000000017,-0.8900000000000006,96.416,97.34,95.46,1.8800000000000097,-0.39000000000000057,978373,1328573,804855,523718,52368
