Date,Direxion Daily Junior Gold Miners Bull 3X Shares_Open_average,Direxion Daily Junior Gold Miners Bull 3X Shares_Open_max,Direxion Daily Junior Gold Miners Bull 3X Shares_Open_min,Direxion Daily Junior Gold Miners Bull 3X Shares_Open_volatility,Direxion Daily Junior Gold Miners Bull 3X Shares_Open_change,Direxion Daily Junior Gold Miners Bull 3X Shares_High_average,Direxion Daily Junior Gold Miners Bull 3X Shares_High_max,Direxion Daily Junior Gold Miners Bull 3X Shares_High_min,Direxion Daily Junior Gold Miners Bull 3X Shares_High_volatility,Direxion Daily Junior Gold Miners Bull 3X Shares_High_change,Direxion Daily Junior Gold Miners Bull 3X Shares_Low_average,Direxion Daily Junior Gold Miners Bull 3X Shares_Low_max,Direxion Daily Junior Gold Miners Bull 3X Shares_Low_min,Direxion Daily Junior Gold Miners Bull 3X Shares_Low_volatility,Direxion Daily Junior Gold Miners Bull 3X Shares_Low_change,Direxion Daily Junior Gold Miners Bull 3X Shares_Close_average,Direxion Daily Junior Gold Miners Bull 3X Shares_Close_max,Direxion Daily Junior Gold Miners Bull 3X Shares_Close_min,Direxion Daily Junior Gold Miners Bull 3X Shares_Close_volatility,Direxion Daily Junior Gold Miners Bull 3X Shares_Close_change
2018-01-14,902.5,902.5,902.5,0.0,0.0,921.5,921.5,921.5,0.0,0.0,881.5,881.5,881.5,0.0,0.0,902.0,902.0,902.0,0.0,0.0
2018-01-21,887.5,887.5,887.5,0.0,0.0,890.0,890.0,890.0,0.0,0.0,810.0,810.0,810.0,0.0,0.0,821.0,821.0,821.0,0.0,0.0
2018-01-28,731.0,731.0,731.0,0.0,0.0,739.75,739.75,739.75,0.0,0.0,700.5,700.5,700.5,0.0,0.0,730.0,730.0,730.0,0.0,0.0
2018-02-04,629.5,629.5,629.5,0.0,0.0,699.0,699.0,699.0,0.0,0.0,616.0,616.0,616.0,0.0,0.0,676.5,676.5,676.5,0.0,0.0
2018-02-11,773.0,773.0,773.0,0.0,0.0,784.0,784.0,784.0,0.0,0.0,695.0,695.0,695.0,0.0,0.0,723.0,723.0,723.0,0.0,0.0
2018-02-18,702.0,702.0,702.0,0.0,0.0,718.0,718.0,718.0,0.0,0.0,691.5,691.5,691.5,0.0,0.0,716.5,716.5,716.5,0.0,0.0
2018-02-25,658.5,658.5,658.5,0.0,0.0,673.5,673.5,673.5,0.0,0.0,651.0,651.0,651.0,0.0,0.0,671.0,671.0,671.0,0.0,0.0
2018-03-04,652.5,652.5,652.5,0.0,0.0,679.0,679.0,679.0,0.0,0.0,638.5,638.5,638.5,0.0,0.0,676.5,676.5,676.5,0.0,0.0
2018-03-11,642.5,642.5,642.5,0.0,0.0,671.0,671.0,671.0,0.0,0.0,631.5,631.5,631.5,0.0,0.0,660.0,660.0,660.0,0.0,0.0
2018-03-18,736.0,736.0,736.0,0.0,0.0,750.0,750.0,750.0,0.0,0.0,732.0,732.0,732.0,0.0,0.0,735.0,735.0,735.0,0.0,0.0
2018-03-25,700.0,700.0,700.0,0.0,0.0,722.75,722.75,722.75,0.0,0.0,687.0,687.0,687.0,0.0,0.0,699.5,699.5,699.5,0.0,0.0
2018-04-01,689.0,689.0,689.0,0.0,0.0,709.5,709.5,709.5,0.0,0.0,672.0,672.0,672.0,0.0,0.0,689.5,689.5,689.5,0.0,0.0
2018-04-08,772.5,772.5,772.5,0.0,0.0,772.5,772.5,772.5,0.0,0.0,745.83,745.83,745.83,0.0,0.0,758.5,758.5,758.5,0.0,0.0
2018-04-15,732.5,732.5,732.5,0.0,0.0,736.0,736.0,736.0,0.0,0.0,711.5,711.5,711.5,0.0,0.0,716.0,716.0,716.0,0.0,0.0
2018-04-22,697.5,697.5,697.5,0.0,0.0,711.0,711.0,711.0,0.0,0.0,688.0,688.0,688.0,0.0,0.0,692.0,692.0,692.0,0.0,0.0
2018-04-29,741.5,741.5,741.5,0.0,0.0,762.0,762.0,762.0,0.0,0.0,741.5,741.5,741.5,0.0,0.0,743.5,743.5,743.5,0.0,0.0
2018-05-06,779.0,779.0,779.0,0.0,0.0,780.5,780.5,780.5,0.0,0.0,747.5,747.5,747.5,0.0,0.0,754.0,754.0,754.0,0.0,0.0
2018-05-13,710.0,710.0,710.0,0.0,0.0,722.0,722.0,722.0,0.0,0.0,698.0,698.0,698.0,0.0,0.0,721.0,721.0,721.0,0.0,0.0
2018-05-20,729.5,729.5,729.5,0.0,0.0,730.0,730.0,730.0,0.0,0.0,700.0,700.0,700.0,0.0,0.0,704.5,704.5,704.5,0.0,0.0
2018-05-27,713.0,713.0,713.0,0.0,0.0,715.0,715.0,715.0,0.0,0.0,694.5,694.5,694.5,0.0,0.0,697.5,697.5,697.5,0.0,0.0
2018-06-03,696.0,696.0,696.0,0.0,0.0,710.0,710.0,710.0,0.0,0.0,692.5,692.5,692.5,0.0,0.0,707.0,707.0,707.0,0.0,0.0
2018-06-10,686.5,686.5,686.5,0.0,0.0,696.5,696.5,696.5,0.0,0.0,685.0,685.0,685.0,0.0,0.0,690.0,690.0,690.0,0.0,0.0
2018-06-17,687.5,687.5,687.5,0.0,0.0,690.0,690.0,690.0,0.0,0.0,670.0,670.0,670.0,0.0,0.0,675.5,675.5,675.5,0.0,0.0
2018-06-24,665.5,665.5,665.5,0.0,0.0,674.0,674.0,674.0,0.0,0.0,652.0,652.0,652.0,0.0,0.0,662.0,662.0,662.0,0.0,0.0
2018-07-01,754.0,754.0,754.0,0.0,0.0,761.0,761.0,761.0,0.0,0.0,729.3,729.3,729.3,0.0,0.0,732.0,732.0,732.0,0.0,0.0
2018-07-08,660.0,660.0,660.0,0.0,0.0,668.5,668.5,668.5,0.0,0.0,651.5,651.5,651.5,0.0,0.0,655.5,655.5,655.5,0.0,0.0
2018-07-15,631.5,631.5,631.5,0.0,0.0,638.0,638.0,638.0,0.0,0.0,613.0,613.0,613.0,0.0,0.0,618.5,618.5,618.5,0.0,0.0
2018-07-22,627.5,627.5,627.5,0.0,0.0,628.25,628.25,628.25,0.0,0.0,612.5,612.5,612.5,0.0,0.0,615.0,615.0,615.0,0.0,0.0
2018-07-29,596.5,596.5,596.5,0.0,0.0,597.0,597.0,597.0,0.0,0.0,577.55,577.55,577.55,0.0,0.0,579.5,579.5,579.5,0.0,0.0
2018-08-05,536.5,536.5,536.5,0.0,0.0,536.5,536.5,536.5,0.0,0.0,486.0,486.0,486.0,0.0,0.0,495.0,495.0,495.0,0.0,0.0
2018-08-12,405.0,405.0,405.0,0.0,0.0,416.0,416.0,416.0,0.0,0.0,387.5,387.5,387.5,0.0,0.0,405.0,405.0,405.0,0.0,0.0
2018-08-19,425.0,425.0,425.0,0.0,0.0,444.0,444.0,444.0,0.0,0.0,422.5,422.5,422.5,0.0,0.0,442.5,442.5,442.5,0.0,0.0
2018-08-26,395.5,395.5,395.5,0.0,0.0,407.31,407.31,407.31,0.0,0.0,387.5,387.5,387.5,0.0,0.0,390.5,390.5,390.5,0.0,0.0
2018-09-02,356.5,356.5,356.5,0.0,0.0,358.0,358.0,358.0,0.0,0.0,338.0,338.0,338.0,0.0,0.0,343.5,343.5,343.5,0.0,0.0
2018-09-09,362.5,362.5,362.5,0.0,0.0,384.0,384.0,384.0,0.0,0.0,355.0,355.0,355.0,0.0,0.0,379.0,379.0,379.0,0.0,0.0
2018-09-16,409.5,409.5,409.5,0.0,0.0,417.5,417.5,417.5,0.0,0.0,390.5,390.5,390.5,0.0,0.0,395.5,395.5,395.5,0.0,0.0
2018-09-23,362.5,362.5,362.5,0.0,0.0,377.0,377.0,377.0,0.0,0.0,362.5,362.5,362.5,0.0,0.0,372.0,372.0,372.0,0.0,0.0
2018-09-30,360.0,360.0,360.0,0.0,0.0,390.5,390.5,390.5,0.0,0.0,358.5,358.5,358.5,0.0,0.0,390.0,390.0,390.0,0.0,0.0
2018-10-07,462.5,462.5,462.5,0.0,0.0,492.5,492.5,492.5,0.0,0.0,457.5,457.5,457.5,0.0,0.0,469.0,469.0,469.0,0.0,0.0
2018-10-14,450.0,450.0,450.0,0.0,0.0,454.0,454.0,454.0,0.0,0.0,435.83,435.83,435.83,0.0,0.0,445.0,445.0,445.0,0.0,0.0
2018-10-21,398.0,398.0,398.0,0.0,0.0,411.76,411.76,411.76,0.0,0.0,381.0,381.0,381.0,0.0,0.0,381.0,381.0,381.0,0.0,0.0
2018-10-28,382.5,382.5,382.5,0.0,0.0,404.5,404.5,404.5,0.0,0.0,382.5,382.5,382.5,0.0,0.0,394.0,394.0,394.0,0.0,0.0
2018-11-04,341.0,341.0,341.0,0.0,0.0,345.0,345.0,345.0,0.0,0.0,321.5,321.5,321.5,0.0,0.0,326.0,326.0,326.0,0.0,0.0
2018-11-11,360.0,360.0,360.0,0.0,0.0,377.75,377.75,377.75,0.0,0.0,359.5,359.5,359.5,0.0,0.0,364.0,364.0,364.0,0.0,0.0
