Date,CVE_Open_average,CVE_Open_max,CVE_Open_min,CVE_Open_volatility,CVE_Open_change,CVE_High_average,CVE_High_max,CVE_High_min,CVE_High_volatility,CVE_High_change,CVE_Low_average,CVE_Low_max,CVE_Low_min,CVE_Low_volatility,CVE_Low_change,CVE_Close_average,CVE_Close_max,CVE_Close_min,CVE_Close_volatility,CVE_Close_change,CVE_Volume_average,CVE_Volume_max,CVE_Volume_min,CVE_Volume_volatility,CVE_Volume_change
2018-01-14,10.518,10.76,10.26,0.5,-0.5,10.654,10.9,10.42,0.4800000000000004,-0.39000000000000057,10.342,10.49,10.15,0.33999999999999986,-0.2900000000000009,10.464,10.66,10.24,0.41999999999999993,-0.129999999999999,2728263,3382352,1863840,1518512,-694075
2018-01-21,10.564,10.79,10.3,0.48999999999999844,-0.10999999999999943,10.636000000000001,10.88,10.32,0.5600000000000005,-0.29999999999999893,10.314,10.46,10.07,0.39000000000000057,-0.21999999999999886,10.436,10.73,10.08,0.6500000000000004,-0.4599999999999991,3184997,5555579,1847898,3707681,-898529
2018-01-28,9.428,9.89,8.74,1.1500000000000004,-1.1500000000000004,9.508000000000001,9.9,8.99,0.9100000000000001,-0.9100000000000001,9.116,9.58,8.41,1.17,-1.17,9.216,9.68,8.49,1.1899999999999995,-1.1899999999999995,3912126,5019617,2928503,2091114,325655
2018-02-04,8.112,8.53,7.62,0.9099999999999993,-0.6599999999999993,8.284,8.63,7.8,0.830000000000001,-0.830000000000001,7.724,8.16,7.15,1.0099999999999998,-0.7800000000000002,7.958,8.53,7.45,1.0799999999999992,-0.8199999999999994,6824632,9524196,4917401,4606795,1580313
2018-02-11,7.7,8.22,7.38,0.8400000000000007,-0.10000000000000053,7.8975,8.25,7.67,0.5800000000000001,0.040000000000000036,7.395,7.51,7.3,0.20999999999999996,-0.040000000000000036,7.6125,7.91,7.5,0.41000000000000014,0.0,6917596,8465079,5102766,3362313,842803
2018-02-18,7.468,7.62,7.37,0.25,0.04999999999999982,7.618,7.73,7.5,0.23000000000000043,0.11000000000000032,7.372,7.51,7.32,0.1899999999999995,0.13999999999999968,7.478,7.69,7.34,0.35000000000000053,0.27000000000000046,4022507,5168960,3476261,1692699,-1692699
2018-02-25,7.45,7.73,7.24,0.4900000000000002,-0.21999999999999975,7.69,7.9,7.42,0.4800000000000004,0.10000000000000053,7.294,7.56,7.09,0.46999999999999975,-0.1899999999999995,7.54,7.89,7.3,0.5899999999999999,0.23999999999999932,4629228,5473601,2897351,2576250,912551
2018-03-04,8.024000000000001,8.14,7.9,0.2400000000000002,0.15000000000000036,8.148,8.22,8.01,0.21000000000000085,0.02000000000000135,7.916,8.08,7.79,0.29000000000000004,0.16999999999999993,8.076,8.17,7.9,0.2699999999999996,0.0,3837769,6992501,1719854,5272647,-5272647
2018-03-11,8.192,8.43,8.1,0.33000000000000007,0.27999999999999936,8.32,8.6,8.13,0.46999999999999886,0.25,8.092,8.29,8.0,0.28999999999999915,0.2699999999999996,8.198,8.44,8.06,0.379999999999999,0.2400000000000002,3027778,5536719,1828324,3708395,-110635
2018-03-18,8.475999999999999,8.74,8.2,0.5400000000000009,-0.21000000000000085,8.612,8.99,8.3,0.6899999999999995,-0.1899999999999995,8.258000000000001,8.5,8.0,0.5,-0.33000000000000007,8.44,8.93,8.14,0.7899999999999991,-0.11999999999999922,4623476,6180602,2553369,3627233,1038246
2018-03-25,8.3475,8.44,8.21,0.22999999999999865,0.09999999999999964,8.459999999999999,8.54,8.35,0.1899999999999995,0.15000000000000036,8.16,8.21,8.12,0.09000000000000163,0.05000000000000071,8.3225,8.54,8.18,0.35999999999999943,0.19000000000000128,3817056,4161047,3245673,915374,442947
2018-04-01,9.026,9.48,8.41,1.0700000000000003,1.0700000000000003,9.402,9.75,8.86,0.8900000000000006,0.6500000000000004,8.87,9.24,8.35,0.8900000000000006,0.8300000000000001,9.224,9.49,8.84,0.6500000000000004,0.4900000000000002,6189122,10184844,3689112,6495732,-2447409
2018-04-08,9.874,10.1,9.52,0.5800000000000001,0.5800000000000001,10.12,10.34,9.93,0.41000000000000014,0.28000000000000114,9.77,9.94,9.49,0.4499999999999993,0.34999999999999964,9.942,10.1,9.85,0.25,0.0600000000000005,5016614,7692046,2606584,5085462,-1963653
