Date,FUL_stock_Open_average,FUL_stock_Open_max,FUL_stock_Open_min,FUL_stock_Open_volatility,FUL_stock_Open_change,FUL_stock_High_average,FUL_stock_High_max,FUL_stock_High_min,FUL_stock_High_volatility,FUL_stock_High_change,FUL_stock_Low_average,FUL_stock_Low_max,FUL_stock_Low_min,FUL_stock_Low_volatility,FUL_stock_Low_change,FUL_stock_Close_average,FUL_stock_Close_max,FUL_stock_Close_min,FUL_stock_Close_volatility,FUL_stock_Close_change,FUL_stock_Volume_average,FUL_stock_Volume_max,FUL_stock_Volume_min,FUL_stock_Volume_volatility,FUL_stock_Volume_change
2018-01-14,53.9075,54.19,53.7,0.4899999999999949,-0.03999999999999915,54.5225,54.9,54.27,0.6299999999999955,0.6299999999999955,53.635,53.85,53.39,0.46000000000000085,0.4299999999999997,54.065,54.83,53.46,1.3699999999999974,1.3699999999999974,343653,473567,257048,216519,-189214
2018-01-21,54.582,54.87,54.0,0.8699999999999974,-0.7899999999999991,55.206,55.54,55.0,0.5399999999999991,0.020000000000003126,53.702,54.45,52.62,1.8300000000000054,-0.7800000000000011,54.2,55.08,52.93,2.1499999999999986,-0.35999999999999943,760201,1157273,395272,762001,300158
2018-01-28,52.706,54.5,50.73,3.770000000000003,-3.770000000000003,52.782,54.5,50.73,3.770000000000003,-3.770000000000003,51.724,53.69,49.6,4.089999999999996,-4.089999999999996,51.916,53.7,49.73,3.970000000000006,-3.970000000000006,534744,947875,295685,652190,296448
2018-02-04,48.878,49.38,48.21,1.1700000000000017,-0.8300000000000054,49.538000000000004,49.77,49.27,0.5,-0.28000000000000114,47.763999999999996,48.72,47.36,1.3599999999999994,-0.3100000000000023,48.482,49.19,47.36,1.8299999999999983,1.1799999999999997,703672,908016,453591,454425,228611
2018-02-11,49.955999999999996,51.22,49.08,2.1400000000000006,2.039999999999999,50.748,51.93,49.84,2.0899999999999963,1.8699999999999974,49.672,51.12,48.56,2.559999999999995,2.559999999999995,50.596,51.69,49.58,2.1099999999999994,1.8099999999999952,464419,739712,310691,429021,-212771
2018-02-18,51.915,52.33,51.35,0.9799999999999969,0.8299999999999983,52.4625,52.73,52.13,0.5999999999999943,0.17999999999999972,51.265,51.66,50.62,1.0399999999999991,-0.6900000000000048,51.82,52.16,51.48,0.6799999999999997,-0.3300000000000054,542732,624956,434966,189990,-189990
2018-02-25,51.036,52.11,49.23,2.8800000000000026,-2.3600000000000065,51.322,52.35,49.6,2.75,-2.530000000000001,50.294000000000004,51.7,48.81,2.8900000000000006,-2.239999999999995,50.706,52.04,49.51,2.530000000000001,-2.530000000000001,415813,561495,349865,211630,-53397
2018-03-04,51.64,53.44,49.34,4.099999999999994,4.099999999999994,52.864,54.98,50.94,4.039999999999999,4.039999999999999,51.484,53.25,49.2,4.049999999999997,4.049999999999997,52.646,54.65,50.78,3.8699999999999974,3.8699999999999974,484905,731515,322800,408715,-106076
2018-03-11,53.592,54.93,51.49,3.4399999999999977,-3.4399999999999977,53.79,55.25,51.8,3.450000000000003,-3.450000000000003,52.442,54.28,50.94,3.3400000000000034,-3.3400000000000034,52.798,54.54,51.56,2.979999999999997,-2.8699999999999974,501984,626680,424112,202568,202564
2018-03-18,50.444,51.53,49.03,2.5,-2.5,50.696000000000005,51.7,49.24,2.460000000000001,-2.460000000000001,49.589999999999996,50.69,47.72,2.969999999999999,-2.969999999999999,49.776,51.14,47.79,3.3500000000000014,-3.3500000000000014,436109,663429,236108,427321,343883
