Date,Shares JPX-Nikkei 400Etf_Open_average,Shares JPX-Nikkei 400Etf_Open_max,Shares JPX-Nikkei 400Etf_Open_min,Shares JPX-Nikkei 400Etf_Open_volatility,Shares JPX-Nikkei 400Etf_Open_change,Shares JPX-Nikkei 400Etf_High_average,Shares JPX-Nikkei 400Etf_High_max,Shares JPX-Nikkei 400Etf_High_min,Shares JPX-Nikkei 400Etf_High_volatility,Shares JPX-Nikkei 400Etf_High_change,Shares JPX-Nikkei 400Etf_Low_average,Shares JPX-Nikkei 400Etf_Low_max,Shares JPX-Nikkei 400Etf_Low_min,Shares JPX-Nikkei 400Etf_Low_volatility,Shares JPX-Nikkei 400Etf_Low_change,Shares JPX-Nikkei 400Etf_Close_average,Shares JPX-Nikkei 400Etf_Close_max,Shares JPX-Nikkei 400Etf_Close_min,Shares JPX-Nikkei 400Etf_Close_volatility,Shares JPX-Nikkei 400Etf_Close_change
2018-01-14,68.99,68.99,68.99,0.0,0.0,69.14,69.14,69.14,0.0,0.0,68.81,68.81,68.81,0.0,0.0,69.04,69.04,69.04,0.0,0.0
2018-01-21,69.7,69.7,69.7,0.0,0.0,70.13,70.13,70.13,0.0,0.0,69.7,69.7,69.7,0.0,0.0,70.06,70.06,70.06,0.0,0.0
2018-01-28,68.26,68.26,68.26,0.0,0.0,68.26,68.26,68.26,0.0,0.0,67.63,67.63,67.63,0.0,0.0,67.63,67.63,67.63,0.0,0.0
2018-02-04,64.55,64.55,64.55,0.0,0.0,64.55,64.55,64.55,0.0,0.0,62.25,62.25,62.25,0.0,0.0,64.23,64.23,64.23,0.0,0.0
2018-02-11,66.38,66.38,66.38,0.0,0.0,66.7,66.7,66.7,0.0,0.0,66.38,66.38,66.38,0.0,0.0,66.57,66.57,66.57,0.0,0.0
2018-02-18,66.24,66.24,66.24,0.0,0.0,66.92,66.92,66.92,0.0,0.0,66.06,66.06,66.06,0.0,0.0,66.92,66.92,66.92,0.0,0.0
2018-02-25,64.06,64.06,64.06,0.0,0.0,64.89,64.89,64.89,0.0,0.0,64.01,64.01,64.01,0.0,0.0,64.89,64.89,64.89,0.0,0.0
2018-03-04,65.33,65.33,65.33,0.0,0.0,65.76,65.76,65.76,0.0,0.0,65.33,65.33,65.33,0.0,0.0,65.76,65.76,65.76,0.0,0.0
2018-03-11,65.8,65.8,65.8,0.0,0.0,65.82,65.82,65.82,0.0,0.0,65.8,65.8,65.8,0.0,0.0,65.82,65.82,65.82,0.0,0.0
2018-03-18,64.13,64.13,64.13,0.0,0.0,64.33,64.33,64.33,0.0,0.0,63.27,63.27,63.27,0.0,0.0,63.27,63.27,63.27,0.0,0.0
2018-03-25,65.93,65.93,65.93,0.0,0.0,66.0,66.0,66.0,0.0,0.0,65.85,65.85,65.85,0.0,0.0,65.87,65.87,65.87,0.0,0.0
2018-04-01,65.25,65.25,65.25,0.0,0.0,65.25,65.25,65.25,0.0,0.0,64.59,64.59,64.59,0.0,0.0,64.59,64.59,64.59,0.0,0.0
2018-04-08,65.47,65.47,65.47,0.0,0.0,65.47,65.47,65.47,0.0,0.0,65.25,65.25,65.25,0.0,0.0,65.25,65.25,65.25,0.0,0.0
2018-04-15,65.69,65.69,65.69,0.0,0.0,65.8,65.8,65.8,0.0,0.0,65.65,65.65,65.65,0.0,0.0,65.65,65.65,65.65,0.0,0.0
2018-04-22,65.92,65.92,65.92,0.0,0.0,65.93,65.93,65.93,0.0,0.0,65.8,65.8,65.8,0.0,0.0,65.84,65.84,65.84,0.0,0.0
2018-04-29,65.57,65.57,65.57,0.0,0.0,65.81,65.81,65.81,0.0,0.0,65.55,65.55,65.55,0.0,0.0,65.81,65.81,65.81,0.0,0.0
2018-05-06,66.41,66.41,66.41,0.0,0.0,66.41,66.41,66.41,0.0,0.0,66.24,66.24,66.24,0.0,0.0,66.24,66.24,66.24,0.0,0.0
2018-05-13,65.99,65.99,65.99,0.0,0.0,66.14,66.14,66.14,0.0,0.0,65.99,65.99,65.99,0.0,0.0,66.05,66.05,66.05,0.0,0.0
2018-05-20,65.33,65.33,65.33,0.0,0.0,65.33,65.33,65.33,0.0,0.0,65.08,65.08,65.08,0.0,0.0,65.08,65.08,65.08,0.0,0.0
2018-05-27,65.02,65.02,65.02,0.0,0.0,65.48,65.48,65.48,0.0,0.0,65.02,65.02,65.02,0.0,0.0,65.2,65.2,65.2,0.0,0.0
2018-06-03,65.59,65.59,65.59,0.0,0.0,65.86,65.86,65.86,0.0,0.0,65.53,65.53,65.53,0.0,0.0,65.86,65.86,65.86,0.0,0.0
2018-06-10,65.37,65.37,65.37,0.0,0.0,65.5,65.5,65.5,0.0,0.0,65.22,65.22,65.22,0.0,0.0,65.35,65.35,65.35,0.0,0.0
2018-06-17,64.21,64.21,64.21,0.0,0.0,64.21,64.21,64.21,0.0,0.0,63.96,63.96,63.96,0.0,0.0,63.96,63.96,63.96,0.0,0.0
2018-06-24,62.85,62.85,62.85,0.0,0.0,62.97,62.97,62.97,0.0,0.0,62.85,62.85,62.85,0.0,0.0,62.88,62.88,62.88,0.0,0.0
2018-07-01,61.92,61.92,61.92,0.0,0.0,61.92,61.92,61.92,0.0,0.0,61.92,61.92,61.92,0.0,0.0,61.92,61.92,61.92,0.0,0.0
2018-07-08,62.1,62.1,62.1,0.0,0.0,62.1,62.1,62.1,0.0,0.0,62.1,62.1,62.1,0.0,0.0,62.1,62.1,62.1,0.0,0.0
2018-07-15,62.71,62.71,62.71,0.0,0.0,62.84,62.84,62.84,0.0,0.0,62.71,62.71,62.71,0.0,0.0,62.79,62.79,62.79,0.0,0.0
2018-07-22,64.64,64.64,64.64,0.0,0.0,64.64,64.64,64.64,0.0,0.0,64.31,64.31,64.31,0.0,0.0,64.31,64.31,64.31,0.0,0.0
2018-07-29,62.86,62.86,62.86,0.0,0.0,63.13,63.13,63.13,0.0,0.0,62.86,62.86,62.86,0.0,0.0,63.12,63.12,63.12,0.0,0.0
2018-08-05,62.24,62.24,62.24,0.0,0.0,62.24,62.24,62.24,0.0,0.0,61.87,61.87,61.87,0.0,0.0,61.87,61.87,61.87,0.0,0.0
2018-08-12,61.62,61.62,61.62,0.0,0.0,61.85,61.85,61.85,0.0,0.0,61.62,61.62,61.62,0.0,0.0,61.79,61.79,61.79,0.0,0.0
2018-08-19,62.06,62.06,62.06,0.0,0.0,62.12,62.12,62.12,0.0,0.0,62.06,62.06,62.06,0.0,0.0,62.12,62.12,62.12,0.0,0.0
2018-08-26,62.87,62.87,62.87,0.0,0.0,62.87,62.87,62.87,0.0,0.0,62.5,62.5,62.5,0.0,0.0,62.5,62.5,62.5,0.0,0.0
2018-09-02,61.03,61.03,61.03,0.0,0.0,61.27,61.27,61.27,0.0,0.0,60.96,60.96,60.96,0.0,0.0,61.08,61.08,61.08,0.0,0.0
2018-09-09,62.69,62.69,62.69,0.0,0.0,62.73,62.73,62.73,0.0,0.0,62.45,62.45,62.45,0.0,0.0,62.73,62.73,62.73,0.0,0.0
2018-09-16,64.78,64.78,64.78,0.0,0.0,64.85,64.85,64.85,0.0,0.0,64.6,64.6,64.6,0.0,0.0,64.85,64.85,64.85,0.0,0.0
2018-09-23,64.95,64.95,64.95,0.0,0.0,65.14,65.14,65.14,0.0,0.0,64.95,64.95,64.95,0.0,0.0,65.0,65.0,65.0,0.0,0.0
2018-09-30,63.94,63.94,63.94,0.0,0.0,63.94,63.94,63.94,0.0,0.0,63.43,63.43,63.43,0.0,0.0,63.73,63.73,63.73,0.0,0.0
2018-10-07,61.18,61.18,61.18,0.0,0.0,61.18,61.18,61.18,0.0,0.0,60.54,60.54,60.54,0.0,0.0,61.07,61.07,61.07,0.0,0.0
2018-10-14,61.25,61.25,61.25,0.0,0.0,61.25,61.25,61.25,0.0,0.0,61.25,61.25,61.25,0.0,0.0,61.25,61.25,61.25,0.0,0.0
2018-10-21,57.78,57.78,57.78,0.0,0.0,58.44,58.44,58.44,0.0,0.0,57.29,57.29,57.29,0.0,0.0,58.13,58.13,58.13,0.0,0.0
2018-10-28,59.65,59.65,59.65,0.0,0.0,59.65,59.65,59.65,0.0,0.0,58.84,58.84,58.84,0.0,0.0,58.84,58.84,58.84,0.0,0.0
2018-11-04,59.06,59.06,59.06,0.0,0.0,59.15,59.15,59.15,0.0,0.0,59.06,59.06,59.06,0.0,0.0,59.15,59.15,59.15,0.0,0.0
2018-11-11,58.76,58.76,58.76,0.0,0.0,58.95,58.95,58.95,0.0,0.0,58.75,58.75,58.75,0.0,0.0,58.82,58.82,58.82,0.0,0.0
2018-11-18,58.3,58.3,58.3,0.0,0.0,58.46,58.46,58.46,0.0,0.0,58.3,58.3,58.3,0.0,0.0,58.37,58.37,58.37,0.0,0.0
2018-11-25,59.46,59.46,59.46,0.0,0.0,59.82,59.82,59.82,0.0,0.0,59.46,59.46,59.46,0.0,0.0,59.62,59.62,59.62,0.0,0.0
2018-12-02,58.1,58.1,58.1,0.0,0.0,58.21,58.21,58.21,0.0,0.0,57.44,57.44,57.44,0.0,0.0,57.78,57.78,57.78,0.0,0.0
2018-12-09,56.88,56.88,56.88,0.0,0.0,57.11,57.11,57.11,0.0,0.0,56.88,56.88,56.88,0.0,0.0,56.92,56.92,56.92,0.0,0.0
2018-12-16,53.74,53.74,53.74,0.0,0.0,54.05,54.05,54.05,0.0,0.0,53.19,53.19,53.19,0.0,0.0,53.19,53.19,53.19,0.0,0.0
2018-12-23,54.63,54.63,54.63,0.0,0.0,54.87,54.87,54.87,0.0,0.0,54.37,54.37,54.37,0.0,0.0,54.72,54.72,54.72,0.0,0.0
2018-12-30,55.36,55.36,55.36,0.0,0.0,56.45,56.45,56.45,0.0,0.0,55.36,55.36,55.36,0.0,0.0,56.45,56.45,56.45,0.0,0.0
2019-01-06,56.56,56.56,56.56,0.0,0.0,56.62,56.62,56.62,0.0,0.0,56.46,56.46,56.46,0.0,0.0,56.55,56.55,56.55,0.0,0.0
2019-01-13,58.04,58.04,58.04,0.0,0.0,58.16,58.16,58.16,0.0,0.0,57.84,57.84,57.84,0.0,0.0,58.16,58.16,58.16,0.0,0.0
