Date,Guggenheim CurrencyShares Swiss Franc_Open_average,Guggenheim CurrencyShares Swiss Franc_Open_max,Guggenheim CurrencyShares Swiss Franc_Open_min,Guggenheim CurrencyShares Swiss Franc_Open_volatility,Guggenheim CurrencyShares Swiss Franc_Open_change,Guggenheim CurrencyShares Swiss Franc_High_average,Guggenheim CurrencyShares Swiss Franc_High_max,Guggenheim CurrencyShares Swiss Franc_High_min,Guggenheim CurrencyShares Swiss Franc_High_volatility,Guggenheim CurrencyShares Swiss Franc_High_change,Guggenheim CurrencyShares Swiss Franc_Low_average,Guggenheim CurrencyShares Swiss Franc_Low_max,Guggenheim CurrencyShares Swiss Franc_Low_min,Guggenheim CurrencyShares Swiss Franc_Low_volatility,Guggenheim CurrencyShares Swiss Franc_Low_change,Guggenheim CurrencyShares Swiss Franc_Close_average,Guggenheim CurrencyShares Swiss Franc_Close_max,Guggenheim CurrencyShares Swiss Franc_Close_min,Guggenheim CurrencyShares Swiss Franc_Close_volatility,Guggenheim CurrencyShares Swiss Franc_Close_change
2018-11-04,92.6,92.6,92.6,0.0,0.0,92.61,92.61,92.61,0.0,0.0,92.42,92.42,92.42,0.0,0.0,92.44,92.44,92.44,0.0,0.0
2018-11-11,93.79,93.79,93.79,0.0,0.0,94.07,94.07,94.07,0.0,0.0,93.79,93.79,93.79,0.0,0.0,93.95,93.95,93.95,0.0,0.0
2018-11-18,93.55,93.55,93.55,0.0,0.0,93.55,93.55,93.55,0.0,0.0,93.42,93.42,93.42,0.0,0.0,93.46,93.46,93.46,0.0,0.0
2018-11-25,93.49,93.49,93.49,0.0,0.0,93.6,93.6,93.6,0.0,0.0,93.44,93.44,93.44,0.0,0.0,93.44,93.44,93.44,0.0,0.0
2018-12-02,94.32,94.32,94.32,0.0,0.0,94.52,94.52,94.52,0.0,0.0,94.19,94.19,94.19,0.0,0.0,94.28,94.28,94.28,0.0,0.0
2018-12-09,94.03,94.03,94.03,0.0,0.0,94.03,94.03,94.03,0.0,0.0,93.92,93.92,93.92,0.0,0.0,93.99,93.99,93.99,0.0,0.0
2018-12-16,94.21,94.21,94.21,0.0,0.0,94.54,94.54,94.54,0.0,0.0,94.21,94.21,94.21,0.0,0.0,94.32,94.32,94.32,0.0,0.0
2018-12-23,94.56,94.56,94.56,0.0,0.0,94.88,94.88,94.88,0.0,0.0,94.46,94.46,94.46,0.0,0.0,94.88,94.88,94.88,0.0,0.0
2018-12-30,95.06,95.06,95.06,0.0,0.0,95.21,95.21,95.21,0.0,0.0,94.95,94.95,94.95,0.0,0.0,95.12,95.12,95.12,0.0,0.0
2019-01-06,94.84,94.84,94.84,0.0,0.0,95.09,95.09,95.09,0.0,0.0,94.84,94.84,94.84,0.0,0.0,94.98,94.98,94.98,0.0,0.0
2019-01-13,93.7,93.7,93.7,0.0,0.0,93.72,93.72,93.72,0.0,0.0,93.52,93.52,93.52,0.0,0.0,93.6,93.6,93.6,0.0,0.0
2019-01-20,93.94,93.94,93.94,0.0,0.0,93.99,93.99,93.99,0.0,0.0,93.9,93.9,93.9,0.0,0.0,93.97,93.97,93.97,0.0,0.0
2019-01-27,93.36,93.36,93.36,0.0,0.0,93.45,93.45,93.45,0.0,0.0,93.21,93.21,93.21,0.0,0.0,93.31,93.31,93.31,0.0,0.0
2019-02-03,92.75,92.75,92.75,0.0,0.0,92.82,92.82,92.82,0.0,0.0,92.65,92.65,92.65,0.0,0.0,92.73,92.73,92.73,0.0,0.0
2019-02-10,92.63,92.63,92.63,0.0,0.0,92.7,92.7,92.7,0.0,0.0,92.51,92.51,92.51,0.0,0.0,92.65,92.65,92.65,0.0,0.0
2019-02-17,93.03,93.03,93.03,0.0,0.0,93.08,93.08,93.08,0.0,0.0,92.97,92.97,92.97,0.0,0.0,93.05,93.05,93.05,0.0,0.0
2019-02-24,93.12,93.12,93.12,0.0,0.0,93.13,93.13,93.13,0.0,0.0,92.97,92.97,92.97,0.0,0.0,93.13,93.13,93.13,0.0,0.0
2019-03-03,92.15,92.15,92.15,0.0,0.0,92.21,92.21,92.21,0.0,0.0,92.01,92.01,92.01,0.0,0.0,92.06,92.06,92.06,0.0,0.0
2019-03-10,92.84,92.84,92.84,0.0,0.0,93.01,93.01,93.01,0.0,0.0,92.84,92.84,92.84,0.0,0.0,92.96,92.96,92.96,0.0,0.0
2019-03-17,93.62,93.62,93.62,0.0,0.0,93.83,93.83,93.83,0.0,0.0,93.62,93.62,93.62,0.0,0.0,93.72,93.72,93.72,0.0,0.0
2019-03-24,93.18,93.18,93.18,0.0,0.0,93.2,93.2,93.2,0.0,0.0,93.04,93.04,93.04,0.0,0.0,93.07,93.07,93.07,0.0,0.0
2019-03-31,93.1,93.1,93.1,0.0,0.0,93.14,93.14,93.14,0.0,0.0,93.0,93.0,93.0,0.0,0.0,93.07,93.07,93.07,0.0,0.0
2019-04-07,92.67,92.67,92.67,0.0,0.0,92.67,92.67,92.67,0.0,0.0,92.52,92.52,92.52,0.0,0.0,92.56,92.56,92.56,0.0,0.0
2019-04-14,91.46,91.46,91.46,0.0,0.0,91.54,91.54,91.54,0.0,0.0,91.43,91.43,91.43,0.0,0.0,91.47,91.47,91.47,0.0,0.0
2019-04-21,91.01,91.01,91.01,0.0,0.0,91.1,91.1,91.1,0.0,0.0,90.97,90.97,90.97,0.0,0.0,91.09,91.09,91.09,0.0,0.0
2019-04-28,91.05,91.05,91.05,0.0,0.0,91.3,91.3,91.3,0.0,0.0,91.05,91.05,91.05,0.0,0.0,91.28,91.28,91.28,0.0,0.0
2019-05-05,92.29,92.29,92.29,0.0,0.0,92.39,92.39,92.39,0.0,0.0,92.22,92.22,92.22,0.0,0.0,92.26,92.26,92.26,0.0,0.0
2019-05-12,91.99,91.99,91.99,0.0,0.0,92.14,92.14,92.14,0.0,0.0,91.99,91.99,91.99,0.0,0.0,92.06,92.06,92.06,0.0,0.0
2019-05-19,92.52,92.52,92.52,0.0,0.0,92.75,92.75,92.75,0.0,0.0,92.52,92.52,92.52,0.0,0.0,92.73,92.73,92.73,0.0,0.0
2019-05-26,92.84,92.84,92.84,0.0,0.0,93.62,93.62,93.62,0.0,0.0,92.84,92.84,92.84,0.0,0.0,93.52,93.52,93.52,0.0,0.0
2019-06-02,93.81,93.81,93.81,0.0,0.0,93.81,93.81,93.81,0.0,0.0,93.53,93.53,93.53,0.0,0.0,93.8,93.8,93.8,0.0,0.0
2019-06-09,92.95,92.95,92.95,0.0,0.0,93.04,93.04,93.04,0.0,0.0,92.82,92.82,92.82,0.0,0.0,92.9,92.9,92.9,0.0,0.0
2019-06-16,95.07,95.07,95.07,0.0,0.0,95.48,95.48,95.48,0.0,0.0,95.0,95.0,95.0,0.0,0.0,95.37,95.37,95.37,0.0,0.0
2019-06-23,94.33,94.33,94.33,0.0,0.0,94.33,94.33,94.33,0.0,0.0,93.75,93.75,93.75,0.0,0.0,93.96,93.96,93.96,0.0,0.0
2019-06-30,93.34,93.34,93.34,0.0,0.0,93.43,93.43,93.43,0.0,0.0,93.22,93.22,93.22,0.0,0.0,93.24,93.24,93.24,0.0,0.0
2019-07-07,94.29,94.29,94.29,0.0,0.0,94.29,94.29,94.29,0.0,0.0,94.03,94.03,94.03,0.0,0.0,94.11,94.11,94.11,0.0,0.0
2019-07-14,94.53,94.53,94.53,0.0,0.0,94.53,94.53,94.53,0.0,0.0,94.35,94.35,94.35,0.0,0.0,94.35,94.35,94.35,0.0,0.0
2019-07-21,93.37,93.37,93.37,0.0,0.0,93.48,93.48,93.48,0.0,0.0,93.28,93.28,93.28,0.0,0.0,93.46,93.46,93.46,0.0,0.0
2019-07-28,94.93,94.93,94.93,0.0,0.0,95.29,95.29,95.29,0.0,0.0,94.75,94.75,94.75,0.0,0.0,95.04,95.04,95.04,0.0,0.0
2019-08-04,95.35,95.35,95.35,0.0,0.0,95.54,95.54,95.54,0.0,0.0,95.33,95.33,95.33,0.0,0.0,95.52,95.52,95.52,0.0,0.0
2019-08-11,94.36,94.36,94.36,0.0,0.0,94.49,94.49,94.49,0.0,0.0,94.29,94.29,94.29,0.0,0.0,94.36,94.36,94.36,0.0,0.0
2019-08-18,94.61,94.61,94.61,0.0,0.0,94.66,94.66,94.66,0.0,0.0,94.45,94.45,94.45,0.0,0.0,94.49,94.49,94.49,0.0,0.0
2019-08-25,93.57,93.57,93.57,0.0,0.0,93.69,93.69,93.69,0.0,0.0,93.33,93.33,93.33,0.0,0.0,93.46,93.46,93.46,0.0,0.0
2019-09-01,93.42,93.42,93.42,0.0,0.0,93.47,93.47,93.47,0.0,0.0,93.28,93.28,93.28,0.0,0.0,93.28,93.28,93.28,0.0,0.0
2019-09-08,92.78,92.78,92.78,0.0,0.0,93.21,93.21,93.21,0.0,0.0,92.07,92.07,92.07,0.0,0.0,93.11,93.11,93.11,0.0,0.0
2019-09-15,93.25,93.25,93.25,0.0,0.0,93.39,93.39,93.39,0.0,0.0,93.11,93.11,93.11,0.0,0.0,93.25,93.25,93.25,0.0,0.0
2019-09-22,92.72,92.72,92.72,0.0,0.0,92.76,92.76,92.76,0.0,0.0,92.57,92.57,92.57,0.0,0.0,92.62,92.62,92.62,0.0,0.0
2019-09-29,92.97,92.97,92.97,0.0,0.0,93.09,93.09,93.09,0.0,0.0,92.8,92.8,92.8,0.0,0.0,92.86,92.86,92.86,0.0,0.0
2019-10-06,92.71,92.71,92.71,0.0,0.0,92.71,92.71,92.71,0.0,0.0,92.51,92.51,92.51,0.0,0.0,92.51,92.51,92.51,0.0,0.0
2019-10-13,93.75,93.75,93.75,0.0,0.0,93.75,93.75,93.75,0.0,0.0,93.63,93.63,93.63,0.0,0.0,93.68,93.68,93.68,0.0,0.0
2019-10-20,92.7,92.7,92.7,0.0,0.0,92.85,92.85,92.85,0.0,0.0,92.7,92.7,92.7,0.0,0.0,92.85,92.85,92.85,0.0,0.0
2019-10-27,93.42,93.42,93.42,0.0,0.0,93.62,93.62,93.62,0.0,0.0,93.42,93.42,93.42,0.0,0.0,93.46,93.46,93.46,0.0,0.0
2019-11-03,92.98,92.98,92.98,0.0,0.0,92.98,92.98,92.98,0.0,0.0,92.87,92.87,92.87,0.0,0.0,92.96,92.96,92.96,0.0,0.0
2019-11-10,93.34,93.34,93.34,0.0,0.0,93.49,93.49,93.49,0.0,0.0,93.33,93.33,93.33,0.0,0.0,93.37,93.37,93.37,0.0,0.0
2019-11-17,92.5,92.5,92.5,0.0,0.0,92.63,92.63,92.63,0.0,0.0,92.43,92.43,92.43,0.0,0.0,92.56,92.56,92.56,0.0,0.0
2019-11-24,92.55,92.55,92.55,0.0,0.0,93.07,93.07,93.07,0.0,0.0,92.55,92.55,92.55,0.0,0.0,93.07,93.07,93.07,0.0,0.0
2019-12-01,93.17,93.17,93.17,0.0,0.0,93.41,93.41,93.41,0.0,0.0,93.17,93.17,93.17,0.0,0.0,93.37,93.37,93.37,0.0,0.0
2019-12-08,93.82,93.82,93.82,0.0,0.0,93.96,93.96,93.96,0.0,0.0,93.74,93.74,93.74,0.0,0.0,93.86,93.86,93.86,0.0,0.0
2019-12-15,93.92,93.92,93.92,0.0,0.0,93.96,93.96,93.96,0.0,0.0,93.84,93.84,93.84,0.0,0.0,93.87,93.87,93.87,0.0,0.0
2019-12-22,94.96,94.96,94.96,0.0,0.0,95.26,95.26,95.26,0.0,0.0,94.96,94.96,94.96,0.0,0.0,95.1,95.1,95.1,0.0,0.0
2019-12-29,94.82,94.82,94.82,0.0,0.0,95.08,95.08,95.08,0.0,0.0,94.72,94.72,94.72,0.0,0.0,94.81,94.81,94.81,0.0,0.0
