Date,USAA MSCI EM Value Momentum Blend_etf_Open_average,USAA MSCI EM Value Momentum Blend_etf_Open_max,USAA MSCI EM Value Momentum Blend_etf_Open_min,USAA MSCI EM Value Momentum Blend_etf_Open_volatility,USAA MSCI EM Value Momentum Blend_etf_Open_change,USAA MSCI EM Value Momentum Blend_etf_High_average,USAA MSCI EM Value Momentum Blend_etf_High_max,USAA MSCI EM Value Momentum Blend_etf_High_min,USAA MSCI EM Value Momentum Blend_etf_High_volatility,USAA MSCI EM Value Momentum Blend_etf_High_change,USAA MSCI EM Value Momentum Blend_etf_Low_average,USAA MSCI EM Value Momentum Blend_etf_Low_max,USAA MSCI EM Value Momentum Blend_etf_Low_min,USAA MSCI EM Value Momentum Blend_etf_Low_volatility,USAA MSCI EM Value Momentum Blend_etf_Low_change,USAA MSCI EM Value Momentum Blend_etf_Close_average,USAA MSCI EM Value Momentum Blend_etf_Close_max,USAA MSCI EM Value Momentum Blend_etf_Close_min,USAA MSCI EM Value Momentum Blend_etf_Close_volatility,USAA MSCI EM Value Momentum Blend_etf_Close_change
2018-06-10,49.08,49.08,49.08,0.0,0.0,49.27,49.27,49.27,0.0,0.0,48.96,48.96,48.96,0.0,0.0,49.24,49.24,49.24,0.0,0.0
2018-06-17,47.85,47.85,47.85,0.0,0.0,47.85,47.85,47.85,0.0,0.0,47.64,47.64,47.64,0.0,0.0,47.68,47.68,47.68,0.0,0.0
2018-06-24,46.84,46.84,46.84,0.0,0.0,46.94,46.94,46.94,0.0,0.0,46.78,46.78,46.78,0.0,0.0,46.86,46.86,46.86,0.0,0.0
2018-07-01,45.86,45.86,45.86,0.0,0.0,46.41,46.41,46.41,0.0,0.0,45.86,45.86,45.86,0.0,0.0,46.27,46.27,46.27,0.0,0.0
2018-07-08,46.33,46.33,46.33,0.0,0.0,46.42,46.42,46.42,0.0,0.0,46.33,46.33,46.33,0.0,0.0,46.42,46.42,46.42,0.0,0.0
2018-07-15,46.02,46.02,46.02,0.0,0.0,46.02,46.02,46.02,0.0,0.0,46.02,46.02,46.02,0.0,0.0,46.02,46.02,46.02,0.0,0.0
2018-07-22,47.2,47.2,47.2,0.0,0.0,47.2,47.2,47.2,0.0,0.0,47.01,47.01,47.01,0.0,0.0,47.02,47.02,47.02,0.0,0.0
2018-07-29,46.18,46.18,46.18,0.0,0.0,46.31,46.31,46.31,0.0,0.0,46.18,46.18,46.18,0.0,0.0,46.27,46.27,46.27,0.0,0.0
2018-08-05,45.25,45.25,45.25,0.0,0.0,45.25,45.25,45.25,0.0,0.0,45.19,45.19,45.19,0.0,0.0,45.19,45.19,45.19,0.0,0.0
2018-08-12,43.82,43.82,43.82,0.0,0.0,44.52,44.52,44.52,0.0,0.0,43.82,43.82,43.82,0.0,0.0,44.5,44.5,44.5,0.0,0.0
2018-08-19,45.29,45.29,45.29,0.0,0.0,45.45,45.45,45.45,0.0,0.0,45.29,45.29,45.29,0.0,0.0,45.45,45.45,45.45,0.0,0.0
2018-08-26,45.69,45.69,45.69,0.0,0.0,45.87,45.87,45.87,0.0,0.0,45.53,45.53,45.53,0.0,0.0,45.53,45.53,45.53,0.0,0.0
2018-09-02,44.59,44.59,44.59,0.0,0.0,44.59,44.59,44.59,0.0,0.0,44.19,44.19,44.19,0.0,0.0,44.29,44.29,44.29,0.0,0.0
2018-09-09,44.71,44.71,44.71,0.0,0.0,44.87,44.87,44.87,0.0,0.0,44.53,44.53,44.53,0.0,0.0,44.72,44.72,44.72,0.0,0.0
2018-09-16,46.09,46.09,46.09,0.0,0.0,46.09,46.09,46.09,0.0,0.0,46.09,46.09,46.09,0.0,0.0,46.09,46.09,46.09,0.0,0.0
2018-09-23,46.15,46.15,46.15,0.0,0.0,46.15,46.15,46.15,0.0,0.0,46.15,46.15,46.15,0.0,0.0,46.15,46.15,46.15,0.0,0.0
2018-09-30,44.48,44.48,44.48,0.0,0.0,44.48,44.48,44.48,0.0,0.0,44.27,44.27,44.27,0.0,0.0,44.27,44.27,44.27,0.0,0.0
2018-10-07,43.06,43.06,43.06,0.0,0.0,43.1,43.1,43.1,0.0,0.0,42.59,42.59,42.59,0.0,0.0,43.1,43.1,43.1,0.0,0.0
2018-10-14,42.8,42.8,42.8,0.0,0.0,42.95,42.95,42.95,0.0,0.0,42.54,42.54,42.54,0.0,0.0,42.54,42.54,42.54,0.0,0.0
2018-10-21,41.55,41.55,41.55,0.0,0.0,41.55,41.55,41.55,0.0,0.0,41.25,41.25,41.25,0.0,0.0,41.39,41.39,41.39,0.0,0.0
2018-10-28,43.35,43.35,43.35,0.0,0.0,43.35,43.35,43.35,0.0,0.0,42.82,42.82,42.82,0.0,0.0,43.2,43.2,43.2,0.0,0.0
2018-11-04,42.65,42.65,42.65,0.0,0.0,42.65,42.65,42.65,0.0,0.0,42.65,42.65,42.65,0.0,0.0,42.65,42.65,42.65,0.0,0.0
2018-11-11,43.62,43.62,43.62,0.0,0.0,44.13,44.13,44.13,0.0,0.0,43.62,43.62,43.62,0.0,0.0,44.13,44.13,44.13,0.0,0.0
2018-11-18,43.21,43.21,43.21,0.0,0.0,43.21,43.21,43.21,0.0,0.0,43.09,43.09,43.09,0.0,0.0,43.1,43.1,43.1,0.0,0.0
2018-11-25,43.92,43.92,43.92,0.0,0.0,44.14,44.14,44.14,0.0,0.0,43.92,43.92,43.92,0.0,0.0,44.14,44.14,44.14,0.0,0.0
2018-12-02,42.98,42.98,42.98,0.0,0.0,42.98,42.98,42.98,0.0,0.0,42.31,42.31,42.31,0.0,0.0,42.42,42.42,42.42,0.0,0.0
2018-12-09,42.54,42.54,42.54,0.0,0.0,42.76,42.76,42.76,0.0,0.0,42.54,42.54,42.54,0.0,0.0,42.57,42.57,42.57,0.0,0.0
2018-12-16,41.8,41.8,41.8,0.0,0.0,41.8,41.8,41.8,0.0,0.0,41.33,41.33,41.33,0.0,0.0,41.42,41.42,41.42,0.0,0.0
2018-12-23,41.75,41.75,41.75,0.0,0.0,42.04,42.04,42.04,0.0,0.0,41.73,41.73,41.73,0.0,0.0,41.76,41.76,41.76,0.0,0.0
2018-12-30,41.5,41.5,41.5,0.0,0.0,42.13,42.13,42.13,0.0,0.0,41.49,41.49,41.49,0.0,0.0,42.11,42.11,42.11,0.0,0.0
2019-01-06,42.71,42.71,42.71,0.0,0.0,42.91,42.91,42.91,0.0,0.0,42.71,42.71,42.71,0.0,0.0,42.9,42.9,42.9,0.0,0.0
2019-01-13,43.65,43.65,43.65,0.0,0.0,43.86,43.86,43.86,0.0,0.0,43.65,43.65,43.65,0.0,0.0,43.86,43.86,43.86,0.0,0.0
2019-01-20,44.5,44.5,44.5,0.0,0.0,44.58,44.58,44.58,0.0,0.0,44.5,44.5,44.5,0.0,0.0,44.54,44.54,44.54,0.0,0.0
2019-01-27,45.06,45.06,45.06,0.0,0.0,45.06,45.06,45.06,0.0,0.0,44.99,44.99,44.99,0.0,0.0,45.06,45.06,45.06,0.0,0.0
2019-02-03,44.5,44.5,44.5,0.0,0.0,44.65,44.65,44.65,0.0,0.0,44.48,44.48,44.48,0.0,0.0,44.61,44.61,44.61,0.0,0.0
2019-02-10,44.75,44.75,44.75,0.0,0.0,44.84,44.84,44.84,0.0,0.0,44.74,44.74,44.74,0.0,0.0,44.84,44.84,44.84,0.0,0.0
2019-02-17,45.58,45.58,45.58,0.0,0.0,45.6,45.6,45.6,0.0,0.0,45.45,45.45,45.45,0.0,0.0,45.53,45.53,45.53,0.0,0.0
2019-02-24,45.22,45.22,45.22,0.0,0.0,45.22,45.22,45.22,0.0,0.0,45.13,45.13,45.13,0.0,0.0,45.13,45.13,45.13,0.0,0.0
2019-03-03,43.87,43.87,43.87,0.0,0.0,43.92,43.92,43.92,0.0,0.0,43.82,43.82,43.82,0.0,0.0,43.92,43.92,43.92,0.0,0.0
2019-03-10,44.81,44.81,44.81,0.0,0.0,45.05,45.05,45.05,0.0,0.0,44.76,44.76,44.76,0.0,0.0,44.97,44.97,44.97,0.0,0.0
2019-03-17,44.7,44.7,44.7,0.0,0.0,44.7,44.7,44.7,0.0,0.0,44.2,44.2,44.2,0.0,0.0,44.2,44.2,44.2,0.0,0.0
2019-03-24,44.69,44.69,44.69,0.0,0.0,44.72,44.72,44.72,0.0,0.0,44.68,44.68,44.68,0.0,0.0,44.68,44.68,44.68,0.0,0.0
2019-03-31,45.72,45.72,45.72,0.0,0.0,45.75,45.75,45.75,0.0,0.0,45.66,45.66,45.66,0.0,0.0,45.72,45.72,45.72,0.0,0.0
2019-04-07,45.72,45.72,45.72,0.0,0.0,45.72,45.72,45.72,0.0,0.0,45.61,45.61,45.61,0.0,0.0,45.63,45.63,45.63,0.0,0.0
2019-04-14,45.35,45.35,45.35,0.0,0.0,45.51,45.51,45.51,0.0,0.0,45.25,45.25,45.25,0.0,0.0,45.41,45.41,45.41,0.0,0.0
2019-04-21,44.58,44.58,44.58,0.0,0.0,44.69,44.69,44.69,0.0,0.0,44.58,44.58,44.58,0.0,0.0,44.68,44.68,44.68,0.0,0.0
2019-04-28,44.77,44.77,44.77,0.0,0.0,44.87,44.87,44.87,0.0,0.0,44.77,44.77,44.77,0.0,0.0,44.87,44.87,44.87,0.0,0.0
2019-05-05,42.68,42.68,42.68,0.0,0.0,43.03,43.03,43.03,0.0,0.0,42.34,42.34,42.34,0.0,0.0,42.81,42.81,42.81,0.0,0.0
2019-05-12,41.53,41.53,41.53,0.0,0.0,41.78,41.78,41.78,0.0,0.0,41.53,41.53,41.53,0.0,0.0,41.61,41.61,41.61,0.0,0.0
2019-05-19,41.59,41.59,41.59,0.0,0.0,41.62,41.62,41.62,0.0,0.0,41.59,41.59,41.59,0.0,0.0,41.6,41.6,41.6,0.0,0.0
2019-05-26,42.3,42.3,42.3,0.0,0.0,42.47,42.47,42.47,0.0,0.0,42.3,42.3,42.3,0.0,0.0,42.47,42.47,42.47,0.0,0.0
2019-06-02,43.28,43.28,43.28,0.0,0.0,43.28,43.28,43.28,0.0,0.0,43.05,43.05,43.05,0.0,0.0,43.06,43.06,43.06,0.0,0.0
2019-06-09,43.13,43.13,43.13,0.0,0.0,43.18,43.18,43.18,0.0,0.0,43.08,43.08,43.08,0.0,0.0,43.09,43.09,43.09,0.0,0.0
2019-06-16,44.52,44.52,44.52,0.0,0.0,44.63,44.63,44.63,0.0,0.0,44.51,44.51,44.51,0.0,0.0,44.52,44.52,44.52,0.0,0.0
2019-06-23,44.75,44.75,44.75,0.0,0.0,44.75,44.75,44.75,0.0,0.0,44.69,44.69,44.69,0.0,0.0,44.72,44.72,44.72,0.0,0.0
2019-06-30,44.48,44.48,44.48,0.0,0.0,44.61,44.61,44.61,0.0,0.0,44.48,44.48,44.48,0.0,0.0,44.58,44.58,44.58,0.0,0.0
2019-07-07,44.33,44.33,44.33,0.0,0.0,44.33,44.33,44.33,0.0,0.0,44.33,44.33,44.33,0.0,0.0,44.33,44.33,44.33,0.0,0.0
2019-07-14,44.55,44.55,44.55,0.0,0.0,44.55,44.55,44.55,0.0,0.0,44.33,44.33,44.33,0.0,0.0,44.33,44.33,44.33,0.0,0.0
2019-07-21,43.84,43.84,43.84,0.0,0.0,43.85,43.85,43.85,0.0,0.0,43.83,43.83,43.83,0.0,0.0,43.83,43.83,43.83,0.0,0.0
2019-07-28,41.94,41.94,41.94,0.0,0.0,41.94,41.94,41.94,0.0,0.0,41.7,41.7,41.7,0.0,0.0,41.77,41.77,41.77,0.0,0.0
2019-08-04,40.93,40.93,40.93,0.0,0.0,41.13,41.13,41.13,0.0,0.0,40.93,40.93,40.93,0.0,0.0,41.11,41.11,41.11,0.0,0.0
2019-08-11,40.42,40.42,40.42,0.0,0.0,40.6,40.6,40.6,0.0,0.0,40.42,40.42,40.42,0.0,0.0,40.58,40.58,40.58,0.0,0.0
2019-08-18,40.87,40.87,40.87,0.0,0.0,40.87,40.87,40.87,0.0,0.0,40.24,40.24,40.24,0.0,0.0,40.24,40.24,40.24,0.0,0.0
2019-08-25,41.34,41.34,41.34,0.0,0.0,41.4,41.4,41.4,0.0,0.0,41.34,41.34,41.34,0.0,0.0,41.4,41.4,41.4,0.0,0.0
2019-09-01,42.42,42.42,42.42,0.0,0.0,42.42,42.42,42.42,0.0,0.0,42.22,42.22,42.22,0.0,0.0,42.33,42.33,42.33,0.0,0.0
2019-09-08,43.52,43.52,43.52,0.0,0.0,43.53,43.53,43.53,0.0,0.0,43.45,43.45,43.45,0.0,0.0,43.48,43.48,43.48,0.0,0.0
2019-09-15,42.91,42.91,42.91,0.0,0.0,42.91,42.91,42.91,0.0,0.0,42.7,42.7,42.7,0.0,0.0,42.74,42.74,42.74,0.0,0.0
2019-09-22,41.98,41.98,41.98,0.0,0.0,41.99,41.99,41.99,0.0,0.0,41.81,41.81,41.81,0.0,0.0,41.86,41.86,41.86,0.0,0.0
2019-09-29,41.81,41.81,41.81,0.0,0.0,42.06,42.06,42.06,0.0,0.0,41.81,41.81,41.81,0.0,0.0,42.01,42.01,42.01,0.0,0.0
2019-10-06,42.67,42.67,42.67,0.0,0.0,42.92,42.92,42.92,0.0,0.0,42.67,42.67,42.67,0.0,0.0,42.79,42.79,42.79,0.0,0.0
2019-10-13,43.04,43.04,43.04,0.0,0.0,43.06,43.06,43.06,0.0,0.0,43.01,43.01,43.01,0.0,0.0,43.01,43.01,43.01,0.0,0.0
2019-10-20,43.44,43.44,43.44,0.0,0.0,43.64,43.64,43.64,0.0,0.0,43.44,43.44,43.44,0.0,0.0,43.63,43.63,43.63,0.0,0.0
2019-10-27,43.73,43.73,43.73,0.0,0.0,43.88,43.88,43.88,0.0,0.0,43.73,43.73,43.73,0.0,0.0,43.83,43.83,43.83,0.0,0.0
2019-11-03,44.59,44.59,44.59,0.0,0.0,44.59,44.59,44.59,0.0,0.0,44.42,44.42,44.42,0.0,0.0,44.45,44.45,44.45,0.0,0.0
2019-11-10,43.78,43.78,43.78,0.0,0.0,43.9,43.9,43.9,0.0,0.0,43.78,43.78,43.78,0.0,0.0,43.85,43.85,43.85,0.0,0.0
2019-11-17,43.57,43.57,43.57,0.0,0.0,43.63,43.63,43.63,0.0,0.0,43.57,43.57,43.57,0.0,0.0,43.63,43.63,43.63,0.0,0.0
2019-11-24,43.38,43.38,43.38,0.0,0.0,43.38,43.38,43.38,0.0,0.0,43.22,43.22,43.22,0.0,0.0,43.22,43.22,43.22,0.0,0.0
2019-12-01,42.62,42.62,42.62,0.0,0.0,42.77,42.77,42.77,0.0,0.0,42.62,42.62,42.62,0.0,0.0,42.77,42.77,42.77,0.0,0.0
2019-12-08,43.77,43.77,43.77,0.0,0.0,44.07,44.07,44.07,0.0,0.0,43.7,43.7,43.7,0.0,0.0,43.75,43.75,43.75,0.0,0.0
2019-12-15,44.56,44.56,44.56,0.0,0.0,44.61,44.61,44.61,0.0,0.0,44.55,44.55,44.55,0.0,0.0,44.59,44.59,44.59,0.0,0.0
2019-12-22,45.1,45.1,45.1,0.0,0.0,45.13,45.13,45.13,0.0,0.0,45.08,45.08,45.08,0.0,0.0,45.08,45.08,45.08,0.0,0.0
2019-12-29,44.84,44.84,44.84,0.0,0.0,44.98,44.98,44.98,0.0,0.0,44.83,44.83,44.83,0.0,0.0,44.83,44.83,44.83,0.0,0.0
