Date,Elkhorn Lunt Low Vol High Beta Tactical_Open_average,Elkhorn Lunt Low Vol High Beta Tactical_Open_max,Elkhorn Lunt Low Vol High Beta Tactical_Open_min,Elkhorn Lunt Low Vol High Beta Tactical_Open_volatility,Elkhorn Lunt Low Vol High Beta Tactical_Open_change,Elkhorn Lunt Low Vol High Beta Tactical_High_average,Elkhorn Lunt Low Vol High Beta Tactical_High_max,Elkhorn Lunt Low Vol High Beta Tactical_High_min,Elkhorn Lunt Low Vol High Beta Tactical_High_volatility,Elkhorn Lunt Low Vol High Beta Tactical_High_change,Elkhorn Lunt Low Vol High Beta Tactical_Low_average,Elkhorn Lunt Low Vol High Beta Tactical_Low_max,Elkhorn Lunt Low Vol High Beta Tactical_Low_min,Elkhorn Lunt Low Vol High Beta Tactical_Low_volatility,Elkhorn Lunt Low Vol High Beta Tactical_Low_change,Elkhorn Lunt Low Vol High Beta Tactical_Close_average,Elkhorn Lunt Low Vol High Beta Tactical_Close_max,Elkhorn Lunt Low Vol High Beta Tactical_Close_min,Elkhorn Lunt Low Vol High Beta Tactical_Close_volatility,Elkhorn Lunt Low Vol High Beta Tactical_Close_change
2018-08-26,31.81,31.81,31.81,0.0,0.0,31.81,31.81,31.81,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.78,31.78,31.78,0.0,0.0
2018-09-02,31.91,31.91,31.91,0.0,0.0,32.08,32.08,32.08,0.0,0.0,31.91,31.91,31.91,0.0,0.0,32.06,32.06,32.06,0.0,0.0
2018-09-09,32.08,32.08,32.08,0.0,0.0,32.11,32.11,32.11,0.0,0.0,32.08,32.08,32.08,0.0,0.0,32.09,32.09,32.09,0.0,0.0
2018-09-16,31.83,31.83,31.83,0.0,0.0,31.85,31.85,31.85,0.0,0.0,31.83,31.83,31.83,0.0,0.0,31.83,31.83,31.83,0.0,0.0
2018-09-23,31.54,31.54,31.54,0.0,0.0,31.64,31.64,31.64,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.46,31.46,31.46,0.0,0.0
2018-09-30,31.49,31.49,31.49,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.49,31.49,31.49,0.0,0.0,31.59,31.59,31.59,0.0,0.0
2018-10-07,30.35,30.35,30.35,0.0,0.0,30.49,30.49,30.49,0.0,0.0,30.29,30.29,30.29,0.0,0.0,30.29,30.29,30.29,0.0,0.0
2018-10-14,30.8,30.8,30.8,0.0,0.0,30.8,30.8,30.8,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.61,30.61,30.61,0.0,0.0
2018-10-21,30.53,30.53,30.53,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.24,30.24,30.24,0.0,0.0,30.31,30.31,30.31,0.0,0.0
2018-10-28,30.51,30.51,30.51,0.0,0.0,30.95,30.95,30.95,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.87,30.87,30.87,0.0,0.0
2018-11-04,31.77,31.77,31.77,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.49,31.49,31.49,0.0,0.0,31.49,31.49,31.49,0.0,0.0
2018-11-11,31.8,31.8,31.8,0.0,0.0,31.85,31.85,31.85,0.0,0.0,31.49,31.49,31.49,0.0,0.0,31.63,31.63,31.63,0.0,0.0
2018-11-18,31.28,31.28,31.28,0.0,0.0,31.29,31.29,31.29,0.0,0.0,31.19,31.19,31.19,0.0,0.0,31.25,31.25,31.25,0.0,0.0
2018-11-25,32.01,32.01,32.01,0.0,0.0,32.25,32.25,32.25,0.0,0.0,31.98,31.98,31.98,0.0,0.0,32.25,32.25,32.25,0.0,0.0
2018-12-02,31.29,31.29,31.29,0.0,0.0,31.49,31.49,31.49,0.0,0.0,31.06,31.06,31.06,0.0,0.0,31.49,31.49,31.49,0.0,0.0
2018-12-09,30.99,30.99,30.99,0.0,0.0,31.01,31.01,31.01,0.0,0.0,30.25,30.25,30.25,0.0,0.0,30.39,30.39,30.39,0.0,0.0
2018-12-16,29.15,29.15,29.15,0.0,0.0,29.18,29.18,29.18,0.0,0.0,28.29,28.29,28.29,0.0,0.0,28.29,28.29,28.29,0.0,0.0
2018-12-23,29.54,29.54,29.54,0.0,0.0,29.6,29.6,29.6,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.6,29.6,29.6,0.0,0.0
2018-12-30,29.29,29.29,29.29,0.0,0.0,29.69,29.69,29.69,0.0,0.0,29.29,29.29,29.29,0.0,0.0,29.56,29.56,29.56,0.0,0.0
2019-01-06,30.0,30.0,30.0,0.0,0.0,30.04,30.04,30.04,0.0,0.0,29.94,29.94,29.94,0.0,0.0,29.97,29.97,29.97,0.0,0.0
2019-01-13,30.58,30.58,30.58,0.0,0.0,30.79,30.79,30.79,0.0,0.0,30.58,30.58,30.58,0.0,0.0,30.78,30.78,30.78,0.0,0.0
2019-01-20,30.84,30.84,30.84,0.0,0.0,30.86,30.86,30.86,0.0,0.0,30.7,30.7,30.7,0.0,0.0,30.84,30.84,30.84,0.0,0.0
2019-01-27,31.5,31.5,31.5,0.0,0.0,31.78,31.78,31.78,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.78,31.78,31.78,0.0,0.0
2019-02-03,32.11,32.11,32.11,0.0,0.0,32.14,32.14,32.14,0.0,0.0,32.05,32.05,32.05,0.0,0.0,32.14,32.14,32.14,0.0,0.0
2019-02-10,32.15,32.15,32.15,0.0,0.0,32.49,32.49,32.49,0.0,0.0,32.15,32.15,32.15,0.0,0.0,32.49,32.49,32.49,0.0,0.0
2019-02-17,32.95,32.95,32.95,0.0,0.0,32.95,32.95,32.95,0.0,0.0,32.74,32.74,32.74,0.0,0.0,32.74,32.74,32.74,0.0,0.0
2019-02-24,32.97,32.97,32.97,0.0,0.0,32.97,32.97,32.97,0.0,0.0,32.66,32.66,32.66,0.0,0.0,32.89,32.89,32.89,0.0,0.0
2019-03-03,32.67,32.67,32.67,0.0,0.0,32.99,32.99,32.99,0.0,0.0,32.67,32.67,32.67,0.0,0.0,32.99,32.99,32.99,0.0,0.0
2019-03-10,33.39,33.39,33.39,0.0,0.0,33.39,33.39,33.39,0.0,0.0,33.23,33.23,33.23,0.0,0.0,33.25,33.25,33.25,0.0,0.0
2019-03-17,33.26,33.26,33.26,0.0,0.0,33.31,33.31,33.31,0.0,0.0,33.26,33.26,33.26,0.0,0.0,33.31,33.31,33.31,0.0,0.0
2019-03-24,33.43,33.43,33.43,0.0,0.0,33.54,33.54,33.54,0.0,0.0,33.41,33.41,33.41,0.0,0.0,33.54,33.54,33.54,0.0,0.0
2019-03-31,33.56,33.56,33.56,0.0,0.0,33.61,33.61,33.61,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.61,33.61,33.61,0.0,0.0
2019-04-07,33.85,33.85,33.85,0.0,0.0,33.86,33.86,33.86,0.0,0.0,33.8,33.8,33.8,0.0,0.0,33.84,33.84,33.84,0.0,0.0
2019-04-14,33.43,33.43,33.43,0.0,0.0,33.43,33.43,33.43,0.0,0.0,33.27,33.27,33.27,0.0,0.0,33.36,33.36,33.36,0.0,0.0
2019-04-21,33.95,33.95,33.95,0.0,0.0,33.95,33.95,33.95,0.0,0.0,33.86,33.86,33.86,0.0,0.0,33.86,33.86,33.86,0.0,0.0
2019-04-28,33.69,33.69,33.69,0.0,0.0,34.15,34.15,34.15,0.0,0.0,33.69,33.69,33.69,0.0,0.0,34.06,34.06,34.06,0.0,0.0
2019-05-05,33.83,33.83,33.83,0.0,0.0,33.83,33.83,33.83,0.0,0.0,33.73,33.73,33.73,0.0,0.0,33.83,33.83,33.83,0.0,0.0
2019-05-12,34.08,34.08,34.08,0.0,0.0,34.27,34.27,34.27,0.0,0.0,34.08,34.08,34.08,0.0,0.0,34.14,34.14,34.14,0.0,0.0
2019-05-19,34.48,34.48,34.48,0.0,0.0,34.48,34.48,34.48,0.0,0.0,34.41,34.41,34.41,0.0,0.0,34.46,34.46,34.46,0.0,0.0
2019-05-26,34.08,34.08,34.08,0.0,0.0,34.22,34.22,34.22,0.0,0.0,34.05,34.05,34.05,0.0,0.0,34.22,34.22,34.22,0.0,0.0
2019-06-02,35.17,35.17,35.17,0.0,0.0,35.26,35.26,35.26,0.0,0.0,35.17,35.17,35.17,0.0,0.0,35.25,35.25,35.25,0.0,0.0
2019-06-09,35.43,35.43,35.43,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.34,35.34,35.34,0.0,0.0,35.42,35.42,35.42,0.0,0.0
2019-06-16,35.58,35.58,35.58,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.58,35.58,35.58,0.0,0.0,35.59,35.59,35.59,0.0,0.0
2019-06-23,35.01,35.01,35.01,0.0,0.0,35.14,35.14,35.14,0.0,0.0,34.99,34.99,34.99,0.0,0.0,35.14,35.14,35.14,0.0,0.0
2019-06-30,35.72,35.72,35.72,0.0,0.0,35.76,35.76,35.76,0.0,0.0,35.67,35.67,35.67,0.0,0.0,35.69,35.69,35.69,0.0,0.0
2019-07-07,36.09,36.09,36.09,0.0,0.0,36.09,36.09,36.09,0.0,0.0,35.82,35.82,35.82,0.0,0.0,35.89,35.89,35.89,0.0,0.0
2019-07-14,35.36,35.36,35.36,0.0,0.0,35.49,35.49,35.49,0.0,0.0,35.32,35.32,35.32,0.0,0.0,35.42,35.42,35.42,0.0,0.0
2019-07-21,35.81,35.81,35.81,0.0,0.0,35.83,35.83,35.83,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.72,35.72,35.72,0.0,0.0
2019-07-28,35.14,35.14,35.14,0.0,0.0,35.14,35.14,35.14,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.63,34.63,34.63,0.0,0.0
2019-08-04,35.58,35.58,35.58,0.0,0.0,35.8,35.8,35.8,0.0,0.0,35.42,35.42,35.42,0.0,0.0,35.49,35.49,35.49,0.0,0.0
2019-08-11,35.88,35.88,35.88,0.0,0.0,36.05,36.05,36.05,0.0,0.0,35.88,35.88,35.88,0.0,0.0,36.03,36.03,36.03,0.0,0.0
2019-08-18,35.68,35.68,35.68,0.0,0.0,35.8,35.8,35.8,0.0,0.0,35.59,35.59,35.59,0.0,0.0,35.8,35.8,35.8,0.0,0.0
2019-08-25,36.33,36.33,36.33,0.0,0.0,36.67,36.67,36.67,0.0,0.0,36.16,36.16,36.16,0.0,0.0,36.21,36.21,36.21,0.0,0.0
2019-09-01,36.48,36.48,36.48,0.0,0.0,36.48,36.48,36.48,0.0,0.0,36.39,36.39,36.39,0.0,0.0,36.44,36.44,36.44,0.0,0.0
2019-09-08,36.32,36.32,36.32,0.0,0.0,36.35,36.35,36.35,0.0,0.0,36.24,36.24,36.24,0.0,0.0,36.3,36.3,36.3,0.0,0.0
2019-09-15,36.53,36.53,36.53,0.0,0.0,36.85,36.85,36.85,0.0,0.0,36.53,36.53,36.53,0.0,0.0,36.79,36.79,36.79,0.0,0.0
2019-09-22,36.79,36.79,36.79,0.0,0.0,36.93,36.93,36.93,0.0,0.0,36.79,36.79,36.79,0.0,0.0,36.82,36.82,36.82,0.0,0.0
2019-09-29,36.59,36.59,36.59,0.0,0.0,36.83,36.83,36.83,0.0,0.0,36.54,36.54,36.54,0.0,0.0,36.6,36.6,36.6,0.0,0.0
2019-10-06,36.45,36.45,36.45,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.31,36.31,36.31,0.0,0.0,36.33,36.33,36.33,0.0,0.0
2019-10-13,36.62,36.62,36.62,0.0,0.0,36.74,36.74,36.74,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.74,36.74,36.74,0.0,0.0
2019-10-20,36.44,36.44,36.44,0.0,0.0,36.45,36.45,36.45,0.0,0.0,36.3,36.3,36.3,0.0,0.0,36.33,36.33,36.33,0.0,0.0
2019-10-27,36.98,36.98,36.98,0.0,0.0,36.98,36.98,36.98,0.0,0.0,36.31,36.31,36.31,0.0,0.0,36.37,36.37,36.37,0.0,0.0
2019-11-03,36.14,36.14,36.14,0.0,0.0,36.21,36.21,36.21,0.0,0.0,36.11,36.11,36.11,0.0,0.0,36.14,36.14,36.14,0.0,0.0
2019-11-10,36.54,36.54,36.54,0.0,0.0,36.78,36.78,36.78,0.0,0.0,36.54,36.54,36.54,0.0,0.0,36.62,36.62,36.62,0.0,0.0
2019-11-17,36.47,36.47,36.47,0.0,0.0,36.47,36.47,36.47,0.0,0.0,36.35,36.35,36.35,0.0,0.0,36.37,36.37,36.37,0.0,0.0
2019-11-24,37.05,37.05,37.05,0.0,0.0,37.05,37.05,37.05,0.0,0.0,36.33,36.33,36.33,0.0,0.0,36.33,36.33,36.33,0.0,0.0
2019-12-01,36.65,36.65,36.65,0.0,0.0,36.84,36.84,36.84,0.0,0.0,36.62,36.62,36.62,0.0,0.0,36.64,36.64,36.64,0.0,0.0
2019-12-08,38.21,38.21,38.21,0.0,0.0,38.21,38.21,38.21,0.0,0.0,38.01,38.01,38.01,0.0,0.0,38.03,38.03,38.03,0.0,0.0
2019-12-15,38.84,38.84,38.84,0.0,0.0,39.0,39.0,39.0,0.0,0.0,38.74,38.74,38.74,0.0,0.0,38.93,38.93,38.93,0.0,0.0
2019-12-22,38.67,38.67,38.67,0.0,0.0,38.67,38.67,38.67,0.0,0.0,38.37,38.37,38.37,0.0,0.0,38.51,38.51,38.51,0.0,0.0
2019-12-29,39.1,39.1,39.1,0.0,0.0,39.1,39.1,39.1,0.0,0.0,38.73,38.73,38.73,0.0,0.0,38.74,38.74,38.74,0.0,0.0
