Date,Vanguard Russell 2000 Growth_etf_Open_average,Vanguard Russell 2000 Growth_etf_Open_max,Vanguard Russell 2000 Growth_etf_Open_min,Vanguard Russell 2000 Growth_etf_Open_volatility,Vanguard Russell 2000 Growth_etf_Open_change,Vanguard Russell 2000 Growth_etf_High_average,Vanguard Russell 2000 Growth_etf_High_max,Vanguard Russell 2000 Growth_etf_High_min,Vanguard Russell 2000 Growth_etf_High_volatility,Vanguard Russell 2000 Growth_etf_High_change,Vanguard Russell 2000 Growth_etf_Low_average,Vanguard Russell 2000 Growth_etf_Low_max,Vanguard Russell 2000 Growth_etf_Low_min,Vanguard Russell 2000 Growth_etf_Low_volatility,Vanguard Russell 2000 Growth_etf_Low_change,Vanguard Russell 2000 Growth_etf_Close_average,Vanguard Russell 2000 Growth_etf_Close_max,Vanguard Russell 2000 Growth_etf_Close_min,Vanguard Russell 2000 Growth_etf_Close_volatility,Vanguard Russell 2000 Growth_etf_Close_change
2018-01-14,139.88,139.88,139.88,0.0,0.0,141.44,141.44,141.44,0.0,0.0,139.59,139.59,139.59,0.0,0.0,141.35,141.35,141.35,0.0,0.0
2018-01-21,143.09,143.09,143.09,0.0,0.0,143.5,143.5,143.5,0.0,0.0,142.42,142.42,142.42,0.0,0.0,143.5,143.5,143.5,0.0,0.0
2018-01-28,140.27,140.27,140.27,0.0,0.0,140.27,140.27,140.27,0.0,0.0,138.1,138.1,138.1,0.0,0.0,138.22,138.22,138.22,0.0,0.0
2018-02-04,131.74,131.74,131.74,0.0,0.0,132.05,132.05,132.05,0.0,0.0,127.72,127.72,127.72,0.0,0.0,131.58,131.58,131.58,0.0,0.0
2018-02-11,137.61,137.61,137.61,0.0,0.0,138.94,138.94,138.94,0.0,0.0,137.61,137.61,137.61,0.0,0.0,138.39,138.39,138.39,0.0,0.0
2018-02-18,138.53,138.53,138.53,0.0,0.0,139.22,139.22,139.22,0.0,0.0,137.59,137.59,137.59,0.0,0.0,139.22,139.22,139.22,0.0,0.0
2018-02-25,134.62,134.62,134.62,0.0,0.0,138.87,138.87,138.87,0.0,0.0,134.62,134.62,134.62,0.0,0.0,138.87,138.87,138.87,0.0,0.0
2018-03-04,143.59,143.59,143.59,0.0,0.0,145.33,145.33,145.33,0.0,0.0,143.59,143.59,143.59,0.0,0.0,145.33,145.33,145.33,0.0,0.0
2018-03-11,143.38,143.38,143.38,0.0,0.0,144.29,144.29,144.29,0.0,0.0,143.37,143.37,143.37,0.0,0.0,143.94,143.94,143.94,0.0,0.0
2018-03-18,140.48,140.48,140.48,0.0,0.0,140.5,140.5,140.5,0.0,0.0,138.11,138.11,138.11,0.0,0.0,138.14,138.14,138.14,0.0,0.0
2018-03-25,137.59,137.59,137.59,0.0,0.0,139.54,139.54,139.54,0.0,0.0,137.27,137.27,137.27,0.0,0.0,138.32,138.32,138.32,0.0,0.0
2018-04-01,138.26,138.26,138.26,0.0,0.0,138.26,138.26,138.26,0.0,0.0,135.51,135.51,135.51,0.0,0.0,136.47,136.47,136.47,0.0,0.0
2018-04-08,141.81,141.81,141.81,0.0,0.0,141.81,141.81,141.81,0.0,0.0,139.86,139.86,139.86,0.0,0.0,140.31,140.31,140.31,0.0,0.0
