Date,GERNStock_Open_average,GERNStock_Open_max,GERNStock_Open_min,GERNStock_Open_volatility,GERNStock_Open_change,GERNStock_High_average,GERNStock_High_max,GERNStock_High_min,GERNStock_High_volatility,GERNStock_High_change,GERNStock_Low_average,GERNStock_Low_max,GERNStock_Low_min,GERNStock_Low_volatility,GERNStock_Low_change,GERNStock_Close_average,GERNStock_Close_max,GERNStock_Close_min,GERNStock_Close_volatility,GERNStock_Close_change,GERNStock_Volume_average,GERNStock_Volume_max,GERNStock_Volume_min,GERNStock_Volume_volatility,GERNStock_Volume_change
2018-01-14,1.995,2.06,1.9,0.16000000000000014,-0.16000000000000014,2.0425,2.2,1.92,0.28000000000000025,-0.28000000000000025,1.92625,2.02,1.84,0.17999999999999994,-0.17999999999999994,1.96,2.02,1.91,0.1100000000000001,-0.10000000000000009,2359169,4361133,1359414,3001719,-2252884
2018-01-21,1.996,2.03,1.95,0.07999999999999985,0.050000000000000044,2.02,2.04,1.98,0.06000000000000005,0.04999999999999982,1.95,1.99,1.89,0.10000000000000009,0.10000000000000009,2.004,2.02,1.97,0.050000000000000044,0.050000000000000044,1321576,1865063,953729,911334,-911334
2018-01-28,2.384,2.6,2.02,0.5800000000000001,0.3799999999999999,2.5928,2.75,2.4,0.3500000000000001,0.29000000000000004,2.2529999999999997,2.335,2.01,0.3250000000000002,0.3250000000000002,2.448,2.53,2.35,0.17999999999999972,0.1599999999999997,6598729,13764527,2192589,11571938,-1667003
2018-02-04,2.54,2.65,2.4,0.25,-0.16999999999999993,2.6470000000000002,2.75,2.45,0.2999999999999998,-0.2999999999999998,2.358,2.535,2.025,0.5100000000000002,-0.375,2.466,2.62,2.25,0.3700000000000001,-0.22999999999999998,3945494,6042354,1910552,4131802,324175
2018-02-11,2.258,2.37,2.16,0.20999999999999996,0.14000000000000012,2.3446,2.54,2.233,0.30699999999999994,0.30699999999999994,2.1946,2.35,2.11,0.2400000000000002,0.2370000000000001,2.296,2.38,2.2,0.17999999999999972,0.17999999999999972,1783994,2132212,1580210,552002,155027
2018-02-18,2.27,2.34,2.24,0.09999999999999964,-0.08999999999999986,2.3225,2.38,2.25,0.1299999999999999,-0.1299999999999999,2.2,2.23,2.13,0.10000000000000009,-0.0900000000000003,2.2375,2.25,2.23,0.020000000000000018,-0.010000000000000231,1401947,2372172,652779,1719393,-878868
2018-02-25,2.3,2.41,2.23,0.18000000000000016,0.18000000000000016,2.4198,2.5989999999999998,2.27,0.32899999999999974,0.32899999999999974,2.26,2.37,2.17,0.20000000000000018,0.20000000000000018,2.348,2.54,2.23,0.31000000000000005,0.29000000000000004,1959383,3086944,866576,2220368,1768989
2018-03-04,2.598,2.7,2.53,0.17000000000000037,0.10000000000000009,2.696,2.81,2.6,0.20999999999999996,0.16999999999999993,2.5514,2.647,2.49,0.15699999999999958,0.137,2.646,2.8,2.54,0.2599999999999998,0.2599999999999998,2219860,3020576,1532751,1487825,800976
2018-03-11,3.122,3.55,2.83,0.7199999999999998,0.7199999999999998,3.352,3.69,2.97,0.7199999999999998,0.7199999999999998,3.011,3.225,2.78,0.4450000000000003,0.31000000000000005,3.18,3.48,2.93,0.5499999999999998,0.43999999999999995,6683808,10944085,2963732,7980353,7435200
2018-03-18,4.62,5.44,3.91,1.5300000000000002,1.5300000000000002,5.31,6.68,4.3,2.38,1.63,4.484,5.3,3.8,1.5,1.5,4.884,5.64,4.19,1.4499999999999993,1.2999999999999998,28335854,62094236,6973277,55120959,1533828
2018-03-25,5.11,6.2,4.28,1.92,-1.92,5.36725,6.48,4.579,1.9010000000000007,-1.7200000000000006,4.5875,5.76,3.43,2.3299999999999996,-1.6099999999999994,4.9025,5.98,4.23,1.75,-1.7300000000000004,19394397,25085710,11798477,13287233,-12602891
2018-04-01,3.848,4.25,3.53,0.7200000000000002,-0.7200000000000002,4.001,4.26,3.62,0.6399999999999997,-0.6399999999999997,3.6790000000000003,3.81,3.43,0.3799999999999999,-0.33999999999999986,3.812,4.09,3.48,0.6099999999999999,-0.5399999999999996,6720282,8167583,5373305,2794278,-2673066
2018-04-08,3.584,4.24,3.3,0.9400000000000004,0.6100000000000003,3.876,4.62,3.42,1.2000000000000002,0.9300000000000002,3.409,3.75,3.26,0.4900000000000002,0.29000000000000004,3.594,3.99,3.3,0.6900000000000004,0.33000000000000007,8777667,14758326,3932989,10825337,8311196
2018-04-15,3.896,4.07,3.74,0.33000000000000007,-0.3200000000000003,4.014,4.22,3.8,0.41999999999999993,-0.33000000000000007,3.678,3.84,3.54,0.2999999999999998,-0.1200000000000001,3.8000000000000003,3.99,3.69,0.30000000000000027,0.0,5452161,9901988,3146975,6755013,-2764409
2018-04-22,3.98,4.15,3.8,0.35000000000000053,0.15000000000000036,4.174,4.28,3.99,0.29000000000000004,-0.20999999999999996,3.84,3.95,3.67,0.28000000000000025,-0.08000000000000007,4.0,4.19,3.75,0.4400000000000004,-0.2599999999999998,5517980,7796624,4194725,3601899,-3355297
2018-04-29,3.7560000000000002,3.85,3.68,0.16999999999999993,-0.06000000000000005,3.834,3.87,3.78,0.0900000000000003,0.0900000000000003,3.656,3.75,3.589,0.16100000000000003,0.040999999999999925,3.782,3.85,3.7,0.1499999999999999,0.1299999999999999,2551745,3584359,1757607,1826752,-1116291
