Date,IO_Open_average,IO_Open_max,IO_Open_min,IO_Open_volatility,IO_Open_change,IO_High_average,IO_High_max,IO_High_min,IO_High_volatility,IO_High_change,IO_Low_average,IO_Low_max,IO_Low_min,IO_Low_volatility,IO_Low_change,IO_Close_average,IO_Close_max,IO_Close_min,IO_Close_volatility,IO_Close_change,IO_Volume_average,IO_Volume_max,IO_Volume_min,IO_Volume_volatility,IO_Volume_change
2018-01-14,19.25,21.35,18.0,3.3500000000000014,-3.3500000000000014,19.67,21.6,18.4,3.200000000000003,-3.200000000000003,17.68,18.5,16.15,2.3500000000000014,1.5500000000000007,18.6,19.05,18.0,1.0500000000000007,-0.6999999999999993,390636,644266,178610,465656,-297695
2018-01-21,18.46,18.6,18.2,0.40000000000000213,-0.25,18.706,18.93,18.55,0.379999999999999,-0.379999999999999,17.94,18.3,17.3,1.0,-1.0,18.34,18.7,17.8,0.8999999999999986,-0.8999999999999986,138306,174967,90214,84753,468
2018-01-28,17.69,18.1,17.3,0.8000000000000007,0.29999999999999716,18.5,19.45,18.0,1.4499999999999993,1.4499999999999993,17.232,17.8,16.75,1.0500000000000007,0.6900000000000013,17.99,18.65,17.55,1.0999999999999979,0.7999999999999972,145574,176223,99539,76684,47683
2018-02-04,22.509999999999998,27.5,18.7,8.8,8.8,25.144000000000002,31.2,20.8,10.399999999999999,10.399999999999999,21.21,27.5,16.85,10.649999999999999,9.0,24.39,30.9,20.0,10.899999999999999,10.45,470670,795619,174850,620769,461816
2018-02-11,29.65,31.65,26.7,4.949999999999999,-3.1999999999999993,31.65,32.45,30.7,1.7500000000000036,-0.75,28.8875,30.35,25.8,4.550000000000001,-3.3999999999999986,30.8125,31.55,30.3,1.25,-0.5500000000000007,623911,1442426,310070,1132356,1071096
2018-02-18,28.07,30.3,27.15,3.150000000000002,-2.8000000000000007,28.88,30.3,28.0,2.3000000000000007,-1.8000000000000007,27.19,27.5,26.9,0.6000000000000014,0.0,27.55,27.95,27.05,0.8999999999999986,0.3999999999999986,324227,424627,253484,171143,-154323
2018-02-25,27.95,28.15,27.6,0.5499999999999972,-0.14999999999999858,28.89,30.05,28.35,1.6999999999999993,-0.09999999999999787,27.4,27.95,27.0,0.9499999999999993,-0.25,27.87,28.45,27.2,1.25,-0.40000000000000213,231005,278987,185352,93635,-25078
2018-03-04,27.32,27.95,26.6,1.3499999999999979,-0.5999999999999979,27.855999999999998,28.4,26.95,1.4499999999999993,-1.0300000000000011,26.52,27.1,24.85,2.25,-2.1499999999999986,26.94,28.1,25.0,3.1000000000000014,-2.5500000000000007,233265,288243,180261,107982,73601
2018-03-11,24.68,25.25,23.9,1.3500000000000014,-0.5,25.330000000000002,25.85,24.75,1.1000000000000014,-1.1000000000000014,23.81,24.8,22.2,2.6000000000000014,-2.6000000000000014,24.2,24.95,22.6,2.349999999999998,-2.349999999999998,247563,398921,173872,225049,103013
2018-03-18,23.67,24.25,22.6,1.6499999999999986,1.6499999999999986,24.816,25.45,24.05,1.3999999999999986,1.3999999999999986,23.044,23.57,22.6,0.9699999999999989,0.5499999999999972,24.189999999999998,25.2,23.65,1.5500000000000007,1.4499999999999993,244044,310060,190252,119808,119808
2018-03-25,26.1125,26.95,25.35,1.5999999999999979,1.5999999999999979,27.2125,27.6,26.55,1.0500000000000007,-0.40000000000000213,25.3375,25.9,25.0,0.8999999999999986,-0.3500000000000014,26.0375,27.1,25.4,1.7000000000000028,-0.14999999999999858,300399,399954,209633,190321,-119402
2018-04-01,25.77,25.85,25.6,0.25,0.10000000000000142,26.45,27.45,25.85,1.5999999999999979,0.10000000000000142,25.27,25.6,24.6,1.0,-0.15000000000000213,25.82,26.25,25.55,0.6999999999999993,-0.6999999999999993,195887,260082,96552,163530,-158540
