Date,CASS_Open_average,CASS_Open_max,CASS_Open_min,CASS_Open_volatility,CASS_Open_change,CASS_High_average,CASS_High_max,CASS_High_min,CASS_High_volatility,CASS_High_change,CASS_Low_average,CASS_Low_max,CASS_Low_min,CASS_Low_volatility,CASS_Low_change,CASS_Close_average,CASS_Close_max,CASS_Close_min,CASS_Close_volatility,CASS_Close_change,CASS_Volume_average,CASS_Volume_max,CASS_Volume_min,CASS_Volume_volatility,CASS_Volume_change
2018-01-14,48.682,49.07,48.06,1.009999999999998,-0.6499999999999986,49.09,49.75,48.5,1.25,-1.25,48.012,48.49,47.15,1.3400000000000034,-0.46000000000000085,48.568,49.18,48.33,0.8500000000000014,-0.240000000000002,21087,26616,13489,13127,2977
2018-01-21,48.098,48.38,47.68,0.7000000000000028,-0.07000000000000028,48.514,48.9,48.07,0.8299999999999983,-0.3399999999999963,47.55,47.73,47.33,0.3999999999999986,0.05999999999999517,48.156,48.48,47.76,0.7199999999999989,0.05999999999999517,36562,81950,19345,62605,-22183
2018-01-28,47.698,48.22,46.74,1.4799999999999969,-1.1199999999999974,48.692,49.58,47.62,1.9600000000000009,-0.730000000000004,46.89,47.73,45.62,2.1099999999999994,-2.1099999999999994,47.62,48.67,46.12,2.5500000000000043,-1.8400000000000034,31555,52409,17587,34822,29541
2018-02-04,46.428000000000004,47.56,45.31,2.25,2.25,47.5,48.31,46.57,1.740000000000002,1.740000000000002,45.856,46.92,45.31,1.6099999999999994,1.6099999999999994,46.746,48.02,45.71,2.3100000000000023,1.8900000000000006,37712,52798,21904,30894,-16909
2018-02-11,48.1825,48.97,47.72,1.25,0.4199999999999946,49.33,49.78,48.85,0.9299999999999997,0.9299999999999997,47.5775,48.23,46.99,1.2399999999999949,1.1199999999999974,48.567499999999995,48.93,48.22,0.7100000000000009,0.7100000000000009,34471,54982,25024,29958,-27654
2018-02-18,48.808,49.87,48.0,1.8699999999999974,1.2199999999999989,49.618,50.0,49.0,1.0,0.8900000000000006,47.936,48.93,46.94,1.990000000000002,1.7999999999999972,48.99,49.51,48.36,1.1499999999999986,1.1400000000000006,34884,77197,19920,57277,-14981
2018-02-25,49.294,50.09,48.55,1.5400000000000063,0.6000000000000014,50.332,51.63,49.61,2.020000000000003,2.020000000000003,48.662,49.59,48.3,1.2900000000000063,1.0200000000000031,49.698,50.7,48.8,1.9000000000000057,1.5400000000000063,32627,49097,18378,30719,3968
2018-03-04,51.72,52.22,50.88,1.3399999999999963,1.0599999999999952,52.158,52.28,51.94,0.3400000000000034,-0.3300000000000054,51.094,51.29,50.67,0.6199999999999974,0.37999999999999545,51.763999999999996,51.91,51.6,0.30999999999999517,-0.19999999999999574,43393,50472,29431,21041,-21041
2018-03-11,51.446,51.78,51.17,0.6099999999999994,-0.45000000000000284,51.762,52.27,51.44,0.8300000000000054,-0.3400000000000034,50.43,50.92,49.9,1.0200000000000031,-0.8200000000000003,51.404,51.57,51.26,0.3100000000000023,-0.14000000000000057,44540,100966,18130,82836,-9304
2018-03-18,49.996,50.69,49.11,1.5799999999999983,-0.980000000000004,51.12,51.67,50.19,1.480000000000004,-1.480000000000004,49.35,50.11,48.38,1.7299999999999969,-1.7100000000000009,50.022,51.12,48.51,2.6099999999999994,-2.0700000000000003,35782,55160,18366,36794,18968
2018-03-25,49.05,49.43,48.66,0.7700000000000031,0.10000000000000142,49.8475,50.42,49.43,0.990000000000002,-0.22999999999999687,48.2625,48.78,47.77,1.009999999999998,-0.44999999999999574,48.8025,49.59,48.51,1.0800000000000054,0.05000000000000426,39853,45518,35222,10296,-7572
