Date,Schwab International Small-Cap EquityEtf_Open_average,Schwab International Small-Cap EquityEtf_Open_max,Schwab International Small-Cap EquityEtf_Open_min,Schwab International Small-Cap EquityEtf_Open_volatility,Schwab International Small-Cap EquityEtf_Open_change,Schwab International Small-Cap EquityEtf_High_average,Schwab International Small-Cap EquityEtf_High_max,Schwab International Small-Cap EquityEtf_High_min,Schwab International Small-Cap EquityEtf_High_volatility,Schwab International Small-Cap EquityEtf_High_change,Schwab International Small-Cap EquityEtf_Low_average,Schwab International Small-Cap EquityEtf_Low_max,Schwab International Small-Cap EquityEtf_Low_min,Schwab International Small-Cap EquityEtf_Low_volatility,Schwab International Small-Cap EquityEtf_Low_change,Schwab International Small-Cap EquityEtf_Close_average,Schwab International Small-Cap EquityEtf_Close_max,Schwab International Small-Cap EquityEtf_Close_min,Schwab International Small-Cap EquityEtf_Close_volatility,Schwab International Small-Cap EquityEtf_Close_change
2018-01-14,38.31,38.31,38.31,0.0,0.0,38.33,38.33,38.33,0.0,0.0,38.21,38.21,38.21,0.0,0.0,38.33,38.33,38.33,0.0,0.0
2018-01-21,39.03,39.03,39.03,0.0,0.0,39.14,39.14,39.14,0.0,0.0,38.96,38.96,38.96,0.0,0.0,39.11,39.11,39.11,0.0,0.0
2018-01-28,38.14,38.14,38.14,0.0,0.0,38.14,38.14,38.14,0.0,0.0,37.56,37.56,37.56,0.0,0.0,37.62,37.62,37.62,0.0,0.0
2018-02-04,35.6,35.6,35.6,0.0,0.0,35.65,35.65,35.65,0.0,0.0,34.7,34.7,34.7,0.0,0.0,35.55,35.55,35.55,0.0,0.0
2018-02-11,37.0,37.0,37.0,0.0,0.0,37.21,37.21,37.21,0.0,0.0,36.89,36.89,36.89,0.0,0.0,36.98,36.98,36.98,0.0,0.0
2018-02-18,37.03,37.03,37.03,0.0,0.0,37.33,37.33,37.33,0.0,0.0,37.03,37.03,37.03,0.0,0.0,37.28,37.28,37.28,0.0,0.0
2018-02-25,36.04,36.04,36.04,0.0,0.0,36.29,36.29,36.29,0.0,0.0,35.88,35.88,35.88,0.0,0.0,36.22,36.22,36.22,0.0,0.0
2018-03-04,36.87,36.87,36.87,0.0,0.0,37.12,37.12,37.12,0.0,0.0,36.87,36.87,36.87,0.0,0.0,37.1,37.1,37.1,0.0,0.0
2018-03-11,36.9,36.9,36.9,0.0,0.0,36.93,36.93,36.93,0.0,0.0,36.85,36.85,36.85,0.0,0.0,36.9,36.9,36.9,0.0,0.0
2018-03-18,36.25,36.25,36.25,0.0,0.0,36.31,36.31,36.31,0.0,0.0,35.82,35.82,35.82,0.0,0.0,35.82,35.82,35.82,0.0,0.0
2018-03-25,36.27,36.27,36.27,0.0,0.0,36.65,36.65,36.65,0.0,0.0,36.27,36.27,36.27,0.0,0.0,36.51,36.51,36.51,0.0,0.0
2018-04-01,36.61,36.61,36.61,0.0,0.0,36.75,36.75,36.75,0.0,0.0,36.24,36.24,36.24,0.0,0.0,36.34,36.34,36.34,0.0,0.0
2018-04-08,37.17,37.17,37.17,0.0,0.0,37.25,37.25,37.25,0.0,0.0,37.02,37.02,37.02,0.0,0.0,37.09,37.09,37.09,0.0,0.0
2018-04-15,37.35,37.35,37.35,0.0,0.0,37.37,37.37,37.37,0.0,0.0,37.19,37.19,37.19,0.0,0.0,37.23,37.23,37.23,0.0,0.0
2018-04-22,36.99,36.99,36.99,0.0,0.0,37.1,37.1,37.1,0.0,0.0,36.88,36.88,36.88,0.0,0.0,36.99,36.99,36.99,0.0,0.0
2018-04-29,36.71,36.71,36.71,0.0,0.0,37.09,37.09,37.09,0.0,0.0,36.7,36.7,36.7,0.0,0.0,37.06,37.06,37.06,0.0,0.0
2018-05-06,37.63,37.63,37.63,0.0,0.0,37.66,37.66,37.66,0.0,0.0,37.48,37.48,37.48,0.0,0.0,37.55,37.55,37.55,0.0,0.0
2018-05-13,37.23,37.23,37.23,0.0,0.0,37.32,37.32,37.32,0.0,0.0,37.19,37.19,37.19,0.0,0.0,37.31,37.31,37.31,0.0,0.0
2018-05-20,37.04,37.04,37.04,0.0,0.0,37.04,37.04,37.04,0.0,0.0,36.89,36.89,36.89,0.0,0.0,36.97,36.97,36.97,0.0,0.0
2018-05-27,37.07,37.07,37.07,0.0,0.0,37.14,37.14,37.14,0.0,0.0,36.95,36.95,36.95,0.0,0.0,37.13,37.13,37.13,0.0,0.0
2018-06-03,37.47,37.47,37.47,0.0,0.0,37.57,37.57,37.57,0.0,0.0,37.38,37.38,37.38,0.0,0.0,37.56,37.56,37.56,0.0,0.0
2018-06-10,37.06,37.06,37.06,0.0,0.0,37.06,37.06,37.06,0.0,0.0,36.81,36.81,36.81,0.0,0.0,36.98,36.98,36.98,0.0,0.0
2018-06-17,36.53,36.53,36.53,0.0,0.0,36.61,36.61,36.61,0.0,0.0,36.39,36.39,36.39,0.0,0.0,36.51,36.51,36.51,0.0,0.0
2018-06-24,35.94,35.94,35.94,0.0,0.0,36.14,36.14,36.14,0.0,0.0,35.94,35.94,35.94,0.0,0.0,36.07,36.07,36.07,0.0,0.0
2018-07-01,35.74,35.74,35.74,0.0,0.0,36.0,36.0,36.0,0.0,0.0,35.74,35.74,35.74,0.0,0.0,35.97,35.97,35.97,0.0,0.0
2018-07-08,35.98,35.98,35.98,0.0,0.0,36.03,36.03,36.03,0.0,0.0,35.91,35.91,35.91,0.0,0.0,35.98,35.98,35.98,0.0,0.0
2018-07-15,35.84,35.84,35.84,0.0,0.0,36.0,36.0,36.0,0.0,0.0,35.84,35.84,35.84,0.0,0.0,35.93,35.93,35.93,0.0,0.0
2018-07-22,36.43,36.43,36.43,0.0,0.0,36.49,36.49,36.49,0.0,0.0,36.22,36.22,36.22,0.0,0.0,36.26,36.26,36.26,0.0,0.0
2018-07-29,35.98,35.98,35.98,0.0,0.0,36.05,36.05,36.05,0.0,0.0,35.94,35.94,35.94,0.0,0.0,36.03,36.03,36.03,0.0,0.0
2018-08-05,35.52,35.52,35.52,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.25,35.25,35.25,0.0,0.0,35.3,35.3,35.3,0.0,0.0
2018-08-12,34.73,34.73,34.73,0.0,0.0,35.1,35.1,35.1,0.0,0.0,34.73,34.73,34.73,0.0,0.0,35.02,35.02,35.02,0.0,0.0
2018-08-19,35.65,35.65,35.65,0.0,0.0,35.79,35.79,35.79,0.0,0.0,35.49,35.49,35.49,0.0,0.0,35.76,35.76,35.76,0.0,0.0
2018-08-26,35.85,35.85,35.85,0.0,0.0,36.01,36.01,36.01,0.0,0.0,35.76,35.76,35.76,0.0,0.0,35.82,35.82,35.82,0.0,0.0
2018-09-02,34.72,34.72,34.72,0.0,0.0,34.9,34.9,34.9,0.0,0.0,34.67,34.67,34.67,0.0,0.0,34.75,34.75,34.75,0.0,0.0
2018-09-09,35.42,35.42,35.42,0.0,0.0,35.55,35.55,35.55,0.0,0.0,35.35,35.35,35.35,0.0,0.0,35.4,35.4,35.4,0.0,0.0
2018-09-16,36.08,36.08,36.08,0.0,0.0,36.17,36.17,36.17,0.0,0.0,36.07,36.07,36.07,0.0,0.0,36.12,36.12,36.12,0.0,0.0
2018-09-23,35.68,35.68,35.68,0.0,0.0,35.81,35.81,35.81,0.0,0.0,35.64,35.64,35.64,0.0,0.0,35.66,35.66,35.66,0.0,0.0
2018-09-30,34.93,34.93,34.93,0.0,0.0,34.93,34.93,34.93,0.0,0.0,34.59,34.59,34.59,0.0,0.0,34.73,34.73,34.73,0.0,0.0
2018-10-07,33.35,33.35,33.35,0.0,0.0,33.42,33.42,33.42,0.0,0.0,33.0,33.0,33.0,0.0,0.0,33.33,33.33,33.33,0.0,0.0
2018-10-14,33.17,33.17,33.17,0.0,0.0,33.36,33.36,33.36,0.0,0.0,33.15,33.15,33.15,0.0,0.0,33.15,33.15,33.15,0.0,0.0
2018-10-21,31.43,31.43,31.43,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.23,31.23,31.23,0.0,0.0,31.5,31.5,31.5,0.0,0.0
2018-10-28,33.07,33.07,33.07,0.0,0.0,33.09,33.09,33.09,0.0,0.0,32.54,32.54,32.54,0.0,0.0,32.81,32.81,32.81,0.0,0.0
2018-11-04,32.71,32.71,32.71,0.0,0.0,32.71,32.71,32.71,0.0,0.0,32.48,32.48,32.48,0.0,0.0,32.59,32.59,32.59,0.0,0.0
2018-11-11,31.81,31.81,31.81,0.0,0.0,32.04,32.04,32.04,0.0,0.0,31.81,31.81,31.81,0.0,0.0,31.97,31.97,31.97,0.0,0.0
2018-11-18,31.42,31.42,31.42,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.4,31.4,31.4,0.0,0.0,31.45,31.45,31.45,0.0,0.0
2018-11-25,31.79,31.79,31.79,0.0,0.0,31.93,31.93,31.93,0.0,0.0,31.74,31.74,31.74,0.0,0.0,31.88,31.88,31.88,0.0,0.0
2018-12-02,31.08,31.08,31.08,0.0,0.0,31.34,31.34,31.34,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.82,30.82,30.82,0.0,0.0
2018-12-09,29.7,29.7,29.7,0.0,0.0,29.82,29.82,29.82,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.65,29.65,29.65,0.0,0.0
2018-12-16,28.57,28.57,28.57,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.16,28.16,28.16,0.0,0.0,28.22,28.22,28.22,0.0,0.0
2018-12-23,29.02,29.02,29.02,0.0,0.0,29.14,29.14,29.14,0.0,0.0,28.86,28.86,28.86,0.0,0.0,28.94,28.94,28.94,0.0,0.0
2018-12-30,29.33,29.33,29.33,0.0,0.0,29.77,29.77,29.77,0.0,0.0,29.28,29.28,29.28,0.0,0.0,29.7,29.7,29.7,0.0,0.0
2019-01-06,30.57,30.57,30.57,0.0,0.0,30.69,30.69,30.69,0.0,0.0,30.54,30.54,30.54,0.0,0.0,30.6,30.6,30.6,0.0,0.0
2019-01-13,31.0,31.0,31.0,0.0,0.0,31.05,31.05,31.05,0.0,0.0,30.95,30.95,30.95,0.0,0.0,31.03,31.03,31.03,0.0,0.0
2019-01-20,31.14,31.14,31.14,0.0,0.0,31.27,31.27,31.27,0.0,0.0,31.1,31.1,31.1,0.0,0.0,31.22,31.22,31.22,0.0,0.0
2019-01-27,31.53,31.53,31.53,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.45,31.45,31.45,0.0,0.0,31.5,31.5,31.5,0.0,0.0
2019-02-03,31.1,31.1,31.1,0.0,0.0,31.14,31.14,31.14,0.0,0.0,30.99,30.99,30.99,0.0,0.0,31.13,31.13,31.13,0.0,0.0
2019-02-10,31.73,31.73,31.73,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.71,31.71,31.71,0.0,0.0,31.84,31.84,31.84,0.0,0.0
2019-02-17,32.23,32.23,32.23,0.0,0.0,32.33,32.33,32.33,0.0,0.0,32.23,32.23,32.23,0.0,0.0,32.3,32.3,32.3,0.0,0.0
2019-02-24,32.5,32.5,32.5,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.4,32.4,32.4,0.0,0.0,32.49,32.49,32.49,0.0,0.0
2019-03-03,31.57,31.57,31.57,0.0,0.0,31.73,31.73,31.73,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.73,31.73,31.73,0.0,0.0
2019-03-10,32.41,32.41,32.41,0.0,0.0,32.54,32.54,32.54,0.0,0.0,32.39,32.39,32.39,0.0,0.0,32.53,32.53,32.53,0.0,0.0
2019-03-17,32.35,32.35,32.35,0.0,0.0,32.39,32.39,32.39,0.0,0.0,32.06,32.06,32.06,0.0,0.0,32.11,32.11,32.11,0.0,0.0
2019-03-24,32.24,32.24,32.24,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.1,32.1,32.1,0.0,0.0,32.25,32.25,32.25,0.0,0.0
2019-03-31,32.88,32.88,32.88,0.0,0.0,32.98,32.98,32.98,0.0,0.0,32.88,32.88,32.88,0.0,0.0,32.96,32.96,32.96,0.0,0.0
2019-04-07,33.21,33.21,33.21,0.0,0.0,33.28,33.28,33.28,0.0,0.0,33.21,33.21,33.21,0.0,0.0,33.26,33.26,33.26,0.0,0.0
2019-04-14,33.24,33.24,33.24,0.0,0.0,33.25,33.25,33.25,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.18,33.18,33.18,0.0,0.0
2019-04-21,32.96,32.96,32.96,0.0,0.0,33.02,33.02,33.02,0.0,0.0,32.9,32.9,32.9,0.0,0.0,33.02,33.02,33.02,0.0,0.0
2019-04-28,32.93,32.93,32.93,0.0,0.0,33.15,33.15,33.15,0.0,0.0,32.88,32.88,32.88,0.0,0.0,33.15,33.15,33.15,0.0,0.0
2019-05-05,32.12,32.12,32.12,0.0,0.0,32.37,32.37,32.37,0.0,0.0,31.98,31.98,31.98,0.0,0.0,32.29,32.29,32.29,0.0,0.0
2019-05-12,31.96,31.96,31.96,0.0,0.0,32.13,32.13,32.13,0.0,0.0,31.96,31.96,31.96,0.0,0.0,32.01,32.01,32.01,0.0,0.0
2019-05-19,31.69,31.69,31.69,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.63,31.63,31.63,0.0,0.0,31.77,31.77,31.77,0.0,0.0
2019-05-26,31.14,31.14,31.14,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.08,31.08,31.08,0.0,0.0,31.28,31.28,31.28,0.0,0.0
2019-06-02,31.98,31.98,31.98,0.0,0.0,32.2,32.2,32.2,0.0,0.0,31.98,31.98,31.98,0.0,0.0,32.1,32.1,32.1,0.0,0.0
2019-06-09,32.03,32.03,32.03,0.0,0.0,32.03,32.03,32.03,0.0,0.0,31.9,31.9,31.9,0.0,0.0,32.0,32.0,32.0,0.0,0.0
2019-06-16,32.63,32.63,32.63,0.0,0.0,32.71,32.71,32.71,0.0,0.0,32.57,32.57,32.57,0.0,0.0,32.61,32.61,32.61,0.0,0.0
2019-06-23,32.52,32.52,32.52,0.0,0.0,32.64,32.64,32.64,0.0,0.0,32.52,32.52,32.52,0.0,0.0,32.64,32.64,32.64,0.0,0.0
2019-06-30,32.84,32.84,32.84,0.0,0.0,32.95,32.95,32.95,0.0,0.0,32.72,32.72,32.72,0.0,0.0,32.9,32.9,32.9,0.0,0.0
2019-07-07,32.67,32.67,32.67,0.0,0.0,32.8,32.8,32.8,0.0,0.0,32.66,32.66,32.66,0.0,0.0,32.78,32.78,32.78,0.0,0.0
2019-07-14,32.59,32.59,32.59,0.0,0.0,32.7,32.7,32.7,0.0,0.0,32.53,32.53,32.53,0.0,0.0,32.53,32.53,32.53,0.0,0.0
2019-07-21,32.59,32.59,32.59,0.0,0.0,32.59,32.59,32.59,0.0,0.0,32.51,32.51,32.51,0.0,0.0,32.54,32.54,32.54,0.0,0.0
2019-07-28,31.7,31.7,31.7,0.0,0.0,31.75,31.75,31.75,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.63,31.63,31.63,0.0,0.0
2019-08-04,31.38,31.38,31.38,0.0,0.0,31.38,31.38,31.38,0.0,0.0,31.13,31.13,31.13,0.0,0.0,31.24,31.24,31.24,0.0,0.0
2019-08-11,30.39,30.39,30.39,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.38,30.38,30.38,0.0,0.0,30.57,30.57,30.57,0.0,0.0
2019-08-18,30.9,30.9,30.9,0.0,0.0,31.08,31.08,31.08,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.65,30.65,30.65,0.0,0.0
2019-08-25,31.16,31.16,31.16,0.0,0.0,31.22,31.22,31.22,0.0,0.0,31.02,31.02,31.02,0.0,0.0,31.17,31.17,31.17,0.0,0.0
2019-09-01,31.79,31.79,31.79,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.7,31.7,31.7,0.0,0.0,31.74,31.74,31.74,0.0,0.0
2019-09-08,32.21,32.21,32.21,0.0,0.0,32.37,32.37,32.37,0.0,0.0,32.21,32.21,32.21,0.0,0.0,32.26,32.26,32.26,0.0,0.0
2019-09-15,32.35,32.35,32.35,0.0,0.0,32.44,32.44,32.44,0.0,0.0,32.26,32.26,32.26,0.0,0.0,32.26,32.26,32.26,0.0,0.0
2019-09-22,31.85,31.85,31.85,0.0,0.0,31.93,31.93,31.93,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.72,31.72,31.72,0.0,0.0
2019-09-29,31.36,31.36,31.36,0.0,0.0,31.63,31.63,31.63,0.0,0.0,31.36,31.36,31.36,0.0,0.0,31.62,31.62,31.62,0.0,0.0
2019-10-06,32.04,32.04,32.04,0.0,0.0,32.31,32.31,32.31,0.0,0.0,32.04,32.04,32.04,0.0,0.0,32.19,32.19,32.19,0.0,0.0
2019-10-13,32.59,32.59,32.59,0.0,0.0,32.67,32.67,32.67,0.0,0.0,32.49,32.49,32.49,0.0,0.0,32.62,32.62,32.62,0.0,0.0
2019-10-20,32.74,32.74,32.74,0.0,0.0,32.91,32.91,32.91,0.0,0.0,32.73,32.73,32.73,0.0,0.0,32.89,32.89,32.89,0.0,0.0
2019-10-27,33.18,33.18,33.18,0.0,0.0,33.39,33.39,33.39,0.0,0.0,33.18,33.18,33.18,0.0,0.0,33.39,33.39,33.39,0.0,0.0
2019-11-03,33.56,33.56,33.56,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.5,33.5,33.5,0.0,0.0,33.66,33.66,33.66,0.0,0.0
2019-11-10,33.74,33.74,33.74,0.0,0.0,33.92,33.92,33.92,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.92,33.92,33.92,0.0,0.0
2019-11-17,33.69,33.69,33.69,0.0,0.0,33.69,33.69,33.69,0.0,0.0,33.55,33.55,33.55,0.0,0.0,33.61,33.61,33.61,0.0,0.0
2019-11-24,33.94,33.94,33.94,0.0,0.0,33.99,33.99,33.99,0.0,0.0,33.92,33.92,33.92,0.0,0.0,33.93,33.93,33.93,0.0,0.0
2019-12-01,34.32,34.32,34.32,0.0,0.0,34.47,34.47,34.47,0.0,0.0,34.32,34.32,34.32,0.0,0.0,34.41,34.41,34.41,0.0,0.0
2019-12-08,33.77,33.77,33.77,0.0,0.0,34.0,34.0,34.0,0.0,0.0,33.77,33.77,33.77,0.0,0.0,33.93,33.93,33.93,0.0,0.0
2019-12-15,34.1,34.1,34.1,0.0,0.0,34.15,34.15,34.15,0.0,0.0,34.06,34.06,34.06,0.0,0.0,34.06,34.06,34.06,0.0,0.0
2019-12-22,34.62,34.62,34.62,0.0,0.0,34.64,34.64,34.64,0.0,0.0,34.55,34.55,34.55,0.0,0.0,34.57,34.57,34.57,0.0,0.0
2019-12-29,34.53,34.53,34.53,0.0,0.0,34.69,34.69,34.69,0.0,0.0,34.45,34.45,34.45,0.0,0.0,34.54,34.54,34.54,0.0,0.0
