Date,WisdomTree Balanced Income_Open_average,WisdomTree Balanced Income_Open_max,WisdomTree Balanced Income_Open_min,WisdomTree Balanced Income_Open_volatility,WisdomTree Balanced Income_Open_change,WisdomTree Balanced Income_High_average,WisdomTree Balanced Income_High_max,WisdomTree Balanced Income_High_min,WisdomTree Balanced Income_High_volatility,WisdomTree Balanced Income_High_change,WisdomTree Balanced Income_Low_average,WisdomTree Balanced Income_Low_max,WisdomTree Balanced Income_Low_min,WisdomTree Balanced Income_Low_volatility,WisdomTree Balanced Income_Low_change,WisdomTree Balanced Income_Close_average,WisdomTree Balanced Income_Close_max,WisdomTree Balanced Income_Close_min,WisdomTree Balanced Income_Close_volatility,WisdomTree Balanced Income_Close_change
2018-01-14,25.45,25.45,25.45,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.45,25.45,25.45,0.0,0.0
2018-01-21,25.7,25.7,25.7,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.668000000000003,25.668000000000003,25.668000000000003,0.0,0.0,25.668000000000003,25.668000000000003,25.668000000000003,0.0,0.0
2018-01-28,25.0,25.0,25.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.62,24.62,24.62,0.0,0.0
2018-02-04,24.45,24.45,24.45,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.45,24.45,24.45,0.0,0.0
2018-02-11,24.324,24.324,24.324,0.0,0.0,24.324,24.324,24.324,0.0,0.0,24.324,24.324,24.324,0.0,0.0,24.324,24.324,24.324,0.0,0.0
2018-02-18,24.71,24.71,24.71,0.0,0.0,24.71,24.71,24.71,0.0,0.0,24.71,24.71,24.71,0.0,0.0,24.71,24.71,24.71,0.0,0.0
2018-02-25,24.320999999999998,24.320999999999998,24.320999999999998,0.0,0.0,24.320999999999998,24.320999999999998,24.320999999999998,0.0,0.0,24.320999999999998,24.320999999999998,24.320999999999998,0.0,0.0,24.320999999999998,24.320999999999998,24.320999999999998,0.0,0.0
2018-03-04,24.78,24.78,24.78,0.0,0.0,24.791,24.791,24.791,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.791,24.791,24.791,0.0,0.0
2018-03-11,24.67,24.67,24.67,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.67,24.67,24.67,0.0,0.0
2018-03-18,23.89,23.89,23.89,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.89,23.89,23.89,0.0,0.0
2018-03-25,24.04,24.04,24.04,0.0,0.0,24.04,24.04,24.04,0.0,0.0,24.04,24.04,24.04,0.0,0.0,24.04,24.04,24.04,0.0,0.0
2018-04-01,24.249000000000002,24.249000000000002,24.249000000000002,0.0,0.0,24.4,24.4,24.4,0.0,0.0,24.249000000000002,24.249000000000002,24.249000000000002,0.0,0.0,24.4,24.4,24.4,0.0,0.0
2018-04-08,24.46,24.46,24.46,0.0,0.0,24.46,24.46,24.46,0.0,0.0,24.46,24.46,24.46,0.0,0.0,24.46,24.46,24.46,0.0,0.0
2018-04-15,24.26,24.26,24.26,0.0,0.0,24.294,24.294,24.294,0.0,0.0,24.26,24.26,24.26,0.0,0.0,24.294,24.294,24.294,0.0,0.0
2018-04-22,24.355,24.355,24.355,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.355,24.355,24.355,0.0,0.0,24.39,24.39,24.39,0.0,0.0
2018-04-29,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0
2018-05-06,24.526,24.526,24.526,0.0,0.0,24.526,24.526,24.526,0.0,0.0,24.505,24.505,24.505,0.0,0.0,24.505,24.505,24.505,0.0,0.0
2018-05-13,24.38,24.38,24.38,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.38,24.38,24.38,0.0,0.0
2018-05-20,24.32,24.32,24.32,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.32,24.32,24.32,0.0,0.0,24.32,24.32,24.32,0.0,0.0
2018-05-27,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0
2018-06-03,24.435,24.435,24.435,0.0,0.0,24.435,24.435,24.435,0.0,0.0,24.435,24.435,24.435,0.0,0.0,24.435,24.435,24.435,0.0,0.0
2018-06-10,24.283,24.283,24.283,0.0,0.0,24.283,24.283,24.283,0.0,0.0,24.283,24.283,24.283,0.0,0.0,24.283,24.283,24.283,0.0,0.0
2018-06-17,24.12,24.12,24.12,0.0,0.0,24.189,24.189,24.189,0.0,0.0,24.12,24.12,24.12,0.0,0.0,24.189,24.189,24.189,0.0,0.0
2018-06-24,23.71,23.71,23.71,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.71,23.71,23.71,0.0,0.0
2018-07-01,24.16,24.16,24.16,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.16,24.16,24.16,0.0,0.0
2018-07-08,24.11,24.11,24.11,0.0,0.0,24.11,24.11,24.11,0.0,0.0,24.11,24.11,24.11,0.0,0.0,24.11,24.11,24.11,0.0,0.0
2018-07-15,24.039,24.039,24.039,0.0,0.0,24.039,24.039,24.039,0.0,0.0,24.039,24.039,24.039,0.0,0.0,24.039,24.039,24.039,0.0,0.0
2018-07-22,24.159000000000002,24.159000000000002,24.159000000000002,0.0,0.0,24.159000000000002,24.159000000000002,24.159000000000002,0.0,0.0,24.159000000000002,24.159000000000002,24.159000000000002,0.0,0.0,24.159000000000002,24.159000000000002,24.159000000000002,0.0,0.0
2018-07-29,24.36,24.36,24.36,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.333000000000002,24.333000000000002,24.333000000000002,0.0,0.0,24.38,24.38,24.38,0.0,0.0
2018-08-05,24.37,24.37,24.37,0.0,0.0,24.37,24.37,24.37,0.0,0.0,24.19,24.19,24.19,0.0,0.0,24.19,24.19,24.19,0.0,0.0
2018-08-12,24.355999999999998,24.355999999999998,24.355999999999998,0.0,0.0,24.373,24.373,24.373,0.0,0.0,24.311,24.311,24.311,0.0,0.0,24.349,24.349,24.349,0.0,0.0
2018-08-19,24.38,24.38,24.38,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.37,24.37,24.37,0.0,0.0,24.37,24.37,24.37,0.0,0.0
2018-08-26,24.368000000000002,24.368000000000002,24.368000000000002,0.0,0.0,24.368000000000002,24.368000000000002,24.368000000000002,0.0,0.0,24.368000000000002,24.368000000000002,24.368000000000002,0.0,0.0,24.368000000000002,24.368000000000002,24.368000000000002,0.0,0.0
2018-09-02,24.25,24.25,24.25,0.0,0.0,24.25,24.25,24.25,0.0,0.0,24.090999999999998,24.090999999999998,24.090999999999998,0.0,0.0,24.090999999999998,24.090999999999998,24.090999999999998,0.0,0.0
2018-09-09,24.491999999999997,24.491999999999997,24.491999999999997,0.0,0.0,24.491999999999997,24.491999999999997,24.491999999999997,0.0,0.0,24.36,24.36,24.36,0.0,0.0,24.36,24.36,24.36,0.0,0.0
2018-09-16,24.54,24.54,24.54,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.54,24.54,24.54,0.0,0.0
2018-09-23,24.46,24.46,24.46,0.0,0.0,24.46,24.46,24.46,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.46,24.46,24.46,0.0,0.0
2018-09-30,24.21,24.21,24.21,0.0,0.0,24.21,24.21,24.21,0.0,0.0,24.21,24.21,24.21,0.0,0.0,24.21,24.21,24.21,0.0,0.0
2018-10-07,23.65,23.65,23.65,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.58,23.58,23.58,0.0,0.0,23.585,23.585,23.585,0.0,0.0
