Date,FBHSStock_Open_average,FBHSStock_Open_max,FBHSStock_Open_min,FBHSStock_Open_volatility,FBHSStock_Open_change,FBHSStock_High_average,FBHSStock_High_max,FBHSStock_High_min,FBHSStock_High_volatility,FBHSStock_High_change,FBHSStock_Low_average,FBHSStock_Low_max,FBHSStock_Low_min,FBHSStock_Low_volatility,FBHSStock_Low_change,FBHSStock_Close_average,FBHSStock_Close_max,FBHSStock_Close_min,FBHSStock_Close_volatility,FBHSStock_Close_change,FBHSStock_Volume_average,FBHSStock_Volume_max,FBHSStock_Volume_min,FBHSStock_Volume_volatility,FBHSStock_Volume_change
2018-01-14,71.6075,72.81,70.92,1.8900000000000006,1.8599999999999994,72.16499999999999,72.94,71.05,1.8900000000000006,1.8900000000000006,71.13,72.34,70.08,2.260000000000005,2.260000000000005,71.87,72.64,70.4,2.239999999999995,2.239999999999995,1289333,1561202,915597,645605,-645605
2018-01-21,72.806,73.38,72.58,0.7999999999999972,-0.09999999999999432,73.214,73.62,72.86,0.7600000000000051,0.23999999999999488,72.316,72.57,72.13,0.4399999999999977,-0.010000000000005116,72.804,73.13,72.48,0.6499999999999915,0.22999999999998977,789980,1038420,530972,507448,-104842
2018-01-28,69.964,72.6,64.29,8.309999999999988,-8.309999999999988,70.854,72.65,67.84,4.810000000000002,-4.810000000000002,69.362,71.56,64.29,7.269999999999996,-7.269999999999996,69.614,71.6,64.9,6.699999999999989,-6.699999999999989,1859859,4064665,1051984,3012681,2871664
2018-02-04,63.352,64.58,61.93,2.6499999999999986,-1.8299999999999983,64.596,65.56,63.52,2.039999999999999,-2.039999999999999,62.158,63.28,61.01,2.270000000000003,-1.8899999999999935,62.937999999999995,64.16,61.71,2.4499999999999957,-1.269999999999996,3286017,3588374,2912828,675546,524664
2018-02-11,62.886,63.7,62.48,1.220000000000006,0.21000000000000085,63.676,64.29,63.27,1.0200000000000031,0.6000000000000085,62.449999999999996,62.69,62.01,0.6799999999999997,0.6799999999999997,63.224,63.82,62.91,0.9100000000000037,0.6700000000000017,2325927,3327072,1314167,2012905,128976
2018-02-18,63.715,63.92,63.52,0.3999999999999986,-0.259999999999998,64.2225,64.73,63.55,1.1800000000000068,-0.8900000000000006,63.332499999999996,63.55,63.12,0.4299999999999997,-0.4299999999999997,63.5225,63.83,63.26,0.5700000000000003,-0.30999999999999517,1795207,1879733,1661186,218547,-82237
2018-02-25,62.156,63.92,59.6,4.32,-4.32,62.408,64.01,60.23,3.7800000000000082,-3.700000000000003,60.958,63.11,59.11,4.0,-4.0,61.32,63.51,59.9,3.6099999999999994,-3.5,1832463,2307070,1311866,995204,702852
2018-03-04,61.422000000000004,62.45,59.71,2.740000000000002,2.740000000000002,62.33,63.55,61.41,2.1400000000000006,2.1400000000000006,61.068000000000005,61.88,59.38,2.5,2.5,62.122,63.52,61.1,2.4200000000000017,2.4200000000000017,1532430,2378398,1025091,1353307,-1142032
2018-03-11,62.618,63.69,61.56,2.1299999999999955,-2.1299999999999955,63.001999999999995,63.69,62.3,1.3900000000000006,-1.259999999999998,61.872,62.5,61.29,1.2100000000000009,-0.8699999999999974,62.153999999999996,62.76,61.66,1.1000000000000014,-0.6799999999999997,1418168,1829745,729955,1099790,-220342
2018-03-18,60.778,61.87,59.72,2.1499999999999986,-2.1499999999999986,61.13,61.9,60.16,1.740000000000002,-1.740000000000002,59.824,60.62,57.75,2.8699999999999974,-2.729999999999997,60.019999999999996,60.97,57.89,3.0799999999999983,-3.0799999999999983,1324579,1735468,907389,828079,74915
