Date,Neuberger Berman MLP IF_Open_average,Neuberger Berman MLP IF_Open_max,Neuberger Berman MLP IF_Open_min,Neuberger Berman MLP IF_Open_volatility,Neuberger Berman MLP IF_Open_change,Neuberger Berman MLP IF_High_average,Neuberger Berman MLP IF_High_max,Neuberger Berman MLP IF_High_min,Neuberger Berman MLP IF_High_volatility,Neuberger Berman MLP IF_High_change,Neuberger Berman MLP IF_Low_average,Neuberger Berman MLP IF_Low_max,Neuberger Berman MLP IF_Low_min,Neuberger Berman MLP IF_Low_volatility,Neuberger Berman MLP IF_Low_change,Neuberger Berman MLP IF_Close_average,Neuberger Berman MLP IF_Close_max,Neuberger Berman MLP IF_Close_min,Neuberger Berman MLP IF_Close_volatility,Neuberger Berman MLP IF_Close_change
2018-08-05,9.31,9.31,9.31,0.0,0.0,9.31,9.31,9.31,0.0,0.0,9.01,9.01,9.01,0.0,0.0,9.06,9.06,9.06,0.0,0.0
2018-08-12,9.16,9.16,9.16,0.0,0.0,9.33,9.33,9.33,0.0,0.0,9.16,9.16,9.16,0.0,0.0,9.31,9.31,9.31,0.0,0.0
2018-08-19,9.23,9.23,9.23,0.0,0.0,9.23,9.23,9.23,0.0,0.0,9.06,9.06,9.06,0.0,0.0,9.14,9.14,9.14,0.0,0.0
2018-08-26,9.0,9.0,9.0,0.0,0.0,9.0,9.0,9.0,0.0,0.0,8.79,8.79,8.79,0.0,0.0,8.87,8.87,8.87,0.0,0.0
2018-09-02,8.72,8.72,8.72,0.0,0.0,8.85,8.85,8.85,0.0,0.0,8.72,8.72,8.72,0.0,0.0,8.84,8.84,8.84,0.0,0.0
2018-09-09,8.76,8.76,8.76,0.0,0.0,8.77,8.77,8.77,0.0,0.0,8.67,8.67,8.67,0.0,0.0,8.7,8.7,8.7,0.0,0.0
2018-09-16,8.68,8.68,8.68,0.0,0.0,8.78,8.78,8.78,0.0,0.0,8.62,8.62,8.62,0.0,0.0,8.64,8.64,8.64,0.0,0.0
2018-09-23,8.79,8.79,8.79,0.0,0.0,8.89,8.89,8.89,0.0,0.0,8.72,8.72,8.72,0.0,0.0,8.89,8.89,8.89,0.0,0.0
2018-09-30,8.76,8.76,8.76,0.0,0.0,8.8,8.8,8.8,0.0,0.0,8.6,8.6,8.6,0.0,0.0,8.67,8.67,8.67,0.0,0.0
2018-10-07,8.47,8.47,8.47,0.0,0.0,8.53,8.53,8.53,0.0,0.0,8.4,8.4,8.4,0.0,0.0,8.45,8.45,8.45,0.0,0.0
2018-10-14,8.55,8.55,8.55,0.0,0.0,8.55,8.55,8.55,0.0,0.0,8.35,8.35,8.35,0.0,0.0,8.37,8.37,8.37,0.0,0.0
2018-10-21,7.76,7.76,7.76,0.0,0.0,7.87,7.87,7.87,0.0,0.0,7.42,7.42,7.42,0.0,0.0,7.5,7.5,7.5,0.0,0.0
2018-10-28,7.55,7.55,7.55,0.0,0.0,7.74,7.74,7.74,0.0,0.0,7.55,7.55,7.55,0.0,0.0,7.69,7.69,7.69,0.0,0.0
2018-11-04,7.89,7.89,7.89,0.0,0.0,7.89,7.89,7.89,0.0,0.0,7.66,7.66,7.66,0.0,0.0,7.69,7.69,7.69,0.0,0.0
2018-11-11,7.43,7.43,7.43,0.0,0.0,7.58,7.58,7.58,0.0,0.0,7.43,7.43,7.43,0.0,0.0,7.43,7.43,7.43,0.0,0.0
2018-11-18,7.36,7.36,7.36,0.0,0.0,7.44,7.44,7.44,0.0,0.0,7.31,7.31,7.31,0.0,0.0,7.33,7.33,7.33,0.0,0.0
2018-11-25,7.78,7.78,7.78,0.0,0.0,7.78,7.78,7.78,0.0,0.0,7.65,7.65,7.65,0.0,0.0,7.71,7.71,7.71,0.0,0.0
2018-12-02,7.44,7.44,7.44,0.0,0.0,7.44,7.44,7.44,0.0,0.0,7.16,7.16,7.16,0.0,0.0,7.29,7.29,7.29,0.0,0.0
2018-12-09,7.3,7.3,7.3,0.0,0.0,7.3,7.3,7.3,0.0,0.0,6.97,6.97,6.97,0.0,0.0,7.01,7.01,7.01,0.0,0.0
2018-12-16,6.13,6.13,6.13,0.0,0.0,6.23,6.23,6.23,0.0,0.0,6.06,6.06,6.06,0.0,0.0,6.1,6.1,6.1,0.0,0.0
2018-12-23,6.45,6.45,6.45,0.0,0.0,6.69,6.69,6.69,0.0,0.0,6.41,6.41,6.41,0.0,0.0,6.69,6.69,6.69,0.0,0.0
2018-12-30,7.13,7.13,7.13,0.0,0.0,7.34,7.34,7.34,0.0,0.0,7.11,7.11,7.11,0.0,0.0,7.28,7.28,7.28,0.0,0.0
2019-01-06,7.38,7.38,7.38,0.0,0.0,7.38,7.38,7.38,0.0,0.0,7.25,7.25,7.25,0.0,0.0,7.25,7.25,7.25,0.0,0.0
2019-01-13,7.57,7.57,7.57,0.0,0.0,7.64,7.64,7.64,0.0,0.0,7.53,7.53,7.53,0.0,0.0,7.63,7.63,7.63,0.0,0.0
2019-01-20,7.43,7.43,7.43,0.0,0.0,7.47,7.47,7.47,0.0,0.0,7.35,7.35,7.35,0.0,0.0,7.41,7.41,7.41,0.0,0.0
2019-01-27,7.79,7.79,7.79,0.0,0.0,7.84,7.84,7.84,0.0,0.0,7.76,7.76,7.76,0.0,0.0,7.82,7.82,7.82,0.0,0.0
2019-02-03,7.54,7.54,7.54,0.0,0.0,7.54,7.54,7.54,0.0,0.0,7.45,7.45,7.45,0.0,0.0,7.53,7.53,7.53,0.0,0.0
2019-02-10,7.78,7.78,7.78,0.0,0.0,7.84,7.84,7.84,0.0,0.0,7.75,7.75,7.75,0.0,0.0,7.78,7.78,7.78,0.0,0.0
2019-02-17,7.74,7.74,7.74,0.0,0.0,7.76,7.76,7.76,0.0,0.0,7.67,7.67,7.67,0.0,0.0,7.73,7.73,7.73,0.0,0.0
2019-02-24,7.62,7.62,7.62,0.0,0.0,7.77,7.77,7.77,0.0,0.0,7.59,7.59,7.59,0.0,0.0,7.76,7.76,7.76,0.0,0.0
2019-03-03,7.8,7.8,7.8,0.0,0.0,7.92,7.92,7.92,0.0,0.0,7.8,7.8,7.8,0.0,0.0,7.88,7.88,7.88,0.0,0.0
2019-03-10,7.82,7.82,7.82,0.0,0.0,7.98,7.98,7.98,0.0,0.0,7.81,7.81,7.81,0.0,0.0,7.98,7.98,7.98,0.0,0.0
2019-03-17,7.89,7.89,7.89,0.0,0.0,7.94,7.94,7.94,0.0,0.0,7.8,7.8,7.8,0.0,0.0,7.84,7.84,7.84,0.0,0.0
2019-03-24,8.08,8.08,8.08,0.0,0.0,8.1,8.1,8.1,0.0,0.0,8.02,8.02,8.02,0.0,0.0,8.09,8.09,8.09,0.0,0.0
2019-03-31,8.13,8.13,8.13,0.0,0.0,8.21,8.21,8.21,0.0,0.0,8.12,8.12,8.12,0.0,0.0,8.14,8.14,8.14,0.0,0.0
2019-04-07,8.06,8.06,8.06,0.0,0.0,8.11,8.11,8.11,0.0,0.0,8.02,8.02,8.02,0.0,0.0,8.03,8.03,8.03,0.0,0.0
2019-04-14,7.85,7.85,7.85,0.0,0.0,7.94,7.94,7.94,0.0,0.0,7.85,7.85,7.85,0.0,0.0,7.91,7.91,7.91,0.0,0.0
2019-04-21,7.9,7.9,7.9,0.0,0.0,7.97,7.97,7.97,0.0,0.0,7.9,7.9,7.9,0.0,0.0,7.97,7.97,7.97,0.0,0.0
2019-04-28,7.74,7.74,7.74,0.0,0.0,7.78,7.78,7.78,0.0,0.0,7.72,7.72,7.72,0.0,0.0,7.78,7.78,7.78,0.0,0.0
2019-05-05,7.69,7.69,7.69,0.0,0.0,7.71,7.71,7.71,0.0,0.0,7.6,7.6,7.6,0.0,0.0,7.67,7.67,7.67,0.0,0.0
2019-05-12,7.87,7.87,7.87,0.0,0.0,7.87,7.87,7.87,0.0,0.0,7.77,7.77,7.77,0.0,0.0,7.78,7.78,7.78,0.0,0.0
2019-05-19,7.67,7.67,7.67,0.0,0.0,7.7,7.7,7.7,0.0,0.0,7.58,7.58,7.58,0.0,0.0,7.59,7.59,7.59,0.0,0.0
2019-05-26,7.32,7.32,7.32,0.0,0.0,7.53,7.53,7.53,0.0,0.0,7.32,7.32,7.32,0.0,0.0,7.48,7.48,7.48,0.0,0.0
2019-06-02,7.52,7.52,7.52,0.0,0.0,7.56,7.56,7.56,0.0,0.0,7.47,7.47,7.47,0.0,0.0,7.5,7.5,7.5,0.0,0.0
2019-06-09,7.44,7.44,7.44,0.0,0.0,7.44,7.44,7.44,0.0,0.0,7.38,7.38,7.38,0.0,0.0,7.4,7.4,7.4,0.0,0.0
2019-06-16,7.51,7.51,7.51,0.0,0.0,7.56,7.56,7.56,0.0,0.0,7.48,7.48,7.48,0.0,0.0,7.52,7.52,7.52,0.0,0.0
2019-06-23,7.59,7.59,7.59,0.0,0.0,7.62,7.62,7.62,0.0,0.0,7.55,7.55,7.55,0.0,0.0,7.56,7.56,7.56,0.0,0.0
2019-06-30,7.68,7.68,7.68,0.0,0.0,7.76,7.76,7.76,0.0,0.0,7.68,7.68,7.68,0.0,0.0,7.75,7.75,7.75,0.0,0.0
2019-07-07,7.83,7.83,7.83,0.0,0.0,7.84,7.84,7.84,0.0,0.0,7.77,7.77,7.77,0.0,0.0,7.79,7.79,7.79,0.0,0.0
2019-07-14,7.6,7.6,7.6,0.0,0.0,7.71,7.71,7.71,0.0,0.0,7.6,7.6,7.6,0.0,0.0,7.68,7.68,7.68,0.0,0.0
2019-07-21,7.46,7.46,7.46,0.0,0.0,7.49,7.49,7.49,0.0,0.0,7.4,7.4,7.4,0.0,0.0,7.43,7.43,7.43,0.0,0.0
2019-07-28,7.12,7.12,7.12,0.0,0.0,7.12,7.12,7.12,0.0,0.0,6.9,6.9,6.9,0.0,0.0,6.96,6.96,6.96,0.0,0.0
2019-08-04,6.89,6.89,6.89,0.0,0.0,7.0,7.0,7.0,0.0,0.0,6.89,6.89,6.89,0.0,0.0,6.94,6.94,6.94,0.0,0.0
2019-08-11,6.84,6.84,6.84,0.0,0.0,6.98,6.98,6.98,0.0,0.0,6.84,6.84,6.84,0.0,0.0,6.92,6.92,6.92,0.0,0.0
2019-08-18,6.77,6.77,6.77,0.0,0.0,6.79,6.79,6.79,0.0,0.0,6.67,6.67,6.67,0.0,0.0,6.68,6.68,6.68,0.0,0.0
2019-08-25,6.92,6.92,6.92,0.0,0.0,6.92,6.92,6.92,0.0,0.0,6.81,6.81,6.81,0.0,0.0,6.89,6.89,6.89,0.0,0.0
2019-09-01,7.01,7.01,7.01,0.0,0.0,7.15,7.15,7.15,0.0,0.0,7.0,7.0,7.0,0.0,0.0,7.14,7.14,7.14,0.0,0.0
2019-09-08,7.38,7.38,7.38,0.0,0.0,7.42,7.42,7.42,0.0,0.0,7.29,7.29,7.29,0.0,0.0,7.34,7.34,7.34,0.0,0.0
2019-09-15,7.27,7.27,7.27,0.0,0.0,7.29,7.29,7.29,0.0,0.0,7.21,7.21,7.21,0.0,0.0,7.24,7.24,7.24,0.0,0.0
2019-09-22,7.23,7.23,7.23,0.0,0.0,7.23,7.23,7.23,0.0,0.0,7.12,7.12,7.12,0.0,0.0,7.2,7.2,7.2,0.0,0.0
2019-09-29,7.04,7.04,7.04,0.0,0.0,7.04,7.04,7.04,0.0,0.0,6.91,6.91,6.91,0.0,0.0,6.95,6.95,6.95,0.0,0.0
2019-10-06,6.79,6.79,6.79,0.0,0.0,6.79,6.79,6.79,0.0,0.0,6.69,6.69,6.69,0.0,0.0,6.73,6.73,6.73,0.0,0.0
2019-10-13,6.83,6.83,6.83,0.0,0.0,6.85,6.85,6.85,0.0,0.0,6.75,6.75,6.75,0.0,0.0,6.77,6.77,6.77,0.0,0.0
2019-10-20,6.81,6.81,6.81,0.0,0.0,6.84,6.84,6.84,0.0,0.0,6.64,6.64,6.64,0.0,0.0,6.66,6.66,6.66,0.0,0.0
2019-10-27,6.73,6.73,6.73,0.0,0.0,6.82,6.82,6.82,0.0,0.0,6.73,6.73,6.73,0.0,0.0,6.8,6.8,6.8,0.0,0.0
2019-11-03,6.48,6.48,6.48,0.0,0.0,6.51,6.51,6.51,0.0,0.0,6.45,6.45,6.45,0.0,0.0,6.47,6.47,6.47,0.0,0.0
2019-11-10,6.36,6.36,6.36,0.0,0.0,6.37,6.37,6.37,0.0,0.0,6.22,6.22,6.22,0.0,0.0,6.25,6.25,6.25,0.0,0.0
2019-11-17,6.31,6.31,6.31,0.0,0.0,6.39,6.39,6.39,0.0,0.0,6.31,6.31,6.31,0.0,0.0,6.33,6.33,6.33,0.0,0.0
2019-11-24,6.43,6.43,6.43,0.0,0.0,6.43,6.43,6.43,0.0,0.0,6.28,6.28,6.28,0.0,0.0,6.3,6.3,6.3,0.0,0.0
2019-12-01,6.35,6.35,6.35,0.0,0.0,6.51,6.51,6.51,0.0,0.0,6.31,6.31,6.31,0.0,0.0,6.5,6.5,6.5,0.0,0.0
2019-12-08,6.65,6.65,6.65,0.0,0.0,6.83,6.83,6.83,0.0,0.0,6.65,6.65,6.65,0.0,0.0,6.83,6.83,6.83,0.0,0.0
2019-12-15,6.98,6.98,6.98,0.0,0.0,7.09,7.09,7.09,0.0,0.0,6.92,6.92,6.92,0.0,0.0,7.08,7.08,7.08,0.0,0.0
2019-12-22,6.88,6.88,6.88,0.0,0.0,6.95,6.95,6.95,0.0,0.0,6.72,6.72,6.72,0.0,0.0,6.76,6.76,6.76,0.0,0.0
2019-12-29,6.87,6.87,6.87,0.0,0.0,6.95,6.95,6.95,0.0,0.0,6.81,6.81,6.81,0.0,0.0,6.95,6.95,6.95,0.0,0.0
