Date,ARK Industrial Innovation_etf_Open_average,ARK Industrial Innovation_etf_Open_max,ARK Industrial Innovation_etf_Open_min,ARK Industrial Innovation_etf_Open_volatility,ARK Industrial Innovation_etf_Open_change,ARK Industrial Innovation_etf_High_average,ARK Industrial Innovation_etf_High_max,ARK Industrial Innovation_etf_High_min,ARK Industrial Innovation_etf_High_volatility,ARK Industrial Innovation_etf_High_change,ARK Industrial Innovation_etf_Low_average,ARK Industrial Innovation_etf_Low_max,ARK Industrial Innovation_etf_Low_min,ARK Industrial Innovation_etf_Low_volatility,ARK Industrial Innovation_etf_Low_change,ARK Industrial Innovation_etf_Close_average,ARK Industrial Innovation_etf_Close_max,ARK Industrial Innovation_etf_Close_min,ARK Industrial Innovation_etf_Close_volatility,ARK Industrial Innovation_etf_Close_change
2018-01-14,35.99,35.99,35.99,0.0,0.0,36.25,36.25,36.25,0.0,0.0,35.99,35.99,35.99,0.0,0.0,36.21,36.21,36.21,0.0,0.0
2018-01-21,36.28,36.28,36.28,0.0,0.0,36.74,36.74,36.74,0.0,0.0,36.28,36.28,36.28,0.0,0.0,36.72,36.72,36.72,0.0,0.0
2018-01-28,35.5,35.5,35.5,0.0,0.0,35.7,35.7,35.7,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.79,34.79,34.79,0.0,0.0
2018-02-04,33.01,33.01,33.01,0.0,0.0,33.21,33.21,33.21,0.0,0.0,31.67,31.67,31.67,0.0,0.0,32.8,32.8,32.8,0.0,0.0
2018-02-11,35.15,35.15,35.15,0.0,0.0,35.27,35.27,35.27,0.0,0.0,34.79,34.79,34.79,0.0,0.0,34.94,34.94,34.94,0.0,0.0
2018-02-18,35.26,35.26,35.26,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.22,35.22,35.22,0.0,0.0,35.47,35.47,35.47,0.0,0.0
2018-02-25,33.56,33.56,33.56,0.0,0.0,34.77,34.77,34.77,0.0,0.0,33.35,33.35,33.35,0.0,0.0,34.73,34.73,34.73,0.0,0.0
2018-03-04,36.24,36.24,36.24,0.0,0.0,36.42,36.42,36.42,0.0,0.0,36.04,36.04,36.04,0.0,0.0,36.39,36.39,36.39,0.0,0.0
2018-03-11,36.19,36.19,36.19,0.0,0.0,36.19,36.19,36.19,0.0,0.0,35.97,35.97,35.97,0.0,0.0,36.08,36.08,36.08,0.0,0.0
2018-03-18,34.36,34.36,34.36,0.0,0.0,34.55,34.55,34.55,0.0,0.0,33.43,33.43,33.43,0.0,0.0,33.43,33.43,33.43,0.0,0.0
2018-03-25,32.48,32.48,32.48,0.0,0.0,33.08,33.08,33.08,0.0,0.0,32.02,32.02,32.02,0.0,0.0,32.86,32.86,32.86,0.0,0.0
2018-04-01,32.61,32.61,32.61,0.0,0.0,32.99,32.99,32.99,0.0,0.0,32.19,32.19,32.19,0.0,0.0,32.43,32.43,32.43,0.0,0.0
2018-04-08,33.97,33.97,33.97,0.0,0.0,33.97,33.97,33.97,0.0,0.0,33.35,33.35,33.35,0.0,0.0,33.61,33.61,33.61,0.0,0.0
2018-04-15,34.16,34.16,34.16,0.0,0.0,34.16,34.16,34.16,0.0,0.0,33.58,33.58,33.58,0.0,0.0,33.76,33.76,33.76,0.0,0.0
2018-04-22,33.0,33.0,33.0,0.0,0.0,33.0,33.0,33.0,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.74,32.74,32.74,0.0,0.0
2018-04-29,32.23,32.23,32.23,0.0,0.0,33.15,33.15,33.15,0.0,0.0,32.23,32.23,32.23,0.0,0.0,33.15,33.15,33.15,0.0,0.0
2018-05-06,34.77,34.77,34.77,0.0,0.0,34.87,34.87,34.87,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.58,34.58,34.58,0.0,0.0
2018-05-13,34.22,34.22,34.22,0.0,0.0,34.25,34.25,34.25,0.0,0.0,34.14,34.14,34.14,0.0,0.0,34.19,34.19,34.19,0.0,0.0
2018-05-20,33.92,33.92,33.92,0.0,0.0,34.05,34.05,34.05,0.0,0.0,33.91,33.91,33.91,0.0,0.0,34.02,34.02,34.02,0.0,0.0
2018-05-27,34.08,34.08,34.08,0.0,0.0,34.5,34.5,34.5,0.0,0.0,34.08,34.08,34.08,0.0,0.0,34.44,34.44,34.44,0.0,0.0
2018-06-03,35.57,35.57,35.57,0.0,0.0,35.57,35.57,35.57,0.0,0.0,35.29,35.29,35.29,0.0,0.0,35.47,35.47,35.47,0.0,0.0
2018-06-10,36.53,36.53,36.53,0.0,0.0,36.75,36.75,36.75,0.0,0.0,36.37,36.37,36.37,0.0,0.0,36.75,36.75,36.75,0.0,0.0
2018-06-17,35.66,35.66,35.66,0.0,0.0,35.66,35.66,35.66,0.0,0.0,35.16,35.16,35.16,0.0,0.0,35.25,35.25,35.25,0.0,0.0
2018-06-24,34.95,34.95,34.95,0.0,0.0,34.97,34.97,34.97,0.0,0.0,34.64,34.64,34.64,0.0,0.0,34.66,34.66,34.66,0.0,0.0
2018-07-01,34.34,34.34,34.34,0.0,0.0,35.08,35.08,35.08,0.0,0.0,34.34,34.34,34.34,0.0,0.0,35.08,35.08,35.08,0.0,0.0
2018-07-08,35.69,35.69,35.69,0.0,0.0,35.78,35.78,35.78,0.0,0.0,35.47,35.47,35.47,0.0,0.0,35.65,35.65,35.65,0.0,0.0
2018-07-15,35.81,35.81,35.81,0.0,0.0,35.99,35.99,35.99,0.0,0.0,35.8,35.8,35.8,0.0,0.0,35.8,35.8,35.8,0.0,0.0
2018-07-22,36.17,36.17,36.17,0.0,0.0,36.17,36.17,36.17,0.0,0.0,34.85,34.85,34.85,0.0,0.0,35.22,35.22,35.22,0.0,0.0
2018-07-29,36.42,36.42,36.42,0.0,0.0,36.42,36.42,36.42,0.0,0.0,36.03,36.03,36.03,0.0,0.0,36.24,36.24,36.24,0.0,0.0
