Date,iShares MSCI Qatar Capped_Open_average,iShares MSCI Qatar Capped_Open_max,iShares MSCI Qatar Capped_Open_min,iShares MSCI Qatar Capped_Open_volatility,iShares MSCI Qatar Capped_Open_change,iShares MSCI Qatar Capped_High_average,iShares MSCI Qatar Capped_High_max,iShares MSCI Qatar Capped_High_min,iShares MSCI Qatar Capped_High_volatility,iShares MSCI Qatar Capped_High_change,iShares MSCI Qatar Capped_Low_average,iShares MSCI Qatar Capped_Low_max,iShares MSCI Qatar Capped_Low_min,iShares MSCI Qatar Capped_Low_volatility,iShares MSCI Qatar Capped_Low_change,iShares MSCI Qatar Capped_Close_average,iShares MSCI Qatar Capped_Close_max,iShares MSCI Qatar Capped_Close_min,iShares MSCI Qatar Capped_Close_volatility,iShares MSCI Qatar Capped_Close_change
2018-12-23,18.73,18.73,18.73,0.0,0.0,18.92,18.92,18.92,0.0,0.0,18.6,18.6,18.6,0.0,0.0,18.61,18.61,18.61,0.0,0.0
2018-12-30,18.48,18.48,18.48,0.0,0.0,18.83,18.83,18.83,0.0,0.0,18.48,18.48,18.48,0.0,0.0,18.7,18.7,18.7,0.0,0.0
2019-01-06,19.43,19.43,19.43,0.0,0.0,19.48,19.48,19.48,0.0,0.0,19.4,19.4,19.4,0.0,0.0,19.48,19.48,19.48,0.0,0.0
2019-01-13,19.84,19.84,19.84,0.0,0.0,19.84,19.84,19.84,0.0,0.0,19.76,19.76,19.76,0.0,0.0,19.77,19.77,19.77,0.0,0.0
2019-01-20,19.77,19.77,19.77,0.0,0.0,19.77,19.77,19.77,0.0,0.0,19.62,19.62,19.62,0.0,0.0,19.62,19.62,19.62,0.0,0.0
2019-01-27,19.26,19.26,19.26,0.0,0.0,19.39,19.39,19.39,0.0,0.0,19.23,19.23,19.23,0.0,0.0,19.28,19.28,19.28,0.0,0.0
2019-02-03,18.72,18.72,18.72,0.0,0.0,18.77,18.77,18.77,0.0,0.0,18.65,18.65,18.65,0.0,0.0,18.74,18.74,18.74,0.0,0.0
2019-02-10,17.9,17.9,17.9,0.0,0.0,18.04,18.04,18.04,0.0,0.0,17.9,17.9,17.9,0.0,0.0,18.02,18.02,18.02,0.0,0.0
2019-02-17,18.17,18.17,18.17,0.0,0.0,18.36,18.36,18.36,0.0,0.0,18.17,18.17,18.17,0.0,0.0,18.36,18.36,18.36,0.0,0.0
2019-02-24,18.26,18.26,18.26,0.0,0.0,18.27,18.27,18.27,0.0,0.0,18.25,18.25,18.25,0.0,0.0,18.26,18.26,18.26,0.0,0.0
2019-03-03,17.65,17.65,17.65,0.0,0.0,17.91,17.91,17.91,0.0,0.0,17.65,17.65,17.65,0.0,0.0,17.86,17.86,17.86,0.0,0.0
2019-03-10,17.8,17.8,17.8,0.0,0.0,17.94,17.94,17.94,0.0,0.0,17.8,17.8,17.8,0.0,0.0,17.94,17.94,17.94,0.0,0.0
2019-03-17,18.27,18.27,18.27,0.0,0.0,18.27,18.27,18.27,0.0,0.0,18.09,18.09,18.09,0.0,0.0,18.18,18.18,18.18,0.0,0.0
2019-03-24,18.45,18.45,18.45,0.0,0.0,18.5,18.5,18.5,0.0,0.0,18.44,18.44,18.44,0.0,0.0,18.5,18.5,18.5,0.0,0.0
2019-03-31,18.58,18.58,18.58,0.0,0.0,18.58,18.58,18.58,0.0,0.0,18.53,18.53,18.53,0.0,0.0,18.58,18.58,18.58,0.0,0.0
2019-04-07,18.77,18.77,18.77,0.0,0.0,18.77,18.77,18.77,0.0,0.0,18.77,18.77,18.77,0.0,0.0,18.77,18.77,18.77,0.0,0.0
2019-04-14,18.77,18.77,18.77,0.0,0.0,18.96,18.96,18.96,0.0,0.0,18.77,18.77,18.77,0.0,0.0,18.95,18.95,18.95,0.0,0.0
2019-04-21,19.14,19.14,19.14,0.0,0.0,19.14,19.14,19.14,0.0,0.0,19.1,19.1,19.1,0.0,0.0,19.1,19.1,19.1,0.0,0.0
2019-04-28,19.05,19.05,19.05,0.0,0.0,19.16,19.16,19.16,0.0,0.0,19.05,19.05,19.05,0.0,0.0,19.09,19.09,19.09,0.0,0.0
2019-05-05,18.2,18.2,18.2,0.0,0.0,18.2,18.2,18.2,0.0,0.0,17.99,17.99,17.99,0.0,0.0,18.09,18.09,18.09,0.0,0.0
2019-05-12,17.52,17.52,17.52,0.0,0.0,17.63,17.63,17.63,0.0,0.0,17.5,17.5,17.5,0.0,0.0,17.61,17.61,17.61,0.0,0.0
2019-05-19,17.3,17.3,17.3,0.0,0.0,17.3,17.3,17.3,0.0,0.0,17.15,17.15,17.15,0.0,0.0,17.18,17.18,17.18,0.0,0.0
2019-05-26,18.11,18.11,18.11,0.0,0.0,18.3,18.3,18.3,0.0,0.0,18.08,18.08,18.08,0.0,0.0,18.3,18.3,18.3,0.0,0.0
2019-06-02,18.14,18.14,18.14,0.0,0.0,18.31,18.31,18.31,0.0,0.0,18.14,18.14,18.14,0.0,0.0,18.31,18.31,18.31,0.0,0.0
2019-06-09,18.51,18.51,18.51,0.0,0.0,18.9,18.9,18.9,0.0,0.0,18.4,18.4,18.4,0.0,0.0,18.89,18.89,18.89,0.0,0.0
2019-06-16,17.92,17.92,17.92,0.0,0.0,18.0,18.0,18.0,0.0,0.0,17.8,17.8,17.8,0.0,0.0,17.8,17.8,17.8,0.0,0.0
2019-06-23,17.89,17.89,17.89,0.0,0.0,17.89,17.89,17.89,0.0,0.0,17.79,17.79,17.79,0.0,0.0,17.89,17.89,17.89,0.0,0.0
2019-06-30,17.96,17.96,17.96,0.0,0.0,17.97,17.97,17.97,0.0,0.0,17.64,17.64,17.64,0.0,0.0,17.71,17.71,17.71,0.0,0.0
2019-07-07,18.07,18.07,18.07,0.0,0.0,18.07,18.07,18.07,0.0,0.0,18.02,18.02,18.02,0.0,0.0,18.02,18.02,18.02,0.0,0.0
2019-07-14,18.04,18.04,18.04,0.0,0.0,18.04,18.04,18.04,0.0,0.0,17.64,17.64,17.64,0.0,0.0,17.7,17.7,17.7,0.0,0.0
2019-07-21,18.08,18.08,18.08,0.0,0.0,18.09,18.09,18.09,0.0,0.0,18.02,18.02,18.02,0.0,0.0,18.09,18.09,18.09,0.0,0.0
2019-07-28,17.51,17.51,17.51,0.0,0.0,17.51,17.51,17.51,0.0,0.0,17.24,17.24,17.24,0.0,0.0,17.35,17.35,17.35,0.0,0.0
2019-08-04,16.83,16.83,16.83,0.0,0.0,16.95,16.95,16.95,0.0,0.0,16.82,16.82,16.82,0.0,0.0,16.91,16.91,16.91,0.0,0.0
2019-08-11,16.42,16.42,16.42,0.0,0.0,16.47,16.47,16.47,0.0,0.0,16.37,16.37,16.37,0.0,0.0,16.47,16.47,16.47,0.0,0.0
2019-08-18,16.82,16.82,16.82,0.0,0.0,17.07,17.07,17.07,0.0,0.0,16.82,16.82,16.82,0.0,0.0,16.93,16.93,16.93,0.0,0.0
2019-08-25,17.32,17.32,17.32,0.0,0.0,17.32,17.32,17.32,0.0,0.0,17.29,17.29,17.29,0.0,0.0,17.29,17.29,17.29,0.0,0.0
2019-09-01,17.34,17.34,17.34,0.0,0.0,17.34,17.34,17.34,0.0,0.0,17.34,17.34,17.34,0.0,0.0,17.34,17.34,17.34,0.0,0.0
2019-09-08,17.91,17.91,17.91,0.0,0.0,18.06,18.06,18.06,0.0,0.0,17.89,17.89,17.89,0.0,0.0,18.06,18.06,18.06,0.0,0.0
2019-09-15,17.8,17.8,17.8,0.0,0.0,17.8,17.8,17.8,0.0,0.0,17.61,17.61,17.61,0.0,0.0,17.61,17.61,17.61,0.0,0.0
2019-09-22,17.64,17.64,17.64,0.0,0.0,17.66,17.66,17.66,0.0,0.0,17.55,17.55,17.55,0.0,0.0,17.61,17.61,17.61,0.0,0.0
2019-09-29,17.64,17.64,17.64,0.0,0.0,17.66,17.66,17.66,0.0,0.0,17.63,17.63,17.63,0.0,0.0,17.65,17.65,17.65,0.0,0.0
2019-10-06,17.79,17.79,17.79,0.0,0.0,17.91,17.91,17.91,0.0,0.0,17.77,17.77,17.77,0.0,0.0,17.85,17.85,17.85,0.0,0.0
2019-10-13,17.85,17.85,17.85,0.0,0.0,17.98,17.98,17.98,0.0,0.0,17.85,17.85,17.85,0.0,0.0,17.95,17.95,17.95,0.0,0.0
2019-10-20,18.0,18.0,18.0,0.0,0.0,18.0,18.0,18.0,0.0,0.0,18.0,18.0,18.0,0.0,0.0,18.0,18.0,18.0,0.0,0.0
2019-10-27,17.78,17.78,17.78,0.0,0.0,17.85,17.85,17.85,0.0,0.0,17.78,17.78,17.78,0.0,0.0,17.85,17.85,17.85,0.0,0.0
2019-11-03,17.65,17.65,17.65,0.0,0.0,17.7,17.7,17.7,0.0,0.0,17.63,17.63,17.63,0.0,0.0,17.7,17.7,17.7,0.0,0.0
2019-11-10,17.88,17.88,17.88,0.0,0.0,18.02,18.02,18.02,0.0,0.0,17.88,17.88,17.88,0.0,0.0,17.93,17.93,17.93,0.0,0.0
2019-11-17,17.8,17.8,17.8,0.0,0.0,17.95,17.95,17.95,0.0,0.0,17.8,17.8,17.8,0.0,0.0,17.92,17.92,17.92,0.0,0.0
2019-11-24,17.83,17.83,17.83,0.0,0.0,17.83,17.83,17.83,0.0,0.0,17.5,17.5,17.5,0.0,0.0,17.5,17.5,17.5,0.0,0.0
2019-12-01,18.03,18.03,18.03,0.0,0.0,18.03,18.03,18.03,0.0,0.0,17.97,17.97,17.97,0.0,0.0,18.0,18.0,18.0,0.0,0.0
2019-12-08,17.88,17.88,17.88,0.0,0.0,18.02,18.02,18.02,0.0,0.0,17.81,17.81,17.81,0.0,0.0,17.83,17.83,17.83,0.0,0.0
2019-12-15,17.89,17.89,17.89,0.0,0.0,17.89,17.89,17.89,0.0,0.0,17.62,17.62,17.62,0.0,0.0,17.62,17.62,17.62,0.0,0.0
2019-12-22,17.85,17.85,17.85,0.0,0.0,17.97,17.97,17.97,0.0,0.0,17.85,17.85,17.85,0.0,0.0,17.92,17.92,17.92,0.0,0.0
2019-12-29,17.99,17.99,17.99,0.0,0.0,18.0,18.0,18.0,0.0,0.0,17.93,17.93,17.93,0.0,0.0,18.0,18.0,18.0,0.0,0.0
