Date,AMNB_Open_average,AMNB_Open_max,AMNB_Open_min,AMNB_Open_volatility,AMNB_Open_change,AMNB_High_average,AMNB_High_max,AMNB_High_min,AMNB_High_volatility,AMNB_High_change,AMNB_Low_average,AMNB_Low_max,AMNB_Low_min,AMNB_Low_volatility,AMNB_Low_change,AMNB_Close_average,AMNB_Close_max,AMNB_Close_min,AMNB_Close_volatility,AMNB_Close_change,AMNB_Volume_average,AMNB_Volume_max,AMNB_Volume_min,AMNB_Volume_volatility,AMNB_Volume_change
2018-01-14,39.532,40.25,38.8,1.4500000000000028,-0.990000000000002,39.88,40.75,39.35,1.3999999999999986,-1.3999999999999986,39.054,39.62,38.35,1.269999999999996,-1.1999999999999957,39.4,39.9,38.85,1.0499999999999972,-0.6999999999999957,8887,12811,5032,7779,-4363
2018-01-21,38.31,38.8,38.0,0.7999999999999972,-0.5499999999999972,38.47,39.05,38.1,0.9499999999999957,-0.7999999999999972,37.87,38.4,37.55,0.8500000000000014,-0.6000000000000014,38.13,38.7,37.8,0.9000000000000057,-0.9000000000000057,5936,11176,2231,8945,-5387
2018-01-28,37.6,37.85,37.4,0.45000000000000284,-0.30000000000000426,37.9,38.0,37.75,0.25,-0.04999999999999716,37.13,37.45,36.0,1.4500000000000028,-1.3999999999999986,37.32,37.75,36.05,1.7000000000000028,-1.6000000000000014,8204,9476,6497,2979,1364
2018-02-04,36.300000000000004,36.95,35.6,1.3500000000000014,1.3500000000000014,37.122,37.81,36.35,1.4600000000000009,0.6600000000000037,36.19,36.85,35.6,1.25,1.25,36.72,37.4,36.0,1.3999999999999986,0.6999999999999957,11039,19160,8052,11108,-8327
2018-02-11,37.075,37.4,36.65,0.75,0.15000000000000568,37.4175,37.8,37.1,0.6999999999999957,0.6999999999999957,36.835,37.2,36.5,0.7000000000000028,0.7000000000000028,37.3125,37.65,36.95,0.6999999999999957,0.6999999999999957,5986,7516,4534,2982,-280
2018-02-18,36.67,37.35,34.95,2.3999999999999986,-0.30000000000000426,37.438,37.65,37.2,0.44999999999999574,-0.09000000000000341,36.58,37.05,34.95,2.0999999999999943,0.04999999999999716,37.17,37.45,37.0,0.45000000000000284,0.25,10985,16439,6857,9582,-4836
2018-02-25,36.754,37.82,35.58,2.240000000000002,-0.5499999999999972,37.12,37.82,36.2,1.6199999999999974,-0.1700000000000017,36.264,37.27,35.5,1.7700000000000031,0.3200000000000003,36.64,37.5,36.0,1.5,0.5,12253,19179,6851,12328,-548
2018-03-04,37.756,38.33,37.4,0.9299999999999997,0.9299999999999997,38.36,38.75,37.75,1.0,1.0,37.44,38.3,36.7,1.5999999999999943,1.5999999999999943,38.17,38.65,37.55,1.1000000000000014,1.1000000000000014,10257,20491,5667,14824,-60
2018-03-11,38.48,38.85,38.3,0.5500000000000043,-0.10000000000000142,38.95,39.5,38.55,0.9500000000000028,0.75,38.13,38.45,37.73,0.720000000000006,-0.10000000000000142,38.67,39.15,38.2,0.9499999999999957,0.5,10827,28434,5209,23225,1317
2018-03-18,38.668,39.25,37.95,1.2999999999999972,-1.2899999999999991,39.1,39.5,38.4,1.1000000000000014,-1.1000000000000014,38.17,39.1,37.15,1.9500000000000028,-1.5500000000000043,38.5,39.4,37.2,2.1999999999999957,-0.6499999999999986,7752,12147,3917,8230,2373
