Date,SOL_Open_average,SOL_Open_max,SOL_Open_min,SOL_Open_volatility,SOL_Open_change,SOL_High_average,SOL_High_max,SOL_High_min,SOL_High_volatility,SOL_High_change,SOL_Low_average,SOL_Low_max,SOL_Low_min,SOL_Low_volatility,SOL_Low_change,SOL_Close_average,SOL_Close_max,SOL_Close_min,SOL_Close_volatility,SOL_Close_change,SOL_Volume_average,SOL_Volume_max,SOL_Volume_min,SOL_Volume_volatility,SOL_Volume_change
2018-01-14,2.94,3.04,2.82,0.2200000000000002,-0.17000000000000037,2.9859999999999998,3.1,2.88,0.2200000000000002,-0.2200000000000002,2.876,2.99,2.79,0.20000000000000018,-0.20000000000000018,2.902,3.03,2.8,0.22999999999999998,-0.22999999999999998,68544,108382,32176,76206,-49019
2018-01-21,2.774,2.79,2.76,0.03000000000000025,-0.020000000000000018,2.8456,2.88,2.82,0.06000000000000005,-0.0519999999999996,2.7359999999999998,2.77,2.65,0.1200000000000001,-0.10000000000000009,2.758,2.8,2.66,0.13999999999999968,-0.10999999999999988,50682,72685,34507,38178,19541
2018-01-28,2.66,2.71,2.61,0.10000000000000009,-0.050000000000000266,2.691,2.74,2.61,0.13000000000000034,-0.13000000000000034,2.578,2.69,2.37,0.31999999999999984,-0.29000000000000004,2.608,2.72,2.4,0.3200000000000003,-0.3200000000000003,53819,83359,26891,56468,42308
2018-02-04,2.442,2.57,2.33,0.23999999999999977,-0.06999999999999984,2.4968,2.6,2.392,0.20800000000000018,-0.18800000000000017,2.355,2.45,2.22,0.22999999999999998,-0.04999999999999982,2.426,2.55,2.32,0.22999999999999998,-0.17999999999999972,65443,120657,19954,100703,-72790
2018-02-11,2.4450000000000003,2.56,2.36,0.20000000000000018,0.07000000000000028,2.51975,2.59,2.45,0.13999999999999968,0.018999999999999684,2.3827499999999997,2.42,2.36,0.06000000000000005,0.01100000000000012,2.44,2.51,2.4,0.10999999999999988,-0.03000000000000025,32047,44791,22645,22146,11463
2018-02-18,2.476,2.52,2.39,0.1299999999999999,0.10999999999999988,2.5272,2.55,2.501,0.04899999999999993,-0.009999999999999787,2.436,2.47,2.39,0.08000000000000007,0.040000000000000036,2.4942,2.501,2.47,0.030999999999999694,0.0,38179,72679,7537,65142,-32512
2018-02-25,2.4438,2.519,2.36,0.15900000000000025,-0.13000000000000034,2.4876,2.539,2.44,0.0990000000000002,-0.039000000000000146,2.411,2.44,2.36,0.08000000000000007,-0.08000000000000007,2.436,2.45,2.41,0.040000000000000036,0.010000000000000231,25193,39472,12726,26746,26565
2018-03-04,2.472,2.52,2.45,0.06999999999999984,0.06999999999999984,2.521,2.54,2.47,0.06999999999999984,0.0,2.426,2.45,2.4,0.050000000000000266,-0.020000000000000018,2.492,2.54,2.45,0.08999999999999986,0.040000000000000036,33933,81381,9214,72167,72167
2018-03-11,2.554,2.61,2.48,0.1299999999999999,0.040000000000000036,2.606,2.64,2.56,0.08000000000000007,-0.08000000000000007,2.5166,2.563,2.48,0.08300000000000018,0.040000000000000036,2.568,2.6,2.53,0.07000000000000028,-0.03000000000000025,31441,51897,13784,38113,-25862
2018-03-18,2.612,2.67,2.57,0.10000000000000009,0.029999999999999805,2.66,2.71,2.57,0.14000000000000012,-0.08000000000000007,2.5502,2.61,2.5,0.10999999999999988,-0.10000000000000009,2.596,2.69,2.51,0.18000000000000016,-0.08999999999999986,45948,87893,24472,63421,-35849
2018-03-25,2.5525,2.6,2.5,0.10000000000000009,-0.06999999999999984,2.6,2.68,2.55,0.13000000000000034,-0.13000000000000034,2.51075,2.572,2.471,0.10099999999999998,-0.07200000000000006,2.54975,2.61,2.51,0.10000000000000009,-0.08999999999999986,27880,51808,18675,33133,-31403
2018-04-01,2.482,2.53,2.41,0.11999999999999966,-0.10999999999999988,2.5,2.53,2.41,0.11999999999999966,-0.11999999999999966,2.3726,2.475,2.15,0.3250000000000002,-0.13500000000000023,2.452,2.51,2.34,0.16999999999999993,-0.16999999999999993,41325,109584,16436,93148,-15318
2018-04-08,2.42,2.48,2.36,0.1200000000000001,0.050000000000000266,2.4598,2.48,2.43,0.04999999999999982,-0.040000000000000036,2.372,2.42,2.33,0.08999999999999986,-0.029999999999999805,2.43,2.48,2.38,0.10000000000000009,-0.040000000000000036,19896,51787,8584,43203,30723
