Date,UUUU_Open_average,UUUU_Open_max,UUUU_Open_min,UUUU_Open_volatility,UUUU_Open_change,UUUU_High_average,UUUU_High_max,UUUU_High_min,UUUU_High_volatility,UUUU_High_change,UUUU_Low_average,UUUU_Low_max,UUUU_Low_min,UUUU_Low_volatility,UUUU_Low_change,UUUU_Close_average,UUUU_Close_max,UUUU_Close_min,UUUU_Close_volatility,UUUU_Close_change,UUUU_Volume_average,UUUU_Volume_max,UUUU_Volume_min,UUUU_Volume_volatility,UUUU_Volume_change
2018-01-14,1.696,1.76,1.64,0.1200000000000001,-0.1100000000000001,1.7329999999999999,1.805,1.69,0.11499999999999999,-0.11499999999999999,1.644,1.69,1.6,0.08999999999999986,-0.04999999999999982,1.666,1.69,1.65,0.040000000000000036,0.020000000000000018,20922,54033,9531,44502,-43110
2018-01-21,1.666,1.72,1.6,0.11999999999999988,-0.06999999999999984,1.704,1.73,1.67,0.06000000000000005,-0.040000000000000036,1.64,1.67,1.6,0.06999999999999984,-0.05999999999999983,1.667,1.73,1.62,0.10999999999999988,-0.09499999999999997,17265,22244,10021,12223,8143
2018-01-28,1.596,1.62,1.55,0.07000000000000006,-0.07000000000000006,1.6280000000000001,1.67,1.59,0.07999999999999985,-0.04999999999999982,1.56,1.62,1.52,0.10000000000000009,-0.040000000000000036,1.577,1.62,1.525,0.0950000000000002,-0.04500000000000015,9951,15940,4771,11169,8089
2018-02-04,1.6,1.63,1.53,0.09999999999999987,0.09999999999999987,1.63,1.64,1.61,0.029999999999999805,0.010000000000000009,1.558,1.6,1.5,0.10000000000000009,0.08000000000000007,1.616,1.64,1.6,0.039999999999999813,0.03499999999999992,21801,34001,12946,21055,-19656
2018-02-11,1.6675,1.7,1.64,0.06000000000000005,0.040000000000000036,1.69875,1.75,1.64,0.1100000000000001,0.050000000000000044,1.62,1.66,1.59,0.06999999999999984,-0.020000000000000018,1.66875,1.715,1.63,0.08500000000000019,0.010000000000000009,10109,14320,5547,8773,3008
2018-02-18,1.598,1.66,1.56,0.09999999999999987,-0.06999999999999984,1.608,1.66,1.59,0.06999999999999984,-0.06999999999999984,1.542,1.56,1.53,0.030000000000000027,-0.020000000000000018,1.57,1.59,1.56,0.030000000000000027,0.020000000000000018,17445,36959,9578,27381,-18457
2018-02-25,1.568,1.64,1.51,0.1299999999999999,0.039999999999999813,1.592,1.64,1.53,0.10999999999999988,0.039999999999999813,1.53,1.59,1.49,0.10000000000000009,0.07000000000000006,1.572,1.63,1.51,0.11999999999999988,0.09999999999999987,14287,19510,8668,10842,6450
2018-03-04,1.604,1.63,1.58,0.04999999999999982,-0.029999999999999805,1.614,1.64,1.59,0.04999999999999982,-0.029999999999999805,1.578,1.61,1.54,0.07000000000000006,-0.07000000000000006,1.6,1.62,1.58,0.040000000000000036,-0.010000000000000009,5255,11414,2326,9088,-4286
2018-03-11,1.558,1.63,1.51,0.11999999999999988,-0.08999999999999986,1.568,1.63,1.54,0.08999999999999986,-0.08999999999999986,1.53,1.57,1.51,0.06000000000000005,-0.050000000000000044,1.542,1.57,1.52,0.050000000000000044,-0.040000000000000036,13388,24719,5038,19681,16222
2018-03-18,1.554,1.61,1.53,0.08000000000000007,-0.020000000000000018,1.606,1.62,1.55,0.07000000000000006,0.07000000000000006,1.52,1.55,1.5,0.050000000000000044,0.030000000000000027,1.559,1.62,1.51,0.1100000000000001,0.020000000000000018,37865,63587,20880,42707,25146
2018-03-25,1.575,1.71,1.51,0.19999999999999996,0.19999999999999996,1.6600000000000001,1.77,1.56,0.20999999999999996,0.1499999999999999,1.565,1.67,1.51,0.15999999999999992,0.15999999999999992,1.63375,1.735,1.52,0.21500000000000008,0.20999999999999996,43002,76951,26292,50659,-8845
2018-04-01,1.842,1.91,1.73,0.17999999999999994,0.14000000000000012,1.912,1.96,1.87,0.08999999999999986,0.07000000000000006,1.8,1.85,1.72,0.13000000000000012,0.06000000000000005,1.87,1.91,1.84,0.06999999999999984,-0.010000000000000009,45252,88516,21673,66843,-46342
2018-04-08,1.832,1.88,1.8,0.07999999999999985,0.0,1.896,1.97,1.85,0.11999999999999988,0.08000000000000007,1.808,1.84,1.78,0.06000000000000005,0.0,1.852,1.94,1.79,0.1499999999999999,0.06999999999999984,26892,44986,8219,36767,17229
2018-04-15,1.992,2.04,1.95,0.09000000000000008,0.0,2.014,2.09,1.95,0.1399999999999999,-0.050000000000000044,1.906,1.97,1.82,0.1499999999999999,-0.08999999999999986,1.956,2.02,1.84,0.17999999999999994,-0.1299999999999999,38983,50420,29927,20493,-13766
