Date,Cambria Core Equity_Open_average,Cambria Core Equity_Open_max,Cambria Core Equity_Open_min,Cambria Core Equity_Open_volatility,Cambria Core Equity_Open_change,Cambria Core Equity_High_average,Cambria Core Equity_High_max,Cambria Core Equity_High_min,Cambria Core Equity_High_volatility,Cambria Core Equity_High_change,Cambria Core Equity_Low_average,Cambria Core Equity_Low_max,Cambria Core Equity_Low_min,Cambria Core Equity_Low_volatility,Cambria Core Equity_Low_change,Cambria Core Equity_Close_average,Cambria Core Equity_Close_max,Cambria Core Equity_Close_min,Cambria Core Equity_Close_volatility,Cambria Core Equity_Close_change
2018-01-14,25.74,25.74,25.74,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.74,25.74,25.74,0.0,0.0,25.75,25.75,25.75,0.0,0.0
2018-01-21,25.77,25.77,25.77,0.0,0.0,25.83,25.83,25.83,0.0,0.0,25.76,25.76,25.76,0.0,0.0,25.83,25.83,25.83,0.0,0.0
2018-01-28,25.66,25.66,25.66,0.0,0.0,25.68,25.68,25.68,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.53,25.53,25.53,0.0,0.0
2018-02-04,24.47,24.47,24.47,0.0,0.0,24.81,24.81,24.81,0.0,0.0,24.47,24.47,24.47,0.0,0.0,24.69,24.69,24.69,0.0,0.0
2018-02-11,25.21,25.21,25.21,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.32,25.32,25.32,0.0,0.0
2018-02-18,25.23,25.23,25.23,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.22,25.22,25.22,0.0,0.0
2018-02-25,24.98,24.98,24.98,0.0,0.0,25.01,25.01,25.01,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.92,24.92,24.92,0.0,0.0
2018-03-04,25.22,25.22,25.22,0.0,0.0,25.28,25.28,25.28,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.27,25.27,25.27,0.0,0.0
2018-03-11,25.25,25.25,25.25,0.0,0.0,25.26,25.26,25.26,0.0,0.0,25.21,25.21,25.21,0.0,0.0,25.25,25.25,25.25,0.0,0.0
2018-03-18,25.1,25.1,25.1,0.0,0.0,25.11,25.11,25.11,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.99,24.99,24.99,0.0,0.0
2018-03-25,25.06,25.06,25.06,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.07,25.07,25.07,0.0,0.0
2018-04-01,24.88,24.88,24.88,0.0,0.0,24.88,24.88,24.88,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.87,24.87,24.87,0.0,0.0
2018-04-08,24.98,24.98,24.98,0.0,0.0,24.98,24.98,24.98,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.93,24.93,24.93,0.0,0.0
2018-04-15,24.99,24.99,24.99,0.0,0.0,25.02,25.02,25.02,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.95,24.95,24.95,0.0,0.0
2018-04-22,24.76,24.76,24.76,0.0,0.0,24.81,24.81,24.81,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.76,24.76,24.76,0.0,0.0
2018-04-29,24.48,24.48,24.48,0.0,0.0,24.73,24.73,24.73,0.0,0.0,24.39,24.39,24.39,0.0,0.0,24.6,24.6,24.6,0.0,0.0
2018-05-06,24.74,24.74,24.74,0.0,0.0,24.91,24.91,24.91,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.89,24.89,24.89,0.0,0.0
2018-05-13,24.86,24.86,24.86,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.83,24.83,24.83,0.0,0.0,24.89,24.89,24.89,0.0,0.0
2018-05-20,24.76,24.76,24.76,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.76,24.76,24.76,0.0,0.0,24.8,24.8,24.8,0.0,0.0
2018-05-27,24.8,24.8,24.8,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.77,24.77,24.77,0.0,0.0,24.77,24.77,24.77,0.0,0.0
2018-06-03,24.89,24.89,24.89,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.87,24.87,24.87,0.0,0.0,24.87,24.87,24.87,0.0,0.0
2018-06-10,24.76,24.76,24.76,0.0,0.0,24.8,24.8,24.8,0.0,0.0,24.74,24.74,24.74,0.0,0.0,24.79,24.79,24.79,0.0,0.0
2018-06-17,24.56,24.56,24.56,0.0,0.0,24.57,24.57,24.57,0.0,0.0,24.53,24.53,24.53,0.0,0.0,24.57,24.57,24.57,0.0,0.0
2018-06-24,24.49,24.49,24.49,0.0,0.0,24.52,24.52,24.52,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.43,24.43,24.43,0.0,0.0
2018-07-01,24.46,24.46,24.46,0.0,0.0,24.46,24.46,24.46,0.0,0.0,24.44,24.44,24.44,0.0,0.0,24.44,24.44,24.44,0.0,0.0
2018-07-08,24.62,24.62,24.62,0.0,0.0,24.62,24.62,24.62,0.0,0.0,24.57,24.57,24.57,0.0,0.0,24.61,24.61,24.61,0.0,0.0
2018-07-15,24.65,24.65,24.65,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.65,24.65,24.65,0.0,0.0
2018-07-22,24.87,24.87,24.87,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.83,24.83,24.83,0.0,0.0,24.89,24.89,24.89,0.0,0.0
2018-07-29,25.01,25.01,25.01,0.0,0.0,25.05,25.05,25.05,0.0,0.0,25.01,25.01,25.01,0.0,0.0,25.05,25.05,25.05,0.0,0.0
2018-08-05,24.98,24.98,24.98,0.0,0.0,25.03,25.03,25.03,0.0,0.0,24.98,24.98,24.98,0.0,0.0,24.98,24.98,24.98,0.0,0.0
2018-08-12,25.57,25.57,25.57,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.49,25.49,25.49,0.0,0.0,25.59,25.59,25.59,0.0,0.0
2018-08-19,25.42,25.42,25.42,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.47,25.47,25.47,0.0,0.0
2018-08-26,25.43,25.43,25.43,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.4,25.4,25.4,0.0,0.0,25.4,25.4,25.4,0.0,0.0
2018-09-02,25.59,25.59,25.59,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.6,25.6,25.6,0.0,0.0
2018-09-09,25.65,25.65,25.65,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.54,25.54,25.54,0.0,0.0,25.54,25.54,25.54,0.0,0.0
2018-09-16,25.72,25.72,25.72,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.64,25.64,25.64,0.0,0.0
2018-09-23,25.19,25.19,25.19,0.0,0.0,25.23,25.23,25.23,0.0,0.0,25.19,25.19,25.19,0.0,0.0,25.19,25.19,25.19,0.0,0.0
2018-09-30,25.37,25.37,25.37,0.0,0.0,25.37,25.37,25.37,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.29,25.29,25.29,0.0,0.0
2018-10-07,25.29,25.29,25.29,0.0,0.0,25.45,25.45,25.45,0.0,0.0,25.29,25.29,25.29,0.0,0.0,25.36,25.36,25.36,0.0,0.0
2018-10-14,25.6,25.6,25.6,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.47,25.47,25.47,0.0,0.0,25.7,25.7,25.7,0.0,0.0
2018-10-21,25.63,25.63,25.63,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.64,25.64,25.64,0.0,0.0
2018-10-28,25.83,25.83,25.83,0.0,0.0,25.83,25.83,25.83,0.0,0.0,25.68,25.68,25.68,0.0,0.0,25.75,25.75,25.75,0.0,0.0
2018-11-04,25.86,25.86,25.86,0.0,0.0,26.04,26.04,26.04,0.0,0.0,25.86,25.86,25.86,0.0,0.0,26.04,26.04,26.04,0.0,0.0
2018-11-11,26.03,26.03,26.03,0.0,0.0,26.03,26.03,26.03,0.0,0.0,26.03,26.03,26.03,0.0,0.0,26.03,26.03,26.03,0.0,0.0
2018-11-18,26.38,26.38,26.38,0.0,0.0,26.38,26.38,26.38,0.0,0.0,26.38,26.38,26.38,0.0,0.0,26.38,26.38,26.38,0.0,0.0
2018-11-25,24.9,24.9,24.9,0.0,0.0,25.97,25.97,25.97,0.0,0.0,24.9,24.9,24.9,0.0,0.0,25.89,25.89,25.89,0.0,0.0
2018-12-02,25.99,25.99,25.99,0.0,0.0,26.05,26.05,26.05,0.0,0.0,25.84,25.84,25.84,0.0,0.0,25.88,25.88,25.88,0.0,0.0
2018-12-09,26.04,26.04,26.04,0.0,0.0,26.12,26.12,26.12,0.0,0.0,26.04,26.04,26.04,0.0,0.0,26.12,26.12,26.12,0.0,0.0
2018-12-16,26.03,26.03,26.03,0.0,0.0,26.3,26.3,26.3,0.0,0.0,25.16,25.16,25.16,0.0,0.0,26.14,26.14,26.14,0.0,0.0
2018-12-23,26.62,26.62,26.62,0.0,0.0,26.62,26.62,26.62,0.0,0.0,26.49,26.49,26.49,0.0,0.0,26.49,26.49,26.49,0.0,0.0
2018-12-30,26.74,26.74,26.74,0.0,0.0,26.74,26.74,26.74,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.34,26.34,26.34,0.0,0.0
2019-01-06,26.27,26.27,26.27,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.21,26.21,26.21,0.0,0.0,26.27,26.27,26.27,0.0,0.0
2019-01-13,26.19,26.19,26.19,0.0,0.0,26.19,26.19,26.19,0.0,0.0,26.06,26.06,26.06,0.0,0.0,26.14,26.14,26.14,0.0,0.0
