Date,EXP_Open_average,EXP_Open_max,EXP_Open_min,EXP_Open_volatility,EXP_Open_change,EXP_High_average,EXP_High_max,EXP_High_min,EXP_High_volatility,EXP_High_change,EXP_Low_average,EXP_Low_max,EXP_Low_min,EXP_Low_volatility,EXP_Low_change,EXP_Close_average,EXP_Close_max,EXP_Close_min,EXP_Close_volatility,EXP_Close_change,EXP_Volume_average,EXP_Volume_max,EXP_Volume_min,EXP_Volume_volatility,EXP_Volume_change
2018-01-14,117.878,121.53,116.23,5.299999999999997,-4.710000000000008,118.73,122.49,117.08,5.409999999999997,-4.6499999999999915,116.25,117.34,115.59,1.75,-1.6500000000000057,117.08,117.83,115.89,1.9399999999999977,-0.030000000000001137,416582,531730,215663,316067,-127219
2018-01-21,119.022,120.15,117.7,2.450000000000003,2.450000000000003,119.742,120.43,118.43,2.0,1.8599999999999994,117.712,118.65,116.25,2.4000000000000057,1.6400000000000006,118.77,120.3,118.05,2.25,-0.10000000000000853,348361,406831,274361,132470,-54107
2018-01-28,112.91199999999999,117.16,108.0,9.159999999999997,-9.159999999999997,113.954,118.35,109.16,9.189999999999998,-9.189999999999998,109.292,115.73,103.08,12.650000000000006,-12.650000000000006,111.444,117.64,105.38,12.260000000000005,-12.260000000000005,1137604,2352353,756375,1595978,-82050
2018-02-04,104.188,106.56,102.29,4.269999999999996,0.10999999999999943,106.264,108.82,103.8,5.019999999999996,-3.6000000000000085,102.148,105.98,99.23,6.75,-0.8999999999999915,103.98,106.61,101.32,5.290000000000006,-3.1899999999999977,668196,845031,464021,381010,-381010
2018-02-11,104.5,106.83,102.92,3.9099999999999966,3.4299999999999926,106.1275,107.54,105.04,2.5,2.5,102.995,103.9,102.61,1.2900000000000063,-0.18999999999999773,104.2475,106.58,102.75,3.8299999999999983,-0.8199999999999932,625545,780278,413081,367197,367197
2018-02-18,103.002,104.53,101.92,2.6099999999999994,2.1899999999999977,104.324,105.56,103.5,2.0600000000000023,1.5499999999999972,101.878,103.02,101.0,2.019999999999996,1.7099999999999937,103.364,105.13,101.59,3.539999999999992,2.8100000000000023,459447,629622,295037,334585,-132122
2018-02-25,101.878,104.96,100.48,4.47999999999999,-4.279999999999987,103.102,105.83,101.64,4.189999999999998,-2.9200000000000017,100.264,102.41,99.12,3.289999999999992,-2.2299999999999898,101.464,102.41,100.23,2.1799999999999926,-0.1599999999999966,366877,463744,250729,213015,-36893
2018-03-04,102.908,103.23,102.67,0.5600000000000023,0.20999999999999375,103.72,104.41,103.03,1.3799999999999955,-1.0300000000000011,101.85,102.28,100.76,1.519999999999996,-0.1600000000000108,102.87,103.81,101.95,1.8599999999999994,-1.0100000000000051,447239,568265,296557,271708,-192024
2018-03-11,100.702,103.24,98.14,5.099999999999994,-5.099999999999994,101.396,103.67,98.94,4.730000000000004,-4.730000000000004,99.3,102.4,96.72,5.680000000000007,-5.680000000000007,99.858,102.53,97.98,4.549999999999997,-4.549999999999997,515305,630620,386896,243724,119684
2018-03-18,98.848,102.2,96.88,5.320000000000007,4.070000000000007,100.688,106.16,98.19,7.969999999999999,7.209999999999994,97.924,101.33,95.89,5.439999999999998,4.319999999999993,99.18599999999999,105.57,95.9,9.669999999999987,8.139999999999986,788345,1416116,352159,1063957,1063957
