Date,VelocityShares 3x Long Crude S&P GSCI ER_Open_average,VelocityShares 3x Long Crude S&P GSCI ER_Open_max,VelocityShares 3x Long Crude S&P GSCI ER_Open_min,VelocityShares 3x Long Crude S&P GSCI ER_Open_volatility,VelocityShares 3x Long Crude S&P GSCI ER_Open_change,VelocityShares 3x Long Crude S&P GSCI ER_High_average,VelocityShares 3x Long Crude S&P GSCI ER_High_max,VelocityShares 3x Long Crude S&P GSCI ER_High_min,VelocityShares 3x Long Crude S&P GSCI ER_High_volatility,VelocityShares 3x Long Crude S&P GSCI ER_High_change,VelocityShares 3x Long Crude S&P GSCI ER_Low_average,VelocityShares 3x Long Crude S&P GSCI ER_Low_max,VelocityShares 3x Long Crude S&P GSCI ER_Low_min,VelocityShares 3x Long Crude S&P GSCI ER_Low_volatility,VelocityShares 3x Long Crude S&P GSCI ER_Low_change,VelocityShares 3x Long Crude S&P GSCI ER_Close_average,VelocityShares 3x Long Crude S&P GSCI ER_Close_max,VelocityShares 3x Long Crude S&P GSCI ER_Close_min,VelocityShares 3x Long Crude S&P GSCI ER_Close_volatility,VelocityShares 3x Long Crude S&P GSCI ER_Close_change
2018-07-15,36.17,36.17,36.17,0.0,0.0,36.75,36.75,36.75,0.0,0.0,34.11,34.11,34.11,0.0,0.0,34.44,34.44,34.44,0.0,0.0
2018-07-22,38.13,38.13,38.13,0.0,0.0,38.475,38.475,38.475,0.0,0.0,37.55,37.55,37.55,0.0,0.0,37.74,37.74,37.74,0.0,0.0
2018-07-29,36.51,36.51,36.51,0.0,0.0,37.49,37.49,37.49,0.0,0.0,35.74,35.74,35.74,0.0,0.0,35.85,35.85,35.85,0.0,0.0
2018-08-05,33.48,33.48,33.48,0.0,0.0,33.77,33.77,33.77,0.0,0.0,31.11,31.11,31.11,0.0,0.0,33.48,33.48,33.48,0.0,0.0
2018-08-12,31.12,31.12,31.12,0.0,0.0,31.82,31.82,31.82,0.0,0.0,30.86,30.86,30.86,0.0,0.0,31.53,31.53,31.53,0.0,0.0
2018-08-19,36.69,36.69,36.69,0.0,0.0,36.809,36.809,36.809,0.0,0.0,36.12,36.12,36.12,0.0,0.0,36.77,36.77,36.77,0.0,0.0
2018-08-26,38.52,38.52,38.52,0.0,0.0,38.9,38.9,38.9,0.0,0.0,37.9,37.9,37.9,0.0,0.0,38.32,38.32,38.32,0.0,0.0
2018-09-02,35.72,35.72,35.72,0.0,0.0,35.98,35.98,35.98,0.0,0.0,34.21,34.21,34.21,0.0,0.0,34.496,34.496,34.496,0.0,0.0
2018-09-09,37.2,37.2,37.2,0.0,0.0,37.68,37.68,37.68,0.0,0.0,35.869,35.869,35.869,0.0,0.0,36.19,36.19,36.19,0.0,0.0
2018-09-16,42.05,42.05,42.05,0.0,0.0,43.09,43.09,43.09,0.0,0.0,41.58,41.58,41.58,0.0,0.0,42.33,42.33,42.33,0.0,0.0
2018-09-23,44.23,44.23,44.23,0.0,0.0,48.62,48.62,48.62,0.0,0.0,43.8,43.8,43.8,0.0,0.0,48.18,48.18,48.18,0.0,0.0
2018-09-30,44.49,44.49,44.49,0.0,0.0,45.733000000000004,45.733000000000004,45.733000000000004,0.0,0.0,44.27,44.27,44.27,0.0,0.0,45.53,45.53,45.53,0.0,0.0
2018-10-07,40.56,40.56,40.56,0.0,0.0,41.09,41.09,41.09,0.0,0.0,39.44,39.44,39.44,0.0,0.0,40.67,40.67,40.67,0.0,0.0
2018-10-14,36.44,36.44,36.44,0.0,0.0,37.51,37.51,37.51,0.0,0.0,35.69,35.69,35.69,0.0,0.0,37.45,37.45,37.45,0.0,0.0
2018-10-21,33.55,33.55,33.55,0.0,0.0,33.85,33.85,33.85,0.0,0.0,32.193000000000005,32.193000000000005,32.193000000000005,0.0,0.0,32.63,32.63,32.63,0.0,0.0
2018-10-28,28.5,28.5,28.5,0.0,0.0,29.05,29.05,29.05,0.0,0.0,27.21,27.21,27.21,0.0,0.0,27.3,27.3,27.3,0.0,0.0
2018-11-04,24.55,24.55,24.55,0.0,0.0,25.17,25.17,25.17,0.0,0.0,22.188000000000002,22.188000000000002,22.188000000000002,0.0,0.0,22.47,22.47,22.47,0.0,0.0
2018-11-11,18.9,18.9,18.9,0.0,0.0,20.42,20.42,20.42,0.0,0.0,18.05,18.05,18.05,0.0,0.0,20.17,20.17,20.17,0.0,0.0
2018-11-18,14.24,14.24,14.24,0.0,0.0,14.62,14.62,14.62,0.0,0.0,14.0,14.0,14.0,0.0,0.0,14.21,14.21,14.21,0.0,0.0
2018-11-25,15.32,15.32,15.32,0.0,0.0,15.37,15.37,15.37,0.0,0.0,14.4,14.4,14.4,0.0,0.0,15.36,15.36,15.36,0.0,0.0
2018-12-02,13.7,13.7,13.7,0.0,0.0,14.32,14.32,14.32,0.0,0.0,13.07,13.07,13.07,0.0,0.0,13.25,13.25,13.25,0.0,0.0
2018-12-09,13.65,13.65,13.65,0.0,0.0,13.75,13.75,13.75,0.0,0.0,11.95,11.95,11.95,0.0,0.0,12.07,12.07,12.07,0.0,0.0
2018-12-16,8.75,8.75,8.75,0.0,0.0,8.84,8.84,8.84,0.0,0.0,8.18,8.18,8.18,0.0,0.0,8.22,8.22,8.22,0.0,0.0
2018-12-23,8.78,8.78,8.78,0.0,0.0,8.985,8.985,8.985,0.0,0.0,8.29,8.29,8.29,0.0,0.0,8.9,8.9,8.9,0.0,0.0
2018-12-30,10.63,10.63,10.63,0.0,0.0,11.35,11.35,11.35,0.0,0.0,10.51,10.51,10.51,0.0,0.0,10.66,10.66,10.66,0.0,0.0
2019-01-06,12.27,12.27,12.27,0.0,0.0,12.66,12.66,12.66,0.0,0.0,11.64,11.64,11.64,0.0,0.0,11.82,11.82,11.82,0.0,0.0
2019-01-13,13.26,13.26,13.26,0.0,0.0,14.11,14.11,14.11,0.0,0.0,13.0,13.0,13.0,0.0,0.0,13.97,13.97,13.97,0.0,0.0
2019-01-20,12.52,12.52,12.52,0.0,0.0,12.62,12.62,12.62,0.0,0.0,11.96,11.96,11.96,0.0,0.0,12.57,12.57,12.57,0.0,0.0
2019-01-27,14.01,14.01,14.01,0.0,0.0,14.517000000000001,14.517000000000001,14.517000000000001,0.0,0.0,13.3,13.3,13.3,0.0,0.0,14.45,14.45,14.45,0.0,0.0
2019-02-03,12.07,12.07,12.07,0.0,0.0,12.81,12.81,12.81,0.0,0.0,11.81,11.81,11.81,0.0,0.0,12.61,12.61,12.61,0.0,0.0
2019-02-10,14.8,14.8,14.8,0.0,0.0,15.21,15.21,15.21,0.0,0.0,14.62,14.62,14.62,0.0,0.0,15.17,15.17,15.17,0.0,0.0
2019-02-17,15.15,15.15,15.15,0.0,0.0,15.35,15.35,15.35,0.0,0.0,14.280999999999999,14.280999999999999,14.280999999999999,0.0,0.0,14.54,14.54,14.54,0.0,0.0
2019-02-24,15.48,15.48,15.48,0.0,0.0,15.75,15.75,15.75,0.0,0.0,14.89,14.89,14.89,0.0,0.0,15.34,15.34,15.34,0.0,0.0
2019-03-03,15.6,15.6,15.6,0.0,0.0,15.72,15.72,15.72,0.0,0.0,15.2,15.2,15.2,0.0,0.0,15.57,15.57,15.57,0.0,0.0
2019-03-10,17.0,17.0,17.0,0.0,0.0,17.58,17.58,17.58,0.0,0.0,16.918,16.918,16.918,0.0,0.0,17.34,17.34,17.34,0.0,0.0
2019-03-17,16.81,16.81,16.81,0.0,0.0,17.38,17.38,17.38,0.0,0.0,16.39,16.39,16.39,0.0,0.0,17.05,17.05,17.05,0.0,0.0
2019-03-24,18.59,18.59,18.59,0.0,0.0,19.48,19.48,19.48,0.0,0.0,18.39,18.39,18.39,0.0,0.0,19.43,19.43,19.43,0.0,0.0
2019-03-31,21.35,21.35,21.35,0.0,0.0,22.13,22.13,22.13,0.0,0.0,21.33,21.33,21.33,0.0,0.0,22.1,22.1,22.1,0.0,0.0
2019-04-07,21.25,21.25,21.25,0.0,0.0,21.52,21.52,21.52,0.0,0.0,20.84,20.84,20.84,0.0,0.0,21.29,21.29,21.29,0.0,0.0
2019-04-14,23.12,23.12,23.12,0.0,0.0,23.63,23.63,23.63,0.0,0.0,23.08,23.08,23.08,0.0,0.0,23.39,23.39,23.39,0.0,0.0
2019-04-21,20.76,20.76,20.76,0.0,0.0,21.213,21.213,21.213,0.0,0.0,20.28,20.28,20.28,0.0,0.0,21.16,21.16,21.16,0.0,0.0
2019-04-28,19.04,19.04,19.04,0.0,0.0,20.42,20.42,20.42,0.0,0.0,18.99,18.99,18.99,0.0,0.0,20.27,20.27,20.27,0.0,0.0
2019-05-05,20.51,20.51,20.51,0.0,0.0,20.77,20.77,20.77,0.0,0.0,18.29,18.29,18.29,0.0,0.0,18.44,18.44,18.44,0.0,0.0
2019-05-12,20.43,20.43,20.43,0.0,0.0,20.848000000000003,20.848000000000003,20.848000000000003,0.0,0.0,20.03,20.03,20.03,0.0,0.0,20.55,20.55,20.55,0.0,0.0
2019-05-19,16.23,16.23,16.23,0.0,0.0,16.31,16.31,16.31,0.0,0.0,15.24,15.24,15.24,0.0,0.0,16.3,16.3,16.3,0.0,0.0
2019-05-26,12.65,12.65,12.65,0.0,0.0,12.73,12.73,12.73,0.0,0.0,11.56,11.56,11.56,0.0,0.0,11.63,11.63,11.63,0.0,0.0
2019-06-02,12.33,12.33,12.33,0.0,0.0,12.71,12.71,12.71,0.0,0.0,11.7,11.7,11.7,0.0,0.0,11.89,11.89,11.89,0.0,0.0
2019-06-09,11.0,11.0,11.0,0.0,0.0,11.285,11.285,11.285,0.0,0.0,10.68,10.68,10.68,0.0,0.0,10.9,10.9,10.9,0.0,0.0
2019-06-16,14.48,14.48,14.48,0.0,0.0,14.8,14.8,14.8,0.0,0.0,13.85,13.85,13.85,0.0,0.0,14.68,14.68,14.68,0.0,0.0
2019-06-23,16.25,16.25,16.25,0.0,0.0,16.255,16.255,16.255,0.0,0.0,15.01,15.01,15.01,0.0,0.0,15.63,15.63,15.63,0.0,0.0
2019-06-30,14.45,14.45,14.45,0.0,0.0,14.95,14.95,14.95,0.0,0.0,14.14,14.14,14.14,0.0,0.0,14.22,14.22,14.22,0.0,0.0
2019-07-07,16.66,16.66,16.66,0.0,0.0,16.66,16.66,16.66,0.0,0.0,15.47,15.47,15.47,0.0,0.0,15.53,15.53,15.53,0.0,0.0
2019-07-14,12.97,12.97,12.97,0.0,0.0,13.245,13.245,13.245,0.0,0.0,12.83,12.83,12.83,0.0,0.0,13.16,13.16,13.16,0.0,0.0
2019-07-21,13.46,13.46,13.46,0.0,0.0,13.66,13.66,13.66,0.0,0.0,12.8,12.8,12.8,0.0,0.0,13.6,13.6,13.6,0.0,0.0
2019-07-28,11.52,11.52,11.52,0.0,0.0,12.29,12.29,12.29,0.0,0.0,11.5,11.5,11.5,0.0,0.0,11.78,11.78,11.78,0.0,0.0
2019-08-04,11.58,11.58,11.58,0.0,0.0,11.8,11.8,11.8,0.0,0.0,11.25,11.25,11.25,0.0,0.0,11.59,11.59,11.59,0.0,0.0
2019-08-11,12.14,12.14,12.14,0.0,0.0,12.48,12.48,12.48,0.0,0.0,11.84,11.84,11.84,0.0,0.0,12.36,12.36,12.36,0.0,0.0
2019-08-18,11.63,11.63,11.63,0.0,0.0,11.76,11.76,11.76,0.0,0.0,10.75,10.75,10.75,0.0,0.0,10.86,10.86,10.86,0.0,0.0
2019-08-25,12.5,12.5,12.5,0.0,0.0,12.56,12.56,12.56,0.0,0.0,11.267000000000001,11.267000000000001,11.267000000000001,0.0,0.0,11.58,11.58,11.58,0.0,0.0
2019-09-01,12.97,12.97,12.97,0.0,0.0,13.525,13.525,13.525,0.0,0.0,12.85,12.85,12.85,0.0,0.0,13.44,13.44,13.44,0.0,0.0
2019-09-08,14.5,14.5,14.5,0.0,0.0,16.5,16.5,16.5,0.0,0.0,14.41,14.41,14.41,0.0,0.0,15.32,15.32,15.32,0.0,0.0
2019-09-15,12.87,12.87,12.87,0.0,0.0,13.17,13.17,13.17,0.0,0.0,12.53,12.53,12.53,0.0,0.0,13.03,13.03,13.03,0.0,0.0
2019-09-22,10.9,10.9,10.9,0.0,0.0,11.185,11.185,11.185,0.0,0.0,10.21,10.21,10.21,0.0,0.0,10.37,10.37,10.37,0.0,0.0
2019-09-29,9.83,9.83,9.83,0.0,0.0,10.19,10.19,10.19,0.0,0.0,9.42,9.42,9.42,0.0,0.0,9.58,9.58,9.58,0.0,0.0
2019-10-06,9.8,9.8,9.8,0.0,0.0,10.0,10.0,10.0,0.0,0.0,9.5,9.5,9.5,0.0,0.0,9.88,9.88,9.88,0.0,0.0
2019-10-13,9.53,9.53,9.53,0.0,0.0,10.0,10.0,10.0,0.0,0.0,9.0,9.0,9.0,0.0,0.0,9.94,9.94,9.94,0.0,0.0
2019-10-20,11.7,11.7,11.7,0.0,0.0,11.809000000000001,11.809000000000001,11.809000000000001,0.0,0.0,10.98,10.98,10.98,0.0,0.0,11.11,11.11,11.11,0.0,0.0
2019-10-27,11.79,11.79,11.79,0.0,0.0,12.04,12.04,12.04,0.0,0.0,11.423,11.423,11.423,0.0,0.0,11.54,11.54,11.54,0.0,0.0
2019-11-03,11.41,11.41,11.41,0.0,0.0,11.98,11.98,11.98,0.0,0.0,11.39,11.39,11.39,0.0,0.0,11.7,11.7,11.7,0.0,0.0
2019-11-10,11.99,11.99,11.99,0.0,0.0,12.07,12.07,12.07,0.0,0.0,11.52,11.52,11.52,0.0,0.0,11.71,11.71,11.71,0.0,0.0
2019-11-17,12.02,12.02,12.02,0.0,0.0,12.35,12.35,12.35,0.0,0.0,11.82,11.82,11.82,0.0,0.0,12.23,12.23,12.23,0.0,0.0
2019-11-24,11.16,11.16,11.16,0.0,0.0,11.23,11.23,11.23,0.0,0.0,10.72,10.72,10.72,0.0,0.0,10.89,10.89,10.89,0.0,0.0
2019-12-01,12.47,12.47,12.47,0.0,0.0,12.86,12.86,12.86,0.0,0.0,12.47,12.47,12.47,0.0,0.0,12.7,12.7,12.7,0.0,0.0
2019-12-08,13.51,13.51,13.51,0.0,0.0,13.61,13.61,13.61,0.0,0.0,13.42,13.42,13.42,0.0,0.0,13.51,13.51,13.51,0.0,0.0
2019-12-15,13.57,13.57,13.57,0.0,0.0,13.93,13.93,13.93,0.0,0.0,13.51,13.51,13.51,0.0,0.0,13.88,13.88,13.88,0.0,0.0
2019-12-22,14.93,14.93,14.93,0.0,0.0,14.93,14.93,14.93,0.0,0.0,14.15,14.15,14.15,0.0,0.0,14.5,14.5,14.5,0.0,0.0
2019-12-29,15.73,15.73,15.73,0.0,0.0,15.89,15.89,15.89,0.0,0.0,14.93,14.93,14.93,0.0,0.0,15.46,15.46,15.46,0.0,0.0
