Date,BMO_Open_average,BMO_Open_max,BMO_Open_min,BMO_Open_volatility,BMO_Open_change,BMO_High_average,BMO_High_max,BMO_High_min,BMO_High_volatility,BMO_High_change,BMO_Low_average,BMO_Low_max,BMO_Low_min,BMO_Low_volatility,BMO_Low_change,BMO_Close_average,BMO_Close_max,BMO_Close_min,BMO_Close_volatility,BMO_Close_change,BMO_Volume_average,BMO_Volume_max,BMO_Volume_min,BMO_Volume_volatility,BMO_Volume_change
2018-01-14,83.164,83.8,82.72,1.0799999999999983,1.0600000000000023,83.92,84.71,82.96,1.75,1.75,82.974,83.74,82.18,1.559999999999988,1.259999999999991,83.354,84.0,82.6,1.4000000000000057,1.4000000000000057,405401,472964,338899,134065,-3566
2018-01-21,84.09,84.44,83.82,0.6200000000000045,-0.14000000000000057,84.26,84.65,83.85,0.8000000000000114,-0.4200000000000017,83.402,83.73,83.17,0.5600000000000023,-0.0899999999999892,83.858,84.11,83.53,0.5799999999999983,-0.4399999999999977,359801,409803,308894,100909,-71636
2018-01-28,81.934,83.5,79.52,3.980000000000004,-3.980000000000004,82.126,83.68,79.7,3.980000000000004,-3.980000000000004,80.916,83.07,77.32,5.75,-5.75,81.25,83.29,77.54,5.75,-5.75,539942,876902,381452,495450,360442
2018-02-04,77.004,77.99,75.92,2.069999999999993,0.6200000000000045,77.458,78.27,75.98,2.289999999999992,-1.309999999999988,75.702,77.58,74.13,3.450000000000003,0.10999999999999943,76.72,78.04,75.63,2.410000000000011,-1.6099999999999994,591277,967317,385440,581877,-581877
2018-02-11,77.37,78.65,76.36,2.2900000000000063,1.6599999999999966,77.92999999999999,78.66,76.71,1.9500000000000028,1.4000000000000057,76.8225,77.68,75.97,1.710000000000008,1.6099999999999994,77.595,78.36,76.56,1.7999999999999972,1.1299999999999955,423407,553031,317458,235573,96645
2018-02-18,77.95,78.68,77.38,1.3000000000000114,1.3000000000000114,78.554,78.86,78.11,0.75,0.7000000000000028,77.542,78.19,77.0,1.1899999999999977,1.1899999999999977,78.032,78.58,77.27,1.3100000000000023,1.3100000000000023,405152,482061,345891,136170,-113596
2018-02-25,75.964,78.09,74.0,4.090000000000003,-4.090000000000003,76.208,78.12,74.67,3.450000000000003,-3.450000000000003,75.028,76.72,73.79,2.9299999999999926,-2.9299999999999926,75.474,76.89,74.4,2.489999999999995,-2.489999999999995,581458,769156,475965,293191,-293191
2018-03-04,75.458,76.46,74.53,1.9299999999999926,1.4099999999999966,75.86,76.78,75.05,1.730000000000004,1.5700000000000074,75.12,76.1,74.21,1.8900000000000006,1.4099999999999966,75.702,76.54,74.85,1.690000000000012,1.4500000000000028,336136,457562,265746,191816,-87955
2018-03-11,75.922,76.6,75.45,1.1499999999999915,-1.1499999999999915,76.188,76.77,75.78,0.9899999999999949,-0.9899999999999949,75.434,75.81,75.01,0.7999999999999972,-0.539999999999992,75.576,75.96,75.37,0.5899999999999892,-0.23999999999999488,366834,408130,317162,90968,75355
2018-03-18,76.016,76.52,75.43,1.0899999999999892,0.3399999999999892,76.58,77.41,76.03,1.3799999999999955,0.03999999999999204,75.486,76.23,75.04,1.1899999999999977,0.009999999999990905,75.918,77.09,75.24,1.8500000000000085,-0.38000000000000966,540647,664749,408236,256513,-14950
