Date,First Trust NASDAQ Clean Edge Smart Grid Infrastru_Open_average,First Trust NASDAQ Clean Edge Smart Grid Infrastru_Open_max,First Trust NASDAQ Clean Edge Smart Grid Infrastru_Open_min,First Trust NASDAQ Clean Edge Smart Grid Infrastru_Open_volatility,First Trust NASDAQ Clean Edge Smart Grid Infrastru_Open_change,First Trust NASDAQ Clean Edge Smart Grid Infrastru_High_average,First Trust NASDAQ Clean Edge Smart Grid Infrastru_High_max,First Trust NASDAQ Clean Edge Smart Grid Infrastru_High_min,First Trust NASDAQ Clean Edge Smart Grid Infrastru_High_volatility,First Trust NASDAQ Clean Edge Smart Grid Infrastru_High_change,First Trust NASDAQ Clean Edge Smart Grid Infrastru_Low_average,First Trust NASDAQ Clean Edge Smart Grid Infrastru_Low_max,First Trust NASDAQ Clean Edge Smart Grid Infrastru_Low_min,First Trust NASDAQ Clean Edge Smart Grid Infrastru_Low_volatility,First Trust NASDAQ Clean Edge Smart Grid Infrastru_Low_change,First Trust NASDAQ Clean Edge Smart Grid Infrastru_Close_average,First Trust NASDAQ Clean Edge Smart Grid Infrastru_Close_max,First Trust NASDAQ Clean Edge Smart Grid Infrastru_Close_min,First Trust NASDAQ Clean Edge Smart Grid Infrastru_Close_volatility,First Trust NASDAQ Clean Edge Smart Grid Infrastru_Close_change
2018-11-11,42.53,42.53,42.53,0.0,0.0,42.53,42.53,42.53,0.0,0.0,41.73,41.73,41.73,0.0,0.0,41.73,41.73,41.73,0.0,0.0
2018-11-18,42.03,42.03,42.03,0.0,0.0,42.08,42.08,42.08,0.0,0.0,41.87,41.87,41.87,0.0,0.0,42.05,42.05,42.05,0.0,0.0
2018-11-25,43.11,43.11,43.11,0.0,0.0,43.44,43.44,43.44,0.0,0.0,43.07,43.07,43.07,0.0,0.0,43.22,43.22,43.22,0.0,0.0
2018-12-02,40.43,40.43,40.43,0.0,0.0,40.47,40.47,40.47,0.0,0.0,40.26,40.26,40.26,0.0,0.0,40.47,40.47,40.47,0.0,0.0
2018-12-09,40.14,40.14,40.14,0.0,0.0,40.41,40.41,40.41,0.0,0.0,39.53,39.53,39.53,0.0,0.0,39.53,39.53,39.53,0.0,0.0
2018-12-16,37.92,37.92,37.92,0.0,0.0,37.99,37.99,37.99,0.0,0.0,37.28,37.28,37.28,0.0,0.0,37.28,37.28,37.28,0.0,0.0
2018-12-23,38.83,38.83,38.83,0.0,0.0,39.03,39.03,39.03,0.0,0.0,38.83,38.83,38.83,0.0,0.0,39.03,39.03,39.03,0.0,0.0
2018-12-30,40.01,40.01,40.01,0.0,0.0,40.13,40.13,40.13,0.0,0.0,40.01,40.01,40.01,0.0,0.0,40.13,40.13,40.13,0.0,0.0
2019-01-06,41.41,41.41,41.41,0.0,0.0,41.6,41.6,41.6,0.0,0.0,41.41,41.41,41.41,0.0,0.0,41.53,41.53,41.53,0.0,0.0
2019-01-13,42.5,42.5,42.5,0.0,0.0,42.65,42.65,42.65,0.0,0.0,42.5,42.5,42.5,0.0,0.0,42.58,42.58,42.58,0.0,0.0
2019-01-20,43.08,43.08,43.08,0.0,0.0,43.19,43.19,43.19,0.0,0.0,42.93,42.93,42.93,0.0,0.0,43.19,43.19,43.19,0.0,0.0
2019-01-27,44.24,44.24,44.24,0.0,0.0,44.24,44.24,44.24,0.0,0.0,44.24,44.24,44.24,0.0,0.0,44.24,44.24,44.24,0.0,0.0
2019-02-03,43.64,43.64,43.64,0.0,0.0,43.75,43.75,43.75,0.0,0.0,43.64,43.64,43.64,0.0,0.0,43.72,43.72,43.72,0.0,0.0
2019-02-10,45.14,45.14,45.14,0.0,0.0,45.2,45.2,45.2,0.0,0.0,45.14,45.14,45.14,0.0,0.0,45.2,45.2,45.2,0.0,0.0
2019-02-17,45.79,45.79,45.79,0.0,0.0,45.89,45.89,45.89,0.0,0.0,45.79,45.79,45.79,0.0,0.0,45.82,45.82,45.82,0.0,0.0
2019-02-24,45.07,45.07,45.07,0.0,0.0,45.09,45.09,45.09,0.0,0.0,45.07,45.07,45.07,0.0,0.0,45.09,45.09,45.09,0.0,0.0
2019-03-03,43.46,43.46,43.46,0.0,0.0,44.18,44.18,44.18,0.0,0.0,43.46,43.46,43.46,0.0,0.0,44.18,44.18,44.18,0.0,0.0
2019-03-10,44.5,44.5,44.5,0.0,0.0,44.5,44.5,44.5,0.0,0.0,44.45,44.45,44.45,0.0,0.0,44.48,44.48,44.48,0.0,0.0
2019-03-17,43.42,43.42,43.42,0.0,0.0,43.44,43.44,43.44,0.0,0.0,43.22,43.22,43.22,0.0,0.0,43.42,43.42,43.42,0.0,0.0
2019-03-24,44.18,44.18,44.18,0.0,0.0,44.23,44.23,44.23,0.0,0.0,44.13,44.13,44.13,0.0,0.0,44.22,44.22,44.22,0.0,0.0
2019-03-31,45.5,45.5,45.5,0.0,0.0,45.56,45.56,45.56,0.0,0.0,45.48,45.48,45.48,0.0,0.0,45.51,45.51,45.51,0.0,0.0
2019-04-07,45.61,45.61,45.61,0.0,0.0,45.61,45.61,45.61,0.0,0.0,45.48,45.48,45.48,0.0,0.0,45.53,45.53,45.53,0.0,0.0
2019-04-14,46.27,46.27,46.27,0.0,0.0,46.35,46.35,46.35,0.0,0.0,46.27,46.27,46.27,0.0,0.0,46.35,46.35,46.35,0.0,0.0
2019-04-21,45.92,45.92,45.92,0.0,0.0,46.03,46.03,46.03,0.0,0.0,45.79,45.79,45.79,0.0,0.0,45.96,45.96,45.96,0.0,0.0
2019-04-28,45.47,45.47,45.47,0.0,0.0,45.88,45.88,45.88,0.0,0.0,45.41,45.41,45.41,0.0,0.0,45.88,45.88,45.88,0.0,0.0
2019-05-05,44.5,44.5,44.5,0.0,0.0,44.54,44.54,44.54,0.0,0.0,44.36,44.36,44.36,0.0,0.0,44.36,44.36,44.36,0.0,0.0
2019-05-12,44.85,44.85,44.85,0.0,0.0,44.86,44.86,44.86,0.0,0.0,44.71,44.71,44.71,0.0,0.0,44.71,44.71,44.71,0.0,0.0
2019-05-19,44.49,44.49,44.49,0.0,0.0,44.49,44.49,44.49,0.0,0.0,44.41,44.41,44.41,0.0,0.0,44.41,44.41,44.41,0.0,0.0
2019-05-26,43.41,43.41,43.41,0.0,0.0,43.68,43.68,43.68,0.0,0.0,43.41,43.41,43.41,0.0,0.0,43.62,43.62,43.62,0.0,0.0
2019-06-02,46.03,46.03,46.03,0.0,0.0,46.35,46.35,46.35,0.0,0.0,46.03,46.03,46.03,0.0,0.0,46.3,46.3,46.3,0.0,0.0
2019-06-09,45.85,45.85,45.85,0.0,0.0,45.91,45.91,45.91,0.0,0.0,45.84,45.84,45.84,0.0,0.0,45.91,45.91,45.91,0.0,0.0
2019-06-16,47.76,47.76,47.76,0.0,0.0,47.76,47.76,47.76,0.0,0.0,47.73,47.73,47.73,0.0,0.0,47.75,47.75,47.75,0.0,0.0
2019-06-23,48.92,48.92,48.92,0.0,0.0,48.92,48.92,48.92,0.0,0.0,48.44,48.44,48.44,0.0,0.0,48.47,48.47,48.47,0.0,0.0
2019-06-30,47.7,47.7,47.7,0.0,0.0,47.75,47.75,47.75,0.0,0.0,47.68,47.68,47.68,0.0,0.0,47.68,47.68,47.68,0.0,0.0
2019-07-07,47.96,47.96,47.96,0.0,0.0,48.0,48.0,48.0,0.0,0.0,47.75,47.75,47.75,0.0,0.0,47.77,47.77,47.77,0.0,0.0
2019-07-14,47.81,47.81,47.81,0.0,0.0,47.81,47.81,47.81,0.0,0.0,47.75,47.75,47.75,0.0,0.0,47.76,47.76,47.76,0.0,0.0
2019-07-21,48.16,48.16,48.16,0.0,0.0,48.22,48.22,48.22,0.0,0.0,48.16,48.16,48.16,0.0,0.0,48.22,48.22,48.22,0.0,0.0
2019-07-28,46.29,46.29,46.29,0.0,0.0,46.29,46.29,46.29,0.0,0.0,45.79,45.79,45.79,0.0,0.0,45.88,45.88,45.88,0.0,0.0
2019-08-04,47.88,47.88,47.88,0.0,0.0,47.9,47.9,47.9,0.0,0.0,47.72,47.72,47.72,0.0,0.0,47.72,47.72,47.72,0.0,0.0
2019-08-11,48.04,48.04,48.04,0.0,0.0,48.08,48.08,48.08,0.0,0.0,48.02,48.02,48.02,0.0,0.0,48.02,48.02,48.02,0.0,0.0
2019-08-18,47.17,47.17,47.17,0.0,0.0,47.23,47.23,47.23,0.0,0.0,47.05,47.05,47.05,0.0,0.0,47.23,47.23,47.23,0.0,0.0
2019-08-25,48.22,48.22,48.22,0.0,0.0,48.26,48.26,48.26,0.0,0.0,47.66,47.66,47.66,0.0,0.0,47.83,47.83,47.83,0.0,0.0
2019-09-01,48.72,48.72,48.72,0.0,0.0,48.85,48.85,48.85,0.0,0.0,48.72,48.72,48.72,0.0,0.0,48.85,48.85,48.85,0.0,0.0
2019-09-08,49.88,49.88,49.88,0.0,0.0,50.0,50.0,50.0,0.0,0.0,49.88,49.88,49.88,0.0,0.0,49.99,49.99,49.99,0.0,0.0
2019-09-15,50.13,50.13,50.13,0.0,0.0,50.29,50.29,50.29,0.0,0.0,50.13,50.13,50.13,0.0,0.0,50.21,50.21,50.21,0.0,0.0
2019-09-22,49.39,49.39,49.39,0.0,0.0,49.6,49.6,49.6,0.0,0.0,49.39,49.39,49.39,0.0,0.0,49.59,49.59,49.59,0.0,0.0
2019-09-29,48.13,48.13,48.13,0.0,0.0,48.35,48.35,48.35,0.0,0.0,48.02,48.02,48.02,0.0,0.0,48.35,48.35,48.35,0.0,0.0
2019-10-06,49.47,49.47,49.47,0.0,0.0,49.55,49.55,49.55,0.0,0.0,49.47,49.47,49.47,0.0,0.0,49.55,49.55,49.55,0.0,0.0
2019-10-13,51.0,51.0,51.0,0.0,0.0,51.24,51.24,51.24,0.0,0.0,51.0,51.0,51.0,0.0,0.0,51.18,51.18,51.18,0.0,0.0
2019-10-20,52.23,52.23,52.23,0.0,0.0,52.37,52.37,52.37,0.0,0.0,52.21,52.21,52.21,0.0,0.0,52.29,52.29,52.29,0.0,0.0
2019-10-27,52.55,52.55,52.55,0.0,0.0,52.59,52.59,52.59,0.0,0.0,52.45,52.45,52.45,0.0,0.0,52.53,52.53,52.53,0.0,0.0
2019-11-03,52.56,52.56,52.56,0.0,0.0,52.59,52.59,52.59,0.0,0.0,52.48,52.48,52.48,0.0,0.0,52.48,52.48,52.48,0.0,0.0
2019-11-10,51.86,51.86,51.86,0.0,0.0,51.86,51.86,51.86,0.0,0.0,51.58,51.58,51.58,0.0,0.0,51.7,51.7,51.7,0.0,0.0
2019-11-17,51.9,51.9,51.9,0.0,0.0,52.53,52.53,52.53,0.0,0.0,51.9,51.9,51.9,0.0,0.0,52.53,52.53,52.53,0.0,0.0
2019-11-24,52.57,52.57,52.57,0.0,0.0,52.58,52.58,52.58,0.0,0.0,52.24,52.24,52.24,0.0,0.0,52.29,52.29,52.29,0.0,0.0
2019-12-01,52.87,52.87,52.87,0.0,0.0,52.87,52.87,52.87,0.0,0.0,52.61,52.61,52.61,0.0,0.0,52.61,52.61,52.61,0.0,0.0
2019-12-08,54.35,54.35,54.35,0.0,0.0,54.56,54.56,54.56,0.0,0.0,54.35,54.35,54.35,0.0,0.0,54.45,54.45,54.45,0.0,0.0
2019-12-15,55.02,55.02,55.02,0.0,0.0,55.16,55.16,55.16,0.0,0.0,55.02,55.02,55.02,0.0,0.0,55.13,55.13,55.13,0.0,0.0
2019-12-22,55.1,55.1,55.1,0.0,0.0,55.1,55.1,55.1,0.0,0.0,54.72,54.72,54.72,0.0,0.0,54.75,54.75,54.75,0.0,0.0
2019-12-29,55.27,55.27,55.27,0.0,0.0,55.42,55.42,55.42,0.0,0.0,54.98,54.98,54.98,0.0,0.0,55.24,55.24,55.24,0.0,0.0
