Date,AAM S&P EM Sector High DividendEtf_Open_average,AAM S&P EM Sector High DividendEtf_Open_max,AAM S&P EM Sector High DividendEtf_Open_min,AAM S&P EM Sector High DividendEtf_Open_volatility,AAM S&P EM Sector High DividendEtf_Open_change,AAM S&P EM Sector High DividendEtf_High_average,AAM S&P EM Sector High DividendEtf_High_max,AAM S&P EM Sector High DividendEtf_High_min,AAM S&P EM Sector High DividendEtf_High_volatility,AAM S&P EM Sector High DividendEtf_High_change,AAM S&P EM Sector High DividendEtf_Low_average,AAM S&P EM Sector High DividendEtf_Low_max,AAM S&P EM Sector High DividendEtf_Low_min,AAM S&P EM Sector High DividendEtf_Low_volatility,AAM S&P EM Sector High DividendEtf_Low_change,AAM S&P EM Sector High DividendEtf_Close_average,AAM S&P EM Sector High DividendEtf_Close_max,AAM S&P EM Sector High DividendEtf_Close_min,AAM S&P EM Sector High DividendEtf_Close_volatility,AAM S&P EM Sector High DividendEtf_Close_change
2018-11-18,22.01,22.01,22.01,0.0,0.0,22.01,22.01,22.01,0.0,0.0,22.01,22.01,22.01,0.0,0.0,22.01,22.01,22.01,0.0,0.0
2018-11-25,22.32,22.32,22.32,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.32,22.32,22.32,0.0,0.0
2018-12-02,22.5,22.5,22.5,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.5,22.5,22.5,0.0,0.0
2018-12-09,21.75,21.75,21.75,0.0,0.0,21.75,21.75,21.75,0.0,0.0,21.75,21.75,21.75,0.0,0.0,21.75,21.75,21.75,0.0,0.0
2018-12-16,21.31,21.31,21.31,0.0,0.0,21.31,21.31,21.31,0.0,0.0,21.19,21.19,21.19,0.0,0.0,21.19,21.19,21.19,0.0,0.0
2018-12-23,21.42,21.42,21.42,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.42,21.42,21.42,0.0,0.0,21.42,21.42,21.42,0.0,0.0
2018-12-30,22.17,22.17,22.17,0.0,0.0,22.17,22.17,22.17,0.0,0.0,22.17,22.17,22.17,0.0,0.0,22.17,22.17,22.17,0.0,0.0
2019-01-06,22.78,22.78,22.78,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.78,22.78,22.78,0.0,0.0,22.84,22.84,22.84,0.0,0.0
2019-01-13,23.16,23.16,23.16,0.0,0.0,23.16,23.16,23.16,0.0,0.0,23.13,23.13,23.13,0.0,0.0,23.13,23.13,23.13,0.0,0.0
2019-01-20,23.33,23.33,23.33,0.0,0.0,23.42,23.42,23.42,0.0,0.0,23.33,23.33,23.33,0.0,0.0,23.42,23.42,23.42,0.0,0.0
2019-01-27,23.97,23.97,23.97,0.0,0.0,23.97,23.97,23.97,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.89,23.89,23.89,0.0,0.0
2019-02-03,23.31,23.31,23.31,0.0,0.0,23.4,23.4,23.4,0.0,0.0,23.31,23.31,23.31,0.0,0.0,23.4,23.4,23.4,0.0,0.0
2019-02-10,23.12,23.12,23.12,0.0,0.0,23.14,23.14,23.14,0.0,0.0,23.12,23.12,23.12,0.0,0.0,23.14,23.14,23.14,0.0,0.0
2019-02-17,23.52,23.52,23.52,0.0,0.0,23.52,23.52,23.52,0.0,0.0,23.52,23.52,23.52,0.0,0.0,23.52,23.52,23.52,0.0,0.0
2019-02-24,23.3,23.3,23.3,0.0,0.0,23.31,23.31,23.31,0.0,0.0,23.26,23.26,23.26,0.0,0.0,23.26,23.26,23.26,0.0,0.0
2019-03-03,22.68,22.68,22.68,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.68,22.68,22.68,0.0,0.0
2019-03-10,23.1,23.1,23.1,0.0,0.0,23.1,23.1,23.1,0.0,0.0,23.07,23.07,23.07,0.0,0.0,23.07,23.07,23.07,0.0,0.0
2019-03-17,22.6,22.6,22.6,0.0,0.0,22.6,22.6,22.6,0.0,0.0,22.51,22.51,22.51,0.0,0.0,22.51,22.51,22.51,0.0,0.0
2019-03-24,22.77,22.77,22.77,0.0,0.0,22.77,22.77,22.77,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.75,22.75,22.75,0.0,0.0
2019-03-31,23.4,23.4,23.4,0.0,0.0,23.4,23.4,23.4,0.0,0.0,23.4,23.4,23.4,0.0,0.0,23.4,23.4,23.4,0.0,0.0
2019-04-07,23.2,23.2,23.2,0.0,0.0,23.2,23.2,23.2,0.0,0.0,23.14,23.14,23.14,0.0,0.0,23.14,23.14,23.14,0.0,0.0
2019-04-14,23.08,23.08,23.08,0.0,0.0,23.12,23.12,23.12,0.0,0.0,23.06,23.06,23.06,0.0,0.0,23.11,23.11,23.11,0.0,0.0
2019-04-21,22.67,22.67,22.67,0.0,0.0,22.67,22.67,22.67,0.0,0.0,22.64,22.64,22.64,0.0,0.0,22.64,22.64,22.64,0.0,0.0
2019-04-28,22.66,22.66,22.66,0.0,0.0,22.7,22.7,22.7,0.0,0.0,22.66,22.66,22.66,0.0,0.0,22.7,22.7,22.7,0.0,0.0
2019-05-05,21.78,21.78,21.78,0.0,0.0,21.89,21.89,21.89,0.0,0.0,21.78,21.78,21.78,0.0,0.0,21.89,21.89,21.89,0.0,0.0
2019-05-12,21.01,21.01,21.01,0.0,0.0,21.01,21.01,21.01,0.0,0.0,20.93,20.93,20.93,0.0,0.0,20.93,20.93,20.93,0.0,0.0
2019-05-19,20.96,20.96,20.96,0.0,0.0,20.96,20.96,20.96,0.0,0.0,20.86,20.86,20.86,0.0,0.0,20.86,20.86,20.86,0.0,0.0
2019-05-26,21.45,21.45,21.45,0.0,0.0,21.47,21.47,21.47,0.0,0.0,21.45,21.45,21.45,0.0,0.0,21.47,21.47,21.47,0.0,0.0
2019-06-02,21.44,21.44,21.44,0.0,0.0,21.44,21.44,21.44,0.0,0.0,21.44,21.44,21.44,0.0,0.0,21.44,21.44,21.44,0.0,0.0
2019-06-09,21.41,21.41,21.41,0.0,0.0,21.41,21.41,21.41,0.0,0.0,21.37,21.37,21.37,0.0,0.0,21.37,21.37,21.37,0.0,0.0
2019-06-16,22.25,22.25,22.25,0.0,0.0,22.31,22.31,22.31,0.0,0.0,22.25,22.25,22.25,0.0,0.0,22.28,22.28,22.28,0.0,0.0
2019-06-23,22.41,22.41,22.41,0.0,0.0,22.41,22.41,22.41,0.0,0.0,22.35,22.35,22.35,0.0,0.0,22.37,22.37,22.37,0.0,0.0
2019-06-30,22.34,22.34,22.34,0.0,0.0,22.34,22.34,22.34,0.0,0.0,22.34,22.34,22.34,0.0,0.0,22.34,22.34,22.34,0.0,0.0
2019-07-07,22.39,22.39,22.39,0.0,0.0,22.39,22.39,22.39,0.0,0.0,22.39,22.39,22.39,0.0,0.0,22.39,22.39,22.39,0.0,0.0
2019-07-14,22.5,22.5,22.5,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.5,22.5,22.5,0.0,0.0
2019-07-21,22.39,22.39,22.39,0.0,0.0,22.39,22.39,22.39,0.0,0.0,22.26,22.26,22.26,0.0,0.0,22.39,22.39,22.39,0.0,0.0
2019-07-28,21.18,21.18,21.18,0.0,0.0,21.29,21.29,21.29,0.0,0.0,21.18,21.18,21.18,0.0,0.0,21.23,21.23,21.23,0.0,0.0
2019-08-04,20.67,20.67,20.67,0.0,0.0,20.67,20.67,20.67,0.0,0.0,20.67,20.67,20.67,0.0,0.0,20.67,20.67,20.67,0.0,0.0
2019-08-11,20.16,20.16,20.16,0.0,0.0,20.19,20.19,20.19,0.0,0.0,20.06,20.06,20.06,0.0,0.0,20.19,20.19,20.19,0.0,0.0
2019-08-18,19.84,19.84,19.84,0.0,0.0,19.86,19.86,19.86,0.0,0.0,19.84,19.84,19.84,0.0,0.0,19.86,19.86,19.86,0.0,0.0
2019-08-25,20.61,20.61,20.61,0.0,0.0,20.61,20.61,20.61,0.0,0.0,20.61,20.61,20.61,0.0,0.0,20.61,20.61,20.61,0.0,0.0
2019-09-01,21.08,21.08,21.08,0.0,0.0,21.12,21.12,21.12,0.0,0.0,21.06,21.06,21.06,0.0,0.0,21.06,21.06,21.06,0.0,0.0
2019-09-08,21.71,21.71,21.71,0.0,0.0,21.71,21.71,21.71,0.0,0.0,21.71,21.71,21.71,0.0,0.0,21.71,21.71,21.71,0.0,0.0
2019-09-15,21.24,21.24,21.24,0.0,0.0,21.24,21.24,21.24,0.0,0.0,21.24,21.24,21.24,0.0,0.0,21.24,21.24,21.24,0.0,0.0
2019-09-22,20.79,20.79,20.79,0.0,0.0,20.83,20.83,20.83,0.0,0.0,20.79,20.79,20.79,0.0,0.0,20.83,20.83,20.83,0.0,0.0
2019-09-29,20.84,20.84,20.84,0.0,0.0,20.84,20.84,20.84,0.0,0.0,20.84,20.84,20.84,0.0,0.0,20.84,20.84,20.84,0.0,0.0
2019-10-06,21.23,21.23,21.23,0.0,0.0,21.24,21.24,21.24,0.0,0.0,21.17,21.17,21.17,0.0,0.0,21.17,21.17,21.17,0.0,0.0
2019-10-13,21.14,21.14,21.14,0.0,0.0,21.14,21.14,21.14,0.0,0.0,21.14,21.14,21.14,0.0,0.0,21.14,21.14,21.14,0.0,0.0
2019-10-20,21.38,21.38,21.38,0.0,0.0,21.49,21.49,21.49,0.0,0.0,21.38,21.38,21.38,0.0,0.0,21.49,21.49,21.49,0.0,0.0
2019-10-27,21.45,21.45,21.45,0.0,0.0,21.45,21.45,21.45,0.0,0.0,21.44,21.44,21.44,0.0,0.0,21.44,21.44,21.44,0.0,0.0
2019-11-03,21.87,21.87,21.87,0.0,0.0,21.88,21.88,21.88,0.0,0.0,21.81,21.81,21.81,0.0,0.0,21.81,21.81,21.81,0.0,0.0
2019-11-10,21.57,21.57,21.57,0.0,0.0,21.59,21.59,21.59,0.0,0.0,21.53,21.53,21.53,0.0,0.0,21.53,21.53,21.53,0.0,0.0
2019-11-17,21.65,21.65,21.65,0.0,0.0,21.65,21.65,21.65,0.0,0.0,21.64,21.64,21.64,0.0,0.0,21.64,21.64,21.64,0.0,0.0
2019-11-24,21.48,21.48,21.48,0.0,0.0,21.48,21.48,21.48,0.0,0.0,21.48,21.48,21.48,0.0,0.0,21.48,21.48,21.48,0.0,0.0
2019-12-01,21.6,21.6,21.6,0.0,0.0,21.6,21.6,21.6,0.0,0.0,21.59,21.59,21.59,0.0,0.0,21.59,21.59,21.59,0.0,0.0
2019-12-08,22.1,22.1,22.1,0.0,0.0,22.1,22.1,22.1,0.0,0.0,22.06,22.06,22.06,0.0,0.0,22.06,22.06,22.06,0.0,0.0
2019-12-15,22.47,22.47,22.47,0.0,0.0,22.54,22.54,22.54,0.0,0.0,22.47,22.47,22.47,0.0,0.0,22.51,22.51,22.51,0.0,0.0
2019-12-22,22.84,22.84,22.84,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.84,22.84,22.84,0.0,0.0
2019-12-29,22.72,22.72,22.72,0.0,0.0,22.72,22.72,22.72,0.0,0.0,22.71,22.71,22.71,0.0,0.0,22.71,22.71,22.71,0.0,0.0
