Date,HP_stock_Open_average,HP_stock_Open_max,HP_stock_Open_min,HP_stock_Open_volatility,HP_stock_Open_change,HP_stock_High_average,HP_stock_High_max,HP_stock_High_min,HP_stock_High_volatility,HP_stock_High_change,HP_stock_Low_average,HP_stock_Low_max,HP_stock_Low_min,HP_stock_Low_volatility,HP_stock_Low_change,HP_stock_Close_average,HP_stock_Close_max,HP_stock_Close_min,HP_stock_Close_volatility,HP_stock_Close_change,HP_stock_Volume_average,HP_stock_Volume_max,HP_stock_Volume_min,HP_stock_Volume_volatility,HP_stock_Volume_change
2018-01-14,70.13,70.69,69.29,1.3999999999999915,-1.25,71.355,71.64,71.14,0.5,0.05999999999998806,69.365,70.02,67.94,2.0799999999999983,-1.7000000000000028,70.38,71.13,69.73,1.3999999999999915,1.3999999999999915,1770929,2156959,1488816,668143,-360451
2018-01-21,72.198,74.25,71.1,3.1500000000000057,3.1200000000000045,72.85000000000001,74.43,71.34,3.0900000000000034,3.0900000000000034,70.794,72.73,69.39,3.3400000000000034,2.3500000000000085,72.37,74.09,71.12,2.969999999999999,2.969999999999999,2258013,3512581,1588021,1924560,-253053
2018-01-28,72.91,73.61,72.32,1.2900000000000063,-1.1100000000000136,73.69,75.02,72.43,2.589999999999989,-2.589999999999989,71.53,72.47,70.03,2.4399999999999977,-2.4399999999999977,72.426,74.33,70.11,4.219999999999999,-4.219999999999999,1869463,2482918,1458413,1024505,-888955
2018-02-04,67.38,69.17,64.85,4.320000000000007,-4.320000000000007,68.666,70.65,65.19,5.460000000000008,-5.460000000000008,65.526,68.15,61.3,6.8500000000000085,-6.8500000000000085,66.588,68.69,63.62,5.07,-4.670000000000009,2619117,3053872,2176194,877678,610309
2018-02-11,64.542,65.87,62.88,2.990000000000002,0.730000000000004,65.9,66.89,64.54,2.3499999999999943,0.6499999999999915,63.74,65.14,62.28,2.8599999999999994,1.3400000000000034,65.136,66.12,63.73,2.3900000000000077,0.8199999999999932,2180968,2826121,1280003,1546118,-1546118
2018-02-18,65.1925,65.7,64.22,1.480000000000004,0.09000000000000341,66.545,67.08,65.8,1.2800000000000011,0.7999999999999972,64.7225,65.49,64.03,1.4599999999999937,1.289999999999992,65.305,66.86,64.46,2.4000000000000057,2.3499999999999943,1013036,1155703,943972,211731,29728
2018-02-25,66.08,67.35,64.43,2.9199999999999875,-2.8499999999999943,67.156,68.35,65.81,2.539999999999992,-0.5499999999999972,64.962,66.39,63.44,2.950000000000003,-2.8500000000000085,66.096,67.43,64.55,2.8800000000000097,-0.6400000000000006,1225231,1713516,701271,1012245,511755
2018-03-04,66.116,67.07,65.25,1.8199999999999932,0.4099999999999966,66.904,68.06,65.31,2.75,0.7600000000000051,64.986,66.02,63.82,2.1999999999999957,0.519999999999996,66.04,66.89,65.02,1.8700000000000045,0.28000000000000114,1618795,2032773,1196717,836056,393857
2018-03-11,65.018,66.59,62.65,3.940000000000005,-3.940000000000005,65.638,67.0,64.67,2.3299999999999983,-2.3299999999999983,63.724000000000004,65.42,62.33,3.0900000000000034,-3.039999999999999,64.45,65.81,62.64,3.1700000000000017,-1.25,2055062,4460157,1092159,3367998,3090932
2018-03-18,66.05,67.71,64.58,3.1299999999999955,2.3900000000000006,67.28,69.19,64.89,4.299999999999997,3.280000000000001,65.38,66.33,63.82,2.509999999999998,2.509999999999998,66.336,68.88,64.68,4.199999999999989,1.779999999999987,1673415,2621270,1205536,1415734,-64042
2018-03-25,66.6875,68.0,64.94,3.0600000000000023,-2.4000000000000057,67.44,68.26,66.73,1.5300000000000011,-1.1499999999999915,65.53,66.68,64.41,2.2700000000000102,-1.740000000000009,66.33500000000001,67.72,64.58,3.1400000000000006,-1.1599999999999966,1117190,1237149,991337,245812,145611
2018-04-01,65.886,66.91,64.89,2.019999999999996,1.1099999999999994,66.99,68.18,66.35,1.8300000000000125,0.8100000000000023,64.594,66.53,63.51,3.020000000000003,0.740000000000002,66.036,67.43,64.59,2.8400000000000034,0.8599999999999994,1147927,1556952,875364,681588,170599
2018-04-08,69.458,72.77,65.63,7.140000000000001,7.140000000000001,71.348,74.07,66.85,7.219999999999999,7.219999999999999,69.148,72.47,65.28,7.189999999999998,7.189999999999998,70.516,73.05,65.9,7.1499999999999915,7.1499999999999915,1514928,2010946,880360,1130586,434544
2018-04-15,73.102,73.78,72.46,1.3200000000000074,-0.3300000000000125,73.392,74.36,72.71,1.6500000000000057,-0.4000000000000057,72.078,73.01,71.49,1.5200000000000102,-0.46000000000000796,72.7,73.6,72.19,1.4099999999999966,0.14000000000000057,1456088,2732271,803784,1928487,96928
2018-04-22,71.942,72.69,71.29,1.3999999999999915,-0.39000000000000057,72.458,73.0,71.55,1.4500000000000028,-0.9699999999999989,70.61,71.25,69.88,1.3700000000000045,-1.3700000000000045,71.632,72.41,70.37,2.039999999999992,-2.039999999999992,1241829,1449338,1003149,446189,312998
2018-04-29,69.084,70.27,68.45,1.8199999999999932,-1.2000000000000028,69.99,71.09,69.29,1.7999999999999972,-0.710000000000008,68.482,69.43,67.72,1.710000000000008,-0.5800000000000125,69.284,69.9,68.9,1.0,0.3500000000000085,1064462,1283148,646605,636543,-622196
