Date,DMLP_Open_average,DMLP_Open_max,DMLP_Open_min,DMLP_Open_volatility,DMLP_Open_change,DMLP_High_average,DMLP_High_max,DMLP_High_min,DMLP_High_volatility,DMLP_High_change,DMLP_Low_average,DMLP_Low_max,DMLP_Low_min,DMLP_Low_volatility,DMLP_Low_change,DMLP_Close_average,DMLP_Close_max,DMLP_Close_min,DMLP_Close_volatility,DMLP_Close_change,DMLP_Volume_average,DMLP_Volume_max,DMLP_Volume_min,DMLP_Volume_volatility,DMLP_Volume_change
2018-01-14,15.65,15.85,15.55,0.29999999999999893,-0.25,15.95,16.35,15.75,0.6000000000000014,0.5000000000000018,15.462499999999999,15.5,15.45,0.05000000000000071,0.05000000000000071,15.825000000000001,16.35,15.55,0.8000000000000007,0.7000000000000011,134688,226676,71078,155598,58505
2018-01-21,16.49,17.0,15.75,1.25,-0.6499999999999986,16.66,17.0,16.05,0.9499999999999993,-0.6999999999999993,16.14,16.4,15.75,0.6499999999999986,-0.3999999999999986,16.44,16.75,16.05,0.6999999999999993,-0.6999999999999993,116270,147281,80260,67021,-44552
2018-01-28,15.87,15.95,15.75,0.1999999999999993,-0.15000000000000036,16.008,16.15,15.84,0.3099999999999987,-0.3099999999999987,15.72,15.8,15.45,0.3500000000000014,-0.3500000000000014,15.844000000000001,16.05,15.47,0.5800000000000001,-0.5800000000000001,72293,123052,31184,91868,32269
2018-02-04,15.46,15.75,15.15,0.5999999999999996,0.10000000000000142,15.6,15.8,15.45,0.3500000000000014,0.10000000000000142,15.16,15.2,15.1,0.09999999999999964,0.049999999999998934,15.44,15.8,15.3,0.5,0.09999999999999964,115318,175336,82532,92804,-21240
2018-02-11,15.5,15.7,15.35,0.34999999999999964,0.1999999999999993,15.7,15.8,15.65,0.15000000000000036,0.15000000000000036,15.33,15.35,15.25,0.09999999999999964,0.09999999999999964,15.62,15.8,15.45,0.3500000000000014,0.25,44482,66023,24156,41867,13024
2018-02-18,15.7375,15.85,15.6,0.25,0.049999999999998934,15.8625,16.0,15.8,0.1999999999999993,0.1999999999999993,15.575,15.75,15.5,0.25,0.1999999999999993,15.775,16.0,15.6,0.40000000000000036,0.34999999999999964,20265,27888,13537,14351,14351
2018-02-25,15.68,15.95,15.45,0.5,-0.29999999999999893,15.756,15.98,15.6,0.3800000000000008,-0.28000000000000114,15.47,15.75,15.35,0.40000000000000036,-0.40000000000000036,15.64,15.85,15.55,0.29999999999999893,-0.25,42046,93157,16821,76336,9640
2018-03-04,15.536,15.65,15.45,0.20000000000000107,0.20000000000000107,15.762,16.0,15.6,0.40000000000000036,0.3200000000000003,15.370000000000001,15.55,15.3,0.25,0.25,15.576,15.78,15.35,0.4299999999999997,0.22999999999999865,46760,56991,33596,23395,-17149
2018-03-11,15.94,16.0,15.75,0.25,0.1999999999999993,16.14,16.4,16.0,0.3999999999999986,0.3999999999999986,15.798,15.94,15.65,0.28999999999999915,0.28999999999999915,16.0,16.3,15.9,0.40000000000000036,0.3000000000000007,63814,99498,32387,67111,-41056
2018-03-18,16.43,16.6,16.25,0.3500000000000014,0.25,16.64,16.9,16.28,0.6199999999999974,0.39000000000000057,16.206,16.45,15.8,0.6499999999999986,0.5799999999999983,16.49,16.75,16.15,0.6000000000000014,0.40000000000000213,44707,68084,27809,40275,4330
2018-03-25,16.2125,16.65,15.95,0.6999999999999993,-0.5499999999999972,16.55,16.8,16.35,0.4499999999999993,0.15000000000000213,16.005,16.25,15.87,0.3800000000000008,-0.25,16.1,16.3,16.0,0.3000000000000007,-0.1999999999999993,27272,32527,14687,17840,-1719
2018-04-01,16.692,16.95,16.26,0.6899999999999977,0.6899999999999977,17.036,17.25,16.8,0.4499999999999993,0.4299999999999997,16.498,16.9,16.1,0.7999999999999972,0.4499999999999993,16.86,17.1,16.75,0.3500000000000014,-0.05000000000000071,45276,72065,28032,44033,-21570
2018-04-08,16.904,16.95,16.85,0.09999999999999787,-0.029999999999997584,17.07,17.25,16.95,0.3000000000000007,0.14999999999999858,16.704,16.82,16.6,0.21999999999999886,0.07000000000000028,16.87,16.95,16.75,0.1999999999999993,0.1999999999999993,62217,114750,27092,87658,60013
2018-04-15,17.69,18.2,17.1,1.0999999999999979,1.0999999999999979,18.072,18.57,17.5,1.0700000000000003,1.0700000000000003,17.628,18.05,17.07,0.9800000000000004,0.9800000000000004,17.91,18.3,17.45,0.8500000000000014,0.8500000000000014,83331,105828,52413,53415,264
2018-04-22,18.01,18.3,17.7,0.6000000000000014,-0.6000000000000014,18.238,18.7,17.86,0.8399999999999999,-0.8399999999999999,17.79,17.9,17.6,0.29999999999999716,-0.29999999999999716,17.98,18.15,17.8,0.34999999999999787,-0.14999999999999858,83050,130211,22509,107702,-60607
2018-04-29,17.846,17.95,17.65,0.3000000000000007,0.05000000000000071,18.03,18.15,17.8,0.34999999999999787,0.04999999999999716,17.626,17.8,17.4,0.40000000000000213,0.10000000000000142,17.96,18.15,17.6,0.5499999999999972,0.04999999999999716,53655,93142,33419,59723,50156
2018-05-06,18.12,18.2,17.95,0.25,0.05000000000000071,18.24,18.4,18.1,0.29999999999999716,0.14999999999999858,17.970000000000002,18.1,17.85,0.25,0.25,18.11,18.35,17.85,0.5,0.5,113290,184022,63668,120354,93385
2018-05-13,18.7,19.2,18.4,0.8000000000000007,0.6500000000000021,18.954,19.45,18.5,0.9499999999999993,0.5500000000000007,18.57,19.0,18.3,0.6999999999999993,0.5,18.79,19.1,18.4,0.7000000000000028,0.5,91954,124013,69543,54470,-9143
2018-05-20,19.62,19.95,19.05,0.8999999999999986,0.8000000000000007,20.02,20.35,19.4,0.9500000000000028,0.8500000000000014,19.509999999999998,19.95,19.05,0.8999999999999986,0.6999999999999993,19.830000000000002,20.1,19.35,0.75,0.5,104791,137044,67281,69763,69763
2018-05-27,20.2125,20.45,19.7,0.75,0.75,20.5325,20.93,20.3,0.629999999999999,0.14999999999999858,19.8125,20.35,19.5,0.8500000000000014,0.10000000000000142,20.2125,20.45,19.9,0.5500000000000007,-0.25,70919,82336,40130,42206,-40744
2018-06-03,19.166,19.95,18.93,1.0199999999999996,-1.0,19.37,19.95,19.0,0.9499999999999993,-0.9499999999999993,18.791999999999998,19.1,18.57,0.5300000000000011,-0.45000000000000284,18.97,19.2,18.65,0.5500000000000007,-0.45000000000000284,85641,107354,46572,60782,13831
2018-06-10,19.0,19.25,18.8,0.4499999999999993,0.4499999999999993,19.27,19.35,19.2,0.15000000000000213,0.05000000000000071,18.93,19.05,18.8,0.25,0.1999999999999993,19.05,19.2,19.0,0.1999999999999993,0.05000000000000071,154151,341384,100531,240853,240853
2018-06-17,19.14,19.2,19.1,0.09999999999999787,-0.04999999999999716,19.242,19.35,19.2,0.15000000000000213,-0.15000000000000213,19.002,19.1,18.85,0.25,-0.2099999999999973,19.13,19.25,18.95,0.3000000000000007,-0.3000000000000007,35363,55994,17119,38875,13193
2018-06-24,19.419999999999998,20.1,18.9,1.2000000000000028,1.2000000000000028,19.822,20.75,19.05,1.6999999999999993,1.6999999999999993,19.282,20.05,18.65,1.4000000000000021,1.4000000000000021,19.75,20.6,18.95,1.6500000000000021,1.6500000000000021,41889,67335,30946,36389,-4016
2018-07-01,20.0375,20.65,19.55,1.0999999999999979,-1.0999999999999979,20.1375,20.65,19.75,0.8999999999999986,-0.8999999999999986,19.7,20.1,19.35,0.75,-0.75,19.75,20.1,19.5,0.6000000000000014,-0.6000000000000014,21554,29800,12786,17014,7431
2018-07-08,19.44,19.6,19.25,0.3500000000000014,-0.1999999999999993,19.548,19.7,19.4,0.3000000000000007,-0.03999999999999915,19.3,19.5,19.15,0.3500000000000014,-0.10000000000000142,19.37,19.6,19.25,0.3500000000000014,-0.14999999999999858,32485,58394,16878,41516,-19791
2018-07-15,19.26,19.55,19.1,0.4499999999999993,0.3000000000000007,19.44,19.65,19.25,0.3999999999999986,0.25,19.116,19.35,19.0,0.3500000000000014,0.3000000000000007,19.32,19.55,19.15,0.40000000000000213,0.25,53742,84724,39711,45013,-1828
