Date,LOAN_stock_Open_average,LOAN_stock_Open_max,LOAN_stock_Open_min,LOAN_stock_Open_volatility,LOAN_stock_Open_change,LOAN_stock_High_average,LOAN_stock_High_max,LOAN_stock_High_min,LOAN_stock_High_volatility,LOAN_stock_High_change,LOAN_stock_Low_average,LOAN_stock_Low_max,LOAN_stock_Low_min,LOAN_stock_Low_volatility,LOAN_stock_Low_change,LOAN_stock_Close_average,LOAN_stock_Close_max,LOAN_stock_Close_min,LOAN_stock_Close_volatility,LOAN_stock_Close_change,LOAN_stock_Volume_average,LOAN_stock_Volume_max,LOAN_stock_Volume_min,LOAN_stock_Volume_volatility,LOAN_stock_Volume_change
2018-01-14,5.95,6.1,5.9,0.1999999999999993,0.1999999999999993,6.025,6.1,5.9,0.1999999999999993,0.1999999999999993,5.9125,6.05,5.85,0.20000000000000018,0.20000000000000018,6.01,6.1,5.9,0.1999999999999993,0.1999999999999993,38820,46930,27184,19746,19746
2018-01-21,6.08,6.1,6.05,0.04999999999999982,-0.04999999999999982,6.109999999999999,6.15,6.1,0.05000000000000071,0.0,6.03,6.05,6.0,0.04999999999999982,0.0,6.066,6.1,6.04,0.05999999999999961,-0.009999999999999787,14888,23625,3842,19783,-15989
2018-01-28,6.002,6.1,5.86,0.23999999999999932,-0.1899999999999995,6.024,6.1,5.95,0.14999999999999947,-0.09999999999999964,5.92,6.0,5.8,0.20000000000000018,-0.20000000000000018,5.952,6.03,5.85,0.1800000000000006,-0.1299999999999999,14459,23133,8373,14760,-5312
2018-02-04,5.934,6.05,5.85,0.20000000000000018,0.20000000000000018,6.02,6.1,5.9,0.1999999999999993,0.1999999999999993,5.886,6.03,5.78,0.25,0.25,5.958,6.1,5.78,0.3199999999999994,0.3199999999999994,22793,29032,14283,14749,14749
2018-02-11,6.098,6.14,6.05,0.08999999999999986,0.0,6.13,6.15,6.1,0.05000000000000071,0.05000000000000071,6.064,6.1,6.0,0.09999999999999964,0.04999999999999982,6.1000000000000005,6.15,6.05,0.10000000000000053,0.07000000000000028,13395,24399,4144,20255,-13426
2018-02-18,6.15,6.15,6.15,0.0,0.0,6.15,6.15,6.15,0.0,0.0,6.1075,6.13,6.1,0.03000000000000025,0.03000000000000025,6.125,6.15,6.1,0.05000000000000071,0.03000000000000025,6287,9133,1714,7419,-3167
2018-02-25,6.2,6.25,6.15,0.09999999999999964,0.09999999999999964,6.23,6.3,6.15,0.14999999999999947,0.09999999999999964,6.158,6.2,6.1,0.10000000000000053,0.10000000000000053,6.22,6.25,6.15,0.09999999999999964,0.09999999999999964,20922,43420,5257,38163,4946
2018-03-04,6.29,6.3,6.25,0.04999999999999982,0.04999999999999982,6.3,6.3,6.3,0.0,0.0,6.244,6.26,6.22,0.040000000000000036,0.03000000000000025,6.25,6.28,6.22,0.0600000000000005,0.03000000000000025,12719,21703,4039,17664,-13731
2018-03-11,6.38,6.45,6.3,0.15000000000000036,0.15000000000000036,6.42,6.5,6.4,0.09999999999999964,0.09999999999999964,6.306,6.36,6.25,0.11000000000000032,0.11000000000000032,6.3759999999999994,6.4,6.35,0.05000000000000071,0.05000000000000071,18679,31150,7831,23319,4313
2018-03-18,6.66,6.95,6.45,0.5,0.4500000000000002,6.79,7.2,6.5,0.7000000000000002,0.7000000000000002,6.596,6.93,6.4,0.5299999999999994,0.5299999999999994,6.7700000000000005,7.2,6.4,0.7999999999999998,0.7999999999999998,44329,68388,21332,47056,47056
