Date,ACY_Open_average,ACY_Open_max,ACY_Open_min,ACY_Open_volatility,ACY_Open_change,ACY_High_average,ACY_High_max,ACY_High_min,ACY_High_volatility,ACY_High_change,ACY_Low_average,ACY_Low_max,ACY_Low_min,ACY_Low_volatility,ACY_Low_change,ACY_Close_average,ACY_Close_max,ACY_Close_min,ACY_Close_volatility,ACY_Close_change,ACY_Volume_average,ACY_Volume_max,ACY_Volume_min,ACY_Volume_volatility,ACY_Volume_change
2018-01-14,15.379999999999999,15.95,14.9,1.049999999999999,0.5,15.6352,15.95,15.311,0.6389999999999993,-0.0005000000000006111,15.3,15.55,14.9,0.6500000000000004,0.5,15.555200000000001,15.669,15.311,0.35800000000000054,-0.0005000000000006111,46,145,2,143,-52
2018-01-21,15.75,15.9,15.5,0.40000000000000036,0.0,15.81,16.0,15.6,0.40000000000000036,0.0,15.67,15.9,15.5,0.40000000000000036,0.40000000000000036,15.709999999999999,15.95,15.5,0.4499999999999993,0.40000000000000036,623,920,383,537,537
2018-01-28,15.662500000000001,15.9,15.55,0.34999999999999964,-0.09999999999999964,15.7625,16.0,15.55,0.4499999999999993,-0.3999999999999986,15.525,15.65,15.3,0.34999999999999964,-0.34999999999999964,15.55625,15.775,15.3,0.47499999999999964,-0.47499999999999964,292,758,2,756,158
2018-02-04,14.16,14.8,13.75,1.0500000000000007,-0.40000000000000036,14.57,14.85,14.25,0.5999999999999996,-0.34999999999999964,13.97,14.25,13.75,0.5,-0.09999999999999964,14.24,14.5,13.85,0.6500000000000004,0.6500000000000004,526,2280,0,2280,-2056
2018-02-11,14.275,14.5,14.05,0.4499999999999993,-0.15000000000000036,14.311325,14.5,14.1953,0.3047000000000004,-0.15000000000000036,14.1625,14.25,14.0,0.25,-0.05000000000000071,14.211324999999999,14.25,14.1953,0.054700000000000415,-0.05000000000000071,1198,2135,178,1957,1957
2018-02-18,14.47504,15.05,13.9,1.1500000000000004,1.1500000000000004,14.61928,15.1148,14.3264,0.7884000000000011,0.7884000000000011,14.47504,15.05,13.9,1.1500000000000004,1.1500000000000004,14.61928,15.1148,14.3264,0.7884000000000011,0.7884000000000011,164,684,0,684,28
2018-02-25,14.80436,15.3,14.4218,0.8782000000000014,-0.3500000000000014,14.80436,15.3,14.4218,0.8782000000000014,-0.3500000000000014,14.60716,15.0,14.4,0.5999999999999996,-0.29999999999999893,14.60716,15.0,14.4,0.5999999999999996,-0.29999999999999893,37,98,4,94,53
2018-03-04,15.770000000000001,16.35,14.8,1.5500000000000007,1.5500000000000007,16.04,16.7,14.8,1.8999999999999986,1.8000000000000007,15.700000000000001,16.35,14.6,1.7500000000000018,1.7500000000000018,15.88,16.7,14.6,2.0999999999999996,2.0000000000000018,1663,6052,156,5896,1055
2018-03-11,16.65,17.15,16.2,0.9499999999999993,0.04999999999999716,16.9825,17.18,16.6,0.5799999999999983,0.5799999999999983,16.4625,16.7,16.2,0.5,0.34999999999999787,16.795,17.18,16.3,0.879999999999999,0.879999999999999,236,345,96,249,107
2018-03-18,17.06,17.35,16.7,0.6500000000000021,-0.34999999999999787,17.22868,17.35,16.9068,0.4432000000000009,-0.4377999999999993,16.99,17.2,16.65,0.5500000000000007,-0.5500000000000007,17.19868,17.3446,16.9068,0.4377999999999993,-0.4377999999999993,523,1710,13,1697,291
2018-03-25,17.2375,17.35,17.0,0.3500000000000014,0.3000000000000007,17.262500000000003,17.35,17.1,0.25,0.1999999999999993,17.1375,17.25,17.0,0.25,0.05000000000000071,17.175,17.3,17.05,0.25,-0.05000000000000071,357,606,118,488,111
2018-04-01,16.240000000000002,16.7,15.9,0.7999999999999989,-0.6999999999999993,16.28,16.8,15.9,0.9000000000000004,-0.75,15.9,16.35,15.55,0.8000000000000007,-0.3500000000000014,16.029139999999998,16.395,15.8662,0.5288000000000004,-0.3949999999999996,755,2450,204,2246,317
2018-04-08,15.27,16.0,14.05,1.9499999999999993,-1.9499999999999993,15.31,16.0,14.05,1.9499999999999993,-1.9499999999999993,14.7343,15.9215,12.95,2.9715000000000007,-2.9715000000000007,14.834299999999999,15.9215,13.45,2.4715000000000007,-2.4715000000000007,2853,4188,1340,2848,2848
2018-04-15,14.59,15.15,13.4,1.75,1.75,15.15,15.5,14.85,0.6500000000000004,0.6500000000000004,14.290000000000001,14.75,13.4,1.3499999999999996,1.3499999999999996,14.6,14.9,14.35,0.5500000000000007,0.3000000000000007,1746,3065,314,2751,1743
2018-04-22,15.27,15.9,14.45,1.450000000000001,0.1999999999999993,15.6,15.95,14.85,1.0999999999999996,0.29999999999999893,15.0,15.85,14.45,1.4000000000000004,1.299999999999999,15.3,15.95,14.55,1.3999999999999986,1.3999999999999986,2559,5839,536,5303,-994
2018-04-29,15.78,16.2,15.05,1.1499999999999986,0.34999999999999964,15.969999999999999,16.2,15.65,0.5499999999999989,0.34999999999999964,15.53,15.85,15.05,0.7999999999999989,0.3000000000000007,15.72,15.85,15.55,0.29999999999999893,-0.05000000000000071,817,2059,204,1855,1620
2018-05-06,15.700000000000001,16.05,15.15,0.9000000000000004,0.10000000000000142,16.13,16.3,15.95,0.3500000000000014,0.1999999999999993,15.551,15.95,15.15,0.7999999999999989,0.20500000000000007,15.821,16.1,15.45,0.6500000000000021,-0.39500000000000135,1187,2018,326,1692,-1170
2018-05-13,15.8875,16.2,15.65,0.5499999999999989,-0.5,15.925,16.2,15.75,0.4499999999999993,-0.4499999999999993,15.680125,15.824000000000002,15.5465,0.27750000000000163,0.1534999999999993,15.717625,15.824000000000002,15.5465,0.27750000000000163,0.20350000000000001,744,2626,11,2615,-48
2018-05-20,15.233333333333333,15.45,14.8,0.6499999999999986,-0.6499999999999986,15.7,16.05,15.45,0.6000000000000014,-0.45000000000000107,15.216666666666667,15.45,14.8,0.6499999999999986,-0.6499999999999986,15.616666666666667,15.9,15.4,0.5,-0.34999999999999964,645,844,509,335,75
2018-05-27,15.3125,15.7,14.8,0.8999999999999986,-0.75,15.525,15.75,15.1,0.6500000000000004,-0.45000000000000107,15.006325,15.2253,14.8,0.4253,-0.4253,15.093825,15.45,14.8,0.6499999999999986,-0.32530000000000037,525,1077,3,1074,1074
2018-06-03,14.06,14.55,13.4,1.1500000000000004,-0.3000000000000007,14.3,14.9,13.75,1.1500000000000004,-0.6500000000000004,13.88,14.05,13.4,0.6500000000000004,0.15000000000000036,14.05,14.4,13.75,0.6500000000000004,-0.34999999999999964,652,1601,3,1598,-1598
2018-06-10,14.76,14.95,14.55,0.3999999999999986,-0.049999999999998934,14.83,14.95,14.55,0.3999999999999986,-0.049999999999998934,14.579,14.6,14.55,0.049999999999998934,0.04499999999999993,14.689,14.95,14.55,0.3999999999999986,-0.35499999999999865,954,2313,201,2112,-1773
2018-06-17,14.816666666666666,15.0,14.65,0.34999999999999964,0.34999999999999964,14.9334,15.0,14.85,0.15000000000000036,0.15000000000000036,14.816666666666666,15.0,14.65,0.34999999999999964,0.34999999999999964,14.9334,15.0,14.85,0.15000000000000036,0.15000000000000036,788,1438,382,1056,162
2018-06-24,15.25,15.7,15.0,0.6999999999999993,0.1999999999999993,15.53,15.85,15.25,0.5999999999999996,-0.1999999999999993,15.2,15.5,15.0,0.5,0.14999999999999858,15.44904,15.85,15.0952,0.7547999999999995,0.10479999999999912,450,725,12,713,-391
2018-07-01,15.05,15.75,14.7,1.0500000000000007,0.8499999999999996,15.4625,15.75,15.25,0.5,0.5,14.975,15.45,14.7,0.75,0.5499999999999989,15.32625,15.45,15.25,0.1999999999999993,0.1999999999999993,546,1001,100,901,-28
2018-07-08,15.36,15.6,15.1,0.5,0.40000000000000036,15.45558,15.6279,15.2,0.42790000000000106,0.15000000000000036,15.12,15.5,14.75,0.75,-0.14999999999999858,15.38558,15.6279,15.1,0.5279000000000007,0.10000000000000142,526,1228,40,1188,407
2018-07-15,15.666666666666666,15.85,15.55,0.29999999999999893,0.25,16.10843333333333,16.4,15.7753,0.6246999999999989,0.6246999999999989,15.6,15.65,15.55,0.09999999999999964,0.05000000000000071,15.9751,16.4,15.75,0.6499999999999986,0.6246999999999989,1863,3965,127,3838,1371
2018-07-22,16.72,16.8,16.6,0.1999999999999993,0.1999999999999993,16.96,17.0,16.8,0.1999999999999993,-0.1999999999999993,16.72,16.8,16.6,0.1999999999999993,0.1999999999999993,16.94,17.0,16.8,0.1999999999999993,-0.09999999999999787,773,1720,4,1716,-1618
2018-07-29,16.816666666666666,16.85,16.75,0.10000000000000142,-0.10000000000000142,16.977133333333335,17.0564,16.85,0.20639999999999858,0.20639999999999858,16.783333333333335,16.85,16.75,0.10000000000000142,0.0,16.9438,17.0564,16.75,0.3064,0.3064,262,590,74,516,-49
2018-08-05,16.18,16.55,15.6,0.9500000000000011,-0.9500000000000011,16.48,17.05,15.6,1.450000000000001,-1.450000000000001,15.8806,16.35,15.453,0.897000000000002,-0.7970000000000006,16.0766,16.53,15.453,1.0770000000000017,-0.7970000000000006,490,905,209,696,218
2018-08-12,15.55125,15.6,15.405,0.19500000000000028,0.0,15.61375,15.85,15.405,0.4450000000000003,-0.25,15.55125,15.6,15.405,0.19500000000000028,0.0,15.61375,15.85,15.405,0.4450000000000003,-0.25,64,230,0,230,-204
2018-08-19,15.3875,15.75,15.05,0.6999999999999993,-0.25,15.60755,15.7802,15.45,0.3302000000000014,-0.3302000000000014,15.332725,15.5309,15.05,0.4809000000000001,-0.25,15.540275000000001,15.7802,15.4,0.3802000000000003,-0.3802000000000003,695,1637,49,1588,1588
2018-08-26,15.0625,15.25,14.6,0.6500000000000004,-0.05000000000000071,15.732825,17.15,15.2,1.9499999999999993,1.8236999999999988,15.0375,15.25,14.6,0.6500000000000004,-0.15000000000000036,15.732825,17.15,15.2,1.9499999999999993,1.8236999999999988,3681,14112,92,14020,14002
2018-09-02,16.65,16.75,16.45,0.3000000000000007,0.05000000000000071,16.8125,17.0,16.7,0.3000000000000007,0.10000000000000142,16.3875,16.65,16.05,0.5999999999999979,0.3999999999999986,16.703,17.0,16.4,0.6000000000000014,0.26200000000000045,803,1193,346,847,-566
2018-09-09,16.39,16.9,15.6,1.299999999999999,-1.0999999999999996,16.48636,16.9,16.0,0.8999999999999986,-0.6999999999999993,16.1907,16.6035,15.6,1.0035000000000007,-0.9000000000000004,16.30706,16.6035,15.9,0.7035,-0.5500000000000007,721,2571,6,2565,2369
2018-09-16,15.675,15.8,15.55,0.25,0.25,15.75,15.8,15.7,0.10000000000000142,0.10000000000000142,15.675,15.8,15.55,0.25,0.25,15.75,15.8,15.7,0.10000000000000142,0.10000000000000142,114,190,39,151,151
2018-09-23,15.665,15.9,15.43,0.47000000000000064,-0.47000000000000064,15.665,15.9,15.43,0.47000000000000064,-0.47000000000000064,15.3,15.5,15.1,0.40000000000000036,-0.40000000000000036,15.3,15.5,15.1,0.40000000000000036,-0.40000000000000036,734,748,721,27,-27
2018-09-30,14.958,15.4,14.5,0.9000000000000004,0.1899999999999995,15.192,15.4,15.0,0.40000000000000036,0.1899999999999995,14.688,15.0,14.5,0.5,0.0600000000000005,14.958,15.13,14.66,0.47000000000000064,-0.33999999999999986,252,713,0,713,-680
2018-10-07,14.68108,15.26,14.26,1.0,-0.040000000000000924,14.95908,15.26,14.6354,0.6245999999999992,-0.5500000000000007,14.42908,14.6354,14.26,0.37540000000000084,-0.040000000000000924,14.647079999999999,14.95,14.37,0.5800000000000001,-0.25,301,921,11,910,-700
2018-10-14,14.65,14.76,14.37,0.39000000000000057,0.28000000000000114,14.89352,15.15,14.6526,0.49740000000000073,-0.49740000000000073,14.596,14.76,14.37,0.39000000000000057,0.23000000000000043,14.84952,15.15,14.54,0.6100000000000012,-0.49740000000000073,359,474,210,264,-6
2018-10-21,14.322,14.48,14.19,0.2900000000000009,-0.25,14.564020000000001,14.7301,14.48,0.25009999999999977,0.009999999999999787,14.232,14.42,14.02,0.40000000000000036,-0.40000000000000036,14.42202,14.7301,14.02,0.7101000000000006,-0.40000000000000036,430,691,200,491,385
2018-10-28,14.404,14.74,14.1,0.6400000000000006,0.08999999999999986,14.574,14.87,14.36,0.5099999999999998,-0.23000000000000043,14.006,14.35,13.7,0.6500000000000004,0.3000000000000007,14.304,14.59,14.0,0.5899999999999999,-0.5899999999999999,748,1251,225,1026,-19
2018-11-04,12.988,14.0,12.0,2.0,-2.0,13.13022,14.25,12.1292,2.120799999999999,-2.120799999999999,12.368,13.79,10.26,3.5299999999999994,-1.7899999999999991,12.922220000000001,14.22,12.0,2.2200000000000006,-2.0907999999999998,1151,3982,29,3953,-716
